Frame #,Hand Pink X,Hand Pink Y,Elbow Pink X,Elbow Pink Y,Head Pink X,Head Pink Y,Shoulder Green X,Shoulder Green Y,Timestamp (microseconds),angles,Seconds,Hand Pink X meters,Elbow Pink X meters,Head Pink X meters,Shoulder Green X meters,Hand Pink Y meters,Elbow Pink Y meters,Head Pink Y meters,Shoulder Green Y meters,angular velocity,Hand Pink m/s,Elbow Pink m/s,Head Pink m/s,Shoulder Green m/s
1.0,979.9408569,900.9310303,724.0629883,997.555542,264.5,997.0,492.834564,1015.63989,1658789581000000.0,0.0,0.0,1.074835325260002,0.7941790283141318,0.2901133691176241,0.5405591522860315,-0.9881744292738952,-1.0941557624634313,-1.0935464234792862,-1.1139913432822426,,,,,
2.0,980.1351929,901.0220337,724.0804443,997.8496704,264.931458,996.931458,492.834564,1015.63989,1658789581016666.8,0.0152368872038855,0.01666675,1.075048480162463,0.7941981746996565,0.2905866081876156,0.5405591522860315,-0.9882742451641604,-1.0944783733559726,-1.0934712440821368,-1.1139913432822426,0.914208661189824,0.014122096438317652,0.019390712710831703,0.02875040474219268,0.0
3.0,980.1351929,901.0220337,724.0804443,997.8496704,265.334686,996.947571,492.834564,1015.63989,1658789581033333.2,0.0152368872038855,0.03333325,1.075048480162463,0.7941981746996565,0.2910288835509523,0.5405591522860315,-0.9882742451641604,-1.0944783733559726,-1.0934889174156588,-1.1139913432822426,0.0,0.0,0.0,0.026557700153374667,0.0
4.0,980.1351929,901.0220337,724.0804443,997.8496704,265.425415,996.892334,492.834564,1015.63989,1658789581050000.0,0.0152368872038855,0.05,1.075048480162463,0.7941981746996565,0.2911283984691628,0.5405591522860315,-0.9882742451641604,-1.0944783733559726,-1.09342833143392,-1.1139913432822426,0.0,0.0,0.0,0.006990419763284304,0.0
5.0,980.1351929,901.0220337,724.0804443,997.8496704,265.400513,996.807373,492.834564,1015.63989,1658789581066666.5,0.0152368872038855,0.0666665,1.075048480162463,0.7941981746996565,0.2911010850358252,0.5405591522860315,-0.9882742451641604,-1.0944783733559726,-1.0933351430711462,-1.1139913432822426,0.0,0.0,0.0,0.00582652044960591,0.0
6.0,980.2003174,901.1589966,723.9333496,998.0944214,265.330841,996.873901,492.834564,1015.63989,1658789581083333.2,0.0322020251598459,0.08333325,1.0751199111193894,0.7940368357998594,0.29102466621294,0.5405591522860315,-0.9884244711315068,-1.094746825292475,-1.0934081134387104,-1.1139913432822426,1.017903187841685,0.009980621340444296,0.01879223398318025,0.006339734988230953,0.0
7.0,980.2003174,901.1589966,723.9988403,997.9858398,265.330841,996.873901,492.834564,1015.63989,1658789581100000.0,0.0322020251598459,0.1,1.0751199111193894,0.7941086684184714,0.29102466621294,0.5405591522860315,-0.9884244711315068,-1.0946277289832116,-1.0934081134387104,-1.1139913432822426,0.0,0.0,0.008344931486631664,0.0,0.0
8.0,980.3857422,901.3551636,723.9988403,997.9858398,265.330841,996.873901,492.834564,1015.63989,1658789581116666.5,0.0589034251231253,0.1166665,1.0753232918885614,0.7941086684184714,0.29102466621294,0.5405591522860315,-0.988639634342394,-1.0946277289832116,-1.0934081134387104,-1.1139913432822426,1.6021000187969516,0.017764351958845376,0.0,0.0,0.0
9.0,980.2003174,901.1589966,724.1800537,998.0535278,265.330841,996.873901,492.834564,1015.63989,1658789581133333.5,0.0322020251598459,0.1333335,1.0751199111193894,0.7943074299685783,0.29102466621294,0.5405591522860315,-0.9884244711315068,-1.094701971681619,-1.0934081134387104,-1.1139913432822426,-1.6020519567576297,0.017764351958845376,0.012730486064711116,0.0,0.0
10.0,980.2003174,901.1589966,724.3723145,998.0662231,265.5,997.0,492.659027,1015.56995,1658789581150000.0,0.0321871050431954,0.15,1.0751199111193894,0.7945183087150328,0.2912102060519062,0.5403666168210984,-0.9884244711315068,-1.094715896355551,-1.0935464234792862,-1.1139146305070586,-0.0008952159511897,0.0,0.012680278865279162,0.013885132948722208,0.012435317385585527
11.0,980.3857422,901.3551636,724.3723145,998.0662231,265.822998,996.972839,492.834564,1015.63989,1658789581166666.8,0.0589034251231253,0.16666675,1.0753232918885614,0.7945183087150328,0.2915644821880054,0.5405591522860315,-0.988639634342394,-1.094715896355551,-1.0935166322913143,-1.1139913432822426,1.602971189939843,0.017764351958845376,0.0,0.021331590277441317,0.012435317385585527
12.0,980.2782593,901.5,724.3723145,998.0662231,265.822998,996.972839,492.834564,1015.63989,1658789581183333.5,0.0722347892489627,0.1833335,1.0752054006740377,0.7945183087150328,0.2915644821880054,0.5405591522860315,-0.9887984962553428,-1.094715896355551,-1.0935166322913143,-1.1139913432822426,0.7998778481610033,0.01186960846243019,0.0,0.0,0.0
13.0,980.3857422,901.6448364,724.3723145,998.0662231,265.822998,996.972839,492.708923,1015.74884,1658789581200000.0,0.0911542338744728,0.2,1.0753232918885614,0.7945183087150328,0.2915644821880054,0.5404213445967714,-0.9889573581682912,-1.094715896355551,-1.0935166322913143,-1.1141108436662326,1.1351780293108988,0.011869608462414144,0.0,0.0,0.0109442534498549
14.0,980.8137817,901.6342773,724.6124268,998.2271118,265.822998,996.972839,492.305756,1015.6441,1658789581216666.8,0.1010205338644309,0.21666675,1.075792781421493,0.7947816727540482,0.2915644821880054,0.5399791361404876,-0.9889457765574184,-1.0948923650240197,-1.0935166322913143,-1.1139959609657355,0.5919750395222889,0.028177941707544733,0.019021212074716992,0.0,0.027413260901549875
15.0,980.8467407,901.9846802,724.6984253,998.6383057,265.822998,996.972839,492.376587,1015.62341,1658789581233333.2,0.1408749256285279,0.23333325,1.07582893207001,0.7948759990851412,0.2915644821880054,0.5400568261973797,-0.9893301114000178,-1.0953433776806911,-1.0935166322913143,-1.1139732674095657,2.391287418720008,0.0231618761383166,0.02764625731586707,0.0,0.004856199414509931
16.0,980.9840698,902.6397095,724.6734009,998.6779175,265.822998,996.972839,492.376587,1015.62341,1658789581250000.0,0.2173198654498609,0.25,1.0759795596990418,0.7948485513989629,0.2915644821880054,0.5400568261973797,-0.9900485717292948,-1.0953868253659649,-1.0935166322913143,-1.1139732674095657,4.586673455912698,0.044044819656132835,0.003083484489319082,0.0,0.0
17.0,981.1807251,902.9133301,724.7671509,998.944458,265.822998,996.972839,492.305756,1015.6441,1658789581266666.8,0.2527931051881645,0.26666675,1.076195258495404,0.7949513798615518,0.2915644821880054,0.5399791361404876,-0.9903486889093552,-1.0956791768308467,-1.0935166322913143,-1.1139959609657355,2.128383742379503,0.022175361396608757,0.018594489997120385,0.0,0.004856199414509931
18.0,981.4257813,902.6080933,724.7258301,999.428894,265.822998,996.972839,492.305756,1015.6441,1658789581283333.2,0.2251310046875716,0.28333325,1.0764640451865388,0.7949060576819578,0.2915644821880054,0.5399791361404876,-0.9900138939134132,-1.0962105241279425,-1.0935166322913143,-1.1139959609657355,-1.659742627461851,0.02576047958987797,0.031996602637452645,0.0,0.0
19.0,981.3044434,902.8485107,724.862854,999.2565308,265.822998,996.972839,492.305756,1015.6441,1658789581300000.0,0.2487556636361516,0.3,1.0763309572962905,0.7950563505563571,0.2915644821880054,0.5399791361404876,-0.9902775925973772,-1.0960214698040711,-1.0935166322913143,-1.1139959609657355,1.4174724495525506,0.017722803865032995,0.014490898788236613,0.0,0.0
20.0,981.2347412,903.2347412,724.8289795,999.6731567,265.743988,997.063354,492.305756,1015.6441,1658789581316666.5,0.2899479391260258,0.3166665,1.07625450534893,0.7950191957536268,0.2914778211018278,0.5399791361404876,-0.9907012244749236,-1.09647844047897,-1.0936159124864209,-1.1139959609657355,2.4715612450048976,0.025828509917204003,0.027508719299535012,0.007906966775719919,0.0
21.0,981.3092651,903.3434448,724.8289795,999.6731567,265.840424,997.072083,492.305756,1015.6441,1658789581333333.2,0.3039526665452213,0.33333325,1.0763362459149366,0.7950191957536268,0.2915835956684223,0.5399791361404876,-0.990820454598293,-1.09647844047897,-1.0936254867760202,-1.1139959609657355,0.8402794437545112,0.008673547879566755,0.0,0.006372419748769638,0.0
22.0,981.5,903.5,724.763855,999.8986206,265.950134,997.015747,492.305756,1015.6441,1658789581350000.0,0.3262455019635828,0.35,1.076545450997913,0.7949477647967002,0.2917039296484823,0.5399791361404876,-0.9909921701239068,-1.0967257376118371,-1.0935636953704904,-1.1139959609657355,1.3375634372845089,0.016239173578975523,0.015444407166163677,0.008116304602217508,0.0
23.0,981.6907349,903.6565552,724.43927,1000.105896,266.093506,997.024414,492.305756,1015.6441,1658789581366666.5,0.3485249332366338,0.3666665,1.0767546560808898,0.7945917479803861,0.2918611853534242,0.5399791361404876,-0.9911638856495208,-1.0969530849261255,-1.0935732016562,-1.1139959609657355,1.3367792441754986,0.016239173578994275,0.025344924330625365,0.009452566547619437,0.0
24.0,981.7478638,904.1903076,724.4679565,1000.304504,266.093506,997.024414,492.305756,1015.6441,1658789581383333.5,0.4093677177796579,0.3833335,1.0768173171684248,0.7946232123931015,0.2918611853534242,0.5399791361404876,-0.9917493249956024,-1.0971709255159692,-1.0935732016562,-1.1139959609657355,3.6504940627001954,0.03532699114548725,0.013206071128970362,0.0,0.0
25.0,981.8838501,905.1161499,724.8483887,1000.539368,266.093506,997.024414,492.305756,1015.6441,1658789581400000.0,0.5158686217513822,0.4,1.076966471964821,0.7950404844810517,0.2918611853534242,0.5399791361404876,-0.9927648230255632,-1.0974285330257023,-1.0935732016562,-1.1139959609657355,6.390118139484838,0.061583603724630884,0.02942311078100911,0.0,0.0
26.0,981.8838501,905.1161499,724.8483887,1000.539368,266.093506,997.024414,492.305756,1015.6441,1658789581416666.8,0.5158686217513822,0.41666675,1.076966471964821,0.7950404844810517,0.2918611853534242,0.5399791361404876,-0.9927648230255632,-1.0974285330257023,-1.0935732016562,-1.1139959609657355,0.0,0.0,0.0,0.0,0.0
27.0,981.7652588,905.7652588,725.3110962,1000.334656,266.093506,997.024414,492.305756,1015.6441,1658789581433333.5,0.5852046988983579,0.4333335,1.0768363966468966,0.795547999156821,0.2918611853534242,0.5399791361404876,-0.9934767896414544,-1.0972039973432115,-1.0935732016562,-1.1139959609657355,4.160143828099403,0.043425082403098045,0.03329796852359093,0.0,0.0
28.0,981.9352417,906.2698975,725.5917969,1000.895935,266.093506,997.024414,492.305756,1015.6441,1658789581450000.0,0.6456890765019645,0.45,1.077022840169813,0.7958558820520598,0.2918611853534242,0.5399791361404876,-0.9940302960060826,-1.0978196288808488,-1.0935732016562,-1.1139959609657355,3.629098947205861,0.03504382596859659,0.041299620365467325,0.0,0.0
29.0,981.8838501,906.6691895,725.5980225,1001.310852,266.093506,997.024414,492.234558,1015.64935,1658789581466666.8,0.6888267775992628,0.46666675,1.076966471964821,0.7958627105200778,0.2918611853534242,0.5399010435444406,-0.994468254219246,-1.0982747251711102,-1.0935732016562,-1.1140017193596408,2.5882491245922745,0.026494247972731776,0.02730885096423188,0.0,0.00469827687220146
30.0,982.5257568,907.0980225,725.4744263,1001.435547,266.093506,997.024414,492.234558,1015.64935,1658789581483333.2,0.7524985605858687,0.48333325,1.0776705389417442,0.795727145642981,0.2918611853534242,0.5399010435444406,-0.994938614092285,-1.0984114952526307,-1.0935732016562,-1.1140017193596408,3.820345182648188,0.05080369460356537,0.011554306901110818,0.0,0.0
