Frame #,Hand Pink X,Hand Pink Y,Elbow Pink X,Elbow Pink Y,Head Pink X,Head Pink Y,Shoulder Green X,Shoulder Green Y,Timestamp (microseconds),angles,Seconds,Hand Pink X meters,Elbow Pink X meters,Head Pink X meters,Shoulder Green X meters,Hand Pink Y meters,Elbow Pink Y meters,Head Pink Y meters,Shoulder Green Y meters,angular velocity
1.0,879.5,1093.82666,651.8125,1135.986084,254.4141388,1107.549438,414.8448792,1123.689819,1658800357818330.0,0.0,0.0,1.139456326365876,0.8444705818412251,0.3296120522712746,0.5374617647128227,-1.4171321292605523,-1.471752734596245,-1.4349109879386817,-1.4558220274388585,
2.0,879.5,1093.82666,651.8125,1135.986084,254.4141388,1107.549438,414.8448792,1123.689819,1658800357834996.8,0.0,0.01666675,1.139456326365876,0.8444705818412251,0.3296120522712746,0.5374617647128227,-1.4171321292605523,-1.471752734596245,-1.4349109879386817,-1.4558220274388585,0.0
3.0,879.5,1093.82666,651.8125,1135.986084,254.5,1107.5,414.8448792,1123.689819,1658800357851663.2,0.0,0.03333325,1.139456326365876,0.8444705818412251,0.3297232917113308,0.5374617647128227,-1.4171321292605523,-1.471752734596245,-1.434846937407854,-1.4558220274388585,0.0
4.0,879.1356812,1094.268433,651.6398926,1135.834595,254.5,1107.5,414.5,1123.5,1658800357868330.0,0.051403272214514,0.05,1.1389843248178668,0.8442469563791359,0.3297232917113308,0.5370149485828943,-1.417704478367622,-1.471556469559946,-1.434846937407854,-1.4555761030950105,0.051403272214514
5.0,879.1356812,1094.268433,651.6398926,1135.834595,254.5,1107.5,414.8448792,1123.689819,1658800357884996.8,0.0514180729060663,0.06666675,1.1389843248178668,0.8442469563791359,0.3297232917113308,0.5374617647128227,-1.417704478367622,-1.471556469559946,-1.434846937407854,-1.4558220274388585,1.4800691552303846e-05
6.0,879.1356812,1094.268433,651.6398926,1135.834595,254.5,1107.5,414.8448792,1123.689819,1658800357901663.2,0.0514180729060663,0.08333325,1.1389843248178668,0.8442469563791359,0.3297232917113308,0.5374617647128227,-1.417704478367622,-1.471556469559946,-1.434846937407854,-1.4558220274388585,0.0
7.0,879.1356812,1094.268433,651.6398926,1135.834595,254.5,1107.5,414.8448792,1123.689819,1658800357918330.0,0.0514180729060663,0.1,1.1389843248178668,0.8442469563791359,0.3297232917113308,0.5374617647128227,-1.417704478367622,-1.471556469559946,-1.434846937407854,-1.4558220274388585,0.0
8.0,879.2075806,1094.410645,651.6398926,1135.834595,254.5,1107.5,414.8448792,1123.689819,1658800357934996.5,0.0694551158153505,0.1166665,1.1390774757288298,0.8442469563791359,0.3297232917113308,0.5374617647128227,-1.417888724374541,-1.471556469559946,-1.434846937407854,-1.4558220274388585,0.018037042909284193
9.0,879.3092651,1093.656494,651.6398926,1135.834595,254.5,1107.5,414.8448792,1123.689819,1658800357951663.5,0.0224105288449207,0.1333335,1.1392092154068494,0.8442469563791359,0.3297232917113308,0.5374617647128227,-1.4169116668100328,-1.471556469559946,-1.434846937407854,-1.4558220274388585,-0.04704458697042979
10.0,879.3092651,1093.656494,651.6398926,1135.834595,254.5,1107.5,414.8448792,1123.689819,1658800357968330.2,0.0224105288449207,0.15000025,1.1392092154068494,0.8442469563791359,0.3297232917113308,0.5374617647128227,-1.4169116668100328,-1.471556469559946,-1.434846937407854,-1.4558220274388585,0.0
11.0,879.3092651,1093.656494,651.6398926,1135.834595,254.4141388,1107.549438,414.8448792,1123.689819,1658800357984996.8,0.0224105288449207,0.16666675,1.1392092154068494,0.8442469563791359,0.3296120522712746,0.5374617647128227,-1.4169116668100328,-1.471556469559946,-1.4349109879386817,-1.4558220274388585,0.0
12.0,879.3092651,1093.656494,651.6398926,1135.834595,254.0,1107.5,414.5,1123.5,1658800358001663.5,0.0223845329570151,0.1833335,1.1392092154068494,0.8442469563791359,0.3290755052836072,0.5370149485828943,-1.4169116668100328,-1.471556469559946,-1.434846937407854,-1.4555761030950105,-2.5995887905597148e-05
13.0,879.3092651,1093.656494,651.6398926,1135.834595,254.0,1107.5,414.5,1123.5,1658800358018330.0,0.0223845329570151,0.2,1.1392092154068494,0.8442469563791359,0.3290755052836072,0.5370149485828943,-1.4169116668100328,-1.471556469559946,-1.434846937407854,-1.4555761030950105,0.0
14.0,879.0189819,1093.390259,651.7608032,1135.712524,254.0,1107.5,414.5,1123.5,1658800358034996.8,0.0573763555464,0.21666675,1.1388331323725371,0.8444036048704318,0.3290755052836072,0.5370149485828943,-1.4165667399708626,-1.471398317685909,-1.434846937407854,-1.4555761030950105,0.034991822589384894
15.0,879.0928955,1093.282837,651.7608032,1135.712524,254.5,1107.5,414.5,1123.5,1658800358051663.5,0.0699801546123139,0.2333335,1.1389288928263457,0.8444036048704318,0.3297232917113308,0.5370149485828943,-1.4164275669435846,-1.471398317685909,-1.434846937407854,-1.4555761030950105,0.012603799065913898
