Timestamp (microseconds),Accel X (g),Accel Y (g),Accel Z (g),vel x (m/s),vel y (m/s),vel z (m/s),disp x (m),disp y (m),disp z (m)
1658800352219879,0.08172732127870574,0.9147478446631574,0.4098573281452662,0,0,0,-0.001628097553021647,-0.005645235108866578,-0.5738351815156185
1658800352235879,0.07830930037384576,0.9218280308232245,0.3960631723506527,-0.0004660263210617809,0.0005943919638924727,-0.0002277416054165348,-0.001872725698476808,-0.005961577466329949,-0.5737776808326914
1658800352251878,0.08184939345387932,0.9425803006027316,0.4049744411383234,-0.001322532804713835,0.001230261173307815,-0.0009352508170286189,-0.002112400774465849,-0.006129492757849546,-0.5737197966072106
1658800352267878,0.07904173342488718,0.9215838864728774,0.3997253376058598,-0.00252624568880355,0.001865873351705681,-0.001976579436234089,-0.002343613385912655,-0.006078936793043097,-0.5736675993902518
1658800352283878,0.07660028992141577,0.9163347829404138,0.4033875028610669,-0.004003061521730394,0.002466685828006191,-0.003195611194061303,-0.002564589531279949,-0.005801619705864126,-0.5736259833377212
1658800352299878,0.07818722819867219,0.9256122682536052,0.4064393072404062,-0.005657513795805516,0.002996291726528644,-0.004418067216995265,-0.002775366829199099,-0.005423036966267272,-0.5735982051794275
1658800352315878,0.07379262989242363,0.9267109178301673,0.4109559777218283,-0.007383953976323686,0.003422479690287534,-0.005479527808376688,-0.00297781160435431,-0.004939973921813776,-0.5735859955326728
1658800352331877,0.08551155870908644,0.9242694743266959,0.4151064316777298,-0.009078643296437284,0.003744535371955026,-0.006293285917045878,-0.003175021535436004,-0.004443597876920883,-0.573589494869631
1658800352347877,0.07965209430075504,0.9314717326619366,0.4151064316777298,-0.01065340400127076,0.00400935949557887,-0.006885403655890576,-0.003370015966758224,-0.003977298744545203,-0.5736074844122613
1658800352363877,0.08380254825665645,0.9201190203707945,0.4119325551232169,-0.01204962339122033,0.004297318646794713,-0.007363151363365665,-0.003564398585797882,-0.003503582041074243,-0.573637469020584
1658800352379877,0.07318226901655578,0.9109636072327767,0.4060730907148855,-0.01324944012896843,0.004682979416518779,-0.007838828520407872,-0.003757820986812484,-0.003088285151630426,-0.5736766210889177
1658800352395877,0.09234760051880642,0.9267109178301673,0.4116884107728698,-0.01428099133774741,0.005205566708322501,-0.008371016972310184,-0.003948462449346314,-0.00274494263746031,-0.5737221398719322
1658800352411876,0.07904173342488718,0.9268329900053409,0.4099794003204398,-0.01521531619272783,0.005886568566136325,-0.00898053113323158,-0.004133763437100609,-0.00241421066775781,-0.5737716842535461
1658800352427876,0.08661020828564858,0.9147478446631574,0.4063172350652327,-0.01615392987202346,0.006752635009453148,-0.009682891751757301,-0.004310684681336722,-0.002073509688251616,-0.5738243598338032
1658800352443876,0.08392462043183002,0.918287937743191,0.4070496681162741,-0.01720836843656792,0.007806764740035469,-0.01045623532551467,-0.004476005651395814,-0.00169276163448165,-0.5738808906162006
1658800352459876,0.08209353780422646,0.9253681239032581,0.397405966277562,-0.01847454012148746,0.008991340393528417,-0.01120327292176357,-0.004627359274395622,-0.001318082068490058,-0.5739440798280226
1658800352475875,0.08282597085526788,0.918287937743191,0.4002136263065541,-0.02000612444774844,0.01019341073402599,-0.01177491758146461,-0.00476454391998087,-0.0009522532533456519,-0.5740177426241395
1658800352491875,0.09588769359883997,0.9209735255970095,0.4083924620431834,-0.02179361572138375,0.01127102242628538,-0.01202370811588859,-0.00489030839032268,-0.0006324173203509798,-0.5741063162457805
1658800352507875,0.09491111619745141,0.9386739909971773,0.428412298771649,-0.02375652290591071,0.01209506625459694,-0.01187414411124592,-0.005010169842116951,-0.000421324367630151,-0.5742137709704838
1658800352523875,0.09051651789120285,0.9300068665598538,0.4342717631799804,-0.02575396465200209,0.01260156500402442,-0.01139089707536228,-0.005131025634142933,-0.0002885437700154312,-0.5743416106036711
1658800352539886,0.08587777523460716,0.9126726176852067,0.4296330205233847,-0.02761231349975353,0.01279268199565487,-0.01075409580064546,-0.005259222087250623,-0.0001559811455676026,-0.574488395894722
1658800352555886,0.0831921873807886,0.910597390707256,0.4185244525825897,-0.02916146605012384,0.01268370439566343,-0.01015110916648808,-0.005399515256996763,-3.581406557253038e-06,-0.5746503422300123
1658800352571886,0.07977416647592861,0.9250019073777374,0.4160830090791183,-0.0302699992146364,0.0122903005463939,-0.009724797656623891,-0.005555127010044974,0.000170209153823821,-0.5748213776937647
1658800352587885,0.07721065079728362,0.9252460517280845,0.4090028229190512,-0.03087056333899767,0.01167469377866453,-0.009603534068669515,-0.00572765621210421,0.0003722921951438609,-0.5749937897944498
1658800352603885,0.06878767071030722,0.8954604409857332,0.4082703898680098,-0.0309685497943224,0.01095425475308925,-0.009894894218231826,-0.005916515438073585,0.0006213093845751777,-0.5751592700945032
1658800352619885,0.07367055771725006,0.8927748531319146,0.4066834515907534,-0.03063286026252336,0.01024105289701929,-0.01061466325553283,-0.006119035930978776,0.0009267631117107068,-0.5753101565058816
1658800352635885,0.0814831769283586,0.9142595559624631,0.4044861524376291,-0.02997406385234074,0.009601038157603985,-0.01166170995240755,-0.006331658426671213,0.001255319511992454,-0.5754405569958995
1658800352651885,0.08294804303044145,0.9303730830853745,0.4063172350652327,-0.02911772588642367,0.009083321703913709,-0.01289504711679024,-0.00655099606994116,0.001527484638355076,-0.5755469056709054
1658800352667884,0.08123903257801146,0.9127946898603803,0.4066834515907534,-0.02818125326452574,0.008753735662087684,-0.01421936350067154,-0.006773811582537988,0.001767084499784902,-0.5756267702456221
