Frame #,Shoulder Pink X,Shoulder Pink Y,Wrist Pink X,Wrist Pink Y,Head Pink X,Head Pink Y,Green X,Green Y,angles,Timestamp (microseconds),Seconds
1.0,320.5,1180.227417,848.5266724,1277.463989,305.4549866,992.4550171,542.2476807,1290.076416,151.2891,1658797480000000.0,0.0
2.0,320.5,1180.227417,848.5266724,1277.463989,305.717804,992.6119995,542.2476807,1290.076416,151.2891,1658797480016666.8,0.01666675
3.0,320.5,1180.227417,848.5266724,1277.463989,306.358551,992.3585815,542.2476807,1290.076416,151.2891,1658797480033333.2,0.03333325
4.0,320.5,1180.227417,848.5266724,1277.463989,306.358551,992.3585815,542.2476807,1290.076416,151.2891,1658797480050000.0,0.05
5.0,320.5,1180.227417,848.7183228,1277.496094,306.358551,992.3585815,542.2476807,1290.076416,151.2965648,1658797480066666.5,0.0666665
6.0,320.5,1180.227417,848.9072876,1277.466187,306.5,992.227417,542.2476807,1290.076416,151.2924333,1658797480083333.2,0.08333325
7.0,320.6315002,1180.36853,848.9072876,1277.466187,306.641449,992.3585815,542.2476807,1290.076416,151.3082064,1658797480100000.0,0.1
8.0,320.6315002,1180.36853,848.9072876,1277.466187,306.641449,992.3585815,542.2476807,1290.076416,151.3082064,1658797480116666.5,0.1166665
9.0,320.8952332,1180.519043,848.9072876,1277.466187,306.6996765,992.0283203,542.2476807,1290.076416,151.3123553,1658797480133333.5,0.1333335
10.0,320.8952332,1180.519043,848.9072876,1277.466187,306.9414063,991.5714111,542.2476807,1290.076416,151.3123553,1658797480150000.0,0.15
11.0,320.8952332,1180.519043,848.9072876,1277.466187,307.068573,991.7124023,542.2476807,1290.076416,151.3123553,1658797480166666.8,0.16666675
12.0,320.8952332,1180.519043,848.9072876,1277.466187,307.456665,991.8666382,542.2476807,1290.076416,151.3123553,1658797480183333.5,0.1833335
13.0,320.7619019,1180.639038,848.9072876,1277.466187,308.0047913,992.2185059,542.2476807,1290.076416,151.3510138,1658797480200000.0,0.2
14.0,320.5,1180.5,848.9072876,1277.466187,308.2503967,991.8325195,542.2476807,1290.076416,151.3490136,1658797480216666.8,0.21666675
15.0,320.5,1180.5,848.9072876,1277.466187,307.8175659,991.6450806,542.2476807,1290.076416,151.3490136,1658797480233333.2,0.23333325
16.0,320.5,1180.5,848.9072876,1277.466187,307.5,991.5,542.2476807,1290.076416,151.3490136,1658797480250000.0,0.25
17.0,320.5,1180.5,848.9072876,1277.466187,307.5,991.5,542.2476807,1290.076416,151.3490136,1658797480266666.8,0.26666675
18.0,320.5,1180.5,848.9072876,1277.466187,307.5,991.5,542.2476807,1290.076416,151.3490136,1658797480283333.2,0.28333325
19.0,320.5,1180.5,848.9072876,1277.466187,307.5,991.5,542.2476807,1290.076416,151.3490136,1658797480300000.0,0.3
20.0,320.5,1180.5,848.9072876,1277.466187,307.5,991.5,542.2476807,1290.076416,151.3490136,1658797480316666.5,0.3166665
21.0,320.5,1180.5,848.9072876,1277.466187,307.6082764,991.3126221,542.2476807,1290.076416,151.3490136,1658797480333333.2,0.33333325
22.0,320.5,1180.5,848.9072876,1277.466187,307.6082764,991.3126221,542.2476807,1290.076416,151.3490136,1658797480350000.0,0.35
23.0,320.5,1180.5,848.9072876,1277.466187,307.6082764,991.3126221,542.2476807,1290.076416,151.3490136,1658797480366666.5,0.3666665
24.0,320.5,1180.5,848.9072876,1277.466187,307.6082764,991.3126221,542.2476807,1290.076416,151.3490136,1658797480383333.5,0.3833335
25.0,320.5,1180.5,848.9072876,1277.466187,307.6082764,991.3126221,542.2476807,1290.076416,151.3490136,1658797480400000.0,0.4
26.0,320.5,1180.5,848.9072876,1277.466187,307.6082764,991.3126221,542.2476807,1290.076416,151.3490136,1658797480416666.8,0.41666675
27.0,320.5,1180.5,848.9072876,1277.466187,307.6082764,991.3126221,542.2476807,1290.076416,151.3490136,1658797480433333.5,0.4333335
28.0,320.5,1180.5,848.9072876,1277.466187,307.6082764,991.3126221,542.2476807,1290.076416,151.3490136,1658797480450000.0,0.45
29.0,320.5,1180.5,848.9072876,1277.466187,307.6082764,991.3126221,542.2476807,1290.076416,151.3490136,1658797480466666.8,0.46666675
30.0,320.3684998,1180.63147,848.9072876,1277.466187,307.6082764,991.3126221,542.2476807,1290.076416,151.3898012,1658797480483333.2,0.48333325
31.0,320.3684998,1180.63147,848.9072876,1277.466187,307.5,990.5,542.2476807,1290.076416,151.3898012,1658797480500000.0,0.5
32.0,320.3684998,1180.63147,849.0192871,1277.337158,307.5,990.5,542.2476807,1290.076416,151.3666023,1658797480516666.8,0.51666675
33.0,320.3684998,1180.63147,849.0192871,1277.337158,307.5,990.5,542.2476807,1290.076416,151.3666023,1658797480533333.2,0.53333325
34.0,320.3684998,1180.63147,849.0192871,1277.337158,307.5,990.5,542.2476807,1290.076416,151.3666023,1658797480550000.0,0.55
35.0,320.3684998,1180.63147,849.0192871,1277.337158,307.5,990.5,542.2476807,1290.076416,151.3666023,1658797480566666.5,0.5666665
36.0,320.3684998,1180.63147,849.0192871,1277.337158,307.5,990.5,542.2476807,1290.076416,151.3666023,1658797480583333.2,0.58333325
37.0,320.3735962,1180.856689,849.0192871,1277.337158,307.5,990.5,542.2476807,1290.076416,151.4128768,1658797480600000.0,0.6
38.0,320.3735962,1180.856689,849.0192871,1277.337158,307.921051,991.171936,542.2476807,1290.076416,151.4128768,1658797480616666.5,0.6166665
39.0,320.3684998,1180.63147,848.8286743,1277.363892,307.878479,990.7996826,542.2476807,1290.076416,151.3701131,1658797480633333.5,0.6333335
40.0,320.3684998,1180.63147,848.6351318,1277.326416,307.878479,990.7996826,542.2476807,1290.076416,151.3616189,1658797480650000.0,0.65
41.0,320.3684998,1180.63147,848.6351318,1277.326416,307.878479,990.7996826,542.2476807,1290.076416,151.3616189,1658797480666666.8,0.66666675
42.0,320.3684998,1180.63147,848.5,1277.218872,308.2161255,990.8005981,542.2476807,1290.076416,151.3404837,1658797480683333.5,0.6833335
43.0,320.3684998,1180.63147,848.5,1277.218872,308.2161255,990.8005981,542.2476807,1290.076416,151.3404837,1658797480700000.0,0.7
44.0,320.3684998,1180.63147,848.5,1277.218872,308.2161255,990.8005981,542.2476807,1290.076416,151.3404837,1658797480716666.8,0.71666675
45.0,320.3684998,1180.63147,848.5,1277.218872,308.2161255,990.8005981,542.2476807,1290.076416,151.3404837,1658797480733333.2,0.73333325
46.0,320.3684998,1180.63147,848.5,1277.218872,308.0478821,990.6010742,542.2476807,1290.076416,151.3404837,1658797480750000.0,0.75
47.0,320.2317505,1180.895264,848.5,1277.218872,308.0478821,990.6010742,542.2476807,1290.076416,151.4092806,1658797480766666.8,0.76666675
48.0,320.3684998,1180.63147,848.5,1277.218872,308.0478821,990.6010742,542.2476807,1290.076416,151.3404837,1658797480783333.2,0.78333325
49.0,320.2415771,1181.117798,848.5,1277.218872,308.0478821,990.6010742,542.2476807,1290.076416,151.4545414,1658797480800000.0,0.8
50.0,320.2415771,1181.117798,848.5,1277.218872,308.0478821,990.6010742,542.2476807,1290.076416,151.4545414,1658797480816666.5,0.8166665
51.0,320.2415771,1181.117798,848.5,1277.218872,308.0478821,990.6010742,542.2476807,1290.076416,151.4545414,1658797480833333.2,0.83333325
52.0,320.3570251,1181.262207,848.5,1277.218872,308.0478821,990.6010742,542.2476807,1290.076416,151.472804,1658797480850000.0,0.85
53.0,320.3570251,1181.262207,848.5,1277.218872,308.0478821,990.6010742,542.2476807,1290.076416,151.472804,1658797480866666.5,0.8666665
54.0,320.3570251,1181.262207,848.5,1277.218872,308.0478821,990.6010742,542.2476807,1290.076416,151.472804,1658797480883333.5,0.8833335
55.0,320.3570251,1181.262207,848.5,1277.218872,308.0478821,990.6010742,542.2476807,1290.076416,151.472804,1658797480900000.0,0.9
56.0,320.3570251,1181.262207,848.5,1277.218872,308.0478821,990.6010742,542.2476807,1290.076416,151.472804,1658797480916666.8,0.91666675
57.0,320.3570251,1181.262207,848.5,1277.218872,308.0478821,990.6010742,542.2476807,1290.076416,151.472804,1658797480933333.5,0.9333335
58.0,320.3570251,1181.262207,848.5,1277.218872,308.0478821,990.6010742,542.2476807,1290.076416,151.472804,1658797480950000.0,0.95
59.0,320.3570251,1181.262207,848.5,1277.218872,308.0478821,990.6010742,542.2476807,1290.076416,151.472804,1658797480966666.8,0.96666675
60.0,320.3570251,1181.262207,848.5,1277.218872,308.0478821,990.6010742,542.2476807,1290.076416,151.472804,1658797480983333.2,0.98333325
61.0,320.3570251,1181.262207,848.5,1277.218872,307.5,990.5,542.434082,1290.134277,151.4675071,1658797481000000.0,1.0
62.0,320.3570251,1181.262207,848.5,1277.218872,307.5,990.5,542.434082,1290.134277,151.4675071,1658797481016666.8,1.01666675
63.0,320.3570251,1181.262207,848.5,1277.218872,307.5,990.5,542.1959229,1290.195923,151.4207362,1658797481033333.2,1.03333325
64.0,320.3570251,1181.262207,848.5,1277.218872,307.5,990.5,542.2731934,1290.208008,151.4232472,1658797481050000.0,1.05
65.0,320.3570251,1181.262207,848.5,1277.218872,307.5,990.5,542.2731934,1290.208008,151.4232472,1658797481066666.5,1.0666665
66.0,320.1857605,1181.727417,848.5,1276.722778,307.5,990.5,542.3287964,1290.44751,151.3555106,1658797481083333.2,1.08333325
67.0,320.3514099,1181.96228,848.5,1276.722778,307.5,990.5,542.7199097,1291.131592,151.1539229,1658797481100000.0,1.1
68.0,320.3514099,1181.96228,848.5,1276.722778,307.5,990.5,542.2038574,1291.592285,150.9240751,1658797481116666.5,1.1166665
69.0,320.3514099,1181.96228,848.3659058,1276.017822,307.5,990.5,542.0655518,1291.791992,150.6996634,1658797481133333.5,1.1333335
70.0,320.3514099,1181.96228,848.3659058,1276.017822,307.5,990.5,542.0655518,1291.791992,150.6996634,1658797481150000.0,1.15
71.0,320.3857422,1181.355225,848.5,1275.781128,307.5,990.5,542.0655518,1291.791992,150.5274439,1658797481166666.8,1.16666675
72.0,320.3857422,1181.355225,848.3778687,1276.043213,307.5,990.5,542.0655518,1291.791992,150.5751452,1658797481183333.5,1.1833335
73.0,320.3857422,1181.355225,848.7944946,1276.189209,307.5,990.5,542.0655518,1291.791992,150.6063364,1658797481200000.0,1.2
74.0,320.2415771,1181.117798,848.7944946,1276.189209,307.5,990.5,542.0655518,1291.791992,150.5720767,1658797481216666.8,1.21666675
75.0,320.2415771,1181.117798,848.9818115,1276.115112,307.5,990.5,542.0655518,1291.791992,150.5600542,1658797481233333.2,1.23333325
76.0,320.2415771,1181.117798,848.8990479,1276.5,307.6003418,989.673645,542.0655518,1291.791992,150.6309553,1658797481250000.0,1.25
77.0,320.358551,1180.641479,848.9818115,1276.884888,307.6003418,989.673645,542.0655518,1291.791992,150.5928715,1658797481266666.8,1.26666675
78.0,320.5,1180.772583,848.9818115,1276.884888,307.6003418,989.673645,542.0655518,1291.791992,150.6053113,1658797481283333.2,1.28333325
79.0,320.358551,1180.641479,849.1161499,1277.116211,307.6003418,989.673645,542.0655518,1291.791992,150.6371513,1658797481300000.0,1.3
80.0,320.358551,1180.641479,849.262207,1276.901245,307.6003418,989.673645,542.0655518,1291.791992,150.5984493,1658797481316666.5,1.3166665
81.0,320.5,1180.5,849.2388306,1276.706299,307.6003418,989.673645,541.6825562,1291.682495,150.5247912,1658797481333333.2,1.33333325
82.0,320.641449,1180.358521,849.2388306,1276.706299,307.6003418,989.673645,541.6825562,1291.682495,150.48082,1658797481350000.0,1.35
83.0,320.641449,1180.358521,849.2388306,1276.706299,307.6003418,989.673645,541.6958008,1291.608398,150.5111731,1658797481366666.5,1.3666665
84.0,320.641449,1180.358521,849.1953735,1276.304688,307.6003418,989.673645,541.8549194,1291.061768,150.6659851,1658797481383333.5,1.3833335
85.0,320.5,1180.227417,849.262207,1276.098755,307.6563721,989.7439575,542.0033569,1290.890015,150.6973283,1658797481400000.0,1.4
86.0,320.5,1180.227417,849.262207,1276.098755,307.6563721,989.7439575,541.8596191,1290.740356,150.7425727,1658797481416666.8,1.41666675
87.0,320.7479248,1180.265381,849.262207,1276.098755,307.7647095,989.5757446,541.8596191,1290.740356,150.7247759,1658797481433333.5,1.4333335
88.0,320.7479248,1180.265381,849.262207,1276.098755,308.048584,989.571167,542.0254517,1290.372925,150.8850543,1658797481450000.0,1.45
89.0,320.7479248,1180.265381,849.262207,1276.098755,308.048584,989.571167,542.2585449,1290.685303,150.784165,1658797481466666.8,1.46666675
90.0,320.7479248,1180.265381,849.1161499,1276.330811,308.048584,989.571167,542.2585449,1290.685303,150.826105,1658797481483333.2,1.48333325
91.0,320.7479248,1180.265381,849.1161499,1276.330811,307.9368896,989.7880249,542.2585449,1290.685303,150.826105,1658797481500000.0,1.5
92.0,320.921051,1180.045654,849.1161499,1276.330811,307.9368896,989.7880249,542.2585449,1290.685303,150.7626883,1658797481516666.8,1.51666675
93.0,320.921051,1180.045654,849.1161499,1276.330811,307.9368896,989.7880249,542.2585449,1290.685303,150.7626883,1658797481533333.2,1.53333325
94.0,320.921051,1180.045654,849.1161499,1276.330811,307.855957,989.9648438,542.2585449,1290.685303,150.7626883,1658797481550000.0,1.55
95.0,321.0270996,1179.567749,849.1161499,1276.330811,307.8088074,989.8054199,542.2585449,1290.685303,150.6527827,1658797481566666.5,1.5666665
96.0,320.9349976,1179.34668,849.1161499,1276.330811,307.8308105,989.7520752,542.1558838,1290.02417,150.8668129,1658797481583333.2,1.58333325
97.0,320.9349976,1179.34668,848.9818115,1276.115112,307.8308105,989.7520752,542.1558838,1290.02417,150.8254985,1658797481600000.0,1.6
98.0,320.6596069,1179.236328,848.9818115,1276.115112,307.8308105,989.7520752,542.1558838,1290.02417,150.8311733,1658797481616666.5,1.6166665
99.0,320.5,1179.0,848.9818115,1276.115112,307.8308105,989.7520752,542.1558838,1290.02417,150.7988249,1658797481633333.5,1.6333335
100.0,320.5,1178.772583,848.7702026,1275.984863,307.7350464,989.7162476,542.1558838,1290.02417,150.7257721,1658797481650000.0,1.65
101.0,320.5,1179.0,848.9818115,1276.115112,307.8308105,989.7520752,542.1558838,1290.02417,150.7988249,1658797481666666.8,1.66666675
102.0,320.5,1179.0,848.9818115,1276.115112,307.8308105,989.7520752,542.1558838,1290.02417,150.7988249,1658797481683333.5,1.6833335
103.0,320.5,1179.0,848.9818115,1276.115112,307.8308105,989.7520752,542.1558838,1290.02417,150.7988249,1658797481700000.0,1.7
104.0,320.6596069,1179.236328,848.7702026,1275.984863,307.8308105,989.7520752,542.1558838,1290.02417,150.8050957,1658797481716666.8,1.71666675
105.0,320.6596069,1179.236328,848.7702026,1275.984863,307.8308105,989.7520752,542.1558838,1290.02417,150.8050957,1658797481733333.2,1.73333325
106.0,320.6596069,1179.236328,848.7702026,1275.984863,307.5449524,990.0336914,542.1558838,1290.02417,150.8050957,1658797481750000.0,1.75
107.0,320.6596069,1179.236328,848.7702026,1275.984863,307.5449524,990.0336914,542.1558838,1290.02417,150.8050957,1658797481766666.8,1.76666675
108.0,320.6596069,1179.236328,848.7702026,1275.984863,307.5449524,990.0336914,542.1558838,1290.02417,150.8050957,1658797481783333.2,1.78333325
109.0,320.6596069,1179.236328,848.7702026,1275.984863,307.5449524,990.0336914,542.1558838,1290.02417,150.8050957,1658797481800000.0,1.8
110.0,320.6596069,1179.236328,848.7702026,1275.984863,307.5449524,990.0336914,542.1558838,1290.02417,150.8050957,1658797481816666.5,1.8166665
111.0,320.6596069,1179.236328,848.7702026,1275.984863,307.5449524,990.0336914,542.1558838,1290.02417,150.8050957,1658797481833333.2,1.83333325
112.0,320.6666565,1179.005493,848.7702026,1275.984863,307.5449524,990.0336914,542.1558838,1290.02417,150.7566228,1658797481850000.0,1.85
113.0,320.6666565,1179.005493,848.7702026,1275.984863,307.5449524,990.0336914,542.1558838,1290.02417,150.7566228,1658797481866666.5,1.8666665
114.0,320.6666565,1179.005493,848.7702026,1275.984863,307.5449524,990.0336914,542.1558838,1290.02417,150.7566228,1658797481883333.5,1.8833335
115.0,320.6666565,1179.005493,848.7702026,1275.984863,307.5449524,990.0336914,542.1558838,1290.02417,150.7566228,1658797481900000.0,1.9
116.0,320.6666565,1179.005493,848.5686035,1276.057495,307.5449524,990.0336914,542.1558838,1290.02417,150.7684534,1658797481916666.8,1.91666675
117.0,320.6666565,1179.005493,848.5686035,1276.057495,307.5449524,990.0336914,542.1558838,1290.02417,150.7684534,1658797481933333.5,1.9333335
118.0,320.6666565,1179.005493,848.6891479,1276.015869,307.5449524,990.0336914,542.1558838,1290.02417,150.7617139,1658797481950000.0,1.95
119.0,320.6666565,1179.005493,848.888916,1275.943848,307.5449524,990.0336914,542.1558838,1290.02417,150.7499907,1658797481966666.8,1.96666675
120.0,320.6666565,1179.005493,848.888916,1275.943848,307.5449524,990.0336914,542.1558838,1290.02417,150.7499907,1658797481983333.2,1.98333325
121.0,320.6666565,1179.005493,848.888916,1275.943848,306.8953857,990.164917,542.1558838,1290.02417,150.7499907,1658797482000000.0,2.0
122.0,320.6596069,1179.236328,848.888916,1275.943848,306.8953857,990.164917,542.1558838,1290.02417,150.7984636,1658797482016666.8,2.01666675
123.0,320.8016663,1179.5,848.888916,1275.943848,306.8953857,990.164917,542.1558838,1290.02417,150.8383576,1658797482033333.2,2.03333325
124.0,320.8016663,1179.5,848.888916,1275.943848,306.8953857,990.164917,542.1558838,1290.02417,150.8383576,1658797482050000.0,2.05
125.0,320.8016663,1179.5,848.888916,1275.943848,306.8953857,990.164917,542.1558838,1290.02417,150.8383576,1658797482066666.5,2.0666665
126.0,320.6596069,1179.236328,848.888916,1275.943848,306.8953857,990.164917,542.1558838,1290.02417,150.7984636,1658797482083333.2,2.08333325
127.0,320.5,1179.733276,848.888916,1275.943848,306.8953857,990.164917,542.1558838,1290.02417,150.917844,1658797482100000.0,2.1
128.0,320.5,1179.733276,848.888916,1275.943848,306.8953857,990.164917,542.1558838,1290.02417,150.917844,1658797482116666.5,2.1166665
129.0,320.6666565,1179.994507,849.0980225,1276.077148,306.8953857,990.164917,542.1558838,1290.02417,150.9814464,1658797482133333.5,2.1333335
130.0,320.5,1180.227417,849.0980225,1276.077148,306.8953857,990.164917,542.1558838,1290.02417,151.0469363,1658797482150000.0,2.15
131.0,320.5,1180.227417,849.0980225,1276.077148,306.8953857,990.164917,542.1558838,1290.02417,151.0469363,1658797482166666.8,2.16666675
132.0,320.5,1180.227417,849.0980225,1276.077148,306.8953857,990.164917,542.1558838,1290.02417,151.0469363,1658797482183333.5,2.1833335
133.0,320.5,1180.227417,849.0980225,1276.077148,306.8953857,990.164917,542.1558838,1290.02417,151.0469363,1658797482200000.0,2.2
134.0,320.5,1180.227417,849.0980225,1276.077148,306.8953857,990.164917,542.1558838,1290.02417,151.0469363,1658797482216666.8,2.21666675
135.0,320.5,1180.227417,849.0980225,1276.077148,306.8953857,990.164917,542.1558838,1290.02417,151.0469363,1658797482233333.2,2.23333325
136.0,320.5,1180.227417,849.1161499,1275.883789,307.2350769,990.3256226,542.1558838,1290.02417,151.0110735,1658797482250000.0,2.25
137.0,320.5,1180.227417,849.0980225,1276.077148,307.2350769,990.3256226,542.1558838,1290.02417,151.0469363,1658797482266666.8,2.26666675
138.0,320.5,1180.227417,849.0980225,1276.077148,307.0055237,990.333313,542.1558838,1290.02417,151.0469363,1658797482283333.2,2.28333325
139.0,320.5,1180.227417,849.0980225,1276.077148,307.0055237,990.333313,542.1558838,1290.02417,151.0469363,1658797482300000.0,2.3
140.0,320.5,1180.227417,849.0980225,1276.077148,307.0055237,990.333313,542.1558838,1290.02417,151.0469363,1658797482316666.5,2.3166665
141.0,320.2520752,1180.265381,849.0980225,1276.077148,307.0055237,990.333313,542.1558838,1290.02417,151.0802787,1658797482333333.2,2.33333325
142.0,320.2520752,1180.265381,849.0980225,1276.077148,307.0055237,990.333313,542.1558838,1290.02417,151.0802787,1658797482350000.0,2.35
143.0,320.2520752,1180.265381,849.0980225,1276.077148,307.0055237,990.333313,542.1558838,1290.02417,151.0802787,1658797482366666.5,2.3666665
144.0,320.2520752,1180.265381,849.0980225,1276.077148,307.0055237,990.333313,542.1558838,1290.02417,151.0802787,1658797482383333.5,2.3833335
145.0,320.2772522,1180.5,849.0980225,1276.077148,307.0055237,990.333313,542.1558838,1290.02417,151.1263903,1658797482400000.0,2.4
146.0,320.2772522,1180.5,848.9011841,1275.737793,307.0055237,990.333313,542.1022949,1290.897705,150.7125597,1658797482416666.8,2.41666675
147.0,320.1433105,1180.626465,848.9011841,1275.737793,307.0055237,990.333313,542.6132202,1291.358521,150.6190944,1658797482433333.5,2.4333335
148.0,320.1433105,1180.626465,849.0189819,1275.609741,307.0055237,990.333313,542.2038574,1291.592285,150.466311,1658797482450000.0,2.45
149.0,320.1565857,1180.843384,849.1375732,1275.535767,307.0055237,990.333313,542.1784668,1291.612793,150.4866998,1658797482466666.8,2.46666675
150.0,320.1565857,1180.843384,849.1375732,1275.535767,307.0055237,990.333313,542.0,1291.907837,150.35418,1658797482483333.2,2.48333325
151.0,320.0398254,1181.095825,849.0415039,1274.801636,307.5,990.5,542.0655518,1291.791992,150.3324203,1658797482500000.0,2.5
152.0,320.0398254,1181.095825,848.9011841,1273.737793,307.3679504,989.9034424,541.5,1292.0,149.9990749,1658797482516666.8,2.51666675
153.0,320.1363525,1181.20752,848.1115112,1271.89209,307.3493652,989.7682495,541.3102417,1293.155151,149.1890694,1658797482533333.2,2.53333325
154.0,319.8325195,1180.749634,847.3434448,1269.690796,307.3493652,989.7682495,541.3174438,1293.317505,148.6436668,1658797482550000.0,2.55
155.0,319.5,1180.5,846.8115234,1265.673706,307.3493652,989.7682495,541.1577148,1293.5,147.7859511,1658797482566666.5,2.5666665
