Frame #,Body Pink X,Body Pink Y,Hand Pink X,Hand Pink Y,Shoulder Green X,Shoulder Green Y,Elbow Orange X,Elbow Orange Y,Timestamp (microseconds),angles,Seconds,Body Pink X meters,Hand Pink X meters,Shoulder Green X meters,Elbow Orange X meters,Body Pink Y meters,Hand Pink Y meters,Shoulder Green Y meters,Elbow Orange Y meters,angular velocity
1.0,378.641449,1246.358521,407.8019409,1555.958862,291.0,1015.5,310.5159607,1251.164063,1659657717540000.0,0.0,0.0,-0.3313688232228206,0.3568886861723773,0.2546692334199281,0.2717486655536821,-1.090753158451771,-1.361700517589291,-0.8887168609551098,-1.0949587381676034,
2.0,378.358551,1246.358521,407.7057495,1556.19104,291.0256348,1015.438049,310.3843384,1251.139893,1659657717556666.5,0.0148161366690992,0.0166665,-0.3311212444709441,0.3568045040758152,0.2546916677665427,0.2716334760339503,-1.090753158451771,-1.3619037086314798,-0.8886626444132555,-1.0949375857436454,0.0148161366690992
3.0,378.5,1246.0,407.5641174,1556.236328,291.0256348,1015.438049,310.3843384,1251.139893,1659657717573333.2,0.0301441723418166,0.03333325,-0.3312450338468824,0.3566805544595449,0.2546916677665427,0.2716334760339503,-1.0904393980798297,-1.3619433425154768,-0.8886626444132555,-1.0949375857436454,0.0153280356727174
4.0,378.358551,1246.358521,407.3513489,1556.554077,291.0256348,1015.438049,310.4216919,1251.123413,1659657717590000.0,0.0586048055142425,0.05,-0.3311212444709441,0.3564943496801947,0.2546916677665427,0.2716661660243645,-1.090753158451771,-1.362221421189875,-0.8886626444132555,-1.0949231632386052,0.0284606331724259
5.0,378.3917542,1246.108276,407.3188782,1556.311646,291.0256348,1015.438049,310.4786072,1251.180908,1659657717606666.5,0.0566156521929269,0.0666665,-0.3311503023179926,0.3564659328819898,0.2546916677665427,0.2717159755632679,-1.0905341560383095,-1.3620092572141804,-0.8886626444132555,-1.0949734801031257,-0.0019891533213155996
6.0,378.3917542,1246.108276,407.0923157,1556.514404,291.0394592,1015.447388,310.2213745,1251.116333,1659657717623333.2,0.0839629396286237,0.08333325,-0.3311503023179926,0.3562676562558843,0.254703766217919,0.2714908578501424,-1.0905341560383095,-1.3621867012843858,-0.8886708174578292,-1.0949169671624104,0.027347287435696796
7.0,378.358551,1246.358521,406.9185181,1556.514771,291.0394592,1015.447388,310.2745667,1251.151733,1659657717639999.8,0.1015667368921067,0.09999975,-0.3311212444709441,0.3561155569378011,0.254703766217919,0.2715374091106163,-1.090753158451771,-1.3621870224651715,-0.8886708174578292,-1.0949479475433832,0.017603797263483004
8.0,378.358551,1246.358521,406.8134766,1556.369385,291.0394592,1015.447388,309.9909973,1251.428345,1659657717656666.5,0.1090517833694578,0.1166665,-0.3311212444709441,0.3560236296584805,0.254703766217919,0.2712892427816838,-1.090753158451771,-1.36205978761579,-0.8886708174578292,-1.095190025089757,0.007485046477351098
9.0,378.358551,1246.358521,406.5,1556.5,291.0,1015.5,310.104126,1251.444214,1659657717673333.5,0.1436426800909389,0.1333335,-0.3311212444709441,0.3557492899835078,0.2546692334199281,0.2713882475902982,-1.090753158451771,-1.362174095594907,-0.8887168609551098,-1.0952039128769224,0.03459089672148109
10.0,378.5,1246.5,406.8134766,1556.369385,290.7467651,1015.526001,309.8688965,1251.207031,1659657717690000.0,-0.1090657464948945,0.15,-0.3312450338468824,0.3560236296584805,0.2544476143894876,0.2711823860217664,-1.0908769740822692,-1.36205978761579,-0.8887396157823887,-1.094996341698949,-0.25270842658583337
