Timestamp (microseconds),Gyro X (°/s),Gyro Y (°/s),Gyro Z (°/s)
1660090085055847,1.0681315327688026,-9.430075532158298,1.4953841458761872
1660090085071843,12.481879911497572,-10.650797283894008,2.3498893720911838
1660090085087839,20.35553521019301,-11.810482948043045,2.105745021744042
1660090085103835,22.308690012970146,-11.139085984588291,0.03051804379333589
1660090085119831,19.9282825970854,-7.965209430075447,-2.5940337224383256
1660090085135827,12.787060349431613,-3.5095750362402214,-5.0354772259097444
1660090085151823,3.0212863355459376,0.5798428320745188,-7.049668116273779
1660090085167819,-3.3264667734797513,2.5940337224383256,-7.782101167315204
1660090085183815,-5.76791027695117,2.8992141603723667,-7.843137254901876
1660090085199811,-7.782101167315204,2.8381780727854675,-7.782101167315204
1660090085215807,-11.01701380941472,3.3264667734797513,-7.965209430075447
1660090085231803,-13.45845731288614,3.3264667734797513,-8.209353780422589
1660090085247799,-12.176699473563758,2.105745021744042,-8.087281605249018
1660090085263795,-7.782101167315204,0.15259021896690683,-7.843137254901876
1660090085279791,-1.8005645838102282,-1.8005645838102282,-7.476920729381163
1660090085295786,4.119935912108076,-3.570611123826893,-7.232776379034021
1660090085311782,9.063859006637585,-4.852368963149502,-6.8665598535133086
1660090085327778,12.359807736324,-5.645838101777599,-6.805523765926637
1660090085343774,13.336385137712568,-5.889982452124741,-6.500343327992596
1660090085359770,12.970168612191856,-4.974441138323073,-6.134126802471883
1660090085375763,12.481879911497572,-3.3264667734797513,-6.073090714885211
1660090085391759,11.261158159761862,-1.2512397955290453,-6.195162890058782
1660090085407755,7.354848554207592,1.0070954451819034,-6.439307240405924
1660090085423751,1.3122758831159445,3.0212863355459376,-6.195162890058782
1660090085439746,-5.828946364538069,4.730296787975931,-5.279621576256886
1660090085455742,-12.481879911497572,6.134126802471883,-3.814755474174035
1660090085471738,-16.32715342946517,6.561379415579495,-1.9226367589837992
1660090085487734,-15.899900816357558,5.3406576638437855,-0.213626306553806
1660090085503730,-12.115663385976859,3.2654306858930795,0.8850232700083325
1660090085519726,-6.9886320286868795,1.4953841458761872,1.3733119707026162
1660090085535722,-3.1433585107195086,0.7019150072480898,1.1902037079423735
1660090085551718,-0.8850232700083325,0.213626306553806,1.0681315327688026
1660090085567714,1.4343480582895154,-0.6408789196611906,1.4343480582895154
1660090085583710,6.073090714885211,-1.8005645838102282,1.983672846570471
1660090085599706,14.068818188753994,-3.7537193865873633,2.4719615472647547
1660090085615702,21.637293049515392,-6.134126802471883,2.9602502479590385
1660090085631698,26.764324406805372,-7.782101167315204,3.1433585107195086
1660090085647694,26.886396581978943,-7.17174029144735,3.2043945983061803
1660090085663690,21.026932173647538,-4.669260700389032,2.8992141603723667
1660090085679686,12.23773556115043,-1.739528496223329,2.288853284504512
1660090085695678,3.5095750362402214,0.9460593575952316,2.04470893415737
1660090085711674,-1.983672846570471,2.4719615472647547,2.227817196917613
1660090085727670,-4.119935912108076,3.0823224231326094,2.655069810025225
1660090085743666,-4.058899824521177,3.0212863355459376,2.8992141603723667
1660090085759662,-2.5940337224383256,2.8381780727854675,2.7161058976118966
1660090085775658,-0.7629510948347615,2.532997634851654,2.166781109330941
1660090085791654,0.7629510948347615,2.227817196917613,1.6174563210497581
1660090085807650,0.33569848172737693,2.532997634851654,1.1291676203554744
1660090085823646,-1.1902037079423735,2.8992141603723667,0.9460593575952316
1660090085839642,-2.655069810025225,2.8381780727854675,1.2512397955290453
1660090085855638,-3.936827649347606,2.5940337224383256,1.3122758831159445
1660090085871634,-3.1433585107195086,1.9226367589837992,1.1291676203554744
1660090085887630,-2.410925459678083,1.2512397955290453,1.0681315327688026
1660090085903626,-1.8616006713969,0.5188067444876197,1.0070954451819034
1660090085919622,-1.9226367589837992,0.2746623941404778,0.7629510948347615
1660090085935618,-3.7537193865873633,0.5188067444876197,0.33569848172737693
1660090085951614,-5.584802014190927,0.8850232700083325,-0.45777065690094787
1660090085967610,-6.256198977645454,1.4953841458761872,-1.0070954451819034
1660090085983606,-4.852368963149502,1.1291676203554744,-1.1291676203554744
1660090085999602,-3.936827649347606,0.7019150072480898,-1.4343480582895154
1660090086015411,-5.401693751430457,0.5798428320745188,-1.2512397955290453
1660090086031406,-7.965209430075447,0.8239871824216607,-1.2512397955290453
1660090086047401,-10.162508583199724,1.3122758831159445,-1.3733119707026162
1660090086063396,-9.73525597009234,0.8850232700083325,-1.3122758831159445
1660090086079391,-7.354848554207592,-0.33569848172737693,-1.1291676203554744
1660090086095386,-4.730296787975931,-1.2512397955290453,-0.9460593575952316
1660090086111381,-1.8616006713969,-1.8616006713969,-1.1291676203554744
1660090086127376,0.5798428320745188,-1.8005645838102282,-1.4953841458761872
1660090086143371,2.7161058976118966,-2.04470893415737,-1.8616006713969
1660090086159366,3.4485389486533222,-2.4719615472647547,-1.8616006713969
