Frame #,Head Pink X,Head Pink Y,Hand Pink X,Hand Pink Y,Elbow Orange X,Elbow Orange Y,Shoulder Green X,Shoulder Green Y,Timestamp (microseconds),angles,Seconds,Head Pink X meters,Hand Pink X meters,Elbow Orange X meters,Shoulder Green X meters,Head Pink Y meters,Hand Pink Y meters,Elbow Orange Y meters,Shoulder Green Y meters,angular velocity,Head Pink m/s,Hand Pink m/s,Elbow Orange m/s,Shoulder Green m/s
1.0,346.4046936,954.7362061,980.196167,1055.478516,715.7683716,1033.604492,499.2271118,995.3259888,1659656057210000.0,0.0,0.0,0.3655559263005207,1.0343870172777154,0.7553401409710385,0.5268272418361443,-1.007519484122632,-1.1138314051027598,-1.090748059949033,-1.0503533021608162,,,,,
2.0,346.5928955,954.911438,980.2210693,1055.333374,715.2120972,1033.026001,499.3178406,995.5,1659656057226666.8,0.0173926577333604,0.01666675,0.3657545330779608,1.0344132963192865,0.7547531125406325,0.5269229866431255,-1.007704403844291,-1.11367823882287,-1.0901375866579126,-1.0505369336951975,1.0435542462303928,0.016282009698219843,0.009324258166530909,0.0508154313392534,0.012425594172480094
3.0,346.5758972,954.4802246,980.2909546,1055.237915,715.0740967,1033.425903,499.2271118,995.3259888,1659656057243333.2,0.0296068807117619,0.03333325,0.3657365950147162,1.0344870452783748,0.7546074825837079,0.5268272418361443,-1.0072493505012432,-1.1135775023033787,-1.0905595975276854,-1.0503533021608162,0.7328607073111633,0.027324405736907965,0.007490815654722888,0.026785901717449077,0.012425594172480094
4.0,346.5854492,954.4348755,980.3458862,1055.044556,715.5,1033.672241,499.3178406,995.5,1659656057260000.0,0.0530939789479178,0.05,0.3657466751039083,1.0345450138114003,0.7550569322540571,0.5269229866431255,-1.007201494243624,-1.113373453311955,-1.090819554501239,-1.0505369336951975,1.409218848075113,0.002934380092822579,0.012727404692228031,0.031152808595599126,0.012425594172480094
5.0,346.7713928,954.5663452,980.3458862,1055.044556,715.5,1033.672241,499.3178406,995.5,1659656057276666.8,0.0530939789479178,0.06666675,0.3659428987296081,1.0345450138114003,0.7550569322540571,0.5269229866431255,-1.007340232340572,-1.113373453311955,-1.090819554501239,-1.0505369336951975,0.0,0.014418983840032082,0.0,0.0,0.0
6.0,346.5,954.9838867,980.2909546,1055.237915,715.5,1033.672241,499.1228027,995.2175293,1659656057293333.2,0.0296012223339506,0.08333325,0.3656565017834113,1.0344870452783748,0.7550569322540571,0.5267171659325074,-1.0077808579227925,-1.1135775023033787,-1.090819554501239,-1.0502388463993295,-1.4095794926329583,0.03153136235865396,0.012727404692228031,0.0,0.021734431742240528
7.0,346.7807007,954.6087646,980.2909546,1055.237915,715.112915,1033.483887,499.1228027,995.2175293,1659656057310000.0,0.0296012223339506,0.1,0.3659527212235561,1.0344870452783748,0.7546484469813506,0.5267171659325074,-1.007384996927619,-1.1135775023033787,-1.090620787214841,-1.0502388463993295,0.0,0.02966524537552473,0.0,0.027256689963684542,0.0
8.0,346.5508118,955.3912354,980.2180176,1055.519409,715.112915,1033.483887,499.1228027,995.2175293,1659656057326666.5,0.0044739138655274,0.1166665,0.36571012275033,1.0344100759038566,0.7546484469813506,0.5267171659325074,-1.0082107271887322,-1.1138745589016847,-1.090620787214841,-1.0502388463993295,-1.5076535846412384,0.051637816956054884,0.018411976155729117,0.0,0.0
9.0,346.419281,955.1119995,980.0734253,1055.537354,715.03125,1033.234375,499.3178406,995.5,1659656057343333.5,-0.0087012295480273,0.1333335,0.3655713201754244,1.0342574897145267,0.7545622670730731,0.5269229866431255,-1.0079160535311091,-1.11389349600392,-1.090357480764414,-1.0505369336951975,-0.7904927949573836,0.01954367901574625,0.009225409067083608,0.016623060739158774,0.021734431742240528
10.0,346.3298035,954.99823,980.0137939,1055.512695,715.03125,1033.234375,498.9777832,995.0777588,1659656057360000.2,0.0066920061040109,0.15000025,0.3654768958474639,1.0341945615496768,0.7545622670730731,0.5265641289251181,-1.007795994202452,-1.1138674737133645,-1.090357480764414,-1.0500913485866814,0.9235895211746856,0.009164535230456192,0.004085781288034965,0.0,0.03432739172348308
