Timestamp (microseconds),Accel X (g),Accel Y (g),Accel Z (g),vel x (m/s),vel y (m/s),vel z (m/s),disp x (m),disp y (m),disp z (m),vel x (m/s).1,vel y (m/s).1,vel z (m/s).1,disp x (m).1,disp y (m).1,disp z (m).1,stamp velocity (m/s)
1659661247224914,0.1558251316090642,-0.5099565117875944,0.8563973449301896,0.0,0.0,0.0,0.0021196971762902,-0.0011442659747541,-0.5629989916170658,0.0,0.0,0.0,0.0021196988245253,-0.0011442485027274,-0.562999022771626,
1659661247240917,0.1554589150835435,-0.5089799343862058,0.854566262302586,-3.694237421312974e-05,1.554217375103446e-05,1.507364284498659e-05,0.0020729003625078,-0.0011495385168157,-0.5629120205663386,-3.695434644037355e-05,1.55480515388615e-05,1.506776468326784e-05,0.0020729001798294,-0.0011495200484468,-0.5629120498112697,0.006181406451687792
1659661247256920,0.1577782864118413,-0.5114213778896772,0.8610360875867853,-0.0001758173296399,9.282374321664548e-05,5.135671697768414e-05,0.0020254943928899,-0.0011565071481619,-0.5628235304233081,-0.0001758414449608,9.283556120993558e-05,5.134505076244858e-05,0.0020254924257573,-0.0011564877324961,-0.5628235577753916,0.006289373848444098
1659661247272924,0.1574120698863206,-0.5105668726634622,0.859693293659876,-0.0004002538810977,0.0002298129328699,0.00011135097498,0.0019781476713018,-0.0011673306750803,-0.5627350176406272,-0.0004002903098457,0.0002298307531741,0.0001113336114808,0.0019781439657412,-0.0011673103602671,-0.5627350431170618,0.006310139867587787
1659661247288927,0.1547264820325021,-0.5094682230869001,0.8559090562294953,-0.0006869718868535,0.0004141328321974,0.0001959472112144,0.0019314155554843,-0.001179229576918,-0.5626476617850054,-0.0006870207988144,0.0004141567166002,0.0001959242418566,0.0019314101570896,-0.0011792084102187,-0.5626476854033984,0.0062363977060646714
1659661247304930,0.1549706263828492,-0.5089799343862058,0.8621347371633474,-0.0010094845906485,0.0006269089106372,0.0003042400187282,0.0018856373539463,-0.0011916906639192,-0.5625622449806532,-0.0010095461550462,0.0006269389206032,0.0003042115355877,0.0018856303078808,-0.0011916686917142,-0.5625622667590121,0.006106781863683747
1659661247320933,0.1566796368352792,-0.5102006561379415,0.8590829327840082,-0.0013417597669184,0.0008495862929696,0.000436108591111,0.0018408976050444,-0.0012052864345725,-0.5624791299905078,-0.0013418341524002,0.0008496224896348,0.0004360746869084,0.0018408889560406,-0.001205263702369,-0.5624791499472315,0.00596034804534512
1659661247336936,0.1560692759594113,-0.5084916456855115,0.8572518501564046,-0.0016610850286867,0.0010677943148728,0.0005949543114734,0.0017970400601401,-0.0012139731680201,-0.5623982898604005,-0.0016611724033086,0.0010678367590393,0.0005949150795686,0.0017970298525011,-0.0012139497204588,-0.5623983080142706,0.005773751968355945
1659661247352939,0.1557030594338906,-0.5082475013351644,0.8561532005798425,-0.0019498274961966,0.0012732284197119,0.0007869663321073,0.0017537134394828,-0.0012174590650652,-0.5623193760074832,-0.0019499280274094,0.0012732771718422,0.0007869218664933,0.0017537017170823,-0.001217434945928,-0.5623193923776548,0.0056308107896329476
1659661247368942,0.158144502937362,-0.5108110170138094,0.8607919432364382,-0.0021962685010552,0.0014627629178587,0.0010169394852272,0.0017104437233483,-0.0012156932558123,-0.5622418057474835,-0.0021963823556897,0.0014628180380708,0.0010168898805252,0.0017104305296311,-0.0012156685080289,-0.5622418203534768,0.0055524950940899695
1659661247384945,0.1586327916380563,-0.5099565117875944,0.8606698710612646,-0.0023949796342226,0.0016335375463318,0.0012845133745041,0.0016666980123459,-0.0012105989836087,-0.5621648600973019,-0.0023951069784751,0.0016335990943932,0.0012844587259568,0.0016666833903278,-0.0012105736492635,-0.5621648729589925,0.0055411359120947756
1659661247400949,0.1574120698863206,-0.5087357900358587,0.8572518501564046,-0.0025470795627868,0.0017813146030829,0.0015840948463166,0.0016219183103197,-0.0012004774132957,-0.5620877857804675,-0.0025472205622047,0.0017813826384057,0.0015840352497828,0.0016219023025882,-0.0012004515336349,-0.5620877969180771,0.0056069565519981275
1659661247416952,0.1563134203097585,-0.5084916456855115,0.8555428397039746,-0.0026602717214576,0.001905055296742,0.0019064539086423,0.0015755695548902,-0.0011880901246237,-0.5620099011457528,-0.002660426540925,0.0019051298783773,0.0019063894605908,0.0015755522036035,-0.0011880637400619,-0.5620099105798406,0.0057171850232807485
1659661247432955,0.1574120698863206,-0.5088578622110322,0.8607919432364382,-0.0027481836306318,0.0020074083844415,0.0022384984603928,0.0015272172600744,-0.0011765202742987,-0.5619306957691839,-0.0027483524343548,0.002007489571074,0.0022384292578964,0.0015271986069623,-0.0011764934244256,-0.5619307035206363,0.005844768470045584
1659661247448958,0.1580224307621885,-0.5076371404592965,0.8561532005798425,-0.0028285364440063,0.002087753375942,0.0025633350438223,0.0014765610145412,-0.0011653097822751,-0.561849909750161,-0.0028287193954991,0.0020878412258848,0.0025632611845516,0.0014765411009042,-0.0011652825058621,-0.5618499158401832,0.006000687204294753
1659661247464961,0.1561913481345849,-0.508369573510338,0.853711757076371,-0.0029201164507204,0.0021401321012062,0.0028633338428926,0.0014233929614442,-0.0011507967261412,-0.5617675748841949,-0.0029203137127907,0.0021402266723955,0.0028632554251101,0.0014233718281531,-0.0011507690611479,-0.5617675793343002,0.006192391003193261
1659661247480964,0.158999008163577,-0.5097123674372472,0.8592050049591817,-0.0030391422766948,0.0021604145369601,0.0031233731321384,0.0013675663669431,-0.001131778410448,-0.5616840036235179,-0.0030393540114293,0.0021605158869498,0.0031232902546922,0.0013675440544392,-0.001131750394029,-0.5616840064555191,0.006392885632111586
