Frame #,Arm Pink X,Arm Pink Y,Leg Pink X,Leg Pink Y,Shoulder Pink X,Shoulder Pink Y,Back Pink X,Back Pink Y,Neck Green X,Neck Green Y,Timestamp (microseconds),angles,Seconds,Arm Pink X meters,Leg Pink X meters,Shoulder Pink X meters,Back Pink X meters,Neck Green X meters,Arm Pink Y meters,Leg Pink Y meters,Shoulder Pink Y meters,Back Pink Y meters,Neck Green Y meters,angular velocity,Arm Pink m/s,Leg Pink m/s,Shoulder Pink m/s,Back Pink m/s,Neck Green m/s
1.0,450.0946045,958.4865112,508.7761841,1255.585693,465.1221313,857.1170654,564.0,989.5,556.6052856,812.2017822,1660608329571670.0,0.0,0.0,0.6848347560183663,0.7741208413132153,0.7076996660767081,0.8581458176407857,0.8468944998482182,-1.4583709057648726,-1.9104177502438964,-1.3041337320949535,-1.5055590187155274,-1.2357935504881603,,,,,,
2.0,450.2238159,958.4143066,508.7761841,1255.585693,465.1353455,857.1829834,564.0,989.5,556.6396484,812.3603516,1660608329588336.8,-0.0089599522612483,0.01666675,0.6850313557036526,0.7741208413132153,0.7077197719463243,0.8581458176407857,0.8469467840558467,-1.458261043928872,-1.9104177502438964,-1.304234028648158,-1.5055590187155274,-1.236034819402018,-0.5375944477026594,0.0135128018319966,0.0,0.006137517452501771,0.0,0.014812142916581356
3.0,450.1000061,958.31427,508.6450195,1255.35498,464.5763245,856.5762939,564.0,989.5,556.5333252,812.3237915,1660608329605003.2,0.0248726637629527,0.03333325,0.6848429747425658,0.773921269765498,0.7068692018521339,0.8581458176407857,0.846785009571098,-1.4581088347269195,-1.910066712307681,-1.303310929256258,-1.5055590187155274,-1.2359791919252316,2.0299772612246723,0.01453128003901218,0.024228148240301693,0.07531331290579699,0.0,0.01026427982478678
4.0,450.1000061,958.31427,508.6450195,1255.35498,464.2529907,856.4732056,564.0,989.5,556.6396484,812.3603516,1660608329621670.0,-0.0089599522612483,0.05,0.6848429747425658,0.773921269765498,0.7063772381142404,0.8581458176407857,0.8469467840558467,-1.4581088347269195,-1.910066712307681,-1.3031540767855263,-1.5055590187155274,-1.236034819402018,-2.029946811718001,0.0,0.0,0.030981795640607105,0.0,0.01026427982478678
5.0,449.8225098,958.1991577,508.6450195,1255.35498,464.4482727,856.7298584,563.5,989.5,556.0991211,812.3063354,1660608329638336.8,0.1647155862106588,0.06666675,0.6844207543715449,0.773921269765498,0.7066743665389931,0.8573850500719552,0.8461243527760316,-1.457933687317693,-1.910066712307681,-1.3035445830389052,-1.5055590187155274,-1.235952631855715,10.4204802059134,0.027426409972685407,0.0,0.029441629795351955,0.045646054129828695,0.049591660690362825
6.0,449.8177795,958.1155396,508.6450195,1255.35498,463.8110046,856.9312744,563.5,989.5,555.8653564,812.0576782,1660608329655003.2,0.2367148005142594,0.08333325,0.6844135570538832,0.773921269765498,0.7057047407327326,0.8573850500719552,0.8457686715710367,-1.4578064594403983,-1.910066712307681,-1.3038510445601923,-1.5055590187155274,-1.235574291188683,4.319996058176617,0.007645877510964297,0.0,0.06101421412675239,0.0,0.031156745781625837
7.0,449.8225098,958.1991577,508.6450195,1255.35498,463.5,856.5,563.5,989.5,555.8850708,812.0,1660608329671670.0,0.2295632639495162,0.1,0.6844207543715449,0.773921269765498,0.7052315363058584,0.8573850500719552,0.8457986677233547,-1.457933687317693,-1.910066712307681,-1.303194845406619,-1.5055590187155274,-1.2354865317807056,-0.4290900484343486,0.007645877510964297,0.0,0.04854143726291456,0.0,0.005564650773650123
8.0,449.8225098,958.1991577,508.6450195,1255.35498,463.584198,856.9312744,563.0,989.5,555.7468872,812.055542,1660608329688336.5,0.2750610854796454,0.1166665,0.6844207543715449,0.773921269765498,0.7053596465213793,0.8566242825031247,0.8455884165205061,-1.457933687317693,-1.910066712307681,-1.3038510445601923,-1.5055590187155274,-1.2355710408853215,2.7298965907736603,0.0,0.0,0.04011526396892426,0.045646054129828695,0.013595973132665286
9.0,449.7099609,958.1125488,508.5,1255.5,463.1223755,856.4345703,563.0,989.5,555.7401123,812.1977539,1660608329705003.5,0.2791220977561843,0.1333335,0.6842495072654898,0.773700617500602,0.7046569673602667,0.8566242825031247,0.845578108272102,-1.4578019088331085,-1.9102873653333448,-1.3030952918190222,-1.5055590187155274,-1.235787421288165,0.2436558634750633,0.012964879682967867,0.01872299781172087,0.0619169827534642,0.0,0.012997548206929692
10.0,449.7099609,958.1125488,508.5,1255.5,463.1687317,856.3621216,563.2873535,989.2873535,555.5,812.2468872,1660608329721670.2,0.3576571940807355,0.15000025,0.6842495072654898,0.773700617500602,0.7047274999474152,0.8570615009503045,0.8452127689706674,-1.4578019088331085,-1.9102873653333448,-1.3029850585762943,-1.5052354695938768,-1.2358621793305442,4.7120822190619736,0.0,0.0,0.007852029619644523,0.03263492633408073,0.022374576024207615
11.0,449.7099609,958.1125488,508.5857239,1255.223755,463.2690735,856.3533936,563.0,989.1372681,555.8452148,812.0892944,1660608329738336.8,0.2442980797112267,0.16666675,0.6842495072654898,0.7738310494265893,0.7048801735218914,0.8566242825031247,0.8457380254189081,-1.4578019088331085,-1.9098670488592413,-1.3029717786176127,-1.5050071093841269,-1.235622396347902,-6.80161487831931,0.0,0.02640534666673087,0.009195002964939615,0.029595778101358838,0.034643971692912306
12.0,449.7099609,958.1125488,508.5857239,1255.223755,463.9360352,856.0908813,563.0,989.1372681,555.6071167,812.2738037,1660608329755003.5,0.3237124270951645,0.1833335,0.6842495072654898,0.7738310494265893,0.7058949791839155,0.8566242825031247,0.8453757507935478,-1.4578019088331085,-1.9098670488592413,-1.3025723569290946,-1.5050071093841269,-1.2359031337310773,4.764837018851173,0.0,0.0,0.06543489574352478,0.0,0.027499145022551998
13.0,449.7099609,958.1125488,508.4142761,1255.223755,463.1687317,856.3621216,563.0,989.1372681,555.8602295,812.2957153,1660608329771670.0,0.2421396122425888,0.2,0.6842495072654898,0.7735701855746147,0.7047274999474152,0.8566242825031247,0.8457608708125395,-1.4578019088331085,-1.9098670488592413,-1.3029850585762943,-1.5050071093841269,-1.2359364730003997,-4.894417835332897,0.0,0.015651831118479453,0.07429663183576016,0.0,0.023193623461323525
14.0,449.7099609,958.1125488,508.4142761,1255.223755,463.1687317,856.3621216,563.0,989.1372681,556.0818481,812.2046509,1660608329788336.8,0.169297686501185,0.21666675,0.6842495072654898,0.7735701855746147,0.7047274999474152,0.8566242825031247,0.8460980712995988,-1.4578019088331085,-1.9098670488592413,-1.3029850585762943,-1.5050071093841269,-1.2357979153160097,-4.370493692015772,0.0,0.0,0.0,0.0,0.02187346889168685
15.0,449.7099609,958.1125488,508.5,1256.0,463.1687317,856.3621216,563.0,989.1372681,555.2990112,811.9705811,1660608329805003.5,0.4190815052465101,0.2333335,0.6842495072654898,0.773700617500602,0.7047274999474152,0.8566242825031247,0.8449069574491912,-1.4578019088331085,-1.911048132902176,-1.3029850585762943,-1.5050071093841269,-1.2354417698906444,14.986954189948548,0.0,0.07129585691784905,0.0,0.0,0.0745930986560371
16.0,449.3904724,958.0,508.5,1256.0,463.1687317,856.3621216,563.0,989.1372681,554.8452148,812.0892944,1660608329821670.0,0.5673106693568676,0.25,0.6837633942866612,0.773700617500602,0.7047274999474152,0.8566242825031247,0.8442164902812471,-1.457630661879207,-1.911048132902176,-1.3029850585762943,-1.5050071093841269,-1.235622396347902,8.893838785009297,0.0309236616632341,0.0,0.0,0.0,0.04282213186487378
17.0,449.7099609,958.1125488,508.5,1256.0,463.1687317,856.3621216,563.0,989.0,555.2990112,811.9705811,1660608329838336.8,0.4194033306959528,0.26666675,0.6842495072654898,0.773700617500602,0.7047274999474152,0.8566242825031247,0.8449069574491912,-1.4578019088331085,-1.911048132902176,-1.3029850585762943,-1.5047982511466969,-1.2354417698906444,-8.874395947675144,0.0309236616632341,0.0,0.0,0.012531494245799912,0.04282213186487378
18.0,449.5,958.0,508.5,1256.0,463.1687317,856.3621216,563.0,989.1372681,555.5,811.5,1660608329855003.2,0.3477870929757568,0.28333325,0.6839300443786049,0.773700617500602,0.7047274999474152,0.8566242825031247,0.8452127689706674,-1.457630661879207,-1.911048132902176,-1.3029850585762943,-1.5050071093841269,-1.2347257642118752,-4.297017233384104,0.021747997589260996,0.0,0.0,0.012531494245799912,0.04671472302508422
19.0,449.5,958.0,508.5,1256.0,463.1687317,856.3621216,563.0,989.0,555.3567505,811.4093628,1660608329871670.0,0.3929479870495677,0.3,0.6839300443786049,0.773700617500602,0.7047274999474152,0.8566242825031247,0.844994809822965,-1.457630661879207,-1.911048132902176,-1.3029850585762943,-1.5047982511466969,-1.234587856527296,2.709640096228172,0.0,0.0,0.0,0.012531494245799912,0.015475431829815024
20.0,449.5,958.3292847,508.4142761,1256.223755,463.1687317,856.3621216,563.0,989.0,555.3567505,811.4093628,1660608329888336.8,0.3929479870495677,0.31666675,0.6839300443786049,0.7735701855746147,0.7047274999474152,0.8566242825031247,0.844994809822965,-1.458131680120551,-1.9113885839969025,-1.3029850585762943,-1.5047982511466969,-1.234587856527296,0.0,0.030061094480644535,0.02187487066892111,0.0,0.0,0.0
21.0,449.5,958.0,508.5,1256.189819,463.2690735,856.3533936,563.0,989.0,555.0,811.0,1660608329905003.2,0.5018991222519639,0.33333325,0.6839300443786049,0.773700617500602,0.7048801735218914,0.8566242825031247,0.844452001401837,-1.457630661879207,-1.9113369491804708,-1.3029717786176127,-1.5047982511466969,-1.2339649966430446,6.537133483478595,0.030061094480644535,0.008416834898283182,0.009195002964939615,0.0,0.049571599760814544
22.0,449.1774902,958.1991577,508.5,1256.189819,463.1687317,856.3621216,563.0,989.0,554.8850708,811.0,1660608329921670.0,0.5388176190398838,0.35,0.683439334385665,0.773700617500602,0.7047274999474152,0.8566242825031247,0.8442771325856937,-1.457933687317693,-1.9113369491804708,-1.3029850585762943,-1.5047982511466969,-1.2339649966430446,2.2150987317815427,0.03460396752897993,0.0,0.009195002964939615,0.0,0.010492128968595527
23.0,449.277771,958.4285889,508.5,1256.5,463.1687317,856.3621216,563.1372681,989.0,554.9074097,811.0370483,1660608329938336.5,0.5318585515457127,0.3666665,0.6835919151464976,0.773700617500602,0.7047274999474152,0.8568331407405547,0.8443111220069804,-1.4582827749501683,-1.9118089004710053,-1.3029850585762943,-1.5047982511466969,-1.2340213669332851,-0.4175482251325153,0.02285858765114111,0.02831707743206735,0.0,0.012531494245799912,0.00394948165869283
24.0,449.5,958.5,508.5,1256.5,463.277771,856.4285889,563.1372681,989.0,555.3615723,811.0960693,1660608329955003.5,0.3867634608627929,0.3833335,0.6839300443786049,0.773700617500602,0.7048934070737511,0.8568331407405547,0.8450021463610919,-1.4583914294480371,-1.9118089004710053,-1.3030861909087497,-1.5047982511466969,-1.234111169458645,-8.705531330348588,0.021309477681194396,0.0,0.011658066891763361,0.0,0.04181010578234019
25.0,449.5909119,958.4886475,508.5,1256.5,463.5443115,856.6539917,563.5,989.0,555.8870239,811.1129761,1660608329971670.2,0.2173055296451517,0.40000025,0.6840683700288864,0.773700617500602,0.7052989578101109,0.8573850500719552,0.8458016394336321,-1.4583741562203871,-1.9118089004710053,-1.3034291491890768,-1.5047982511466969,-1.2341368937489106,-10.167425035933286,0.008363997830540381,0.0,0.03186738794606103,0.03311455988402878,0.04799440887996772
26.0,449.5909119,958.4886475,508.5,1256.5,463.5308533,856.744873,563.5,989.0,555.8870239,811.1129761,1660608329988336.8,0.2173055296451517,0.41666675,0.6840683700288864,0.773700617500602,0.7052784806859212,0.8573850500719552,0.8458016394336321,-1.4583741562203871,-1.9118089004710053,-1.303567428280383,-1.5047982511466969,-1.2341368937489106,0.0,0.0,0.0,0.008387223077230216,0.0,0.0
27.0,450.8101807,958.5,507.7309265,1256.353394,463.4642944,856.9206543,563.5,989.0,556.0,811.0,1660608330005003.5,0.179452001699575,0.4333335,0.6859235303503401,0.7725304451469082,0.7051772089808472,0.8573850500719552,0.8459735365394979,-1.4583914294480371,-1.9115858342906136,-1.303834885704877,-1.5047982511466969,-1.2339649966430446,-2.271200320732997,0.11131444406582183,0.07147462969097798,0.01715931105247945,0.0,0.014585953106894672
28.0,450.6256409,958.4205322,507.7489624,1256.275757,463.4534912,856.8410645,563.5,989.0,556.0,811.0,1660608330021670.0,0.179452001699575,0.45,0.6856427465603433,0.7725578874024974,0.7051607715324479,0.8573850500719552,0.8459735365394979,-1.4582705163980247,-1.9114677068671315,-1.3037137870275777,-1.5047982511466969,-1.2339649966430446,0.0,0.018342688150809767,0.007276386194616289,0.007332549738844886,0.0,0.0
29.0,450.8101807,958.5,507.7309265,1256.353394,463.4642944,856.9206543,563.5,989.0,556.2893066,810.8364868,1660608330038336.8,0.0843602209334595,0.46666675,0.6859235303503401,0.7725304451469082,0.7051772089808472,0.8573850500719552,0.8464137266969552,-1.4583914294480371,-1.9115858342906136,-1.303834885704877,-1.5047982511466969,-1.2337162055637734,-5.705478318575334,0.018342688150809767,0.007276386194616289,0.007332549738844886,0.0,0.030337958946674525
