Timestamp (microseconds),Gyro X (°/s),Gyro Y (°/s),Gyro Z (°/s),Seconds,gyro vel x (dps),gyro vel y (dps),gyro vel z (dps),gyro disp x (deg),gyro disp y (deg),gyro disp z (deg)
1660782225489318,0.9460593575952316,0.1525902189669068,-0.0305180437933358,0,0.3855521763425794,0.3290055888692991,-0.2014004360685067,0,0,0
1660782225505322,1.068131532768803,0.3967345693140487,0.09155413138023499,0.016004,0.5444839943445373,0.5875749831765071,-0.0437066188419668,0.007440289365496934,0.00733264457636645,-0.001960856439283788
1660782225521325,1.190203707942374,0.5798428320745188,0.213626306553806,0.032007,0.5738288545562388,0.7333082998351675,-0.0006215077362359198,0.01638679215670314,0.01789971084045985,-0.00231548145190941
1660782225537328,0.8850232700083325,0.4577706569009478,0.0305180437933358,0.04801,0.3649539515165061,0.6586548588650398,-0.1234488554360185,0.0238970546052851,0.0290354161100615,-0.003308044357287446
1660782225553331,0.4577706569009478,0.2746623941404778,-0.0305180437933358,0.064013,-0.1072296510264073,0.4307503476080938,-0.1844274621749398,0.02595884900920589,0.03775065776184657,-0.005771054898175113
1660782225569334,-0.0305180437933358,0.09155413138023499,0.213626306553806,0.080016,-0.6204783418834638,0.2758087314517617,0.009200769482647558,0.02013718506592693,0.04340313039432542,-0.00717286843971345
1660782225585337,-0.1525902189669068,0.09155413138023499,0.3967345693140487,0.09601899999999999,-0.6885865192722568,0.2836464069577206,0.2486087606112101,0.00966466617668116,0.04787877150160127,-0.00511039219896259
1660782225601340,0.2746623941404778,0.213626306553806,0.3967345693140487,0.112022,-0.2762914895589904,0.3450230479958524,0.22663195523195,0.001945642106031182,0.05290812714122986,-0.001308466472217309
1660782225617344,0.5798428320745188,0.1525902189669068,0.1525902189669068,0.128026,-0.006802532073970566,0.3971753678424385,-0.03885083132166967,-0.0003191100670325059,0.05884571446793618,0.0001937825190649334
1660782225633347,0.8850232700083325,0.3356984817273769,-0.0305180437933358,0.144029,0.3024071601148736,0.4338968773627088,-0.1816093409202572,0.002045726957294718,0.06549429242957736,-0.001569898858870482
1660782225649350,2.227817196917613,0.09155413138023499,0.2746623941404778,0.160032,1.758627943205043,0.3445878311679796,0.1000426149190264,0.01853400778385405,0.07172217009782286,-0.002222432666880328
1660782225665353,4.791332875562603,-0.0305180437933358,0.8239871824216607,0.176035,4.12573814550879,0.08075247141235292,0.6420576615422383,0.06560893649356471,0.07512489251846552,0.00371436954480979
1660782225681356,6.317235065232353,-0.3967345693140487,1.251239795529045,0.192038,5.793805155071481,-0.1801021135782336,1.08619799381577,0.1449652828982069,0.07433009538113847,0.01754041478767386
1660782225697359,6.683451590753066,-0.5188067444876197,1.495384145876187,0.208041,6.164964652396676,-0.3473542840142037,1.339207491618252,0.2406354413579521,0.07011044420039897,0.03694365867114604
1660782225713362,6.378271152819025,-0.7019150072480898,1.678492408636657,0.224044,5.749400774427157,-0.5464258912704861,1.469111185124243,0.3359503647725428,0.06296020279812145,0.059410208085086
1660782225729365,5.279621576256886,-0.8850232700083325,1.556420233463086,0.240047,4.7456395561371,-0.6929302507002901,1.433784030531058,0.4199106874170568,0.05304535366235524,0.08263336981032841
1660782225745369,3.692683299000464,-0.7629510948347615,1.312275883115944,0.256051,3.17206444416158,-0.5706994222710784,1.101933017231428,0.4832523194194463,0.0429363162785843,0.1029191061924283
1660782225761372,2.105745021744042,-0.5188067444876197,0.6408789196611906,0.272054,1.453340242433101,-0.3856056294621186,0.4850224683809751,0.5202555569122037,0.03528587586471872,0.1156147500773275
1660782225777375,0.6408789196611906,-0.6408789196611906,0.0305180437933358,0.288057,0.1774949900157636,-0.419734957899048,-0.1342634962490118,0.5333022387717946,0.02884315116582939,0.1184208218543832
1660782225793378,0.1525902189669068,-0.5798428320745188,-0.2746623941404778,0.30406,-0.4732874239025474,-0.4334582840809818,-0.4578140826443086,0.5309358993007003,0.02201760522998915,0.1136842012232367
1660782225809387,-0.3356984817273769,-0.3356984817273769,-0.2746623941404778,0.320069,-0.8736700810778107,-0.1400877043040916,-0.4446955562258051,0.5201602392608574,0.01742923732290856,0.1064641241122758
1660782225825390,-0.7019150072480898,0.1525902189669068,-0.09155413138023499,0.336072,-1.265720306495637,0.3147267609931008,-0.2494473431586632,0.5030451161602698,0.01882634977642064,0.1009109809172
1660782225841393,-0.8239871824216607,0.5188067444876197,0.09155413138023499,0.352075,-1.384162582252217,0.6957367963310375,-0.097550676052129,0.481846053050287,0.02691005823501374,0.09813499676351368
1660782225857396,-0.6408789196611906,0.6408789196611906,0.0305180437933358,0.368078,-1.202562725906853,0.8456266475998553,-0.1310994814019157,0.4611522505850144,0.03924096578646089,0.09630579550388133
1660782225873399,-0.6408789196611906,0.5188067444876197,-0.09155413138023499,0.384081,-1.204889677718276,0.6386734197479154,-0.2604865106681177,0.4418926313560134,0.05111536632524305,0.09317310756732106
1660782225889402,-1.007095445181903,0.0305180437933358,-0.1525902189669068,0.400084,-1.569427584108864,0.2672227861573996,-0.3308465704916808,0.4196980932613962,0.05836253597248557,0.08844244291804267
1660782225905406,-1.373311970702616,-0.0305180437933358,-0.1525902189669068,0.416088,-1.92338533026679,0.1106934869796114,-0.3199416785448097,0.391755589946391,0.06138586615758166,0.08323613692575074
1660782225921409,-1.434348058289515,-0.0305180437933358,-0.09155413138023499,0.432091,-2.008709714217912,0.1462792095732116,-0.2631746973480105,0.3602988295905133,0.06344164773000424,0.07857120591860818
1660782225937412,-1.373311970702616,-0.1525902189669068,-0.0305180437933358,0.448094,-1.935248595693268,0.04610595485057124,-0.1984811109120196,0.3287471631112239,0.06498072904539451,0.07487795945252794
1660782225953415,-1.373311970702616,-0.3967345693140487,0.0305180437933358,0.464097,-1.913451548440187,-0.2443955921330789,-0.150524306289028,0.2979575619581563,0.06339441194713445,0.07208591611491956
1660782225969418,-1.556420233463086,-0.6408789196611906,0.09155413138023499,0.4801,-2.148435910387224,-0.4570654703595508,-0.06883069025610807,0.265462462287537,0.05778272344719342,0.07033107614255847
1660782225985421,-2.166781109330941,-0.6408789196611906,0.213626306553806,0.496103,-2.706771415631639,-0.4493879502262779,0.04094319831426158,0.2266208036793861,0.05053109608250678,0.07010797620702371
1660782226001424,-2.777141985198796,-0.5798428320745188,0.213626306553806,0.512106,-3.33800301912868,-0.4276003023650387,0.03184744420622181,0.1782626082013035,0.04351519006177625,0.07069030134718757
1660782226017428,-3.082322423132609,-0.7629510948347615,0.0305180437933358,0.52811,-3.662331017852886,-0.5773247003881852,-0.1275184889318823,0.122259935905451,0.03547579003975046,0.06992493298938228
1660782226033431,-2.960250247959038,-0.9460593575952316,-0.09155413138023499,0.544113,-3.499323738001785,-0.7506884674961387,-0.266147512877241,0.06496669785861361,0.02485168469667587,0.06677560497490929
1660782226049434,-2.410925459678083,-0.8850232700083325,-0.09155413138023499,0.5601159999999999,-2.981433346623468,-0.7468977100865595,-0.2738158270142679,0.01312064118161159,0.01287099527601428,0.06245589825577722
1660782226065437,-1.800564583810228,-0.7629510948347615,-0.0305180437933358,0.576119,-2.369611788454645,-0.5519507854499944,-0.1795141265215802,-0.02968771989901332,0.002480207311721851,0.05882925862749044
1660782226081440,-1.190203707942374,-0.3967345693140487,0.1525902189669068,0.592122,-1.738170736379564,-0.2314694627301551,-0.04810754631094662,-0.06254998009768697,-0.003787154673719345,0.05700828524483022
1660782226097443,-0.5188067444876197,-0.0305180437933358,0.1525902189669068,0.608125,-1.085456252029724,0.1300853654343506,0.01861423915235602,-0.08513899600496128,-0.004598227452085781,0.0567723387875615
1660782226113446,-0.09155413138023499,0.213626306553806,0.1525902189669068,0.624128,-0.6522976807224835,0.416149775443342,-0.06528393700821658,-0.09904102746697895,-0.0002283463250642402,0.05639898120471461
1660782226129455,-0.09155413138023499,0.3356984817273769,-0.1525902189669068,0.640137,-0.6654573412007305,0.5043013429862768,-0.2725161545138905,-0.1095830676423647,0.007135262622372711,0.05369658047253776
1660782226145458,-0.4577706569009478,0.2746623941404778,-0.2746623941404778,0.6561399999999999,-0.9831230399940205,0.418362296639657,-0.4860724481814448,-0.1227717106919227,0.01451657173938018,0.04762787165097508
1660782226161461,-0.6408789196611906,0.1525902189669068,-0.3967345693140487,0.672143,-1.249695365457602,0.3999688187501693,-0.559951330956326,-0.1406342579355356,0.02106322066249879,0.03925968141787291
1660782226177465,-0.5798428320745188,0.4577706569009478,-0.3356984817273769,0.688147,-1.112300299724648,0.550103744229184,-0.472162587421639,-0.1595302232569936,0.02866380116633362,0.03100277007084919
1660782226193468,0.09155413138023499,0.3967345693140487,-0.1525902189669068,0.7041500000000001,-0.451891336475886,0.6426477681836462,-0.3852728650494705,-0.1720437563465979,0.03820581326563626,0.02414328645108032
1660782226209471,1.007095445181903,0.3967345693140487,-0.213626306553806,0.720153,0.3793723725338987,0.531096591252574,-0.3347860109271467,-0.1726239080581338,0.04759576814112602,0.01838281544326738
1660782226225474,1.312275883115944,0.1525902189669068,-0.0305180437933358,0.736156,0.8392686780020282,0.3452540539292001,-0.209077668105788,-0.1628747796538464,0.05460657330258022,0.0140319060110039
1660782226241477,1.312275883115944,0.0305180437933358,0.09155413138023499,0.752159,0.6811079092613959,0.2073948914963058,-0.111744945095169,-0.150711766955739,0.05902776486598427,0.01146532510539625
1660782226257480,0.6408789196611906,-0.09155413138023499,-0.0305180437933358,0.768162,0.1012437525399187,0.07893713044992504,-0.1644276079731726,-0.1444529536613284,0.06131842104155411,0.009255944680849514
1660782226273483,0.09155413138023499,-0.2746623941404778,-0.0305180437933358,0.784165,-0.4406304001658071,-0.09621147778626235,-0.2098970780143528,-0.1471680468423355,0.06118022626286342,0.006261347192949311
1660782226289487,-0.0305180437933358,-0.4577706569009478,0.09155413138023499,0.800169,-0.6458577763044476,-0.2767277017528217,-0.1077134726030994,-0.1558599522540976,0.05819671282655074,0.003720462788009693
