Timestamp (microseconds),Accel X (g),Accel Y (g),Accel Z (g),Seconds,vel x (m/s),vel y (m/s),vel z (m/s),disp x (m),disp y (m),disp z (m),stamp velocity (m/s),ax_linear,ay_linear,az_linear
1660782228300872,-0.9239032578011748,0.0963759822995342,0.3468680857557027,0.0,0.0,0.0,0.0,-0.0120605668905118,0.011118059265285,-0.5176580521818338,0.0,0.0,0.0,0.0
1660782228316875,-0.9234149691004804,0.0996719310292206,0.3501640344853891,0.016003,5.328369186760393e-05,-0.0001015844245496,2.905296478708479e-05,-0.0118853347036289,0.0108372674057149,-0.5178821373930567,6.748821118840623e-05,0.0004394598306249886,0.002966353856717757,0.0029663538567177294
1660782228332878,-0.9226825360494392,0.0980849927519642,0.3477225909819177,0.032006,0.0002051342957733,-0.0001064825723793,6.701333362680274e-05,-0.011707271653192,0.0105324433227502,-0.5181173258395856,9.017458726706855e-05,0.001054703593499462,0.0012414740215152126,0.0004724193179217462
1660782228348880,-0.920729381246662,0.0986953536278321,0.3474784466315705,0.048008,0.0004388113792276,-3.465112507891827e-05,0.0001114461866977,-0.011525279924289,0.0102174007910361,-0.518362136590958,0.0001294322220250262,0.002707072556648926,0.001666651407644812,0.00020544747081707726
1660782228364883,-0.922438391699092,0.0989394979781792,0.3449149309529256,0.064011,0.0007311932339477,9.133747235557152e-05,0.0001599427304353,-0.0113385383849379,0.0098987903491395,-0.5186154041544647,0.00014837184178814405,0.0008982558937969953,0.0017197161821927154,-0.002122261387045077
1660782228380886,-0.9206073090714884,0.0982070649271377,0.3455252918287934,0.080014,0.0010563019840397,0.0002510595241545,0.0002050228305019,-0.0111464855228412,0.009570629927417,-0.5188763510814449,0.0001817776232107715,0.00245640466926067,0.000888554818036083,-0.0013607104600595332
1660782228396888,-0.9219501029983976,0.0958876935988399,0.3435721370260163,0.096016,0.0013895442718599,0.0004282929385714,0.0002366203064231,-0.0109487447297855,0.0092474934209576,-0.5191446027281212,0.00018449980947740443,0.0010022496681162396,-0.0012877348592355425,-0.002982478736552996
1660782228412891,-0.9229266803997862,0.0983291371023113,0.3455252918287934,0.112019,0.0017119048151662,0.0006083985599316,0.0002501060598977,-0.0107450955622523,0.0089246244719374,-0.519420127447273,0.00019950058915865293,2.3105040054871573e-05,0.0010383377798122706,-0.0009263915403983081
1660782228428894,-0.920729381246662,0.0977187762264435,0.3458915083543141,0.128022,0.0020130659660544,0.0007778033978954,0.0002491029035645,-0.0105355100962831,0.0085990595791043,-0.5197031238779325,0.00022868527460535512,0.0019983637738612003,0.00038517921355002427,-0.0005041575133898357
1660782228444896,-0.9204852368963148,0.0995498588540471,0.3460135805294877,0.144024,0.0022924403014866,0.0009263565264523,0.0002398712937647,-0.0103201653637979,0.0082776886165225,-0.5199938756796192,0.0002736260929176478,0.002018257311787619,0.0019946356570382656,-0.0003438768043946272
1660782228460899,-0.9246356908522162,0.102113374532692,0.3484550240329591,0.160027,0.002557474569819,0.0010454796560484,0.0002254498355323,-0.0100994064066866,0.0079529817523271,-0.5202926046212335,0.00029412043289474044,-0.001918976979702447,0.004102336202114837,0.0018878100291691013
1660782228476902,-0.9242694743266956,0.1013809414816506,0.3480888075074384,0.17603,0.0028193405090356,0.0011250232877538,0.0002079112327368,-0.0098737295306088,0.0076233755494053,-0.5205993805830951,0.00032117474170435985,-0.0013974844087636384,0.0030329128359660867,0.0013694341532836107
1660782228492904,-0.9231708247501332,0.0957656214236664,0.3449149309529256,0.192032,0.003087093309861,0.0011576407714982,0.0001960282012922,-0.0096437967409823,0.0072886630303907,-0.5209141079172757,0.0002897315974026324,-0.00026895134898119455,-0.002324166499816302,-0.0016239981611063103
1660782228508907,-0.9213397421225298,0.0974746318760964,0.3446707866025784,0.208035,0.0033621858109252,0.0011476405821317,0.0002079980340356,-0.0094104001234928,0.0069470106320493,-0.5212366025041452,0.0002998631985974226,0.001405918150760077,-0.0005536404426476765,-0.0016813282603081459
1660782228524910,-0.9213397421225298,0.0972304875257492,0.3432059205004956,0.224038,0.0036354388328758,0.0011133119162605,0.0002650689496302,-0.0091743341977345,0.0066074878050224,-0.5215667406248923,0.0003170606770151336,0.0012653263356841027,-0.0007180063136953824,-0.0028315749261518808
