Frame #,Body Pink X,Body Pink Y,Hand Pink X,Hand Pink Y,Shoulder Green X,Shoulder Green Y,Elbow Orange X,Elbow Orange Y,Timestamp (microseconds),angles,Seconds,Body Pink X meters,Hand Pink X meters,Shoulder Green X meters,Elbow Orange X meters,Body Pink Y meters,Hand Pink Y meters,Shoulder Green Y meters,Elbow Orange Y meters,angular velocity,Body Pink m/s,Hand Pink m/s,Shoulder Green m/s,Elbow Orange m/s
1.0,364.4392395,1357.828613,386.392334,1873.082764,216.7924194,1186.259521,272.8377991,1430.270752,1660787338000000.0,0.0,0.0,-0.1993038923938463,0.2113095622277061,0.11855905825942,0.1492090572557576,-0.7425669314476705,-1.0243482182467467,-0.6487395271950669,-0.7821839614245868,,,,,
2.0,364.8432312,1357.76416,386.8212585,1873.216675,216.7924194,1186.259521,272.8377991,1430.270752,1660787338016666.8,0.0311148493803013,0.01666675,-0.1995248266664984,0.2115441317063121,0.11855905825942,0.1492090572557576,-0.7425316835040241,-1.0244214512596652,-0.6487395271950669,-0.7821839614245868,1.866881628409936,0.013423700432779554,0.014744127376978566,0.0,0.0
3.0,364.9834595,1357.786499,386.392334,1873.082764,216.7924194,1186.259521,272.777771,1430.332153,1660787338033333.2,0.0,0.03333325,-0.1996015144733661,0.2113095622277061,0.11855905825942,0.1491762291936658,-0.7425439002171813,-1.0243482182467467,-0.6487395271950669,-0.7822175402958238,-1.8669096319143967,0.004659287937996256,0.014744127376978566,0.0,0.002817587641106028
4.0,364.9834595,1357.786499,386.392334,1873.082764,216.7924194,1186.259521,272.7319641,1430.206177,1660787338050000.0,0.0,0.05,-0.1996015144733661,0.2113095622277061,0.11855905825942,0.1491511783964986,-0.7425439002171813,-1.0243482182467467,-0.6487395271950669,-0.7821486467617942,0.0,0.0,0.0,0.0,0.00439839758222063
5.0,364.7022705,1357.75354,388.0,1873.19043,216.7924194,1186.259521,272.6523743,1430.286865,1660787338066666.5,0.1242293899129617,0.0666665,-0.1994477383260028,0.2121887597913627,0.11855905825942,0.1491076524662046,-0.7425258756570421,-1.0244070984400755,-0.6487395271950669,-0.7821927732737789,7.4538379331570335,0.0092897339982377,0.05287001833914981,0.0,0.0037188654727511716
6.0,364.7022705,1357.75354,388.0,1873.19043,216.7924194,1186.259521,272.7766724,1430.473389,1660787338083333.2,0.1242293899129617,0.08333325,-0.1994477383260028,0.2121887597913627,0.11855905825942,0.1491756283932238,-0.7425258756570421,-1.0244070984400755,-0.6487395271950669,-0.7822947791919008,0.0,0.0,0.0,0.0,0.007354818988231622
7.0,364.7022705,1357.75354,388.0,1873.19043,216.8444519,1186.286865,272.7766724,1430.473389,1660787338100000.0,0.124238717982258,0.1,-0.1994477383260028,0.2121887597913627,0.118587513701801,0.1491756283932238,-0.7425258756570421,-1.0244070984400755,-0.6487544810338498,-0.7822947791919008,0.0005596813593708,0.0,0.0,0.0019287265704600576,0.0
8.0,364.7022705,1357.75354,388.0,1873.19043,216.7924194,1186.259521,272.946167,1430.396362,1660787338116666.5,0.1242293899129617,0.1166665,-0.1994477383260028,0.2121887597913627,0.11855905825942,0.1492683213029282,-0.7425258756570421,-1.0244070984400755,-0.6487395271950669,-0.782252654801178,-0.0005596897546751,0.0,0.0,0.0019287265704600576,0.006108942894777534
9.0,364.7022705,1357.75354,388.0,1873.19043,216.7771301,1186.337158,272.869751,1430.355469,1660787338133333.5,0.1242400858209614,0.1333335,-0.1994477383260028,0.2121887597913627,0.1185506968738398,0.1492265310548143,-0.7425258756570421,-1.0244070984400755,-0.6487819851815204,-0.7822302913090282,0.0006417416451487,0.0,0.0,0.002596408322477466,0.0028438674770107594
10.0,364.7022705,1357.75354,388.0,1873.19043,216.8148193,1186.036987,273.1806641,1430.361328,1660787338150000.0,0.1241966656411084,0.15,-0.1994477383260028,0.2121887597913627,0.1185713082774624,0.1493965626658758,-0.7425258756570421,-1.0244070984400755,-0.6486178281912746,-0.7822334954686766,-0.0026052368435481,0.0,0.0,0.00992675428632835,0.010203707925907343
11.0,364.7022705,1357.75354,388.0,1873.19043,216.8933258,1185.904785,273.1358948,1429.941895,1660787338166666.8,0.1241835360927105,0.16666675,-0.1994477383260028,0.2121887597913627,0.1186142417745514,0.1493720793095776,-0.7425258756570421,-1.0244070984400755,-0.64854552979328,-0.782004116684951,-0.000787768965029,0.0,0.0,0.005045120086733478,0.013840903878457047
12.0,364.7022705,1357.75354,388.0,1873.19043,216.8239746,1185.977539,273.2366028,1429.972046,1660787338183333.5,0.1241882328197141,0.1833335,-0.1994477383260028,0.2121887597913627,0.1185763151118761,0.1494271543240649,-0.7425258756570421,-1.0244070984400755,-0.6485853173732538,-0.7820206056109729,0.0002818022112046,0.0,0.0,0.003298081221360599,0.0034494218135321265
13.0,364.7022705,1357.75354,388.0,1873.19043,216.8933258,1185.904785,273.4152527,1430.009033,1660787338200000.0,0.1241835360927105,0.2,-0.1994477383260028,0.2121887597913627,0.1186142417745514,0.149524854068183,-0.7425258756570421,-1.0244070984400755,-0.64854552979328,-0.7820408329966904,-0.00028180643828,0.0,0.0,0.003298081221360599,0.005986300500421681
14.0,362.2941284,1360.705933,386.6236877,1873.648193,216.875,1185.648804,273.6172485,1430.235596,1660787338216666.8,0.0072161229448342,0.21666675,-0.1981307777961049,0.2114360845335725,0.1186042197931747,0.1496353211771652,-0.7441404751649976,-1.0246574390670045,-0.648405539352764,-0.7821647353729393,-7.018009698824092,0.12501495826594772,0.04759291652599907,0.00842092327287326,0.009959779697626346
15.0,362.2941284,1360.705933,386.6236877,1873.648193,216.875,1185.648804,273.6172485,1430.235596,1660787338233333.2,0.0072161229448342,0.23333325,-0.1981307777961049,0.2114360845335725,0.1186042197931747,0.1496353211771652,-0.7441404751649976,-1.0246574390670045,-0.648405539352764,-0.7821647353729393,0.0,0.0,0.0,0.0,0.0
16.0,365.5971375,1360.705933,386.7657776,1873.812744,216.875,1185.648804,273.4553528,1430.029419,1660787338250000.0,0.0151809695111714,0.25,-0.1999371216221579,0.2115137904089845,0.1186042197931747,0.149546783940571,-0.7441404751649976,-1.0247474284294078,-0.648405539352764,-0.7820519816566313,0.4778884045382091,0.10838062956317951,0.007133767469542403,0.0,0.00860163206014
