Frame #,Head Pink X,Head Pink Y,Hand Pink X,Hand Pink Y,Shoulder Green X,Shoulder Green Y,Elbow Orange X,Elbow Orange Y,Timestamp (microseconds),angles,Seconds,Head Pink X meters,Hand Pink X meters,Shoulder Green X meters,Elbow Orange X meters,Head Pink Y meters,Hand Pink Y meters,Shoulder Green Y meters,Elbow Orange Y meters
1.0,145.3896484,824.0091553,855.8134155,787.3794556,395.5,788.2424316,599.3720703,796.4185791,1658971311010000.0,0.0,0.0,0.1699797041360242,1.0005589308676697,0.4623917433299027,0.7007451238666751,-0.963375549529627,-0.9205505920026136,-0.9215595249408992,-0.9311185213915878
2.0,145.3896484,824.0091553,855.8134155,787.3794556,395.5785828,787.9071655,599.3720703,796.4185791,1658971311026666.8,0.0,0.01666675,0.1699797041360242,1.0005589308676697,0.4624836170034494,0.7007451238666751,-0.963375549529627,-0.9205505920026136,-0.9211675545832292,-0.9311185213915878
3.0,145.3896484,824.0091553,855.80896,787.302124,395.5785828,787.9071655,598.9777832,796.9222412,1658971311043333.2,0.009627917975481595,0.03333325,0.1699797041360242,1.000553721799623,0.4624836170034494,0.7002841501636624,-0.963375549529627,-0.9204601811471436,-0.9211675545832292,-0.931707368917424
4.0,145.3408356,824.0795898,856.2731323,787.333313,395.5785828,787.9071655,598.9777832,796.9222412,1658971311060000.0,0.005673110346294704,0.05,0.1699226355249273,1.0010964005328784,0.4624836170034494,0.7002841501636624,-0.9634578967641292,-0.9204966452080352,-0.9211675545832292,-0.931707368917424
5.0,145.3408356,824.0795898,856.2842407,787.0858765,395.5785828,787.9071655,598.8156738,796.8156738,1658971311076666.5,0.03644382311389263,0.0666665,0.1699226355249273,1.0011093877198356,0.4624836170034494,0.7000946228613206,-0.9634578967641292,-0.9202073592545624,-0.9211675545832292,-0.9315827775498686
6.0,145.3408356,824.0795898,856.4382935,786.5617065,395.5,787.9428711,598.7710571,797.2963257,1658971311093333.2,0.10155270241712998,0.08333325,0.1699226355249273,1.0012894957925458,0.4623917433299027,0.700042460045405,-0.9634578967641292,-0.919594535284648,-0.9212092991461386,-0.9321447231123866
7.0,145.3408356,824.0795898,856.4382935,786.5617065,395.5,787.9428711,599.0,797.5,1658971311110000.0,0.10155270241712998,0.1,0.1699226355249273,1.0012894957925458,0.4623917433299027,0.700310124537577,-0.9634578967641292,-0.919594535284648,-0.9212092991461386,-0.9323828452733184
8.0,145.3408356,824.0795898,856.4382935,786.5617065,395.6643982,788.0997925,599.0,797.5,1658971311126666.5,0.10156224497817716,0.1166665,0.1699226355249273,1.0012894957925458,0.462583946541782,0.700310124537577,-0.9634578967641292,-0.919594535284648,-0.9213927609911746,-0.9323828452733184
9.0,145.3408356,824.0795898,856.4382935,786.5617065,395.6217957,788.3846436,598.7710571,797.2963257,1658971311143333.5,0.10150442898781302,0.1333335,0.1699226355249273,1.0012894957925458,0.462534138591731,0.700042460045405,-0.9634578967641292,-0.919594535284648,-0.921725789554306,-0.9321447231123866
10.0,145.3408356,824.0795898,856.4382935,786.5617065,395.5357056,788.2666626,598.7710571,797.2963257,1658971311160000.0,0.10150556560993255,0.15,0.1699226355249273,1.0012894957925458,0.4624334878928119,0.700042460045405,-0.9634578967641292,-0.919594535284648,-0.921587854180678,-0.9321447231123866
