Timestamp (microseconds),Accel X (g),Accel Y (g),Accel Z (g),vel x (m/s),vel y (m/s),vel z (m/s),disp x (m),disp y (m),disp z (m),vel x (m/s).1,vel y (m/s).1,vel z (m/s).1,disp x (m).1,disp y (m).1,disp z (m).1,stamp velocity (m/s)
1660090944672180,0.2188143739986268,-0.2697184710460059,0.9489280537117571,0.0,0.0,0.0,0.0027277931498935,-0.0039764183566277,-0.613809238737227,0.0,0.0,0.0,0.0027277913368299,-0.0039764112499064,-0.613809189197379,
1660090944688182,0.2204013122758832,-0.267399099717708,0.9495384145876252,-7.657758038998997e-05,1.156386776055156e-05,-4.239342881979571e-05,0.0026778441253728,-0.0039438083371211,-0.6137924372946159,-7.656810707140165e-05,1.156331801257499e-05,-4.237785031631113e-05,0.002677844218352,-0.0039438038460111,-0.613792387913375,0.003873289388862091
1660090944704185,0.2173495078965439,-0.2736247806515602,0.9549095902952622,-0.0003010604701442,-1.483620201293296e-05,-0.0002309842757061,0.0026252761188896,-0.0039214537053289,-0.61377250170908,-0.0003010411987961,-1.483728515323218e-05,-0.0002309530339726,0.002625278074017,-0.0039214517717707,-0.6137724525355882,0.003781406215181326
1660090944720188,0.2179598687724118,-0.2710612649729152,0.9519798580910964,-0.000649654053404,-4.540597913386474e-05,-0.0005366254677742,0.0025708382606811,-0.0039003803788044,-0.6137515824763606,-0.0006496246594183,-4.540757922581643e-05,-0.0005365784790854,0.00257084203435,-0.0039003809450224,-0.6137515335582047,0.003875594608968939
1660090944736190,0.2155184252689404,-0.2735027084763866,0.9512474250400552,-0.0010893879408929,-4.638562922685767e-05,-0.0009227897934528,0.0025154854877092,-0.0038746202688807,-0.6137313771476917,-0.0010893480997893,-4.638772974565282e-05,-0.0009227269750941,0.0025154910366017,-0.0038746232773869,-0.6137313285309244,0.0040193710861341925
1660090944752193,0.2163729304951554,-0.2748455024032959,0.9516136415655758,-0.0015843158554155,8.727118676357695e-06,-0.0013507711194079,0.002460289893338,-0.0038466213624954,-0.6137130334228376,-0.0015842652428664,8.724534338768971e-06,-0.0013506923896853,0.0024602971744253,-0.0038466267560927,-0.613712985151998,0.004034511586710749
1660090944768196,0.2168612191958497,-0.273380636301213,0.9516136415655758,-0.0021013807769217,0.0001359142001664,-0.0017848518965354,0.0024063209159108,-0.00382048498249,-0.6136971487169592,-0.0021013190687768,0.0001359111487004,-0.0017847571747854,0.0024063298864544,-0.0038204927042766,-0.6136971008350932,0.0038770583067483312
1660090944784198,0.2152742809185932,-0.2730144197756923,0.9511253528648816,-0.0026146053047451,0.0003370565247287,-0.0021948186744088,0.0023545088457609,-0.0037996239138139,-0.6136838501325632,-0.0026145321770564,0.0003370530229061,-0.0021947078810079,0.0023545194633136,-0.0037996339071872,-0.6136838026812432,0.0035884619499000174
1660090944800201,0.2161287861448082,-0.2722819867246509,0.9516136415655758,-0.0031070063135715,0.0006013486993837,-0.0025574991606846,0.0023055095201498,-0.0037849201629484,-0.6136729227953381,-0.0031069214426187,0.0006013447640568,-0.0025573722170588,0.0023055217425568,-0.0037849323716095,-0.6136728758146841,0.0032694973444704427
1660090944816204,0.2171053635461968,-0.2700846875715266,0.953566796368353,-0.0035703880613568,0.0009121991567411,-0.0028593873412615,0.0022596432441785,-0.0037709574878892,-0.6136639514635376,-0.0035702911236714,0.0009121948048419,-0.0028592441698963,0.0022596570295788,-0.0037709718558478,-0.6136639049922364,0.003048537277685346
1660090944832206,0.2178377965972382,-0.2715495536736094,0.9529564354924852,-0.0040036856665062,0.0012499111073299,-0.0030980333986992,0.0022169161149777,-0.0037482667892855,-0.6136564478832502,-0.004003576338897,0.0012499063558688,-0.0030978739231487,0.0022169314218056,-0.003748283260864,-0.6136564019585765,0.0030598069089879535
1660090944848209,0.2175936522468911,-0.269108110170138,0.9525902189669644,-0.0044106183758771,0.0015914368628458,-0.0032810188465935,0.0021770596423709,-0.0037129113828162,-0.6136499467007377,-0.0044104963354552,0.0015914317289113,-0.0032808429914898,0.0021770764293576,-0.0037129299026551,-0.6136499013585732,0.003354572759057511
1660090944864212,0.2182040131227589,-0.2689860379949645,0.9505149919890136,-0.0047971994879345,0.0019153995446858,-0.0034237435137982,0.0021395904762609,-0.0036700618441553,-0.613644062831637,-0.0047970644121383,0.0019153940454428,-0.0034235512048613,0.0021396087024365,-0.0036700823572184,-0.6136440181064907,0.0035765300965248676
1660090944880214,0.2185702296482797,-0.2709391927977416,0.9514915693904022,-0.0051694515894782,0.0022075660764791,-0.0035453230860806,0.0021039175582863,-0.0036294737423782,-0.6136385106239667,-0.0051693031560986,0.0022075602291687,-0.0035451142501275,0.0021039371829813,-0.0036294961939571,-0.6136384665489947,0.0033950665567302365
1660090944896217,0.2193026626993211,-0.2720378423743037,0.9516136415655758,-0.0055315929231492,0.0024601142903759,-0.0036636925320523,0.0020694461055298,-0.003593040332608,-0.6136330870873179,-0.0055314308103546,0.0024601081123141,-0.0036634670970064,0.0020694670883772,-0.0035930646683281,-0.6136330436943429,0.0031530547888662156
1660090944912220,0.2185702296482797,-0.2744792858777751,0.95039291981384,-0.0058849469916677,0.002669579898527,-0.00379312312858,0.0020356327732152,-0.0035552921435343,-0.6136276330652093,-0.005884770878029,0.0026695734071039,-0.0037928810234802,0.0020356550741526,-0.0035553183093599,-0.6136275903847406,0.0031856695588178643
1660090944928222,0.2158846417944611,-0.273380636301213,0.9523460746166172,-0.0062277776513258,0.0028362722797193,-0.0039432082004674,0.0020020085625893,-0.0035168100474933,-0.6136219886759001,-0.0062275872158416,0.002836265492398,-0.0039429493554776,0.0020020321418611,-0.003516837989733,-0.6136219467371531,0.003213325761208305
1660090944944225,0.215640497444114,-0.271671625848783,0.95210193026627,-0.0065560488453512,0.0029636641659486,-0.0041179296948364,0.0019681856706336,-0.0034767816078528,-0.6136159488910737,-0.0065558437674723,0.0029636571002645,-0.0041176540412543,0.0019682104887929,-0.0034768112731654,-0.6136159077219895,0.003296981930167043
1660090944960228,0.2175936522468911,-0.268253604943923,0.9516136415655758,-0.0068648311667215,0.0030615974374451,-0.0043163876743592,0.0019338815162175,-0.0034317480282961,-0.6136092375136317,-0.0068646111263762,0.0030615901110045,-0.0043160951446261,0.0019339075341287,-0.0034317793636961,-0.6136091971408965,0.003562960981722266
1660090944976230,0.2171053635461968,-0.2706950484473944,0.9506370641641873,-0.0071499208623191,0.0031508590698618,-0.0045344616590148,0.0018990062573328,-0.0033847256306568,-0.6136015085206662,-0.0071496855399381,0.0031508515003412,-0.004534152186724,0.0018990334361739,-0.00338475858352,-0.6136014689697309,0.0036907437503569214
1660090944992248,0.2175936522468911,-0.2752117189288166,0.950148775463493,-0.0074092629272368,0.0032574286480302,-0.0047669884844681,0.0018637575367107,-0.0033381193167561,-0.6135923672975909,-0.0074090120037784,0.0032574208531754,-0.004766662004374,0.0018637858379756,-0.0033381538348255,-0.6135923285926902,0.0036965898348476313
1660090945008251,0.2193026626993211,-0.2713054093232623,0.9506370641641873,-0.0076439303157745,0.0033978324958754,-0.0050124542721918,0.0018286014133082,-0.0032929788549454,-0.6135814125039046,-0.0076436634727492,0.0033978244935002,-0.0050121107202192,0.0018286307988092,-0.0032930148863372,-0.6135813746680767,0.0036409250465864475
1660090945024253,0.2174715800717175,-0.2727702754253452,0.952712291142138,-0.0078585712572288,0.0035713482466878,-0.0052756440704653,0.0017941272102974,-0.0032498440364498,-0.6135682897820435,-0.0078582881767245,0.0035713400546733,-0.005275283383718,0.0017941576421675,-0.0032498815296588,-0.6135682528371489,0.0035472750704565407
1660090945040256,0.2193026626993211,-0.2684977492942702,0.9505149919890136,-0.0080612475811695,0.0037656743627614,-0.0055620811689511,0.0017608760039427,-0.0032078519578596,-0.6135527471421766,-0.0080609479458767,0.003765665999055,-0.0055617032857206,0.0017609074446386,-0.0032078908617656,-0.6135527111089176,0.0034857696437629194
1660090945056259,0.2152742809185932,-0.270817120622568,0.9497825589379724,-0.0082625330041102,0.0039671593816286,-0.0058707838567977,0.0017292280427948,-0.0031668003608075,-0.6135346830992207,-0.0082622164973466,0.0039671508642431,-0.0058703887165723,0.0017292604550989,-0.003166840624681,-0.6135346479971605,0.003430752874540852
1660090945072261,0.2151522087434197,-0.2692301823453116,0.950148775463493,-0.0084738500092399,0.0041658048745125,-0.0061938597605015,0.0016993650864893,-0.0031284493096592,-0.6135141742099134,-0.0084735163149754,0.0041657962215248,-0.0061934473039747,0.0016993984335127,-0.0031284908831669,-0.6135141400574946,0.003297260832933409
1660090945088264,0.2171053635461968,-0.275089646753643,0.9529564354924852,-0.0087053365092908,0.0043568919349934,-0.0065188060878936,0.0016712862314507,-0.003091946237785,-0.6134914697317257,-0.0087049853121727,0.0043568831645437,-0.006518376256973,0.0016713204766354,-0.0030919890709963,-0.6134914365462901,0.003209111592345771
1660090945104267,0.2168612191958497,-0.2684977492942702,0.9524681467917908,-0.0089638199905125,0.0045445246573422,-0.0068300579258352,0.0016448749296304,-0.0030535885768046,-0.6134669547306563,-0.0089634509758901,0.0045445157876332,-0.0068296106636511,0.0016449100367523,-0.0030536326201972,-0.6134669225284629,0.0032893366406934192
1660090945120269,0.2167391470206761,-0.2730144197756923,0.9519798580910964,-0.0092514944216608,0.0047399888940474,-0.0071139167233991,0.0016200050813325,-0.0030145999616969,-0.6134410900464546,-0.0092511072756102,0.0047399799433429,-0.0071134519743126,0.0016200410145038,-0.0030146451661625,-0.6134410588426993,0.0033116764018740873
1660090945136272,0.2177157244220647,-0.2713054093232623,0.950148775463493,-0.0095656292228192,0.0049501616437341,-0.0073632382457381,0.0015965939185222,-0.00297795584859,-0.6134143346444095,-0.0095652236321683,0.0049501526303582,-0.0073627559553504,0.0015966306421939,-0.0029780021654403,-0.6134143044532432,0.003191006103657948
1660090945152275,0.2191805905241475,-0.2695963988708323,0.9522240024414436,-0.0098992604834548,0.0051713128074087,-0.0075747669245146,0.00157453973466,-0.0029459036292208,-0.6133870712043473,-0.0098988361358078,0.0051713037497445,-0.0075742670396747,0.0015745772136248,-0.0029459510101934,-0.613387042038895,0.0029692611114924437
1660090945168277,0.2182040131227589,-0.2727702754253452,0.954421301594568,-0.0102425567345092,0.0053967359763113,-0.0077447341206318,0.0015536412675121,-0.0029096029698639,-0.6133595443264334,-0.0102421133182714,0.0053967268928004,-0.007744216589445,0.0015536794669066,-0.002909651367128,-0.6133595161988126,0.0031326237047649918
