Frame #,Arm Pink X,Arm Pink Y,Leg Pink X,Leg Pink Y,Neck Green X,Neck Green Y,Shoulder Orange X,Shoulder Orange Y,Back Orange X,Back Orange Y,Timestamp (microseconds),angles,Seconds,Arm Pink X meters,Leg Pink X meters,Neck Green X meters,Shoulder Orange X meters,Back Orange X meters,Arm Pink Y meters,Leg Pink Y meters,Neck Green Y meters,Shoulder Orange Y meters,Back Orange Y meters,angular velocity
1.0,399.5,905.5,473.375,1307.53125,547.0,736.8070068,428.5,765.0,548.0338745,933.1977539,1660004530479670.0,0.0,0.0,0.5085454256554732,0.6025849583721142,0.6963062523993588,0.5454611136254576,0.6976223278628804,-1.1526605329938198,-1.6644281253794315,-0.9379219847285136,-0.973810389553034,-1.1879185205952616,
2.0,399.5,905.5,473.3603516,1307.360352,546.9500122,736.7000122,428.5,765.0,548.0338745,933.1977539,1660004530496336.8,0.0144110321353253,0.01666675,0.5085454256554732,0.6025663116216432,0.6962426201915275,0.5454611136254576,0.6976223278628804,-1.1526605329938198,-1.6642105799572695,-0.9377857854434076,-0.973810389553034,-1.1879185205952616,0.8646576048314938
3.0,399.5,905.5,473.3603516,1307.360352,546.9500122,736.7000122,428.5,765.0,548.2238159,933.5856934,1660004530513003.2,0.0143527455598021,0.03333325,0.5085454256554732,0.6025663116216432,0.6962426201915275,0.5454611136254576,0.6978641146716728,-1.1526605329938198,-1.6642105799572695,-0.9377857854434076,-0.973810389553034,-1.1884123500274422,-0.003497229503687018
4.0,399.5,905.5,472.5,1307.298828,547.0,736.8070068,428.5,765.5,548.2238159,933.5856934,1660004530529670.0,0.0,0.05,0.5085454256554732,0.6014711229592268,0.6963062523993588,0.5454611136254576,0.6978641146716728,-1.1526605329938198,-1.6641322626887642,-0.9379219847285136,-0.9744468669318268,-1.1884123500274422,-0.861160427785987
5.0,399.5,905.5,471.5,1307.5,546.46875,737.625,428.5,765.5,547.9177246,933.9177246,1660004530546336.8,0.1561721828183479,0.06666675,0.5085454256554732,0.6001981682016412,0.6956299951843915,0.5454611136254576,0.6974744742950824,-1.1526605329938198,-1.664388345543257,-0.9389632530641264,-0.9744468669318268,-1.1888350107231491,9.37028411768029
6.0,399.5,905.5,471.6666565,1307.0,546.46875,737.625,428.5,765.5,547.9177246,933.9177246,1660004530563003.2,0.1561721828183479,0.08333325,0.5085454256554732,0.6004103143861987,0.6956299951843915,0.5454611136254576,0.6974744742950824,-1.1526605329938198,-1.6637518681644643,-0.9389632530641264,-0.9744468669318268,-1.1888350107231491,0.0
7.0,398.8641968,905.6913452,471.5,1307.0,546.46875,737.625,428.5,765.5,547.7729492,934.3236694,1660004530579670.0,0.1556742687409855,0.1,0.5077360769471451,0.6001981682016412,0.6956299951843915,0.5454611136254576,0.6972901817608709,-1.152904106776501,-1.6637518681644643,-0.9389632530641264,-0.9744468669318268,-1.1893517600876262,-0.029874695268268258
8.0,398.8641968,905.6913452,471.5,1307.0,546.46875,737.625,428.5,765.5,547.3793335,934.1494141,1660004530596336.5,0.1553401168276193,0.1166665,0.5077360769471451,0.6001981682016412,0.6956299951843915,0.5454611136254576,0.6967891267828955,-1.152904106776501,-1.6637518681644643,-0.9389632530641264,-0.9744468669318268,-1.189129940974457,-0.02004931529512453
9.0,399.5,905.5,471.5,1307.0,546.46875,737.625,428.5,765.5,547.7729492,934.3236694,1660004530613003.5,0.1556742687409855,0.1333335,0.5085454256554732,0.6001981682016412,0.6956299951843915,0.5454611136254576,0.6972901817608709,-1.1526605329938198,-1.6637518681644643,-0.9389632530641264,-0.9744468669318268,-1.1893517600876262,0.02004871382769504
10.0,399.5,905.5,471.5,1307.0,548.1929932,736.8070068,428.8641968,765.6913452,548.1149292,934.0,1660004530629670.2,-0.3466289207892885,0.15000025,0.5085454256554732,0.6001981682016412,0.6978248787690663,0.545924719674715,0.69772550682887,-1.1526605329938198,-1.6637518681644643,-0.9379219847285136,-0.9746904407145078,-1.1889397435850113,-30.138040681613017
