Frame #,Hand Pink X,Hand Pink Y,Hip Pink X,Hip Pink Y,Head Pink X,Head Pink Y,Elbow Pink X,Elbow Pink Y,Shoulder Green X,Shoulder Green Y,Arm Pit Green X,Arm Pit Green Y,angles,Timestamp (microseconds),Seconds,Hand Pink X meters,Hip Pink X meters,Head Pink X meters,Elbow Pink X meters,Shoulder Green X meters,Arm Pit Green X meters,Hand Pink Y meters,Hip Pink Y meters,Head Pink Y meters,Elbow Pink Y meters,Shoulder Green Y meters,Arm Pit Green Y meters,angular velocity
1.0,587.8509521,1570.277832,823.1759033,1273.125,1037.870239,419.3196716,689.8822632,1224.95105,817.5454712,915.2941895,753.6349487,871.4202271,0.0,1658794480000000.0,0.0,0.4571098882399212,0.6400973645020983,0.8070425798615125,0.5364489129489597,0.6357191693511348,0.586022674528821,-1.221039996153722,-0.9899754765838198,-0.3260608280672996,-0.9525156599042516,-0.711728071842642,-0.6776119034879553,
2.0,587.8509521,1570.277832,823.1759033,1273.125,1037.992065,419.4568481,689.777771,1224.867798,817.4888306,915.2338257,753.6349487,871.4202271,0.0,1658794480016666.8,0.01666675,0.4571098882399212,0.6400973645020983,0.8071373111348832,0.5363676603496514,0.6356751259107979,0.586022674528821,-1.221039996153722,-0.9899754765838198,-0.3261674958108154,-0.95245092357563,-0.7116811332610625,-0.6776119034879553,0.0
3.0,587.8509521,1570.277832,823.1759033,1273.125,1037.992065,419.4568481,689.777771,1224.867798,817.4888306,915.2338257,753.6349487,871.4202271,0.0,1658794480033333.2,0.03333325,0.4571098882399212,0.6400973645020983,0.8071373111348832,0.5363676603496514,0.6356751259107979,0.586022674528821,-1.221039996153722,-0.9899754765838198,-0.3261674958108154,-0.95245092357563,-0.7116811332610625,-0.6776119034879553,0.0
4.0,587.8509521,1570.277832,823.1759033,1273.125,1037.992065,419.4568481,689.777771,1224.867798,817.4888306,915.2338257,753.6349487,871.4202271,0.0,1658794480050000.0,0.05,0.4571098882399212,0.6400973645020983,0.8071373111348832,0.5363676603496514,0.6356751259107979,0.586022674528821,-1.221039996153722,-0.9899754765838198,-0.3261674958108154,-0.95245092357563,-0.7116811332610625,-0.6776119034879553,0.0
5.0,587.8045044,1570.059082,823.1534424,1272.77063,1037.992065,419.4568481,689.777771,1224.867798,817.3614502,915.3537598,753.6349487,871.4202271,0.0095945733585025,1658794480066666.5,0.0666665,0.4570737707463965,0.6400798990213467,0.8071373111348832,0.5363676603496514,0.6355760755644475,0.586022674528821,-1.220869897274584,-0.9896999202875904,-0.3261674958108154,-0.95245092357563,-0.7117743934026874,-0.6776119034879553,0.0095945733585025
6.0,587.8045044,1570.059082,823.2567749,1272.953735,1037.992065,419.4568481,689.9023438,1224.736206,817.3796387,915.3063354,753.6349487,871.4202271,0.0095939050378876,1658794480083333.2,0.08333325,0.4570737707463965,0.6401602498438771,0.8071373111348832,0.5364645275206279,0.6355902188488506,0.586022674528821,-1.220869897274584,-0.9898423017973714,-0.3261674958108154,-0.9523485983106996,-0.7117375164322471,-0.6776119034879553,-6.683206148997561e-07
7.0,587.8045044,1570.059082,823.2567749,1272.953735,1038.114258,419.5292664,689.9023438,1224.736206,817.3796387,915.3063354,753.6349487,871.4202271,0.0095939050378876,1658794480100000.0,0.1,0.4570737707463965,0.6401602498438771,0.8072323277855737,0.5364645275206279,0.6355902188488506,0.586022674528821,-1.220869897274584,-0.9898423017973714,-0.3262238079098284,-0.9523485983106996,-0.7117375164322471,-0.6776119034879553,0.0
8.0,587.8045044,1570.059082,823.2567749,1272.953735,1038.256348,419.2483521,690.0688477,1224.730591,817.3614502,915.2618408,753.6349487,871.4202271,0.0095926828856568,1658794480116666.5,0.1166665,0.4570737707463965,0.6401602498438771,0.8073428162415129,0.5365940001001118,0.6355760755644475,0.586022674528821,-1.220869897274584,-0.9898423017973714,-0.3260053703895364,-0.9523442321154704,-0.7117029176592747,-0.6776119034879553,-1.2221522308012572e-06
9.0,587.8045044,1570.059082,823.444458,1273.051392,1038.604492,419.0222168,690.0688477,1224.730591,817.4176636,915.1919556,753.6349487,871.4202271,0.0095921946118971,1658794480133333.5,0.1333335,0.4570737707463965,0.6403061912607602,0.807613531232044,0.5365940001001118,0.6356197868162533,0.586022674528821,-1.220869897274584,-0.9899182393801828,-0.3258295287389602,-0.9523442321154704,-0.7116485752858424,-0.6776119034879553,-4.882737596988151e-07
10.0,587.8045044,1570.059082,823.2567749,1272.953735,1039.23584,418.9367676,690.0688477,1224.730591,817.4176636,915.1919556,753.6349487,871.4202271,0.0095921946118971,1658794480150000.0,0.15,0.4570737707463965,0.6401602498438771,0.8081044642018548,0.5365940001001118,0.6356197868162533,0.586022674528821,-1.220869897274584,-0.9898423017973714,-0.3257630838788767,-0.9523442321154704,-0.7116485752858424,-0.6776119034879553,0.0
11.0,587.8045044,1570.059082,823.2567749,1272.953735,1039.23584,418.9367676,689.9023438,1224.736206,817.5454712,915.0745239,753.6349487,871.4202271,0.0095919364638156,1658794480166666.8,0.16666675,0.4570737707463965,0.6401602498438771,0.8081044642018548,0.5364645275206279,0.6357191693511348,0.586022674528821,-1.220869897274584,-0.9898423017973714,-0.3257630838788767,-0.9523485983106996,-0.7115572609976354,-0.6776119034879553,-2.581480815014303e-07
12.0,587.7116699,1570.150513,823.2567749,1272.953735,1039.23584,418.9367676,689.7689819,1224.549683,817.5454712,915.0745239,753.6349487,871.4202271,0.0143242720583338,1658794480183333.5,0.1833335,0.4570015831148749,0.6401602498438771,0.8081044642018548,0.5363608259905263,0.6357191693511348,0.586022674528821,-1.220940993551697,-0.9898423017973714,-0.3257630838788767,-0.9522035589816322,-0.7115572609976354,-0.6776119034879553,0.004732335594518201
13.0,587.7431641,1570.41394,823.2567749,1272.953735,1038.720215,419.2522888,689.5996094,1224.620605,817.5454712,915.0745239,753.6349487,871.4202271,0.0046771343556222,1658794480200000.0,0.2,0.4570260728434204,0.6401602498438771,0.8077035168438864,0.5362291228023808,0.6357191693511348,0.586022674528821,-1.2211458330371128,-0.9898423017973714,-0.326008431547285,-0.9522587075654322,-0.7115572609976354,-0.6776119034879553,-0.0096471377027116
14.0,587.7116699,1570.150513,823.0444336,1272.700684,1039.183716,419.3403931,689.4751587,1224.814697,817.5454712,915.0745239,753.6349487,871.4202271,0.0143242720583338,1658794480216666.8,0.21666675,0.4570015831148749,0.6399951343370212,0.808063932846535,0.5361323505757386,0.6357191693511348,0.586022674528821,-1.220940993551697,-0.9896455306363896,-0.3260769409995239,-0.9524096325101165,-0.7115572609976354,-0.6776119034879553,0.0096471377027116
15.0,587.7081909,1570.041504,823.0444336,1272.700684,1039.183716,419.3403931,689.5996094,1224.620605,817.5454712,915.0745239,753.6349487,871.4202271,0.0175741920482969,1658794480233333.2,0.23333325,0.4569988778623011,0.6399951343370212,0.808063932846535,0.5362291228023808,0.6357191693511348,0.586022674528821,-1.2208562287118525,-0.9896455306363896,-0.3260769409995239,-0.9522587075654322,-0.7115572609976354,-0.6776119034879553,0.0032499199899630998
16.0,587.5614624,1569.997314,822.9755859,1272.867798,1039.183716,419.3403931,689.5996094,1224.620605,817.5454712,915.0745239,753.6349487,871.4202271,0.0302102124672049,1658794480250000.0,0.25,0.4568847825325291,0.6399415987182727,0.808063932846535,0.5362291228023808,0.6357191693511348,0.586022674528821,-1.2208218667942794,-0.9897754776265074,-0.3260769409995239,-0.9522587075654322,-0.7115572609976354,-0.6776119034879553,0.012636020418908
17.0,587.5,1570.068115,822.9755859,1272.867798,1039.183716,419.3403931,689.4751587,1224.814697,817.4888306,915.1442871,753.6349487,871.4202271,0.0330640123310559,1658794480266666.8,0.26666675,0.4568369896852188,0.6399415987182727,0.808063932846535,0.5361323505757386,0.6356751259107979,0.586022674528821,-1.2208769212890995,-0.9897754776265074,-0.3260769409995239,-0.9524096325101165,-0.711611508504493,-0.6776119034879553,0.0028537998638510018
18.0,587.2203369,1569.844116,822.9755859,1272.867798,1039.183716,419.3403931,689.7689819,1224.549683,817.4888306,915.1442871,753.6349487,871.4202271,0.0609752656002436,1658794480283333.2,0.28333325,0.4566195250916357,0.6399415987182727,0.808063932846535,0.5363608259905263,0.6356751259107979,0.586022674528821,-1.2207027408144568,-0.9897754776265074,-0.3260769409995239,-0.9522035589816322,-0.711611508504493,-0.6776119034879553,0.027911253269187697
19.0,587.4268188,1569.944458,823.0444336,1272.700684,1039.656494,419.3092651,689.9023438,1224.366577,817.4888306,915.1442871,753.6349487,871.4202271,0.0421465262052833,1658794480300000.0,0.3,0.4567800843590748,0.6399951343370212,0.8084315625968489,0.5364645275206279,0.6356751259107979,0.586022674528821,-1.2207807662395105,-0.9896455306363896,-0.3260527360262219,-0.9520611766942564,-0.711611508504493,-0.6776119034879553,-0.018828739394960298
