Frame #,Head Pink X,Head Pink Y,Hand Pink X,Hand Pink Y,Shoulder Green X,Shoulder Green Y,Elbow Orange X,Elbow Orange Y,Timestamp (microseconds),angles,Seconds,Head Pink X meters,Hand Pink X meters,Shoulder Green X meters,Elbow Orange X meters,Head Pink Y meters,Hand Pink Y meters,Shoulder Green Y meters,Elbow Orange Y meters,angular velocity
1.0,275.1054077,997.4230957,965.8908081,1102.758301,437.5,1019.5,674.4188843,1095.784668,1660086190118330.0,0.0,0.0,0.2868479277469132,1.0071186133695054,0.4561741240874726,0.7032055858596641,-1.0399968160584294,-1.149828118945976,-1.0630160445878365,-1.142556825402016,
2.0,275.1054077,997.4230957,966.0,1102.5,437.5,1019.5,674.6894531,1095.404541,1660086190134996.8,0.0291469372215852,0.01666675,0.2868479277469132,1.0072324659851395,0.4561741240874726,0.7034877035404536,-1.0399968160584294,-1.1495587927004312,-1.0630160445878365,-1.1421604731705488,0.0291469372215852
3.0,275.1054077,997.4230957,965.9464111,1102.517822,437.1654358,1019.360107,674.3154297,1095.297485,1660086190151663.2,0.0263535735833995,0.03333325,0.2868479277469132,1.007176589711955,0.4558252794454474,0.7030977154332919,-1.0399968160584294,-1.14957737540955,-1.0628701804352854,-1.1420488476230557,-0.002793363638185699
4.0,275.1054077,997.4230957,965.7589722,1101.770264,437.5,1019.5,674.6894531,1095.404541,1660086190168330.0,0.1023979821045751,0.05,0.2868479277469132,1.006981150223892,0.4561741240874726,0.7034877035404536,-1.0399968160584294,-1.1487979088590252,-1.0630160445878365,-1.1421604731705488,0.0760444085211756
5.0,275.1321716,997.3793335,965.8076172,1101.744751,437.5,1019.5,674.5673218,1095.567261,1660086190184996.5,0.1059015807349644,0.0666665,0.2868758340295182,1.0070318715730722,0.4561741240874726,0.7033603592231937,-1.0399511859252797,-1.1487713068694756,-1.0630160445878365,-1.1423301386641975,0.003503598630389307
6.0,275.1054077,997.4230957,965.8076172,1101.744751,437.2345581,1019.649353,674.5673218,1095.567261,1660086190201663.2,0.1058632584954129,0.08333325,0.2868479277469132,1.0070318715730722,0.4558973521418072,0.7033603592231937,-1.0399968160584294,-1.1487713068694756,-1.0631717725283043,-1.1423301386641975,-3.832223955149705e-05
7.0,275.1054077,997.4230957,966.0039063,1102.288452,437.0,1019.5,674.5673218,1095.605713,1660086190218330.0,0.0515471738510447,0.1,0.2868479277469132,1.007236539020525,0.4556527822313727,0.7033603592231937,-1.0399968160584294,-1.1493382150464826,-1.0630160445878365,-1.1423702319382991,-0.054316084644368205
8.0,275.1054077,997.4230957,965.5696411,1102.405029,437.2345581,1019.649353,674.489502,1095.816772,1660086190234996.5,0.0320463501251123,0.1166665,0.2868479277469132,1.0067837377697093,0.4558973521418072,0.7032792177852472,-1.0399968160584294,-1.1494597679855998,-1.0631717725283043,-1.1425902997199124,-0.019500823725932405
9.0,275.1054077,997.4230957,965.8190308,1102.666626,437.0,1019.5,674.350708,1095.805786,1660086190251663.5,0.0084980582010456,0.1333335,0.2868479277469132,1.0070437723478898,0.4556527822313727,0.7031344995420962,-1.0399968160584294,-1.14973253091666,-1.0630160445878365,-1.14257884479665,-0.023548291924066697
10.0,275.1054077,997.4230957,965.3914795,1103.125244,437.2345581,1019.649353,674.3453369,1095.672729,1660086190268330.0,0.0471510260220416,0.15,0.2868479277469132,1.00659797157125,0.4558973521418072,0.7031288991836094,-1.0399968160584294,-1.150210724435382,-1.0631717725283043,-1.142440108429956,0.038652967820996004
11.0,275.1054077,997.4230957,965.5,1104.5,437.2345581,1019.649353,674.350708,1095.805786,1660086190284996.8,0.1907512580895415,0.16666675,0.2868479277469132,1.0067111241290396,0.4558973521418072,0.7031344995420962,-1.0399968160584294,-1.1516441601248308,-1.0631717725283043,-1.14257884479665,0.1436002320674999
12.0,275.1054077,997.4230957,965.2520142,1104.57312,437.2345581,1019.649353,674.350708,1095.805786,1660086190301663.5,0.202699129785327,0.1833335,0.2868479277469132,1.0064525533745228,0.4558973521418072,0.7031344995420962,-1.0399968160584294,-1.151720401157867,-1.0631717725283043,-1.14257884479665,0.011947871695785511
13.0,275.1054077,997.4230957,965.6279297,1106.0,437.0,1019.5,674.350708,1095.805786,1660086190318330.0,0.3468994262671953,0.2,0.2868479277469132,1.0068445143435365,0.4556527822313727,0.7031344995420962,-1.0399968160584294,-1.1532081856931309,-1.0630160445878365,-1.14257884479665,0.14420029648186827
14.0,275.1054077,997.4230957,965.5,1106.5,437.0,1019.5,674.3215332,1095.740356,1660086190334996.8,0.4018935198547299,0.21666675,0.2868479277469132,1.0067111241290396,0.4556527822313727,0.7031040794533293,-1.0399968160584294,-1.1537295275492307,-1.0630160445878365,-1.142510622001361,0.0549940935875346
15.0,275.1054077,997.4230957,965.5,1107.5,437.0,1019.5,674.3215332,1095.740356,1660086190351663.2,0.5074131556961464,0.23333325,0.2868479277469132,1.0067111241290396,0.4556527822313727,0.7031040794533293,-1.0399968160584294,-1.1547722112614307,-1.0630160445878365,-1.142510622001361,0.10551963584141655
16.0,274.8069458,997.5505371,965.5,1108.5,437.0,1019.5,674.4419556,1096.441895,1660086190368330.0,0.6128681152833463,0.25,0.286536726385071,1.0067111241290396,0.4556527822313727,0.7032296419283934,-1.0401296971304694,-1.1558148949736309,-1.0630160445878365,-1.143242105290134,0.10545495958719986
17.0,275.004364,997.513855,965.3914795,1109.125244,437.5,1019.5,674.2710571,1096.827881,1660086190384996.8,0.6813287856104693,0.26666675,0.2867425711267028,1.00659797157125,0.4561741240874726,0.703051448846004,-1.0400914493022702,-1.1564668267085816,-1.0630160445878365,-1.143644566605471,0.068460670327123
18.0,274.8069458,997.5505371,965.3763428,1110.331177,437.5,1019.5,673.5599976,1096.959961,1660086190401663.2,0.808776427265098,0.28333325,0.286536726385071,1.0065821887807034,0.4561741240874726,0.702310038686949,-1.0401296971304694,-1.157724233405686,-1.0630160445878365,-1.1437822842701786,0.12744764165462874
19.0,275.1054077,997.4230957,965.31073,1110.567871,437.5,1019.5,673.9061279,1097.420654,1660086190418330.0,0.8349198246511911,0.3,0.2868479277469132,1.0065137753828317,0.4561741240874726,0.7026709431130579,-1.0399968160584294,-1.1579710303842612,-1.0630160445878365,-1.1442626413576031,0.02614339738609306
20.0,275.1054077,997.4230957,965.4451294,1111.654663,437.5,1019.5,673.6740723,1097.325928,1660086190434996.5,0.9469735061999578,0.3166665,0.2868479277469132,1.006653911448141,0.4561741240874726,0.7024289825186131,-1.0399968160584294,-1.1591042107012104,-1.0630160445878365,-1.1441638721002814,0.11205368154876671
21.0,275.1054077,997.4230957,965.5,1112.5,437.5,1019.5,673.835083,1097.452637,1660086190451663.2,1.034960438919713,0.33333325,0.2868479277469132,1.0067111241290396,0.4561741240874726,0.7025968657529931,-1.0399968160584294,-1.1599856298224305,-1.0630160445878365,-1.1442959895107705,0.0879869327197551
22.0,275.1054077,997.4230957,965.5,1112.5,437.5,1019.5,674.0,1097.267944,1660086190468330.0,1.034960438919713,0.35,0.2868479277469132,1.0067111241290396,0.4561741240874726,0.7027688220227578,-1.0399968160584294,-1.1599856298224305,-1.0630160445878365,-1.144103413127913,0.0
23.0,275.004364,997.513855,965.5,1112.5,437.5,1019.5,673.6018677,1097.753052,1660086190484996.5,1.034960438919713,0.3666665,0.2867425711267028,1.0067111241290396,0.4561741240874726,0.7023536959582471,-1.0400914493022702,-1.1599856298224305,-1.0630160445878365,-1.144609227338171,0.0
24.0,275.1054077,997.4230957,965.7008667,1112.803467,437.5,1019.5,673.5727539,1097.821167,1660086190501663.5,1.0631632837679963,0.3833335,0.2868479277469132,1.0069205645654529,0.4561741240874726,0.7023233394731868,-1.0399968160584294,-1.1603020499205206,-1.0630160445878365,-1.1446802497392274,0.028202844848283393
25.0,275.2906189,997.4504395,965.5,1112.5,437.5901489,1019.409851,673.7227173,1098.179932,1660086190518330.0,-1.03507834807338,0.4,0.2870410444484703,1.0067111241290396,0.4562681208771753,0.702479703867793,-1.040025326993319,-1.1599856298224305,-1.0629220476938652,-1.1450543281612349,-2.0982416318413764
26.0,275.355011,997.4796753,965.5,1112.5,437.5,1019.5,673.7227173,1098.179932,1660086190534996.8,1.034960438919713,0.41666675,0.2871081850423346,1.0067111241290396,0.4561741240874726,0.702479703867793,-1.0400558106857922,-1.1599856298224305,-1.0630160445878365,-1.1450543281612349,2.070038786993093
27.0,275.355011,997.4796753,965.5,1111.5,438.1842957,1019.344177,673.7227173,1098.179932,1660086190551663.5,-0.9307503657388724,0.4333335,0.2871081850423346,1.0067111241290396,0.4568876280681911,0.702479703867793,-1.0400558106857922,-1.1589429461102303,-1.06285357048375,-1.1450543281612349,-1.9657108046585852
28.0,275.4098511,997.4754028,965.5,1110.5,437.8422546,1019.5,674.0,1097.966675,1660086190568330.0,-0.8248366816335269,0.45,0.28716536592138,1.0067111241290396,0.4565309873843181,0.7027688220227578,-1.0400513558196318,-1.1579002623980306,-1.0630160445878365,-1.144831968560822,0.10591368410534552
29.0,275.3594971,997.4958496,965.6318359,1109.736328,437.900238,1019.311462,673.7491455,1097.443359,1660086190584996.8,-0.741913513621897,0.46666675,0.2871128626257359,1.0068485872746529,0.4565914457310761,0.7025072601214758,-1.0400726753649585,-1.1571039940421677,-1.0628194590861055,-1.1442863154912888,0.08292316801162991
30.0,275.355011,997.4796753,966.0755615,1108.587158,438.1842957,1019.344177,674.1506348,1097.349365,1660086190601663.2,-0.613070663325007,0.48333325,0.2871081850423346,1.007311252730459,0.4568876280681911,0.7029258864752084,-1.0400558106857922,-1.1559057732006186,-1.06285357048375,-1.1441883094784442,0.1288428502968899
31.0,275.355011,997.4796753,966.1872559,1107.592651,437.8345642,1019.360107,674.3994141,1097.060059,1660086190618330.0,-0.5058167657246266,0.5,0.2871081850423346,1.007427714662083,0.4565229687294978,0.7031852845992508,-1.0400558106857922,-1.1548688169500496,-1.0628701804352854,-1.1438866548244022,0.1072538976003804
32.0,275.355011,997.4796753,966.1809692,1106.333374,438.1842957,1019.344177,674.4716797,1096.93396,1660086190634996.8,-0.3732477331035193,0.51666675,0.2871081850423346,1.0074211596223894,0.4568876280681911,0.7032606347633232,-1.0400558106857922,-1.1535557893330015,-1.06285357048375,-1.143755173450978,0.13256903262110736
33.0,275.5,997.3613281,965.9464111,1105.218262,437.5,1019.5,674.4716797,1096.93396,1660086190651663.2,0.2591413607961709,0.53333325,0.2872593627110827,1.007176589711955,0.4561741240874726,0.7032606347633232,-1.0399324119879678,-1.152393080213323,-1.0630160445878365,-1.143755173450978,0.6323890938996901
34.0,275.355011,997.4796753,966.1809692,1104.333374,437.5,1019.5,673.9346313,1096.643799,1660086190668330.0,0.1616557717229593,0.55,0.2871081850423346,1.0074211596223894,0.4561741240874726,0.7027006631439802,-1.0400558106857922,-1.151470421908602,-1.0630160445878365,-1.143452627302362,-0.09748558907321159
