Frame #,Arm Pink X,Arm Pink Y,Leg Pink X,Leg Pink Y,Shoulder Pink X,Shoulder Pink Y,Back Pink X,Back Pink Y,Neck Green X,Neck Green Y,Timestamp (microseconds),angles,Seconds,Arm Pink X meters,Leg Pink X meters,Shoulder Pink X meters,Back Pink X meters,Neck Green X meters,Arm Pink Y meters,Leg Pink Y meters,Shoulder Pink Y meters,Back Pink Y meters,Neck Green Y meters,angular velocity,Arm Pink m/s,Leg Pink m/s,Shoulder Pink m/s,Back Pink m/s,Neck Green m/s
1.0,421.8177795,865.1155396,467.5,1125.0,438.6772461,748.8624268,521.3398438,879.9281006,529.6099243,723.1418457,1660612464133330.0,0.0,0.0,0.6824129852824619,0.7563172680812781,0.7096880777321294,0.843418880010131,0.8567981413803389,-1.399576088737824,-1.8200148162383696,-1.211502855200197,-1.423539715836877,-1.1698923319252983,,,,,,
2.0,421.6568604,864.9264526,467.7099609,1124.887451,438.5,749.0,521.7210693,879.8639526,529.706665,723.0,1660612464149996.8,-0.0326436892034847,0.01666675,0.6821526518191591,0.7566569409246832,0.7094013305960223,0.844035623173089,0.8569546476090797,-1.3992701855008831,-1.8198327354849893,-1.2117254198778122,-1.4234359377831596,-1.1696628552358588,-1.958611559151286,0.024101059913412305,0.02312383507713179,0.021779169883983693,0.037524808441346875,0.016665938385544678
3.0,421.5,865.0,467.7099609,1124.887451,439.2102661,748.8666382,521.6231689,880.0,530.3768311,723.0,1660612464166663.5,-0.276453222436095,0.0333335,0.6818988844839758,0.7566569409246832,0.7105503926631084,0.8438772407921863,0.8580388362591602,-1.3993891698188352,-1.8198327354849893,-1.2115096683649944,-1.4236560340353468,-1.1696628552358588,-14.62849885146236,0.01681661267819075,0.0,0.07014850288835571,0.01626955499410404,0.06505131900483185
4.0,421.5,865.0,467.7099609,1124.887451,439.2102661,748.8666382,521.6231689,880.0,530.1699219,723.1699219,1660612464183330.0,-0.204541494312448,0.05,0.6818988844839758,0.7566569409246832,0.7105503926631084,0.8438772407921863,0.8577041004283904,-1.3993891698188352,-1.8198327354849893,-1.2115096683649944,-1.4236560340353468,-1.1699377533475062,4.314746834887168,0.0,0.0,0.0,0.0,0.025988870184724074
5.0,421.5,865.0,467.7099609,1124.887451,439.2270508,748.6763306,521.6231689,880.0,530.7210693,723.1360474,1660612464199996.8,-0.4045451096636331,0.06666675,0.6818988844839758,0.7566569409246832,0.7105775467988293,0.8438772407921863,0.8585957417029959,-1.3993891698188352,-1.8198327354849893,-1.211201790452423,-1.4236560340353468,-1.1698829514880462,-12.000156920286509,0.0,0.0,0.018544383572655903,0.0,0.053599427823153294
6.0,421.9629517,865.0925903,467.7099609,1124.887451,439.2270508,748.6763306,521.6231689,880.0,530.7210693,723.1360474,1660612464216663.2,-0.4045451096636331,0.08333325,0.6826478435534894,0.7566569409246832,0.7105775467988293,0.8438772407921863,0.8585957417029959,-1.3995389615680265,-1.8198327354849893,-1.211201790452423,-1.4236560340353468,-1.1698829514880462,0.0,0.0458274821625257,0.0,0.0,0.0,0.0
7.0,422.3227539,864.8624268,468.1363525,1125.04541,439.2270508,748.6763306,521.6231689,880.0,530.8300781,723.1699219,1660612464233330.0,-0.4449502090700366,0.1,0.6832299282956362,0.7573467533953672,0.7105775467988293,0.8438772407921863,0.858772095152863,-1.39916660514122,-1.8200882801253075,-1.211201790452423,-1.4236560340353468,-1.1699377533475062,-2.424293842914992,0.04145960733349284,0.04413750682201787,0.0,0.0,0.011080325766378402
8.0,422.3227539,864.8624268,467.8177795,1124.884399,439.2270508,748.6763306,521.6231689,880.0,530.8300781,723.1699219,1660612464249996.8,-0.4449502090700366,0.11666675,0.6832299282956362,0.7568313688797641,0.7105775467988293,0.8438772407921863,0.858772095152863,-1.39916660514122,-1.8198277979870168,-1.211201790452423,-1.4236560340353468,-1.1699377533475062,0.0,0.0,0.03464822817765714,0.0,0.0,0.0
9.0,422.3227539,864.8624268,467.7489624,1124.724243,439.2270508,748.6763306,521.7261963,879.6071167,530.8300781,723.1699219,1660612464266663.5,-0.4460875000210981,0.1333335,0.6832299282956362,0.7567200371983325,0.7105775467988293,0.8440439175872783,0.858772095152863,-1.39916660514122,-1.819568699059986,-1.211201790452423,-1.423020430989078,-1.1699377533475062,-0.0682371158781118,0.0,0.016920318856453467,0.0,0.03942563368183441,0.0
10.0,422.2009888,864.6764526,467.8523254,1124.717285,439.5,748.8201904,521.7261963,879.6071167,530.7886353,722.7886353,1660612464283330.2,-0.4229166691764875,0.15000025,0.6830329378191021,0.7568872569240666,0.7110191215437898,0.8440439175872783,0.8587050493661729,-1.3988657377639415,-1.819557442470572,-1.2114345255346106,-1.423020430989078,-1.1693209113375214,1.3902428994621367,0.021577190169247692,0.010055890359750973,0.029949189403451346,0.0,0.03722849889616752
