Frame #,Head Pink X,Head Pink Y,Hand Pink X,Hand Pink Y,Elbow Orange X,Elbow Orange Y,Shoulder Green X,Shoulder Green Y,Timestamp (microseconds),angles,Seconds,Head Pink X meters,Hand Pink X meters,Elbow Orange X meters,Shoulder Green X meters,Head Pink Y meters,Hand Pink Y meters,Elbow Orange Y meters,Shoulder Green Y meters,angular velocity,Head Pink m/s,Hand Pink m/s,Elbow Orange m/s,Shoulder Green m/s
1.0,271.5,1011.5,953.0521851,951.7851563,684.1464233,985.5,447.5,985.5,1658961445000000.0,0.0,0.0,0.2754961276273852,0.9670798763236388,0.694216170715565,0.4540866192016753,-1.0263879672011054,-0.9657941985041456,-1.0000052809458124,-1.0000052809458124,,,,,
2.0,271.5769348,1011.442322,952.3521729,951.1280518,684.1464233,985.5,447.7897339,985.1333618,1658961445016666.8,0.0795105079246803,0.01666675,0.2755741948077895,0.966369560852582,0.694216170715565,0.4543806176086454,-1.026329440255804,-0.965127422278744,-1.0000052809458124,-0.9996332463073584,4.770606622447706,0.005854194798372147,0.05845424682142748,0.0,0.028450683785070218
3.0,271.5769348,1011.442322,952.3193359,950.7345581,684.1464233,985.5,447.7897339,985.1333618,1658961445033333.2,0.1242425111072212,0.03333325,0.2755741948077895,0.9663362405345602,0.694216170715565,0.4543806176086454,-1.026329440255804,-0.9647281368621852,-1.0000052809458124,-0.9996332463073584,2.6839470304227584,0.0,0.02404039756099663,0.0,0.0
4.0,271.5,1010.5,952.5,950.5,684.3143921,985.3640747,447.7897339,985.1333618,1658961445050000.0,0.149354228497029,0.05,0.2754961276273852,0.9665195637756332,0.6943866117982986,0.4543806176086454,-1.0253732484989786,-0.9644901263713798,-0.9998673550018102,-0.9996332463073584,1.5066955099109185,0.057562398992035115,0.018025622209047912,0.01315543322602353,0.0
5.0,271.5,1012.0,952.574707,950.425293,684.3143921,985.3640747,447.7897339,985.1333618,1658961445066666.5,0.157214906624311,0.0666665,0.2754961276273852,0.9665953703657127,0.6943866117982986,0.4543806176086454,-1.0268953265521688,-0.9644143197813,-0.9998673550018102,-0.9996332463073584,0.4716454040909609,0.0913246831914094,0.006432402468475062,0.0,0.0
6.0,271.5,1011.0,952.574707,950.425293,684.3143921,985.3640747,447.7897339,985.1333618,1658961445083333.2,0.157214906624311,0.08333325,0.2754961276273852,0.9665953703657127,0.6943866117982986,0.4543806176086454,-1.025880607850042,-0.9644143197813,-0.9998673550018102,-0.9996332463073584,0.0,0.06088312212760627,0.0,0.0,0.0
7.0,271.5,1011.0,952.6806641,950.2654419,684.2901611,985.3045654,448.1149292,985.0,1658961445100000.0,0.1745547617001504,0.1,0.2754961276273852,0.966702887016706,0.6943620241494275,0.4547105993613992,-1.025880607850042,-0.9642521158805744,-0.9998069698021498,-0.9994979215947492,1.0403861026198509,0.0,0.011676119575660612,0.003911947000427726,0.02139912722462384
8.0,271.5,1011.0,953.0188599,949.788269,684.6542358,984.9502563,447.8581543,985.3900757,1658961445116666.5,0.2256810076020913,0.1166665,0.2754961276273852,0.9670460606199468,0.6947314575564887,0.4544500450681324,-1.025880607850042,-0.9637679196147964,-0.999447445732046,-0.9998937387027844,3.067605430170756,0.0,0.03560857936953685,0.030929903932157974,0.02843263972815983
9.0,271.5,1011.5,953.0430908,948.7346802,684.2536621,984.4402466,448.1149292,985.0,1658961445133333.5,0.3445827982102786,0.1333335,0.2754961276273852,0.967070648167346,0.6943249879315186,0.4547105993613992,-1.0263879672011054,-0.9626988233550852,-0.9989299293511902,-0.9994979215947492,7.1339647571960985,0.030441561063803135,0.0641627375978926,0.03948349956271219,0.02843263972815983
10.0,271.5,1011.5,952.4769897,948.8754883,684.18927,984.2119141,448.1149292,985.0,1658961445150000.0,0.3332640293121122,0.15,0.2754961276273852,0.9664962147938816,0.6942596480633793,0.4547105993613992,-1.0263879672011054,-0.9628417039675662,-0.9986982360931368,-0.9994979215947492,-0.6791329252192367,0.0,0.035516177326699476,0.01444381636220576,0.0
