Frame #,Body Pink X,Body Pink Y,Hand Pink X,Hand Pink Y,Elbow Orange X,Elbow Orange Y,Shoulder Green X,Shoulder Green Y,Timestamp (microseconds),angles,Seconds,Body Pink X meters,Hand Pink X meters,Elbow Orange X meters,Shoulder Green X meters,Body Pink Y meters,Hand Pink Y meters,Elbow Orange Y meters,Shoulder Green Y meters,angular velocity
1.0,178.6762848,1746.660278,335.1819763,1245.277466,139.8640594,1314.069336,139.0817261,1055.580078,1659998126435000.0,0.0,0.0,-0.2976812495084243,0.558425476718257,0.2330186572331981,0.2317152612367079,-2.910000141338129,-2.07467797127358,-2.189287751975832,-1.7586351592600384,
2.0,178.7484283,1746.488159,335.5,1245.139526,140.0685425,1314.068604,138.9909973,1055.473022,1659998126451666.5,0.0671882559161877,0.0166665,-0.2978014432277416,0.5589553158767959,0.2333593335841726,0.2315641037253424,-2.909713384765809,-2.074448158169937,-2.189286532436961,-1.7584568000341174,4.031335668327945
3.0,178.8609161,1746.228638,335.293396,1245.112793,140.0,1314.0,139.4776764,1055.348267,1659998126468333.2,0.0411351714378063,0.03333325,-0.2979888520318587,0.5586111060285652,0.2332451392630445,0.2323749289714561,-2.9092810132530467,-2.074403620010595,-2.189172235654575,-1.7582489536244836,-1.5631772528166195
4.0,178.8547211,1746.31311,335.293396,1245.112793,140.0,1314.0,139.4734497,1055.40271,1659998126485000.0,0.0411415533154822,0.05,-0.2979785309344463,0.5586111060285652,0.2332451392630445,0.2323678871340981,-2.909421746705932,-2.074403620010595,-2.189172235654575,-1.7583396576610328,0.0003829107460000891
5.0,178.7259064,1746.552124,335.5,1245.139526,140.0,1314.0,139.4385986,1055.078979,1659998126501666.5,0.0672604703904593,0.0666665,-0.2977639209155847,0.5589553158767959,0.2332451392630445,0.2323098239221483,-2.9098199528039017,-2.074448158169937,-2.189172235654575,-1.7578003099311843,1.5671506960055863
6.0,178.8661804,1746.471191,335.5,1245.139526,139.8614502,1313.832642,139.4734497,1055.40271,1659998126518333.2,0.0673010253381109,0.08333325,-0.297997622548906,0.5589553158767959,0.2330143102102169,0.2323678871340981,-2.90968511545493,-2.074448158169937,-2.1888934110830265,-1.7583396576610328,0.0024332846926721947
7.0,178.8668213,1746.428223,335.5,1245.139526,139.8614502,1313.832642,139.5656586,1055.31311,1659998126534999.8,0.0673150685782476,0.09999975,-0.2979986903118328,0.5589553158767959,0.2330143102102169,0.2325215105463966,-2.909613529189617,-2.074448158169937,-2.1888934110830265,-1.7581903807719046,0.0008426028342299558
8.0,178.7366333,1746.509399,335.5,1245.139526,139.959671,1313.740601,139.5844421,1055.205566,1659998126551666.5,0.0673091025484524,0.1166665,-0.2977817923247587,0.5589553158767959,0.2331779496686063,0.2325528045469205,-2.9097487713855084,-2.074448158169937,-2.1887400673982915,-1.7580112085200694,-0.0003579599979114241
9.0,179.0343323,1746.074585,335.5,1245.139526,139.8614502,1313.832642,139.5743866,1055.172119,1659998126568333.5,0.0673033038413726,0.1333335,-0.2982777697869977,0.5589553158767959,0.2330143102102169,0.2325360517147929,-2.909024355299912,-2.074448158169937,-2.1888934110830265,-1.7579554845902627,-0.0003479154664785983
10.0,178.8551331,1746.588745,335.5,1245.139526,140.0079956,1313.404053,139.8064117,1055.094604,1659998126585000.0,0.0673531307525489,0.15,-0.2979792173415704,0.5589553158767959,0.2332584602261551,0.2329226140488074,-2.9098809647342225,-2.074448158169937,-2.188179366075944,-1.7578263417547628,0.002989644567023071
11.0,178.9370728,1745.941284,335.5,1245.139526,140.0685425,1313.231201,139.831131,1055.046997,1659998126601666.8,0.067354526375891,0.16666675,-0.2981157318896967,0.5589553158767959,0.2333593335841726,0.2329637973100287,-2.9088022709405625,-2.074448158169937,-2.187891388298716,-1.7577470267451565,8.373698184117566e-05
12.0,178.749588,1746.004883,335.5,1245.139526,139.9079132,1313.092041,139.7807465,1055.029663,1659998126618333.2,0.0673403197140055,0.18333325,-0.297803375330513,0.5589553158767959,0.2330917192738281,0.232879854883463,-2.90890822920922,-2.074448158169937,-2.1876595426302883,-1.7577181476648425,-0.0008524082372119866
13.0,178.9750824,1746.0,335.7115784,1245.229736,139.9079132,1313.092041,139.6579285,1054.922852,1659998126635000.0,0.0846418871923429,0.2,-0.2981790572785919,0.559307813258032,0.2330917192738281,0.2326752355869343,-2.9089000939519694,-2.0745984513414584,-2.1876595426302883,-1.757540196617915,1.0380888582559522
14.0,179.0102844,1745.856934,335.8791199,1244.987183,139.9079132,1313.092041,139.4444427,1055.009277,1659998126651666.8,0.1455222836874911,0.21666675,-0.2982377051028229,0.5595869435473166,0.2330917192738281,0.2323195604072795,-2.9086617407441566,-2.074194349139575,-2.1876595426302883,-1.7576841838404924,3.6528055256812673
15.0,178.7839813,1746.050171,335.8791199,1244.987183,139.9079132,1313.092041,139.6012726,1054.910645,1659998126668333.2,0.1455869027974323,0.23333325,-0.2978606758308574,0.5595869435473166,0.2330917192738281,0.2325808447777517,-2.908983680679698,-2.074194349139575,-2.1876595426302883,-1.757519859307808,0.00387718536832633
16.0,178.8164215,1746.151367,336.144928,1244.804321,139.9079132,1313.092041,139.2140656,1054.862427,1659998126685000.0,0.2115872382509288,0.25,-0.2979147223949054,0.5600297895994719,0.2330917192738281,0.2319357437017615,-2.909152276930504,-2.07388969433489,-2.1876595426302883,-1.7574395263497724,3.960000327208151
17.0,178.8361664,1746.268433,336.0929871,1244.966675,139.9079132,1313.092041,139.4375916,1055.164307,1659998126701666.5,0.1797971018754247,0.2666665,-0.2979476181231214,0.5599432541533723,0.2330917192738281,0.2323081462231823,-2.9093473131838823,-2.0741601820587463,-2.1876595426302883,-1.7579424695114918,-1.907427256802817
18.0,178.825592,1746.228149,335.7115784,1245.229736,139.9079132,1313.092041,139.2038727,1054.964233,1659998126718333.2,0.0844579047639521,0.28333325,-0.2979300007845455,0.559307813258032,0.2330917192738281,0.2319187619561901,-2.9092801985610963,-2.0745984513414584,-2.1876595426302883,-1.7576091388829709,-5.720323225072228
19.0,178.8466492,1746.225952,335.8225708,1245.397827,139.9079132,1313.092041,139.4444427,1055.009277,1659998126735000.0,0.0754537553900229,0.3,-0.2979650828527347,0.5594927306708545,0.2330917192738281,0.2323195604072795,-2.9092765382784465,-2.0748784971179144,-2.1876595426302883,-1.7576841838404924,-0.5402462612044455
20.0,178.697998,1746.314087,335.7115784,1245.229736,139.9079132,1313.092041,139.1651611,1054.891846,1659998126751666.5,0.0844404076522824,0.3166665,-0.2977174244966947,0.559307813258032,0.2330917192738281,0.2318542670095252,-2.909423374423796,-2.0745984513414584,-2.1876595426302883,-1.757488539483715,0.539204527780847
21.0,179.06604,1746.40564,335.6082764,1245.312622,140.0,1313.0,139.4444427,1055.009277,1659998126768333.2,0.057007536903326,0.33333325,-0.2983305959791564,0.5591357083339167,0.2332451392630445,0.2323195604072795,-2.909575905082617,-2.0747365424601223,-2.1875061989455533,-1.7576841838404924,-1.6459640151173078
22.0,178.9797211,1746.206055,335.9204102,1245.200684,139.9079132,1313.092041,139.1651611,1054.891846,1659998126784999.8,0.1192171788325072,0.34999975,-0.298186785523074,0.5596557347028431,0.2330917192738281,0.2318542670095252,-2.909243389146047,-2.074550049642988,-2.1876595426302883,-1.757488539483715,3.732615841909297
23.0,179.0609741,1746.130127,336.0929871,1244.966675,140.0,1313.0,139.1619873,1054.897217,1659998126801666.5,0.1795448383990955,0.3666665,-0.2983221560037922,0.5599432541533723,0.2332451392630445,0.231848979342218,-2.909116890310804,-2.0741601820587463,-2.1875061989455533,-1.7574974877668792,3.619641475787917
24.0,179.0242767,1746.114868,336.2666626,1244.921021,140.0,1313.0,139.4292908,1054.799683,1659998126818333.5,0.2118600148371322,0.3833335,-0.2982610167882665,0.56023260391183,0.2332451392630445,0.232294316785668,-2.909091468256661,-2.0740841208188328,-2.1875061989455533,-1.7573349925425017,1.9388718088460277
25.0,179.0298462,1745.917969,336.4007263,1245.0802,140.0,1313.0,139.3457336,1054.570557,1659998126835000.0,0.2072860712478585,0.4,-0.2982702957797175,0.5604559589573772,0.2332451392630445,0.232155107423165,-2.908763427294692,-2.074349318876138,-2.1875061989455533,-1.7569532602155102,-0.27443935975001965
26.0,179.0487823,1745.968262,336.4007263,1245.0802,140.1673584,1313.13855,139.3853149,1054.668213,1659998126851666.8,0.2073351098842779,0.41666675,-0.2983018440174431,0.5604559589573772,0.2335239645010076,0.2322210513219558,-2.9088472172788986,-2.074349318876138,-2.187737028331588,-1.7571159586963665,0.0029423034736460797
27.0,179.1251068,1745.732544,336.4007263,1245.0802,140.2412872,1313.069702,139.2360382,1054.596436,1659998126868333.2,0.2071865645328837,0.43333325,-0.2984290034362408,0.5604559589573772,0.2336471325956615,0.2319723508599541,-2.9084545024379214,-2.074349318876138,-2.1876223250362457,-1.756996375579503,-0.008912810211753589
28.0,179.4832916,1745.678833,336.6082458,1244.891724,140.5,1313.0,139.2360382,1054.596436,1659998126885000.0,0.2656462711652985,0.45,-0.2990257524616544,0.5608016940622151,0.2340781576175554,0.2319723508599541,-2.908365017940243,-2.0740353109413685,-2.1875061989455533,-1.756996375579503,3.507564860120585
29.0,179.9073639,1745.651733,336.6082458,1244.891724,140.2412872,1313.069702,139.2360382,1054.596436,1659998126901666.8,0.2656462711652985,0.46666675,-0.2997322724807338,0.5608016940622151,0.2336471325956615,0.2319723508599541,-2.9083198683454285,-2.0740353109413685,-2.1876223250362457,-1.756996375579503,0.0
30.0,180.1400909,1745.738403,336.6082458,1244.891724,140.5,1313.0,139.2914581,1054.582886,1659998126918333.2,0.2657036565288889,0.48333325,-0.3001200042059143,0.5608016940622151,0.2340781576175554,0.2320646824477645,-2.908464263747,-2.0740353109413685,-2.1875061989455533,-1.7569738007820956,0.0034431562469865304
31.0,180.4610443,1745.987915,336.6082458,1244.891724,140.5,1313.0,139.2360382,1054.596436,1659998126935000.0,0.2656462711652985,0.5,-0.3006547243521996,0.5608016940622151,0.2340781576175554,0.2319723508599541,-2.908879959898341,-2.0740353109413685,-2.1875061989455533,-1.756996375579503,-0.003443104599901054
32.0,180.6305695,1745.772461,336.6082458,1244.891724,140.5,1313.0,139.3411255,1054.518677,1659998126951666.5,0.2657415028584149,0.5166665,-0.3009371595585038,0.5608016940622151,0.2340781576175554,0.2321474301594061,-2.908521005625236,-2.0740353109413685,-2.1875061989455533,-1.7568668262310465,0.005713958726572849
33.0,181.153595,1745.512207,336.6082458,1244.891724,140.9314575,1312.931396,139.3411255,1054.518677,1659998126968333.2,0.2657415028584149,0.53333325,-0.3018085392412583,0.5608016940622151,0.2347969816509381,0.2321474301594061,-2.9080874129075656,-2.0740353109413685,-2.187391902163168,-1.7568668262310465,0.0
34.0,181.32164,1745.269897,336.6082458,1244.891724,141.0,1313.0,139.3411255,1054.518677,1659998126985000.0,0.2657415028584149,0.55,-0.3020885083800259,0.5608016940622151,0.2349111759720662,0.2321474301594061,-2.9076837155526025,-2.0740353109413685,-2.1875061989455533,-1.7568668262310465,0.0
35.0,181.6251068,1745.503662,336.6082458,1244.891724,141.0,1313.0,139.6495361,1054.593506,1659998127001666.5,0.2661003154113721,0.5666665,-0.3025940952087952,0.5608016940622151,0.2349111759720662,0.2326612535404576,-2.908073176623887,-2.0740353109413685,-2.1875061989455533,-1.756991494091945,0.02152896846711475
36.0,181.7138214,1745.637085,336.6082458,1244.891724,141.0,1313.0,139.8176117,1054.723267,1659998127018333.2,0.2663196209311116,0.58333325,-0.3027418969890214,0.5608016940622151,0.2349111759720662,0.2329412736599484,-2.908295464239715,-2.0740353109413685,-2.1875061989455533,-1.757207680681345,0.013158265393044915
37.0,182.0964508,1745.555786,336.6082458,1244.891724,141.4041443,1313.08667,139.9375,1054.727539,1659998127034999.8,0.2664529552558241,0.59999975,-0.3033793716153724,0.5608016940622151,0.2355844952116081,0.2331410119687306,-2.908160017121308,-2.0740353109413685,-2.187650594347124,-1.7572147979901658,0.008000139484142674
38.0,182.5497437,1745.522705,336.809021,1244.785645,141.5255432,1313.194702,139.8777771,1054.720581,1659998127051666.5,0.3115645023069028,0.6166665,-0.3041345742267113,0.5611361929156763,0.235786750235443,0.2330415114249614,-2.908104902960937,-2.073858579433312,-2.1878305796248734,-1.7572032057067446,2.706679289668283
39.0,183.0205536,1744.733643,337.108429,1244.839355,141.8269653,1313.198486,140.1456299,1054.783203,1659998127068333.5,0.3473859352806872,0.6333335,-0.3049189608030822,0.5616350176346511,0.2362889305189534,0.2334877640223756,-2.906790296703243,-2.0739480622649538,-2.18783688390778,-1.7573075362575368,2.1492429935671926
40.0,183.2277679,1744.886108,337.0517273,1244.977051,142.0160065,1313.307983,140.3526001,1055.136353,1659998127085000.0,0.3187729315374542,0.65,-0.3052641874335164,0.5615405505209872,0.2366038800976709,0.2338325839732492,-2.907044308990084,-2.07417746885564,-2.188019309929308,-1.757895897121328,-1.7167973925679028
41.0,183.997345,1744.838623,337.0476074,1245.106689,142.0,1313.261963,140.2615814,1055.074707,1659998127101666.8,0.2984925847644216,0.66666675,-0.3065463311325389,0.5615336866163497,0.236577212681088,0.2336809434778418,-2.906965197236956,-2.0743934505225234,-2.1879426389199588,-1.7577931926223636,-1.2168147223083472
42.0,183.9880066,1744.791748,337.0476074,1245.106689,142.0,1313.261963,140.2615814,1055.074707,1659998127118333.2,0.2984925847644216,0.68333325,-0.3065307730153354,0.5615336866163497,0.236577212681088,0.2336809434778418,-2.906887101766221,-2.0743934505225234,-2.1879426389199588,-1.7577931926223636,0.0
43.0,184.4559631,1744.380005,337.0517273,1244.977051,141.9921265,1313.405518,140.2615814,1055.074707,1659998127135000.0,0.3186298031516105,0.7,-0.3073104057225607,0.5615405505209872,0.2365640951410595,0.2336809434778418,-2.906201122813538,-2.07417746885564,-2.1881818068197223,-1.7577931926223636,1.2082270620960271
44.0,184.8008728,1744.411377,337.0517273,1244.977051,142.0079956,1313.404053,140.2615814,1055.074707,1659998127151666.8,0.3186298031516105,0.71666675,-0.3078850379440584,0.5615405505209872,0.2365905336441986,0.2336809434778418,-2.906253389717173,-2.07417746885564,-2.188179366075944,-1.7577931926223636,0.0
45.0,185.2095032,1744.521606,337.0517273,1244.977051,142.0685425,1313.705688,140.3748169,1055.114014,1659998127168333.2,0.3188008455806932,0.73333325,-0.3085658311908806,0.5615405505209872,0.2366914070022161,0.2338695979776062,-2.906437035277572,-2.07417746885564,-2.1886819010586693,-1.757858679527285,0.010262648371447133
