Frame #,Elbow Pink X,Elbow Pink Y,Hand Pink X,Hand Pink Y,Head Pink X,Head Pink Y,Shoulder Green X,Shoulder Green Y,Timestamp (microseconds),angles,Seconds,Elbow Pink X meters,Hand Pink X meters,Head Pink X meters,Shoulder Green X meters,Elbow Pink Y meters,Hand Pink Y meters,Head Pink Y meters,Shoulder Green Y meters,angular velocity
1.0,722.5,971.2409668,968.1245117,872.5230103,264.882019,998.659302,495.5,1007.5,1658789401000000.0,0.0,0.0,0.8187899141059114,1.097149599693661,0.3001837032321251,0.5615368891895904,-1.1006813948544143,-0.9888069766906136,-1.13175386035384,-1.1417727867982086,
2.0,722.5529175,971.7843018,968.3515625,873.1275024,264.918854,998.578247,495.661072,1007.66107,1658789401016666.8,-0.0750351445644863,0.01666675,0.8188498840924577,1.0974069102888582,0.300225447351829,0.5617194277765037,-1.1012971418689204,-0.9894920314098338,-1.1316620028915731,-1.1419553231185755,-4.502086163438361
3.0,722.7345581,972.3193359,969.7281494,873.5791626,264.794159,998.680481,495.661072,1007.66107,1658789401033333.2,-0.169380360993254,0.03333325,0.8190557325232841,1.0989669593817444,0.3000841338454768,0.5617194277765037,-1.1019034816956097,-0.9900038858269452,-1.1317778619477374,-1.1419553231185755,-5.660769593421995
4.0,722.7345581,972.3193359,970.5,875.0883179,264.794159,998.680481,495.643066,1008.12097,1658789401050000.0,-0.3626252790690924,0.05,0.8190557325232841,1.0998416770100858,0.3000841338454768,0.561699022058589,-1.1019034816956097,-0.991714171139692,-1.1317778619477374,-1.1424765154805094,-11.594637111364749
5.0,723.8345337,973.3601074,971.5,876.5,264.701263,998.760986,495.643066,1008.12097,1658789401066666.5,-0.5516808923396116,0.0666665,0.8203023054326857,1.1009749502476027,0.2999788572948045,0.561699022058589,-1.1030829601829295,-0.9933139926835036,-1.1318690961097235,-1.1424765154805094,-11.343450230733458
6.0,724.3311768,973.6236572,972.5992432,877.9198608,264.794159,998.680481,495.590149,1008.40985,1658789401083333.2,-0.7442138234940148,0.08333325,0.820865137766513,1.102220693147685,0.3000841338454768,0.5616390526386793,-1.1033816341180225,-0.9949230829291428,-1.1317778619477374,-1.1428038954533632,-11.551918109673647
7.0,724.2654419,974.6806641,973.7281494,879.5791626,264.79129,998.726746,495.643066,1008.87903,1658789401100000.0,-0.9641021931587352,0.1,0.8207906421635722,1.103500052331812,0.3000808824845584,0.561699022058589,-1.104579511749663,-0.9968035252520464,-1.131830292834071,-1.1433356045909413,-13.193236213702153
8.0,724.4769897,974.8754883,974.5,880.5,264.770477,998.877197,495.5,1009.0,1658789401116666.5,1.0898188011440593,0.1166665,0.8210303836237678,1.1043747699601532,0.300057295668666,0.5615368891895904,-1.104800300801544,-0.9978470856335708,-1.1320007949259288,-1.143472696654484,123.23649202308789
9.0,724.800415,975.7600708,975.9944458,882.666687,264.569336,998.911499,495.666656,1009.19421,1658789401133333.5,-1.3763817184736171,0.1333335,0.8213969128605937,1.1060683853902125,0.2998293479563986,0.561725755974262,-1.1058027744751695,-1.0003025340247464,-1.132039668464522,-1.143692789649942,-147.96907179562479
10.0,725.2409668,976.5,976.3585815,884.3585815,264.475342,998.79071,495.661072,1009.66107,1658789401150000.0,-1.575927392325741,0.15,0.8218961784252735,1.106481050633847,0.2997228270717115,0.5617194277765037,-1.1066413164351867,-1.0022199127822984,-1.1319027815234357,-1.144221869593609,-11.972860159729034
11.0,725.8345337,977.6398926,977.1084595,886.1606445,264.5,999.0,495.661072,1009.66107,1658789401166666.8,-1.7987480238988376,0.16666675,0.8225688519077193,1.1073308673026496,0.2997507713232021,0.5617194277765037,-1.1079331262124104,-1.0042621425525178,-1.1321399642793155,-1.144221869593609,-13.369171048530541
12.0,725.2666626,978.5,977.5,887.5,264.366821,998.814331,495.672363,1009.73218,1658789401183333.5,-1.9595548097631743,0.1833335,0.8219252987877301,1.1077745896727036,0.2995998431267029,0.5617322235646286,-1.1089078629102205,-1.0057799982961888,-1.131929550570579,-1.144302456653529,-9.648358910065648
13.0,725.1865845,979.6205444,978.1245117,888.8237305,264.366821,998.814331,495.643066,1010.12097,1658789401200000.0,-2.124959037401381,0.2,0.8218345484200889,1.1084823320688295,0.2995998431267029,0.561699022058589,-1.1101777458901898,-1.0072801466455237,-1.131929550570579,-1.1447430619555432,-9.924352901821427
14.0,724.8917236,980.3917236,978.3917236,890.1082764,264.366821,998.814331,495.5,1011.0,1658789401216666.8,2.275270761534116,0.21666675,0.8215003904533288,1.1087851561638458,0.2995998431267029,0.5615368891895904,-1.111051702638879,-1.0087358881363555,-1.131929550570579,-1.1457392431295177,264.01246787379074
15.0,725.1674805,980.7495728,978.9192505,891.4072266,264.366821,998.814331,495.5,1011.0,1658789401233333.2,2.4349853934382986,0.23333325,0.8218128983681594,1.109382988281686,0.2995998431267029,0.5615368891895904,-1.1114572435603065,-1.0102079536348825,-1.131929550570579,-1.1457392431295177,9.582973743988386
16.0,725.1674805,980.7495728,978.9192505,891.4072266,264.366821,998.814331,495.5,1011.0,1658789401250000.0,2.4349853934382986,0.25,0.8218128983681594,1.109382988281686,0.2995998431267029,0.5615368891895904,-1.1114572435603065,-1.0102079536348825,-1.131929550570579,-1.1457392431295177,0.0
17.0,725.1865845,981.6205444,979.5,893.5,264.366821,998.814331,495.5,1011.0,1658789401266666.8,2.6847338973448687,0.26666675,0.8218345484200889,1.1100411361477374,0.2995998431267029,0.5615368891895904,-1.1124442923652234,-1.0125796377212897,-1.131929550570579,-1.1457392431295177,14.984835310217647
18.0,726.0396729,982.0396729,979.3678589,894.6280518,264.366821,998.814331,495.5,1011.0,1658789401283333.2,2.807350791057442,0.28333325,0.822801330673045,1.1098913841755311,0.2995998431267029,0.5615368891895904,-1.112919279477354,-1.0138580286367624,-1.131929550570579,-1.1457392431295177,7.357087193626335
19.0,725.6391602,982.0343628,979.8225708,895.6021729,264.366821,998.814331,495.643066,1011.12097,1658789401300000.0,-2.9294078396723977,0.3,0.8223474403488493,1.1104066970025817,0.2995998431267029,0.561699022058589,-1.1129132616831356,-1.0149619740094928,-1.131929550570579,-1.14587633519306,-344.2037968248061
20.0,725.6391602,982.0343628,980.2653198,896.7479248,264.366821,998.814331,495.643066,1011.12097,1658789401316666.5,-3.069469509601993,0.3166665,0.8223474403488493,1.110908452595219,0.2995998431267029,0.561699022058589,-1.1129132616831356,-1.016260423974597,-1.131929550570579,-1.14587633519306,-8.40378423361803
21.0,726.1762695,982.1245117,980.2504272,897.1674805,264.366821,998.814331,495.643066,1011.12097,1658789401333333.2,-3.1160723345887105,0.33333325,0.8229561319441607,1.110891575210202,0.2995998431267029,0.561699022058589,-1.113015425018897,-1.0167358952210546,-1.131929550570579,-1.14587633519306,-2.796155518425465
22.0,725.8112793,982.2927856,980.3143921,897.3048706,264.366821,998.814331,495.643066,1011.12097,1658789401350000.0,-3.133149125010588,0.35,0.8225424983185449,1.1109640649195125,0.2995998431267029,0.561699022058589,-1.1132061253263397,-1.0168915957444842,-1.131929550570579,-1.14587633519306,-1.0246023023011472
23.0,726.0,982.5,980.2504272,897.8325195,264.366821,998.814331,495.5,1011.0,1658789401366666.5,3.189721109310803,0.3666665,0.8227563704372203,1.110891575210202,0.2995998431267029,0.5615368891895904,-1.1134409558602878,-1.0174895661216594,-1.131929550570579,-1.1457392431295177,379.376007819361
24.0,726.0,982.5,980.3570557,897.7377319,264.366821,998.814331,495.643066,1011.12097,1658789401383333.5,-3.182773942999979,0.3833335,0.8227563704372203,1.1110124144356086,0.2995998431267029,0.561699022058589,-1.1134409558602878,-1.017382145871331,-1.131929550570579,-1.14587633519306,-382.34205629752125
25.0,726.0,982.5,980.164856,898.5143433,264.366821,998.814331,495.5,1011.0,1658789401400000.0,3.263941375177208,0.4,0.8227563704372203,1.1107945996593398,0.2995998431267029,0.5615368891895904,-1.1134409558602878,-1.0182622587869017,-1.131929550570579,-1.1457392431295177,386.8067871585021
26.0,726.0,982.5,979.6082764,899.3126221,264.366821,998.814331,495.5,1011.0,1658789401416666.8,3.3391070417618702,0.41666675,0.8227563704372203,1.110163842894112,0.2995998431267029,0.5615368891895904,-1.1134409558602878,-1.0191669267870185,-1.131929550570579,-1.1457392431295177,4.509917445492523
27.0,725.9198608,982.8287964,979.5,899.5,264.543365,998.864563,495.5,1011.0,1658789401433333.5,3.357361442986438,0.4333335,0.8226655508265843,1.1100411361477374,0.299799915717147,0.5615368891895904,-1.1138135720209996,-1.0193792771463908,-1.131986477151846,-1.1457392431295177,1.0952585971810673
28.0,725.6391602,982.9656372,979.0443115,899.5,264.921234,998.853699,495.5,1011.0,1658789401450000.0,3.345549929350918,0.45,0.8223474403488493,1.1095247165660431,0.3002281445421343,0.5615368891895904,-1.11396865003744,-1.0193792771463908,-1.1319741652713935,-1.1457392431295177,-0.7086979051102312
29.0,725.6391602,982.9656372,978.9603271,900.0396729,264.921234,998.853699,495.5,1011.0,1658789401466666.8,3.4041131108506426,0.46666675,0.8223474403488493,1.109429539293154,0.3002281445421343,0.5615368891895904,-1.11396865003744,-1.0199908740009738,-1.1319741652713935,-1.1457392431295177,3.513773321116863
30.0,725.6391602,982.9656372,978.8754883,900.1762695,264.921234,998.853699,495.735626,1010.93964,1658789401483333.2,-3.4189855798674933,0.48333325,0.8223474403488493,1.1093333937516112,0.3002281445421343,0.5618039178294536,-1.11396865003744,-1.0201456752720897,-1.1319741652713935,-1.145670838756901,-409.3900153432422
31.0,725.2495117,983.1005859,979.2409668,900.5,264.921234,998.853699,495.735626,1010.93964,1658789401500000.0,-3.464873944744774,0.5,0.8219058621317608,1.109747580754549,0.3002281445421343,0.5618039178294536,-1.1141215837875875,-1.0205125503839074,-1.1319741652713935,-1.145670838756901,-2.7532881261962
