Frame #,Elbow Pink X,Elbow Pink Y,Hand Pink X,Hand Pink Y,Head Pink X,Head Pink Y,Shoulder Green X,Shoulder Green Y,Timestamp (microseconds),angles,Seconds,Elbow Pink X meters,Hand Pink X meters,Head Pink X meters,Shoulder Green X meters,Elbow Pink Y meters,Hand Pink Y meters,Head Pink Y meters,Shoulder Green Y meters,angular velocity
32.0,725.2495117,983.1005859,979.2409668,900.5,264.974884,998.846558,495.735626,1010.93964,1658789401516666.8,-3.464873944744774,0.51666675,0.8219058621317608,1.109747580754549,0.300288944651327,0.5618039178294536,-1.1141215837875875,-1.0205125503839074,-1.1319660725672045,-1.145670838756901,0.0
33.0,725.3794556,983.4528198,979.0,900.5,265.357727,998.898376,495.735626,1010.93964,1658789401533333.2,-3.4586721013284136,0.53333325,0.8220531240760094,1.109474499528979,0.3007228103773978,0.5618039178294536,-1.114520761039804,-1.0205125503839074,-1.132024796519826,-1.145670838756901,0.37211432612487316
34.0,725.2389526,983.6104126,978.7796021,901.1293335,265.440491,998.996033,495.735626,1010.93964,1658789401550000.0,-3.5239540977720503,0.55,0.8218938957863184,1.109224728487304,0.3008166046036276,0.5618039178294536,-1.1146993567424692,-1.0212257571969303,-1.1321354685843823,-1.145670838756901,-3.916900202117173
35.0,725.2389526,983.6104126,978.5,901.7333374,265.649261,998.808594,495.735626,1010.93964,1658789401566666.5,-3.5849580977405897,0.5666665,0.8218938957863184,1.1089078629102205,0.301053198057424,0.5618039178294536,-1.1146993567424692,-1.021910258652156,-1.1319230489820151,-1.145670838756901,-3.660276600878394
36.0,725.3026733,984.149292,978.3585815,902.3585815,265.649261,998.808594,495.735626,1010.93964,1658789401583333.2,-3.651976865952252,0.58333325,0.8219661087503044,1.1087475971088807,0.301053198057424,0.5618039178294536,-1.1153100543447385,-1.0226188310576014,-1.1319230489820151,-1.145670838756901,-4.021105987169787
37.0,725.1390381,984.3394775,978.5,902.5,265.921234,998.710266,495.735626,1010.93964,1658789401600000.0,-3.671547828247962,0.6,0.8217806653574287,1.1089078629102205,0.3013614177796512,0.5618039178294536,-1.115525586482052,-1.0227790968589412,-1.131811616491117,-1.145670838756901,-1.1742518664832764
38.0,725.0,984.5,978.5,902.5,265.921234,998.710266,495.735626,1010.93964,1658789401616666.5,-3.671547828247962,0.6166665,0.8216230971997034,1.1089078629102205,0.3013614177796512,0.5618039178294536,-1.1157075023353211,-1.0227790968589412,-1.131811616491117,-1.145670838756901,0.0
39.0,725.0,984.5,977.7600708,902.800415,265.921234,998.710266,496.0,1011.0,1658789401633333.5,-3.688588049374145,0.6333335,0.8216230971997034,1.1080693209502033,0.3013614177796512,0.5621035258083489,-1.1157075023353211,-1.0231195491385898,-1.131811616491117,-1.1457392431295177,-1.0223928197145784
40.0,724.6414185,984.6414185,978.0922852,903.7815552,265.921234,998.710266,496.0,1011.0,1658789401650000.0,-3.808092914571692,0.65,0.8212167263822848,1.1084458106388408,0.3013614177796512,0.5621035258083489,-1.115867768136661,-1.0242314490695017,-1.131811616491117,-1.1457392431295177,-7.170363615488962
41.0,724.4769897,984.8754883,977.7333374,904.5,266.0,998.5,496.0,1011.0,1658789401666666.8,-3.8804880018973735,0.66666675,0.8210303836237678,1.1080390247034353,0.3014506811794774,0.5621035258083489,-1.116133033176712,-1.0250456433339747,-1.131573327660557,-1.1457392431295177,-4.3436835211233005
42.0,724.3830566,985.0423584,978.1245117,904.8237305,265.94516,998.56134,496.0,1011.0,1658789401683333.5,-3.926974173481838,0.6833335,0.8209239317554209,1.1084823320688295,0.301388532475132,0.5621035258083489,-1.116322142595184,-1.0254125184457927,-1.1316428426409464,-1.1457392431295177,-2.789156349286123
43.0,724.6829224,985.4085083,978.0922852,905.2184448,266.360992,998.761902,496.0,1011.0,1658789401700000.0,-3.9709182713828297,0.7,0.8212637616414075,1.1084458106388408,0.3018597837520351,0.5621035258083489,-1.1167370904777734,-1.025859837598448,-1.131870134188009,-1.1457392431295177,-2.636672240781912
44.0,724.6744385,985.6550293,978.0396729,906.0396729,266.360992,998.761902,496.0,1011.0,1658789401716666.8,-4.062769701926625,0.71666675,0.8212541470645875,1.1083861865272868,0.3018597837520351,0.5621035258083489,-1.1170164661295592,-1.0267905134260749,-1.131870134188009,-1.1457392431295177,-5.51105827733629
45.0,724.7157593,985.9141235,978.3193359,906.7345581,266.360992,998.761902,496.0,1011.0,1658789401733333.2,-4.1485143282716255,0.73333325,0.8213009748213803,1.1087031211207103,0.3018597837520351,0.5621035258083489,-1.117310090652415,-1.0275780082263812,-1.131870134188009,-1.1457392431295177,-5.144729027990319
46.0,724.5,986.227417,978.1762695,906.8754883,266.360992,998.761902,496.0,1011.0,1658789401750000.0,-4.161002694852321,0.75,0.8210564605809451,1.1085409877984025,0.3018597837520351,0.5621035258083489,-1.117665137791453,-1.0277377206503993,-1.131870134188009,-1.1457392431295177,-0.7492982483505116
47.0,724.1245117,986.1762695,978.0922852,907.2184448,266.360992,998.761902,496.0,1011.0,1658789401766666.8,-4.197892089196963,0.76666675,0.8206309297395543,1.1084458106388408,0.3018597837520351,0.5621035258083489,-1.1176071736985371,-1.0281263840734818,-1.131870134188009,-1.1457392431295177,-2.2133525939155434
48.0,723.9944458,986.333313,978.0343628,907.6391602,266.247742,998.842346,496.0,1011.0,1658789401783333.2,-4.24427612608336,0.78333325,0.8204835295359708,1.1083801687330683,0.3017314405578863,0.5621035258083489,-1.117785146894213,-1.028603169576913,-1.131961299220328,-1.1457392431295177,-2.7830700438842424
49.0,723.7333374,986.5,978.0343628,907.6391602,266.360992,998.761902,495.735626,1010.93964,1658789401800000.0,-4.2421682359279975,0.8,0.82018762237416,1.1083801687330683,0.3018597837520351,0.5618039178294536,-1.1179740488103551,-1.028603169576913,-1.131870134188009,-1.145670838756901,0.12647277695785816
50.0,724.227417,986.5,977.5678101,907.9729004,266.360992,998.761902,496.321838,1010.93964,1658789401816666.5,-4.273700396262374,0.8166665,0.8207475495620429,1.107851437044267,0.3018597837520351,0.5624682562005648,-1.1179740488103551,-1.0289813884138563,-1.131870134188009,-1.145670838756901,-1.891948539547985
51.0,724.1351929,987.0220337,977.8609619,908.3394775,266.399689,998.600342,496.5,1011.0,1658789401833333.2,-4.323956734822816,0.83333325,0.8206430344576588,1.1081836581337368,0.3019036380265072,0.5626701624271072,-1.118565655631647,-1.0293968204307729,-1.131687042563756,-1.1457392431295177,-3.0153652368003234
52.0,724.2504272,987.1674805,977.7333374,908.5,266.399689,998.600342,496.5,1011.0,1658789401850000.0,-4.339138296877718,0.85,0.8207736264058929,1.1080390247034353,0.3019036380265072,0.5626701624271072,-1.1187304865975696,-1.0295787362840425,-1.131687042563756,-1.1457392431295177,-0.9108891688482955
53.0,724.5,987.5,977.8571167,909.1190186,266.399689,998.600342,496.5,1011.0,1658789401866666.5,-4.41264424467173,0.8666665,0.8210564605809451,1.108179300471484,0.3019036380265072,0.5626701624271072,-1.119107322047872,-1.0302802534969473,-1.131687042563756,-1.1457392431295177,-4.410400971650435
54.0,724.3735962,988.1433105,977.9556885,909.5,266.399689,998.600342,496.5,1011.0,1658789401883333.5,-4.458423174545894,0.8833335,0.8209132105372845,1.1082910092543978,0.3019036380265072,0.5626701624271072,-1.1198363686209354,-1.030712009521559,-1.131687042563756,-1.1457392431295177,-2.7466808588326512
55.0,724.3735962,988.1433105,977.8609619,910.3394775,266.399689,998.600342,496.643066,1010.87903,1658789401900000.0,-4.5534018609815785,0.9,0.8209132105372845,1.1081836581337368,0.3019036380265072,0.5628322952961058,-1.1198363686209354,-1.0316633669058066,-1.131687042563756,-1.145602151065975,-5.6987781739228005
56.0,724.1082764,988.6082764,977.7333374,910.5,266.399689,998.600342,496.72464,1010.86377,1658789401916666.8,-4.569448056729837,0.91666675,0.8206125307085613,1.1080390247034353,0.3019036380265072,0.562924740927183,-1.1203633020317634,-1.0318452827590758,-1.131687042563756,-1.1455848573163707,-0.9627669310608705
57.0,724.1082764,988.6082764,977.7281494,911.4208374,266.399689,998.600342,496.72464,1010.86377,1658789401933333.5,-4.674475955020844,0.9333335,0.8206125307085613,1.1080331452818792,0.3019036380265072,0.562924740927183,-1.1203633020317634,-1.0328888431406005,-1.131687042563756,-1.1455848573163707,-6.30164238924843
58.0,723.6951294,988.6856079,977.8410034,911.670105,266.5,998.5,496.72464,1010.86377,1658789401950000.0,-4.705612394128661,0.95,0.820144322270301,1.1081610396998258,0.3020173177982358,0.562924740927183,-1.1204509397511304,-1.0331713314406603,-1.131573327660557,-1.1455848573163707,-1.8682050285193041
59.0,723.6602173,989.0048218,977.7333374,912.5,266.6315,998.63147,496.72464,1010.86377,1658789401966666.8,-4.797929634234477,0.96666675,0.8201047573217054,1.1080390247034353,0.3021663432289693,0.562924740927183,-1.120812696321044,-1.0341118292341096,-1.1317223190930934,-1.1455848573163707,-5.539006711315415
60.0,723.6205444,989.4196167,977.8410034,913.329895,266.732025,998.524536,496.72464,1010.86377,1658789401983333.2,-4.8953446615571545,0.98333325,0.8200597970858807,1.1081610396998258,0.3022802655211707,0.562924740927183,-1.1212827722802725,-1.0350523270275584,-1.1316011336527128,-1.1455848573163707,-5.844960088961515
61.0,723.5380859,989.7079468,977.9556885,913.5,266.732025,998.524536,496.631439,1011.11108,1658789402000000.0,-4.91594257129988,1.0,0.819966349074625,1.1082910092543978,0.3022802655211707,0.5628191187281733,-1.1216095290661727,-1.0352451024716265,-1.1316011336527128,-1.145865127120741,-1.2358684052214852
62.0,723.5380859,989.7079468,977.7333374,914.5,266.732025,998.524536,496.637329,1011.17865,1658789402016666.8,-5.025096161466442,1.01666675,0.819966349074625,1.1080390247034353,0.3022802655211707,0.5628257937075423,-1.1216095290661727,-1.0363783757091432,-1.1316011336527128,-1.1459417023933998,-6.549182664080412
63.0,723.6391602,990.0343628,977.8571167,915.1190186,266.732025,998.524536,496.552002,1011.12531,1658789402033333.2,-5.098088757364664,1.03333325,0.8200808938738157,1.108179300471484,0.3022802655211707,0.5627290949020046,-1.1219794475832705,-1.0370798929220484,-1.1316011336527128,-1.145881253598911,-4.379599549888812
64.0,723.8325195,990.2504272,977.9556885,915.5,266.732025,998.524536,496.552002,1011.12531,1658789402050000.0,-5.14395526013594,1.05,0.8203000227937307,1.1082910092543978,0.3022802655211707,0.5627290949020046,-1.1222243075853702,-1.03751164894666,-1.1316011336527128,-1.145881253598911,-2.751976406394557
65.0,724.0635986,990.4381714,977.7333374,916.5,266.732025,998.524536,496.396454,1011.13385,1658789402066666.5,-5.251860631925137,1.0666665,0.8205618985535101,1.1080390247034353,0.3022802655211707,0.5625528165164554,-1.122437073062729,-1.038644922184177,-1.1316011336527128,-1.1458909317523591,-6.474387051222331
66.0,723.956665,990.5449829,977.6321411,916.6280518,266.94812,998.48584,496.396454,1011.13385,1658789402083333.2,-5.2642589528820585,1.08333325,0.8204407135664389,1.1079243416449096,0.3025251602014319,0.5625528165164554,-1.1225581196771384,-1.0387900398621326,-1.131557280511514,-1.1458909317523591,-0.7438955379376094
67.0,723.6046753,990.6220703,977.8571167,917.1190186,267.136719,998.611389,496.289215,1011.06372,1658789402100000.0,-5.324667367847291,1.1,0.8200418130595473,1.108179300471484,0.3027388944007543,0.5624312854277372,-1.122645480764508,-1.039346439397082,-1.1316995618332109,-1.145811455300212,-3.624486775480043
68.0,723.7636108,991.1122437,977.3917236,917.6873779,267.136719,998.611389,496.289215,1011.06372,1658789402116666.5,-5.379467539399751,1.1166665,0.8202219304081887,1.1076518829263289,0.3027388944007543,0.5624312854277372,-1.1232009811604708,-1.039990545781066,-1.1316995618332109,-1.145811455300212,-3.288043173579324
69.0,723.6771851,991.2421265,977.3763428,918.3311768,267.136719,998.611389,495.944458,1011.12433,1658789402133333.5,-5.449166885371129,1.1333335,0.8201239864753449,1.1076344522773174,0.3027388944007543,0.5620405815461906,-1.1233481738617246,-1.0407201458447786,-1.1316995618332109,-1.145880142991138,-4.181877120740305
70.0,723.6771851,991.2421265,977.5,918.5,267.96402,998.405334,496.092865,1011.42145,1658789402150000.0,-5.471962309296964,1.15,0.8201239864753449,1.1077745896727036,0.3036764524834252,0.5622087672275509,-1.1233481738617246,-1.0409114686592105,-1.1314660452162544,-1.146216861135469,-1.3677391129411962
71.0,723.2052612,991.3912354,977.5,918.8535767,268.325287,998.529785,495.944458,1011.12433,1658789402166666.8,-5.511843386767967,1.16666675,0.8195891677493303,1.1077745896727036,0.3040858667061232,0.5620405815461906,-1.12351715498757,-1.04131216767073,-1.1316070822039366,-1.145880142991138,-2.3928526839967486
72.0,723.2052612,991.3912354,977.5,918.8535767,268.363647,998.0,496.414215,1011.26227,1658789402183333.5,-5.5164997647800895,1.1833335,0.8195891677493303,1.1077745896727036,0.3041293390675144,0.5625729445824269,-1.12351715498757,-1.04131216767073,-1.1310066910417986,-1.146036466701521,-0.2793812838209442
73.0,723.2052612,991.3912354,977.3389282,919.6610718,268.363647,998.0,496.414215,1011.26227,1658789402200000.0,-5.6057506560533055,1.2,0.8195891677493303,1.107592051312445,0.3041293390675144,0.5625729445824269,-1.12351715498757,-1.042227280256986,-1.1310066910417986,-1.146036466701521,-5.355107027463258
74.0,723.2052612,991.3912354,977.2399292,918.800415,268.5,997.277283,496.218384,1011.31262,1658789402216666.8,-5.502382129250975,1.21666675,0.8195891677493303,1.107479858395204,0.3042838642732695,0.5623510145510507,-1.12351715498757,-1.041251920938859,-1.1301876552074002,-1.14609352700903,6.202080597736849
75.0,723.7642822,991.4769897,977.2399292,918.800415,269.681366,997.36438,496.316772,1011.38531,1658789402233333.2,-5.503215584440964,1.23333325,0.8202226912878403,1.107479858395204,0.3056226747447818,0.5624625150383435,-1.123614338040762,-1.041251920938859,-1.1302863599065682,-1.1461759046406652,-0.05000781147744814
76.0,723.7642822,991.4769897,977.1390381,918.6605225,270.596649,997.185669,496.316772,1011.38531,1658789402250000.0,-5.484910793871921,1.25,0.8202226912878403,1.1073655212116704,0.3066599404734359,0.5624625150383435,-1.123614338040762,-1.0410933845124797,-1.1300838315130184,-1.1461759046406652,1.0982819427328558
77.0,723.7642822,991.4769897,977.1390381,918.6605225,272.153717,996.72168,496.316772,1011.38531,1658789402266666.8,-5.484910793871921,1.26666675,0.8202226912878403,1.1073655212116704,0.3084245239668297,0.5624625150383435,-1.123614338040762,-1.0410933845124797,-1.1295580051968162,-1.1461759046406652,0.0
78.0,723.7642822,991.4769897,977.1390381,918.6605225,272.895233,996.480957,496.316772,1011.38531,1658789402283333.2,-5.484910793871921,1.28333325,0.8202226912878403,1.1073655212116704,0.3092648642048203,0.5624625150383435,-1.123614338040762,-1.0410933845124797,-1.1292852002632614,-1.1461759046406652,0.0
79.0,723.6724854,991.3798218,976.1245117,918.8237305,274.377167,996.020325,496.316772,1011.38531,1658789402300000.0,-5.481175989588058,1.3,0.8201186604311106,1.106215785593796,0.3109443003467865,0.5624625150383435,-1.1235042202601462,-1.0412783437710285,-1.1287631783453176,-1.1461759046406652,0.22408713659610913
80.0,723.5,991.3713989,976.2654419,918.6806641,276.082916,995.252014,496.396454,1011.13385,1658789402316666.5,-5.469525146903625,1.3166665,0.8199231873434282,1.106375498017814,0.3128773800384077,0.5625528165164554,-1.123494674812994,-1.0411162104487206,-1.1278924720509278,-1.1458909317523591,0.6990575516414902
81.0,723.1937256,990.8833618,976.2654419,918.6806641,277.16275,994.571228,496.387177,1011.06921,1658789402333333.2,-5.469640612843097,1.33333325,0.8195760947625716,1.106375498017814,0.3141011270115684,0.5625423031406309,-1.1229415954286488,-1.0411162104487206,-1.1271209554966517,-1.145817676970286,-0.006927921728710264
82.0,722.9603271,990.9603271,976.1245117,918.5230103,278.895233,994.480957,496.396454,1011.13385,1658789402350000.0,-5.448244562204094,1.35,0.819311590488845,1.106215785593796,0.3160645036299213,0.5625528165164554,-1.123028818143356,-1.0409375456163878,-1.1270186537882276,-1.1458909317523591,1.283756619557093
83.0,722.9603271,990.9603271,975.8609619,918.3394775,281.256622,993.351013,496.289215,1011.06372,1658789402366666.5,-5.42034596039801,1.3666665,0.819311590488845,1.1059171116587032,0.3187406025869879,0.5624312854277372,-1.123028818143356,-1.0407295528059413,-1.125738118493135,-1.145811455300212,1.6739328476935018
84.0,722.9603271,990.9603271,975.9483032,918.0230103,283.872314,992.679932,496.090454,1010.94574,1658789402383333.5,-5.3841607749455545,1.3833335,0.819311590488845,1.106016093216523,0.3217048963281748,0.5622060349057753,-1.123028818143356,-1.0403709089976294,-1.1249776003556289,-1.1456777517236498,2.171067705793231
85.0,722.5576782,990.944458,975.6205444,917.8134155,286.95462,992.395935,496.214661,1010.96973,1658789402400000.0,-5.3539296242438335,1.4,0.8188552792663596,1.1056446529401225,0.3251979912278123,0.5623467953747874,-1.1230108341170228,-1.0401333808200666,-1.1246557541559938,-1.1457049389486178,1.8138871809750787
86.0,722.5529175,991.2156982,975.2718506,917.5791626,290.395721,992.307068,495.943542,1011.05377,1658789402416666.8,-5.316038815096936,1.41666675,0.8188498840924577,1.1052494875884944,0.3290976988987047,0.5620395434679051,-1.1233182233766217,-1.039867908277686,-1.1245550435631957,-1.145800179231499,2.273437181627889
87.0,722.5529175,991.2156982,975.1428833,917.2877197,290.395721,992.307068,495.926239,1010.98358,1658789402433333.5,-5.279639903137941,1.4333335,0.8188498840924577,1.1051033323988897,0.3290976988987047,0.5620199344410763,-1.1233182233766217,-1.0395376238388516,-1.1245550435631957,-1.1457206347829574,2.1839237979207518
88.0,722.333313,991.0055542,975.1428833,917.2877197,297.210175,991.438416,496.090454,1010.94574,1658789402450000.0,-5.281452896969699,1.45,0.8186010121897693,1.1051033323988897,0.3368203372451943,0.5622060349057753,-1.123080072805397,-1.0395376238388516,-1.12357062349888,-1.1456777517236498,-0.10878071771267983
89.0,722.5,991.2666626,975.3601074,917.1654663,301.120453,990.554626,496.08905,1011.01526,1658789402466666.8,-5.272017447321152,1.46666675,0.8187899141059114,1.1053495066579633,0.3412517506538451,0.5622044437901497,-1.1233759799672076,-1.0393990773324362,-1.122569047944295,-1.145756536879122,0.5661241482921155
