Frame #,Body Pink X,Body Pink Y,Hand Pink X,Hand Pink Y,Shoulder X,Shoulder Y,Elbow X,Elbow Y,Timestamp (microseconds),angles,Seconds,Body Pink X meters,Hand Pink X meters,Shoulder X meters,Elbow X meters,Body Pink Y meters,Hand Pink Y meters,Shoulder Y meters,Elbow Y meters
1.0,513.4393921,1422.477295,725.8225098,1234.593018,596.727417,1191.474121,593.375,1192.53125,1658963862000000.0,0.0,0.0,-0.9052048456813652,1.2796409139710223,1.0520434499776758,1.0461330656950585,-2.5078584933641688,-2.176614415514732,-2.1005948597397173,-2.1024586012212514
2.0,513.4393921,1422.477295,725.8225098,1234.593018,596.5614624,1191.1698,593.375,1192.53125,1658963862016666.8,0.0,0.01666675,-0.9052048456813652,1.2796409139710223,1.0517508683986336,1.0461330656950585,-2.5078584933641688,-2.176614415514732,-2.1000583351798934,-2.1024586012212514
3.0,512.9724121,1422.273193,725.8225098,1234.593018,596.5038452,1191.225586,593.375,1192.53125,1658963862033333.2,0.0,0.03333325,-0.9043815497571718,1.2796409139710223,1.0516492880184816,1.0461330656950585,-2.5074986570869844,-2.176614415514732,-2.10015668711451,-2.1024586012212514
4.0,512.9724121,1422.273193,725.8225098,1234.593018,596.5,1191.28418,593.375,1192.53125,1658963862050000.0,0.0,0.05,-0.9043815497571718,1.2796409139710223,1.051642508847023,1.0461330656950585,-2.5074986570869844,-2.176614415514732,-2.100259989614365,-2.1024586012212514
5.0,512.9724121,1422.273193,725.7729492,1234.32373,596.3141479,1191.444458,593.375,1192.53125,1658963862066666.5,0.10075462755744699,0.0666665,-0.9043815497571718,1.2795535375523737,1.0513148475415437,1.0461330656950585,-2.5074986570869844,-2.17613965489793,-2.100542563223808,-2.1024586012212514
6.0,513.0484009,1421.983887,725.6224976,1234.726929,596.6691895,1191.342163,593.375,1192.53125,1658963862083333.2,0.08022053908659668,0.08333325,-0.9045155196687834,1.2792882881004306,1.051940793625314,1.0461330656950585,-2.506988604299617,-2.176850503528148,-2.100362214907894,-2.1024586012212514
7.0,513.5,1421.5,724.8830566,1235.374268,596.84021,1191.058716,599.0,1193.0,1658963862100000.0,0.4400603461383677,0.1,-0.9053116987308404,1.2779846374912365,1.0522423064965365,1.0560500633685947,-2.5061355009657054,-2.1779917763027234,-2.099862491665304,-2.103285017694046
8.0,513.5,1421.5,724.8830566,1235.374268,596.84021,1191.058716,599.0,1193.0,1658963862116666.5,0.4400603461383677,0.1166665,-0.9053116987308404,1.2779846374912365,1.0522423064965365,1.0560500633685947,-2.5061355009657054,-2.1779917763027234,-2.099862491665304,-2.103285017694046
9.0,513.5,1421.5,724.8830566,1235.374268,596.84021,1191.058716,594.0,1193.0,1658963862133333.5,0.4400603461383677,0.1333335,-0.9053116987308404,1.2779846374912365,1.0522423064965365,1.047234954325451,-2.5061355009657054,-2.1779917763027234,-2.099862491665304,-2.103285017694046
10.0,513.5,1421.5,725.0,1235.0,596.84021,1191.058716,594.0,1193.0,1658963862150000.0,0.2743125613510357,0.15,-0.9053116987308404,1.2781908112558116,1.0522423064965365,1.047234954325451,-2.5061355009657054,-2.1773319336564514,-2.099862491665304,-2.103285017694046
11.0,513.6825562,1421.317505,724.875,1235.217651,596.84021,1191.058716,594.0,1193.0,1658963862166666.8,0.37856272158855087,0.16666675,-0.9056335492927408,1.277970433529733,1.0522423064965365,1.047234954325451,-2.5058137583007394,-2.177715657116121,-2.099862491665304,-2.103285017694046
12.0,513.6825562,1421.317505,724.9956665,1235.380981,596.9107056,1190.820068,594.0,1193.0,1658963862183333.5,0.4275517036997586,0.1833335,-0.9056335492927408,1.2781831712008038,1.0523665917767488,1.047234954325451,-2.5058137583007394,-2.178003611468125,-2.099441750036718,-2.103285017694046
13.0,513.6825562,1421.317505,725.105835,1234.894165,596.9107056,1190.820068,594.0,1193.0,1658963862200000.0,0.21791826017613564,0.2,-0.9056335492927408,1.2783774006689277,1.0523665917767488,1.047234954325451,-2.5058137583007394,-2.177145344243335,-2.099441750036718,-2.103285017694046
14.0,513.6825562,1421.317505,725.105835,1234.894165,596.9107056,1190.820068,594.0,1193.0,1658963862216666.8,0.21791826017613564,0.21666675,-0.9056335492927408,1.2783774006689277,1.0523665917767488,1.047234954325451,-2.5058137583007394,-2.177145344243335,-2.099441750036718,-2.103285017694046
15.0,513.6825562,1421.317505,725.105835,1234.894165,596.9107056,1190.820068,594.0,1193.0,1658963862233333.2,0.21791826017613564,0.23333325,-0.9056335492927408,1.2783774006689277,1.0523665917767488,1.047234954325451,-2.5058137583007394,-2.177145344243335,-2.099441750036718,-2.103285017694046
16.0,513.6825562,1421.317505,725.105835,1234.894165,596.9107056,1190.820068,594.0,1193.0,1658963862250000.0,0.21791826017613564,0.25,-0.9056335492927408,1.2783774006689277,1.0523665917767488,1.047234954325451,-2.5058137583007394,-2.177145344243335,-2.099441750036718,-2.103285017694046
17.0,513.5803833,1421.098267,724.9754639,1234.558838,596.916687,1190.901489,594.0,1193.0,1658963862266666.8,0.10143899245121593,0.26666675,-0.90545341624179,1.278147553576413,1.0523771371153952,1.047234954325451,-2.5054272369254598,-2.1765541554293133,-2.0995852970353988,-2.103285017694046
18.0,513.5803833,1421.098267,725.2240601,1234.699463,596.8540649,1190.891846,594.0,1193.0,1658963862283333.2,0.12371381686632582,0.28333325,-0.90545341624179,1.2785858340985552,1.052266732987393,1.047234954325451,-2.5054272369254598,-2.1768020803711514,-2.099568296216098,-2.103285017694046
19.0,513.5803833,1421.098267,725.2240601,1234.699463,596.8947754,1190.868164,594.0,1193.0,1658963862300000.0,0.1238006530939863,0.3,-0.90545341624179,1.2785858340985552,1.052338506486733,1.047234954325451,-2.5054272369254598,-2.1768020803711514,-2.099526544333626,-2.103285017694046
20.0,513.7290039,1420.745239,725.2240601,1234.699463,596.9580078,1190.877808,594.0,1193.0,1658963862316666.5,0.1238766408366071,0.3166665,-0.9057154376008012,1.2785858340985552,1.052449986586945,1.047234954325451,-2.504804840862403,-2.1768020803711514,-2.099543546915948,-2.103285017694046
21.0,513.5,1420.5,725.2240601,1234.699463,596.9580078,1190.877808,594.0,1193.0,1658963862333333.2,0.1238766408366071,0.33333325,-0.9053116987308404,1.2785858340985552,1.052449986586945,1.047234954325451,-2.5043724791570763,-2.1768020803711514,-2.099543546915948,-2.103285017694046
22.0,513.2709961,1420.254761,725.2240601,1234.699463,596.9580078,1190.877808,594.0,1193.0,1658963862350000.0,0.1238766408366071,0.35,-0.9049079598608796,1.2785858340985552,1.052449986586945,1.047234954325451,-2.50394011745175,-2.1768020803711514,-2.099543546915948,-2.103285017694046
23.0,513.2709961,1420.254761,725.2240601,1234.699463,596.9580078,1190.877808,594.0,1193.0,1658963862366666.5,0.1238766408366071,0.3666665,-0.9049079598608796,1.2785858340985552,1.052449986586945,1.047234954325451,-2.50394011745175,-2.1768020803711514,-2.099543546915948,-2.103285017694046
24.0,513.2709961,1420.254761,725.2240601,1234.699463,596.9423218,1190.92688,594.0,1193.0,1658963862383333.5,0.12379234515309508,0.3833335,-0.9049079598608796,1.2785858340985552,1.0524223318268549,1.047234954325451,-2.50394011745175,-2.1768020803711514,-2.099630061922141,-2.103285017694046
25.0,513.1353149,1420.135254,725.2240601,1234.699463,596.9423218,1190.92688,594.0,1193.0,1658963862400000.0,0.12379234515309508,0.4,-0.9046687509462584,1.2785858340985552,1.0524223318268549,1.047234954325451,-2.5037294240044665,-2.1768020803711514,-2.099630061922141,-2.103285017694046
26.0,513.1353149,1420.135254,725.1643066,1235.12207,596.9423218,1190.92688,594.0,1193.0,1658963862416666.8,0.3009124699404635,0.41666675,-0.9046687509462584,1.2784804873749134,1.0524223318268549,1.047234954325451,-2.5037294240044665,-2.1775471457286306,-2.099630061922141,-2.103285017694046
27.0,513.0,1419.907837,725.1442871,1235.333374,596.9423218,1190.92688,594.0,1193.0,1658963862433333.5,0.38803085458601033,0.4333335,-0.904430187826526,1.2784451925598157,1.0524223318268549,1.047234954325451,-2.5033284828738136,-2.1779196792888813,-2.099630061922141,-2.103285017694046
28.0,513.1353149,1420.135254,725.046875,1235.453125,596.9423218,1190.92688,596.5007324,1189.983398,1658963862450000.0,0.449304613311294,0.45,-0.9046687509462584,1.278273452903091,1.0524223318268549,1.0516438000841954,-2.5037294240044665,-2.1781308029134863,-2.099630061922141,-2.097966682580093
29.0,512.8494873,1420.103882,724.8725586,1235.397095,596.9423218,1190.92688,596.5859375,1190.02478,1658963862466666.8,0.451126111055084,0.46666675,-0.9041648306539504,1.2779661292882896,1.0524223318268549,1.051794018533702,-2.5036741144842862,-2.178032020801549,-2.099630061922141,-2.0980396399485777
30.0,512.8494873,1420.103882,725.0,1235.5,596.9423218,1190.92688,596.9542236,1189.532837,1658963862483333.2,0.47451697531006753,0.48333325,-0.9041648306539504,1.2781908112558116,1.0524223318268549,1.0524433149598167,-2.5036741144842862,-2.178213444560766,-2.099630061922141,-2.0971723337109758
