Frame #,Hand Pink X,Hand Pink Y,Body Pink X,Body Pink Y,Shoulder X,Shoulder Y,Elbow X,Elbow Y,Timestamp (microseconds),angles,Seconds,Hand Pink X meters,Body Pink X meters,Shoulder X meters,Elbow X meters,Hand Pink Y meters,Body Pink Y meters,Shoulder Y meters,Elbow Y meters
23.0,575.7266846,1445.569946,718.3632813,1242.966309,664.8566284,995.5734253,615.5,1211.5,1658964269366666.5,0.30647346896112754,0.3666665,0.5910430893073957,-0.7374743335364756,0.6825442108333972,0.631874518238549,-1.484027316342608,-1.2760336924226197,-1.0220592664216728,-1.2437302661998408
24.0,576.0,1445.5,718.4299927,1242.56665,664.5168457,995.2996216,615.7321777,1211.672363,1658964269383333.5,0.274421160233912,0.3833335,0.5913236758820539,-0.7375428197001409,0.6821953886890133,0.6321128727021286,-1.4839555095269252,-1.2756234010528638,-1.0217781785564746,-1.2439072146768304
25.0,576.2130737,1445.343628,718.4299927,1242.56665,664.9022827,995.6003418,615.8790283,1211.643066,1658964269400000.0,0.2523661819040416,0.4,0.5915424181103834,-0.7375428197001409,0.6825910797023136,0.6322636300573324,-1.483794977468167,-1.2756234010528638,-1.0220868989975789,-1.2438771382710454
26.0,576.3795166,1445.310181,718.4299927,1242.56665,664.9498901,995.5734253,616.0,1212.0,1658964269416666.8,0.23276096396959803,0.41666675,0.5917132889913773,-0.7375428197001409,0.6826399536307287,0.63238782004053,-1.4837606406574249,-1.2756234010528638,-1.0220592664216728,-1.2442435680018218
27.0,576.4905396,1445.424561,718.4299927,1242.56665,665.0968018,995.4354858,616.0,1212.0,1658964269433333.5,0.21635457063945515,0.4333335,0.5918272656033,-0.7375428197001409,0.682790773711413,0.63238782004053,-1.483878063577646,-1.2756234010528638,-1.021917657233844,-1.2442435680018218
28.0,576.3795166,1445.310181,718.059021,1242.817139,664.9615479,995.8516235,616.0,1211.695923,1658964269450000.0,0.23292525422210883,0.45,0.5917132889913773,-0.7371619788159531,0.6826519215702231,0.63238782004053,-1.4837606406574249,-1.2758805539630167,-1.0223448656964085,-1.2439314014577398
29.0,576.5384521,1445.634644,718.0,1242.416626,664.8637085,996.1031494,616.1177979,1212.303223,1658964269466666.8,0.20569509509738837,0.46666675,0.5918764527484748,-0.7371013876446436,0.6825514792895736,0.6325087517892091,-1.4840937355425772,-1.2754693858737831,-1.0226030830918382,-1.2445548578264258
30.0,576.5360718,1445.261108,718.0169678,1242.333374,664.8637085,996.1031494,616.1177979,1212.303223,1658964269483333.2,0.21500141040177081,0.48333325,0.5918740091239162,-0.7371188068492749,0.6825514792895736,0.6325087517892091,-1.4837102621387677,-1.275383919070546,-1.0226030830918382,-1.2445548578264258
31.0,576.7415161,1444.938721,717.6733398,1242.0,664.9022827,995.6003418,616.4367065,1211.586548,1658964269500000.0,0.1972959363486368,0.5,0.5920849189827098,-0.7367660371060527,0.6825910797023136,0.6328361445073035,-1.4833792984826972,-1.2750416761206789,-1.0220868989975789,-1.2438191166885566
32.0,576.8222046,1445.155518,717.5482788,1241.788208,664.9408569,995.9731445,616.5,1211.5,1658964269516666.8,0.18236725673872173,0.51666675,0.5921677540876079,-0.7366376490327377,0.6826306801150535,0.6329011218425109,-1.4836018630642254,-1.2748242496901885,-1.0224696195929657,-1.2437302661998408
33.0,576.4905396,1445.424561,717.6063232,1241.745972,664.8406372,996.0054932,616.5,1211.5,1658964269533333.2,0.21658576180113076,0.53333325,0.5918272656033,-0.7366972376229675,0.6825277942098454,0.6329011218425109,-1.483878063577646,-1.2747808900603714,-1.022502828884969,-1.2437302661998408
34.0,576.4905396,1445.424561,717.5499878,1241.546631,664.8637085,996.1031494,616.5,1211.5,1658964269550000.0,0.21664513756320572,0.55,0.5918272656033,-0.7366394034982968,0.6825514792895736,0.6329011218425109,-1.483878063577646,-1.274576245871354,-1.0226030830918382,-1.2437302661998408
35.0,576.4905396,1445.424561,717.444458,1241.620117,664.2844238,995.9782715,616.5,1211.5,1658964269566666.5,0.2164069376380393,0.5666665,0.5918272656033,-0.7365310662252915,0.6819567835288336,0.6329011218425109,-1.483878063577646,-1.274651686863795,-1.0224748829896428,-1.2437302661998408
36.0,576.7662964,1445.209595,717.444458,1241.620117,664.5483398,996.0749512,616.5,1211.5,1658964269583333.2,0.18783231007049891,0.58333325,0.592110358527997,-0.7365310662252915,0.6822277206455768,0.6329011218425109,-1.4836573787073168,-1.274651686863795,-1.0225741347180928,-1.2437302661998408
37.0,576.9299927,1444.97998,717.5,1241.5,664.1704102,996.0393066,616.5,1211.5,1658964269600000.0,0.17303591773199298,0.6,0.5922784097395322,-0.7365880858426627,0.6818397367561729,0.6329011218425109,-1.483421655120793,-1.274528374318698,-1.0225375418432712,-1.2437302661998408
38.0,576.8381958,1445.074463,717.5,1241.5,664.118103,995.9675903,616.5,1211.5,1658964269616666.5,0.1820081632522488,0.6166665,0.5921841707111597,-0.7365880858426627,0.6817860379961398,0.6329011218425109,-1.483518651709106,-1.274528374318698,-1.0224639176312282,-1.2437302661998408
39.0,576.7662964,1445.209595,717.1589355,1241.453491,663.8719482,996.3521729,616.5,1211.5,1658964269633333.5,0.18771184710662175,0.6333335,0.592110358527997,-0.7362379477977792,0.6815333345913273,0.6329011218425109,-1.4836573787073168,-1.2744806280116812,-1.022858731514409,-1.2437302661998408
40.0,576.6437988,1445.382324,716.7710571,1241.296265,663.8719482,996.3521729,616.5,1211.5,1658964269650000.0,0.19865284954654602,0.65,0.5919846020503603,-0.7358397504344403,0.6815333345913273,0.6329011218425109,-1.483834702921225,-1.2743192192334447,-1.022858731514409,-1.2437302661998408
41.0,576.7662964,1445.209595,716.7710571,1241.296265,663.8719482,996.3521729,616.5,1211.942871,1658964269666666.8,0.18771184710662175,0.66666675,0.592110358527997,-0.7358397504344403,0.6815333345913273,0.6329011218425109,-1.4836573787073168,-1.2743192192334447,-1.022858731514409,-1.2441849191645311
42.0,576.9807739,1445.083374,716.7710571,1241.296265,663.8719482,996.3521729,616.5,1211.942871,1658964269683333.5,0.1643326047737435,0.6833335,0.5923305419024657,-0.7358397504344403,0.6815333345913273,0.6329011218425109,-1.4835277997738212,-1.2743192192334447,-1.022858731514409,-1.2441849191645311
43.0,577.0918579,1445.091797,716.7710571,1241.296265,663.5968018,996.37323,616.5,1211.942871,1658964269700000.0,0.15034719012985803,0.7,0.5924445811372082,-0.7358397504344403,0.6812508683054701,0.6329011218425109,-1.4835364468559773,-1.2743192192334447,-1.0228803488091585,-1.2441849191645311
44.0,577.387207,1445.225586,716.6175537,1241.329834,663.5968018,996.37323,616.4436646,1211.971802,1658964269716666.8,0.11081735093232595,0.71666675,0.5927477875876951,-0.7356821632907798,0.6812508683054701,0.6328432877178403,-1.4836737951255476,-1.274353681289826,-1.0228803488091585,-1.2442146198333974
45.0,577.3795166,1445.310181,716.5,1241.5,663.5316772,996.2781372,616.5,1212.146362,1658964269733333.2,0.10970607147940696,0.73333325,0.5927398925953392,-0.7355614822387008,0.6811840111564036,0.6329011218425109,-1.4837606406574249,-1.274528374318698,-1.0227827261979674,-1.2443938237585048
46.0,578.0,1445.5,716.5,1241.5,663.1091919,996.2416992,616.5563354,1211.971802,1658964269750000.0,-0.02868672911623534,0.75,0.5933768830899777,-0.7355614822387008,0.6807502862248027,0.6329589559671814,-1.4839555095269252,-1.274528374318698,-1.0227453188158464,-1.2442146198333974
47.0,578.3795166,1445.310181,716.5,1241.5,663.1091919,996.2416992,616.8369141,1212.148682,1658964269766666.8,-0.013634259625344966,0.76666675,0.5937664961993011,-0.7355614822387008,0.6807502862248027,0.6332469990717964,-1.4837606406574249,-1.274528374318698,-1.0227453188158464,-1.2443962054788662
48.0,578.7266846,1445.569946,716.5,1241.5,662.8719482,996.3521729,617.4436646,1211.971802,1658964269783333.2,-0.06254489491907143,0.78333325,0.5941229001192814,-0.7355614822387008,0.6805067309873654,0.6338698913218022,-1.484027316342608,-1.274528374318698,-1.022858731514409,-1.2442146198333974
49.0,578.7266846,1445.569946,716.5,1241.5,662.8719482,996.3521729,617.5,1212.146362,1658964269800000.0,-0.06254489491907143,0.8,0.5941229001192814,-0.7355614822387008,0.6805067309873654,0.6339277254464728,-1.484027316342608,-1.274528374318698,-1.022858731514409,-1.2443938237585048
50.0,579.4326782,1445.394287,716.3533936,1241.269043,662.8590698,996.293335,617.5,1212.146362,1658964269816666.5,-0.14553476312156463,0.8166665,0.5948476756934155,-0.7354109755800969,0.6804935099755122,0.6339277254464728,-1.4838469841801398,-1.2742912730301377,-1.0227983283142197,-1.2443938237585048
51.0,579.6470337,1445.598022,716.2756958,1241.250977,662.8590698,996.293335,617.4436646,1211.971802,1658964269833333.2,-0.17662614521436842,0.83333325,0.5950677338222444,-0.735331210738597,0.6804935099755122,0.6338698913218022,-1.4840561392653928,-1.2742727264094285,-1.0227983283142197,-1.2442146198333974
52.0,579.6975708,1445.604858,716.1589355,1241.453491,662.9277954,996.416687,617.3763428,1212.331177,1658964269850000.0,-0.18301055341530892,0.85,0.5951196153912383,-0.7352113441938173,0.6805640639241566,0.633800778519297,-1.4840631571276297,-1.2744806280116812,-1.0229249619219758,-1.2445835555035711
53.0,580.0232544,1445.317871,715.7710571,1241.296265,662.9277954,996.416687,617.3763428,1212.331177,1658964269866666.5,-0.21664138775935357,0.8666665,0.5954539633487496,-0.7348131468304784,0.6805640639241566,0.633800778519297,-1.4837685352391392,-1.2743192192334447,-1.0229249619219758,-1.2445835555035711
54.0,580.0232544,1445.317871,716.1589355,1241.453491,662.9277954,996.416687,617.3763428,1212.331177,1658964269883333.5,-0.21664138775935357,0.8833335,0.5954539633487496,-0.7352113441938173,0.6805640639241566,0.633800778519297,-1.4837685352391392,-1.2744806280116812,-1.0229249619219758,-1.2445835555035711
55.0,579.9298096,1445.596436,716.2756958,1241.250977,662.9277954,996.416687,617.5,1212.5,1658964269900000.0,-0.21146098931169066,0.9,0.5953580325802981,-0.735331210738597,0.6805640639241566,0.6339277254464728,-1.484054511072077,-1.2742727264094285,-1.0229249619219758,-1.2447568698038027
56.0,579.9298096,1445.596436,716.3533936,1241.269043,662.9277954,996.416687,617.3763428,1212.331177,1658964269916666.8,-0.21146098931169066,0.91666675,0.5953580325802981,-0.7354109755800969,0.6805640639241566,0.633800778519297,-1.484054511072077,-1.2742912730301377,-1.0229249619219758,-1.2445835555035711
57.0,579.8619385,1445.66333,716.4185791,1241.37207,662.9277954,996.416687,617.5,1212.5,1658964269933333.5,-0.2046151912183478,0.9333335,0.5952883558644331,-0.7354778952493229,0.6805640639241566,0.6339277254464728,-1.4841231846935603,-1.274397040919643,-1.0229249619219758,-1.2447568698038027
58.0,580.130188,1445.58728,716.2348633,1241.465942,663.1280518,996.6478271,617.5,1212.5,1658964269950000.0,-0.2359402935480214,0.95,0.5955637417678941,-0.7352892919469383,0.6807696478661129,0.6339277254464728,-1.484045111489479,-1.2744934102531542,-1.0231622511816558,-1.2447568698038027
59.0,580.3366089,1445.460815,716.5,1241.5,663.0597534,996.8478394,617.7590332,1212.5,1658964269966666.8,-0.25867272218896575,0.96666675,0.5957756542077672,-0.7355614822387008,0.6806995324825281,0.6341936498631385,-1.483915282064704,-1.274528374318698,-1.0233675845296726,-1.2447568698038027
60.0,580.3366089,1445.460815,716.5,1241.5,663.3820801,996.762207,618.0133057,1212.393311,1658964269983333.2,-0.2584164564027173,0.98333325,0.5957756542077672,-0.7355614822387008,0.6810304342344013,0.634454686928027,-1.483915282064704,-1.274528374318698,-1.0232796739992167,-1.2446473424918998
61.0,580.7869263,1445.656372,716.555542,1241.379883,663.4375,996.9033813,618.0743408,1212.412109,1658964270000000.0,-0.31851371629524666,1.0,0.596237951673534,-0.735618501856072,0.6810873285034725,0.6345173457816551,-1.484116041585684,-1.274405061773601,-1.0234246040443833,-1.244666640586447
62.0,580.7869263,1445.656372,716.555542,1241.379883,663.4540405,997.2088013,618.2493896,1212.613037,1658964270016666.8,-0.3186808123287706,1.01666675,0.596237951673534,-0.735618501856072,0.6811043090403839,0.6346970515106043,-1.484116041585684,-1.274405061773601,-1.0237381493171054,-1.244872913995384
63.0,581.0700073,1446.02002,716.6941528,1241.302368,663.5689697,997.3927002,618.0,1213.205078,1658964270033333.2,-0.36197177411795584,1.03333325,0.5965285636483472,-0.7357608002029,0.6812222957713043,0.6344410272484537,-1.4844893639330574,-1.2743254845952396,-1.0239269405906102,-1.245480705419677
64.0,581.0700073,1446.02002,716.6941528,1241.302368,663.5625,997.4602051,618.0,1213.205078,1658964270050000.0,-0.3620224380566356,1.05,0.5965285636483472,-0.7357608002029,0.6812156539539678,0.6344410272484537,-1.4844893639330574,-1.2743254845952396,-1.0239962413642352,-1.245480705419677
65.0,580.6274414,1447.045776,717.0,1241.5,663.843689,997.6478271,618.0,1213.5,1658964270066666.5,-0.3307667552672571,1.0666665,0.5960742239004164,-0.7360747840406817,0.6815043235947622,0.6344410272484537,-1.485542408739443,-1.274528374318698,-1.0241888547856175,-1.2457834734077646
66.0,580.6604004,1446.877319,717.1589355,1241.453491,664.1381836,997.5734253,618.0,1213.5,1658964270083333.2,-0.3308321043464884,1.08333325,0.5961080597285994,-0.7362379477977792,0.6818066528124695,0.6344410272484537,-1.4853694701761304,-1.2744806280116812,-1.0241124736295966,-1.2457834734077646
67.0,580.4905396,1447.424561,717.1589355,1241.453491,664.1150513,997.6937256,618.0,1213.5,1658964270100000.0,-0.3225237927187207,1.1,0.5959336800191476,-0.7362379477977792,0.6817829051099216,0.6344410272484537,-1.48593127078557,-1.2744806280116812,-1.0242359743511342,-1.2457834734077646
68.0,580.4905396,1447.424561,717.3824463,1241.670166,664.1150513,997.6937256,618.0,1213.5,1658964270116666.5,-0.3225237927187207,1.1166665,0.5959336800191476,-0.7364674047905836,0.6817829051099216,0.6344410272484537,-1.48593127078557,-1.2747030673475697,-1.0242359743511342,-1.2457834734077646
69.0,580.4905396,1447.424561,717.2289429,1241.703735,664.2890015,997.5,617.6234131,1213.376587,1658964270133333.5,-0.3223585617238005,1.1333335,0.5959336800191476,-0.7363098176469233,0.6819614830121515,0.6340544217797088,-1.48593127078557,-1.2747375294039511,-1.0240370949519946,-1.245656777177189
70.0,580.4905396,1447.424561,717.1568604,1241.807129,664.2890015,997.5,617.5,1213.5,1658964270150000.0,-0.3223585617238005,1.15,0.5959336800191476,-0.7362358174926407,0.6819614830121515,0.6339277254464728,-1.48593127078557,-1.274843674056979,-1.0240370949519946,-1.2457834734077646
71.0,580.2963257,1447.316528,717.1568604,1241.807129,664.2890015,997.5,617.5,1213.5,1658964270166666.8,-0.29597500896042117,1.16666675,0.5957342993294681,-0.7362358174926407,0.6819614830121515,0.6339277254464728,-1.485820363718423,-1.274843674056979,-1.0240370949519946,-1.2457834734077646
72.0,580.2963257,1447.316528,717.1568604,1241.807129,664.4942627,997.6934814,617.5,1213.5,1658964270183333.5,-0.2960538409711683,1.1833335,0.5957342993294681,-0.7362358174926407,0.6821722048998251,0.6339277254464728,-1.485820363718423,-1.274843674056979,-1.024235723654534,-1.2457834734077646
73.0,580.2963257,1447.316528,717.1568604,1241.807129,664.4942627,997.6934814,617.5,1213.5,1658964270200000.0,-0.2960538409711683,1.2,0.5957342993294681,-0.7362358174926407,0.6821722048998251,0.6339277254464728,-1.485820363718423,-1.274843674056979,-1.024235723654534,-1.2457834734077646
74.0,580.2130737,1447.343628,717.1568604,1241.807129,664.4942627,997.6934814,617.5,1213.5,1658964270216666.8,-0.28643006678161304,1.21666675,0.595648832526231,-0.7362358174926407,0.6821722048998251,0.6339277254464728,-1.4858481846760905,-1.274843674056979,-1.024235723654534,-1.2457834734077646
75.0,580.0,1447.5,717.1320801,1241.981079,664.2765503,997.6849976,617.5,1213.5,1658964270233333.2,-0.2638409510910703,1.23333325,0.5954300902979015,-0.7362103779473534,0.6819487005653578,0.6339277254464728,-1.486008716734849,-1.2750222517538885,-1.0242270141548788,-1.2457834734077646
76.0,580.0,1447.5,717.1568604,1241.807129,664.1150513,997.6937256,617.3765869,1213.623413,1658964270250000.0,-0.26386591378290486,1.25,0.5954300902979015,-0.7362358174926407,0.6817829051099216,0.6338010291132367,-1.486008716734849,-1.274843674056979,-1.0242359743511342,-1.2459101696383406
77.0,580.0,1447.5,717.1386719,1242.182861,664.1150513,997.6937256,617.3765869,1213.623413,1658964270266666.8,-0.26386591378290486,1.26666675,0.5954300902979015,-0.73621714511299,0.6817829051099216,0.6338010291132367,-1.486008716734849,-1.275229401882303,-1.0242359743511342,-1.2459101696383406
78.0,580.1438599,1447.596436,717.1386719,1242.182861,664.1381836,997.5734253,617.3765869,1213.623413,1658964270283333.2,-0.28371204175935155,1.28333325,0.5955777773897072,-0.73621714511299,0.6818066528124695,0.6338010291132367,-1.4861077182800009,-1.275229401882303,-1.0241124736295966,-1.2459101696383406
79.0,580.0932007,1447.978516,717.1386719,1242.182861,664.1150513,997.6937256,617.0881958,1213.828003,1658964270300000.0,-0.28632754049271003,1.3,0.5955257704724133,-0.73621714511299,0.6817829051099216,0.6335049657706261,-1.4864999629850024,-1.275229401882303,-1.0242359743511342,-1.2461202024696751
80.0,580.0932007,1447.978516,717.1386719,1242.182861,664.1150513,997.6937256,616.6815796,1213.462646,1658964270316666.5,-0.28632754049271003,1.3166665,0.5955257704724133,-0.73621714511299,0.6817829051099216,0.6330875321142768,-1.4864999629850024,-1.275229401882303,-1.0242359743511342,-1.2457451256567422
81.0,580.164917,1448.164917,717.0775757,1242.287354,664.1150513,997.6937256,616.6398926,1213.834595,1658964270333333.2,-0.29941791803572976,1.33333325,0.5955993946844561,-0.7361544235338816,0.6817829051099216,0.6330447360898386,-1.486691322923385,-1.2753366747726915,-1.0242359743511342,-1.2461269698406323
82.0,580.164917,1448.164917,717.0,1242.5,664.1150513,997.6937256,616.5,1214.146362,1658964270350000.0,-0.29941791803572976,1.35,0.5955993946844561,-0.7360747840406817,0.6817829051099216,0.6329011218425109,-1.486691322923385,-1.2755549779226598,-1.0242359743511342,-1.2464470309664286
83.0,580.164917,1448.164917,717.0,1242.5,663.9511108,998.0325928,616.5,1214.146362,1658964270366666.5,-0.2996406339826843,1.3666665,0.5955993946844561,-0.7360747840406817,0.6816146032017864,0.6329011218425109,-1.486691322923385,-1.2755549779226598,-1.0245838566399186,-1.2464470309664286
84.0,580.164917,1448.164917,717.0,1242.5,663.9511108,998.0325928,616.3640747,1214.314453,1658964270383333.5,-0.2996406339826843,1.3833335,0.5955993946844561,-0.7360747840406817,0.6816146032017864,0.6327615804396612,-1.486691322923385,-1.2755549779226598,-1.0245838566399186,-1.2466195937928222
85.0,579.835083,1448.835083,717.0,1242.5,663.9285889,998.0933838,616.3640747,1214.314453,1658964270400000.0,-0.2744835295698962,1.4,0.595260785911347,-0.7360747840406817,0.6815914821380782,0.6327615804396612,-1.4873793177542374,-1.2755549779226598,-1.024646264899607,-1.2466195937928222
86.0,579.6740723,1448.977783,717.0,1242.5,663.9285889,998.0933838,616.2944336,1214.403931,1658964270416666.8,-0.257981635112996,1.41666675,0.5950954917464506,-0.7360747840406817,0.6815914821380782,0.6326900866354175,-1.4875258140885228,-1.2755549779226598,-1.024646264899607,-1.2467114522300975
87.0,579.6740723,1448.977783,717.0,1242.5,663.333313,998.2781372,616.383667,1214.616333,1658964270433333.5,-0.25792744338774387,1.4333335,0.5950954917464506,-0.7360747840406817,0.6809803697537865,0.6327816939654511,-1.4875258140885228,-1.2755549779226598,-1.0248359334058912,-1.2469295048887865
88.0,579.3795166,1449.310181,716.7278442,1242.847046,663.1091919,998.2416992,616.2051392,1215.0,1658964270450000.0,-0.22922404714001468,1.45,0.594793099803263,-0.7357953879155626,0.6807502862248027,0.6325984166825638,-1.4878670550732724,-1.2759112565970003,-1.0247985260237702,-1.2473233788137077
89.0,579.5360718,1449.261108,716.7816162,1242.905151,662.9277954,998.416687,615.9328613,1214.985107,1658964270466666.8,-0.24737292605407485,1.46666675,0.594953819935802,-0.7358505904445549,0.6805640639241566,0.6323188952091446,-1.4878166765546152,-1.2759709073994083,-1.0249781691298996,-1.2473080896062336
90.0,579.4578857,1449.296265,716.2404175,1243.032837,662.9277954,998.416687,615.6398926,1215.165405,1658964270483333.2,-0.2385653384106995,1.48333325,0.5948735538037623,-0.7352949939086754,0.6805640639241566,0.6320181324858766,-1.4878527688575196,-1.276101990307184,-1.0249781691298996,-1.2474931841828207
91.0,579.4578857,1449.296265,716.059021,1242.817139,662.9277954,998.416687,615.5,1215.057129,1658964270500000.0,-0.2385653384106995,1.5,0.5948735538037623,-0.7351087716080293,0.6805640639241566,0.631874518238549,-1.4878527688575196,-1.2758805539630167,-1.0249781691298996,-1.2473820276509984
92.0,579.4578857,1449.296265,716.0,1242.5,662.9277954,998.416687,615.4367065,1215.413452,1658964270516666.8,-0.2385653384106995,1.51666675,0.5948735538037623,-0.7350481804367198,0.6805640639241566,0.6318095409033416,-1.4878527688575196,-1.2755549779226598,-1.0249781691298996,-1.2477478301269729
