Frame #,Hand Pink X,Hand Pink Y,Body Pink X,Body Pink Y,Elbow Orange X,Elbow Orange Y,Shoulder Green X,Shoulder Green Y,Timestamp (microseconds),angles,Seconds,Hand Pink X meters,Body Pink X meters,Elbow Orange X meters,Shoulder Green X meters,Hand Pink Y meters,Body Pink Y meters,Elbow Orange Y meters,Shoulder Green Y meters
1.0,583.171875,1621.665161,894.4550781,1306.023926,731.7654419,1297.350586,808.628479,1011.795166,1658969846000000.0,0.0,0.0,0.4904241864117876,-0.752200890962179,0.615385423873656,0.680024159126289,-1.363755440393564,-1.098313805587553,-1.0910198740807004,-0.8508792045242745
2.0,583.0301514,1621.426758,894.84375,1305.579224,731.5,1297.5,808.9399414,1011.600586,1658969846016666.8,0.019000012320304835,0.01666675,0.4903050025412943,-0.7525277484608172,0.6151621978687204,0.6802860865282541,-1.3635549530204154,-1.097939829019246,-1.0911455252695348,-0.8507155705386814
3.0,582.9745483,1621.5,894.9629517,1305.841553,731.5,1297.5,808.9399414,1011.600586,1658969846033333.2,0.021351840773633828,0.03333325,0.4902582425615208,-0.7526279923155836,0.6151621978687204,0.6802860865282541,-1.3636165466085168,-1.098160437199977,-1.0911455252695348,-0.8507155705386814
4.0,582.739563,1621.629517,894.5535278,1306.139893,731.5,1297.5,809.0061035,1011.611633,1658969846050000.0,0.036792216910533054,0.05,0.4900606293371669,-0.7522836832162206,0.6151621978687204,0.6803417262040594,-1.3637254652173774,-1.0984113291891937,-1.0911455252695348,-0.8507248606231651
5.0,582.6939697,1621.45459,894.6561279,1306.0802,731.6234131,1297.376587,808.53125,1011.53125,1658969846066666.5,0.045920155472021995,0.0666665,0.4900222871982249,-0.7523699657904074,0.6152659833421883,0.679942393432049,-1.3635783586175323,-1.098361129767352,-1.0910417398801628,-0.8506572617401149
6.0,582.3288574,1620.662231,894.2195435,1306.023926,731.5,1297.5,808.3551025,1011.358704,1658969846083333.2,0.10033710606492537,0.08333325,0.4897152423794458,-0.7520028157985288,0.6151621978687204,0.6797942604405943,-1.3629120164385289,-1.098313805587553,-1.0911455252695348,-0.8505121574658928
7.0,582.0420532,1620.915894,894.4550781,1306.023926,731.5,1297.5,808.444458,1011.620056,1658969846100000.0,0.11630351823897027,0.1,0.4894740515359326,-0.752200890962179,0.6151621978687204,0.6798694048367279,-1.3631253368603988,-1.098313805587553,-1.0911455252695348,-0.8507319440287601
8.0,582.3288574,1620.662231,894.5614014,1306.046753,731.5,1297.5,808.5,1011.5,1658969846116666.5,0.10036603801629626,0.1166665,0.4897152423794458,-0.7522903045984233,0.6151621978687204,0.6799161134338488,-1.3629120164385289,-1.0983330021801585,-1.0911455252695348,-0.8506309817419148
9.0,581.6746216,1620.814331,894.6514893,1306.39209,730.7321777,1297.327637,808.53125,1011.53125,1658969846133333.5,0.1497558185552539,0.1333335,0.489165056278759,-0.7523660649136185,0.6145164900715356,0.679942393432049,-1.3630399264457684,-1.0986234167637885,-1.091000574890982,-0.8506572617401149
10.0,581.5565796,1620.788818,894.3411255,1305.988281,730.7321777,1297.327637,808.8790283,1011.643066,1658969846150000.0,0.16029782149607463,0.15,0.4890657876852377,-0.7521050613902461,0.6145164900715356,0.6802348610511864,-1.363018471034758,-1.0982838295704058,-1.091000574890982,-0.8507512945170347
