Timestamp (microseconds),Accel X (g),Accel Y (g),Accel Z (g),vel x (m/s),vel y (m/s),vel z (m/s),disp x (m),disp y (m),disp z (m)
1660606673129547,0.2775310902571144,-0.1143205920500496,0.9611352712291144,0,0,0,-0.0008231202759654358,0.001045245853433709,-0.5567982901996855
1660606673145550,0.2820477607385365,-0.1133440146486611,0.9627222095063708,-0.0003412934266446125,0.0005978576529641907,0.0002689940244270581,-0.0007122677193731118,0.0007901985989482156,-0.5565909100977707
1660606673161553,0.2848554207675287,-0.1162737468528268,0.9623559929808501,-0.0008414530987151914,0.0008306786337650309,0.000939485309377293,-0.0005958588775001705,0.0005544493038387128,-0.55638287634271
1660606673177556,0.2877851529716944,-0.1190814068818189,0.9630884260318915,-0.001471439427484273,0.000737384165817363,0.001957340345801354,-0.0004816557100398019,0.0003182718704911269,-0.5561764578353826
1660606673193559,0.2875410086213472,-0.1196917677576868,0.9640650034332801,-0.002195965411604775,0.0003688645135577403,0.003260048629263956,-0.000376331707044895,9.555984225214636e-05,-0.5559734088683664
1660606673209562,0.2857099259937437,-0.1217669947356375,0.9590600442511636,-0.002982843483516544,-0.0002018786815965048,0.004767721713302163,-0.0002851335190131022,-0.000117203656068339,-0.5557749445963787
1660606673225566,0.2927901121538108,-0.1264057373922332,0.9599145494773786,-0.003811655877492657,-0.0008707740658958868,0.006387061658640607,-0.000211389952255352,-0.0003206294250999107,-0.5555818601267768
1660606673241569,0.2932784008545051,-0.1251850156404974,0.9605249103532465,-0.004678917255090114,-0.001508643320494919,0.008035848370928753,-0.0001561138125681416,-0.0005226307744707205,-0.5553947621660131
1660606673257572,0.2894941634241244,-0.1240863660639353,0.9608911268787672,-0.005598458323670006,-0.001971569704722138,0.009660493022563164,-0.0001178847969660337,-0.000698537450883166,-0.5552143328504396
1660606673273575,0.2857099259937437,-0.1199359121080339,0.9605249103532465,-0.006596946243982079,-0.002117618846999076,0.01122673888518026,-9.29528059660299e-05,-0.0008970763576128509,-0.555041601492045
1660606673289578,0.2916914625772487,-0.1159075303273061,0.9650415808346686,-0.00770517374034123,-0.001841443840726584,0.01271015250824474,-7.562135680577199e-05,-0.001106420913982316,-0.5548780421433337
1660606673305581,0.2913252460517279,-0.1116350041962311,0.9679713130388343,-0.008947097988367441,-0.001106553769520751,0.01411028428942585,-5.911270475903569e-05,-0.001304163293264904,-0.5547255614473973
1660606673321584,0.281925688563363,-0.1065079728389411,0.9661402304112308,-0.01032942347590389,5.393005423792209e-05,0.01545665722526656,-3.674224693472363e-05,-0.001475047506881797,-0.5545863151629057
1660606673337587,0.2804608224612801,-0.1062638284885939,0.9687037460898758,-0.01183406204777609,0.001559846141506383,0.01677547725394934,-2.832581457352565e-06,-0.001621662342713,-0.5544623756948553
1660606673353591,0.2830243381399251,-0.1082169832913711,0.9685816739147022,-0.01341523277760176,0.003296674536291725,0.01805541720155085,4.688659907557842e-05,-0.00175413646130617,-0.5543553094745914
1660606673369594,0.2974288548104065,-0.1076066224155032,0.970901045243,-0.01500251589852226,0.005110556238164348,0.01926419627133645,0.0001150023557480011,-0.001872802774908729,-0.5542657513964502
1660606673385597,0.2946211947814144,-0.1084611276417182,0.9689478904402229,-0.01651024132823239,0.006817241859654231,0.02038869106153967,0.000201942880406397,-0.001972930169568073,-0.5541930865962337
1660606673401600,0.2896162355992979,-0.1109025711451896,0.9673609521629665,-0.01785211192831251,0.008243698928116439,0.02143492745906113,0.0003056914782112448,-0.002072177696973938,-0.554135335671868
1660606673417603,0.287907225146868,-0.1150530251010911,0.9645532921339743,-0.01895818174774813,0.00927125789180697,0.0224000029121788,0.0004221998181128298,-0.002185481525894953,-0.5540892680454284
1660606673433606,0.2815594720378423,-0.1189593347066453,0.9616235599298086,-0.01978994853079373,0.009844573319295341,0.02327539822770173,0.0005462610341668195,-0.002292975866004884,-0.5540507714437309
1660606673449585,0.2769207293812466,-0.1220111390859846,0.9597924773022051,-0.02034959194244039,0.009956442002914302,0.02407498850056125,0.0006722142993069271,-0.00237886682552462,-0.5540154498969927
1660606673465588,0.2791180285343708,-0.1211566338597696,0.9575951781490808,-0.02068136234948342,0.009639525291336427,0.02484078127991989,0.0007943518099725552,-0.002438676996049699,-0.5539792839658909
1660606673481591,0.2835126268406194,-0.1245746547646296,0.9583276112001222,-0.02086538520095439,0.008969705237772262,0.02562925592468227,0.000907323358575515,-0.00248379196413313,-0.5539392514588628
1660606673497594,0.2849774929427022,-0.1233539330128939,0.9608911268787672,-0.02100579021468389,0.008065201480708399,0.02650067663727327,0.001006655475024755,-0.002535041745823216,-0.5538938079595099
1660606673513597,0.2918135347524222,-0.1220111390859846,0.9607690547035936,-0.02121584977154795,0.007075666913611403,0.02750833403983169,0.001089274785664621,-0.002600057192954034,-0.553843146403416
1660606673529600,0.2927901121538108,-0.1259174486915389,0.9597924773022051,-0.02160249319498403,0.006166118355440239,0.02868900803776981,0.001153925834680329,-0.002673626274888532,-0.5537892165290571
1660606673545603,0.2913252460517279,-0.1256733043411917,0.9601586938277258,-0.02225161212925145,0.005499098228462031,0.03005903204419724,0.00120140808371959,-0.002753412224265945,-0.5537355123492573
1660606673561607,0.2918135347524222,-0.1267719539177539,0.9594262607766844,-0.02321483507873635,0.005214250691654304,0.03160783606592556,0.001234589626231639,-0.002835865262866459,-0.5536866283162967
1660606673577610,0.2920576791027694,-0.1172503242542153,0.9650415808346686,-0.02449837048321493,0.005401104435128818,0.03329342305223726,0.001258134989245012,-0.002921721716592552,-0.5536476251370809
