Frame #,Shoulder Pink X,Shoulder Pink Y,Hand Pink X,Hand Pink Y,Elbow Green X,Elbow Green Y,Timestamp (microseconds),angles,Seconds,Shoulder Pink X meters,Hand Pink X meters,Elbow Green X meters,Shoulder Pink Y meters,Hand Pink Y meters,Elbow Green Y meters
1.0,333.8292542,934.7479858,938.4013672,1126.139404,607.9301147,1108.29834,1660091340925000.0,150.74975989851407,0.0,0.2723469400471074,0.7655732314575024,0.4959658400753544,-0.7625927040393784,-0.9187350026613492,-0.9041797798147814
2.0,333.8292542,934.7479858,938.4013672,1126.139404,607.9301147,1108.29834,1660091340941666.5,150.74975989851407,0.0166665,0.2723469400471074,0.7655732314575024,0.4959658400753544,-0.7625927040393784,-0.9187350026613492,-0.9041797798147814
3.0,333.7083435,934.270813,938.6275024,1126.334351,607.9301147,1108.29834,1660091340958333.2,150.7216163564101,0.03333325,0.2722482978258231,0.765757718673593,0.4959658400753544,-0.7622034135553399,-0.918894045699829,-0.9041797798147814
4.0,333.7083435,934.270813,938.6275024,1126.334351,607.9301147,1108.29834,1660091340975000.0,150.7216163564101,0.05,0.2722482978258231,0.765757718673593,0.4959658400753544,-0.7622034135553399,-0.918894045699829,-0.9041797798147814
5.0,334.2564087,934.9423218,938.3519287,1125.544434,607.5,1107.5,1660091340991666.5,150.84871631490543,0.0666665,0.2726954242483532,0.765532898191241,0.4956149408628363,-0.7627512486075224,-0.9182496100335876,-0.9035284724371871
6.0,334.1699219,935.1699219,938.2002563,1125.468994,607.6398926,1107.834595,1660091341008333.2,150.7859872107678,0.08333325,0.272624865976308,0.7654091597425883,0.4957290690318506,-0.7629369309286778,-0.918188064039944,-0.9038014440933816
7.0,334.1520386,934.9707642,938.1756592,1125.430786,607.6398926,1107.834595,1660091341024999.8,150.7514783267651,0.09999975,0.2726102762961896,0.7653890927627334,0.4957290690318506,-0.7627744526871832,-0.918156892919515,-0.9038014440933816
8.0,334.0400085,934.6933594,938.2979126,1125.5,607.6398926,1107.834595,1660091341041666.5,150.7314101985358,0.1166665,0.2725188791087223,0.7654888303950153,0.4957290690318506,-0.7625481383438959,-0.918213359573864,-0.9038014440933816
9.0,334.0400085,934.6933594,938.2979126,1125.5,607.6398926,1107.834595,1660091341058333.5,150.7314101985358,0.1333335,0.2725188791087223,0.7654888303950153,0.4957290690318506,-0.7625481383438959,-0.918213359573864,-0.9038014440933816
10.0,334.1939392,934.8787842,938.227417,1125.441895,607.6398926,1107.834595,1660091341075000.0,150.73518930643448,0.15,0.2726444599396317,0.7654313181767023,0.4957290690318506,-0.762699412913915,-0.9181659559423596,-0.9038014440933816
11.0,334.1939392,934.8787842,938.227417,1125.441895,607.6398926,1107.834595,1660091341091666.8,150.73518930643448,0.16666675,0.2726444599396317,0.7654313181767023,0.4957290690318506,-0.762699412913915,-0.9181659559423596,-0.9038014440933816
12.0,334.1939392,934.8787842,938.227417,1125.441895,607.6398926,1107.834595,1660091341108333.2,150.73518930643448,0.18333325,0.2726444599396317,0.7654313181767023,0.4957290690318506,-0.762699412913915,-0.9181659559423596,-0.9038014440933816
13.0,334.1939392,934.8787842,938.227417,1125.441895,607.6398926,1107.834595,1660091341125000.0,150.73518930643448,0.2,0.2726444599396317,0.7654313181767023,0.4957290690318506,-0.762699412913915,-0.9181659559423596,-0.9038014440933816
14.0,334.0400085,934.6933594,938.6052856,1125.619751,607.6398926,1107.834595,1660091341141666.8,150.74924711325917,0.21666675,0.2725188791087223,0.7657395936068965,0.4957290690318506,-0.7625481383438959,-0.9183110556805028,-0.9038014440933816
15.0,334.1843872,934.9716187,938.7567749,1125.693848,607.6398926,1107.834595,1660091341158333.2,150.78859684311104,0.23333325,0.2726366671595246,0.7658631826776139,0.4957290690318506,-0.7627751498114088,-0.918371506018401,-0.9038014440933816
16.0,334.1843872,934.9716187,938.7567749,1125.693848,607.6398926,1107.834595,1660091341175000.0,150.78859684311104,0.25,0.2726366671595246,0.7658631826776139,0.4957290690318506,-0.7627751498114088,-0.918371506018401,-0.9038014440933816
17.0,333.8177185,935.109375,938.7567749,1125.693848,607.6398926,1107.834595,1660091341191666.5,150.8438781962323,0.2666665,0.272337528910855,0.7658631826776139,0.4957290690318506,-0.762887535129068,-0.918371506018401,-0.9038014440933816
18.0,333.8177185,935.109375,938.7020874,1125.650757,607.6398926,1107.834595,1660091341208333.2,150.83695117861086,0.28333325,0.272337528910855,0.7658185671350979,0.4957290690318506,-0.762887535129068,-0.918336351214423,-0.9038014440933816
19.0,333.8177185,935.109375,938.7077026,1125.684082,607.6398926,1107.834595,1660091341225000.0,150.84264969157755,0.3,0.272337528910855,0.7658231481672229,0.4957290690318506,-0.762887535129068,-0.9183635386513024,-0.9038014440933816
20.0,333.8177185,935.109375,938.7077026,1125.684082,607.6398926,1107.834595,1660091341241666.5,150.84264969157755,0.3166665,0.272337528910855,0.7658231481672229,0.4957290690318506,-0.762887535129068,-0.9183635386513024,-0.9038014440933816
