Frame #,Hand Pink X,Hand Pink Y,Body Pink X,Body Pink Y,Elbow Orange X,Elbow Orange Y,Shoulder Green X,Shoulder Green Y,Timestamp (microseconds),angles,Seconds,Hand Pink X meters,Body Pink X meters,Elbow Orange X meters,Shoulder Green X meters,Hand Pink Y meters,Body Pink Y meters,Elbow Orange Y meters,Shoulder Green Y meters,angular velocity
1.0,577.8516235,1528.873657,740.5449219,1280.966309,654.9921875,1305.130981,720.0514526,1041.23938,1659660089581670.0,0.0,0.0,0.5615724057050423,-0.7196823136104517,0.6365397681579468,0.6997661856841564,-1.4858022763356582,-1.2448789663601914,-1.268362871979284,-1.0119056168774905,
2.0,577.1809692,1528.666626,740.5,1280.931763,654.9024658,1305.035767,719.9909058,1041.215454,1659660089598336.8,0.0791626442002263,0.01666675,0.5609206450569261,-0.7196386572488082,0.6364525740948622,0.699707344606705,-1.48560107780649,-1.244845393589019,-1.2682703403451026,-1.0118823649200108,0.0791626442002263
3.0,576.8190308,1528.333374,740.5,1280.931763,654.8920288,1304.827637,719.9071655,1041.421387,1659660089615003.2,0.128987778086841,0.03333325,0.5605689031741673,-0.7196386572488082,0.6364424311256986,0.6996259634358075,-1.4852772141713717,-1.244845393589019,-1.268068073776928,-1.0120824963820003,0.049825133886614706
4.0,576.2796021,1528.544434,740.7080688,1281.163696,654.4963379,1304.953003,719.9071655,1041.421387,1659660089631670.0,0.1806629857871483,0.05,0.5600446712425678,-0.7198408643411071,0.6360578876173102,0.6996259634358075,-1.4854823281956775,-1.2450707925798248,-1.2681899079699122,-1.0120824963820003,0.051675207700307285
5.0,575.8190308,1528.333374,740.7080688,1281.163696,653.9490356,1304.662598,719.9071655,1041.421387,1659660089648336.8,0.2372450744162521,0.06666675,0.5595970751427711,-0.7198408643411071,0.6355260039005226,0.6996259634358075,-1.4852772141713717,-1.2450707925798248,-1.2679076842504544,-1.0120824963820003,0.0565820886291038
6.0,575.6523438,1527.973145,740.6506348,1281.231689,653.8966064,1304.754028,719.8345337,1041.360107,1659660089665003.2,0.2668063792352754,0.08333325,0.5594350840437019,-0.7197850483699519,0.635475051734299,0.6995553778165967,-1.4849271335314496,-1.245136870083163,-1.267996538487365,-1.0120229427602363,0.029561304819023304
7.0,575.2122803,1527.43689,740.7114868,1281.623779,653.8625488,1304.706665,719.9718018,1041.443604,1659660089681670.0,0.3317365623104796,0.1,0.5590074179988076,-0.7198441860493183,0.635441953603937,0.6996887788039933,-1.4844059858904732,-1.2455179141359936,-1.267950509796314,-1.0121040874853742,0.0649301830752042
8.0,574.9511108,1526.989136,740.8843994,1281.308228,653.463623,1304.582886,719.7592773,1041.423584,1659660089698336.5,0.3744739177370449,0.1166665,0.5587536061577619,-0.72001222736098,0.6350542663290498,0.6994822415375348,-1.4839708460021035,-1.2452112528288586,-1.267830217894416,-1.0120846314881853,0.042737355426565315
9.0,574.1809692,1526.666626,740.8843994,1281.308228,653.1380615,1304.337402,719.8242188,1041.44519,1659660089715003.5,0.4683840504832439,0.1333335,0.5580051609627378,-0.72001222736098,0.6347378765374064,0.6995453535076358,-1.483657421743698,-1.2452112528288586,-1.2675916496619568,-1.0121056288046315,0.09391013274619897
10.0,573.5968018,1526.373291,741.0949707,1281.29895,652.9215088,1304.215088,719.5,1041.240967,1659660089731670.2,0.5410076059736028,0.15000025,0.5574374507083899,-0.7202168664529275,0.6345274245532719,0.6992302685894901,-1.4833723505681085,-1.2452022362083832,-1.2674727814881244,-1.011907159168576,0.07262355549035887
11.0,573.2271729,1525.735596,740.8843994,1281.308228,652.4190063,1304.023682,719.210022,1041.479492,1659660089748336.8,0.6021632036230138,0.16666675,0.5570782349821558,-0.72001222736098,0.6340390785379253,0.6989484598406019,-1.4827526206916273,-1.2452112528288586,-1.267286767771947,-1.0121389644497647,0.06115559764941103
