Timestamp (microseconds),Accel X (g),Accel Y (g),Accel Z (g),vel x (m/s),vel y (m/s),vel z (m/s),disp x (m),disp y (m),disp z (m),vel x (m/s),vel y (m/s),vel z (m/s),disp x (m),disp y (m),disp z (m)
1658795683210601,-0.09381246662088971,-0.5277790493629357,0.8900892652780961,0,0,0,-1.164358909792754e-05,-0.001498977034468476,-0.6353185773540511,0,0,0,-1.165100650467939e-05,-0.001498961749931952,-0.6353185634197377
1658795683226600,-0.09466697184710471,-0.5209430075532158,0.8808117799649047,5.44230604580611e-05,-0.0001145436153572564,0.0001829858722804878,-2.487610797003695e-05,-0.001600900563081824,-0.6355252175704129,5.445662468481437e-05,-0.0001145616936833372,0.00018299022822396,-2.487962393120607e-05,-0.001600883892772263,-0.6355252106489947
1658795683242598,-0.09478904402227828,-0.5237506675822079,0.8836194399938968,0.0005685677724784707,-1.960913855461794e-05,0.0004731086172933365,-4.077076037594545e-05,-0.001676544380934966,-0.6357389260591882,0.0005686348843871166,-1.964523847794305e-05,0.000473117412091772,-4.077048433300413e-05,-0.00167652638951684,-0.6357389259451027
1658795683258597,-0.09137102311741829,-0.5191119249256122,0.8811779964904254,0.001468784462689672,0.0002565917669467379,0.0008421094227973719,-5.737120241390483e-05,-0.001761528585409855,-0.6359530045533456,0.00146888510314467,0.0002565377036545885,0.0008421227392181863,-5.736724256235639e-05,-0.001761509336442435,-0.6359530110434799
1658795683274595,-0.09332417792019543,-0.5104448004882887,0.8827649347676818,0.002651932142406171,0.0006816241289928455,0.001266709530719167,-7.293518852542617e-05,-0.001840760839693202,-0.6361621694347493,0.002652066289677552,0.0006815521620586709,0.001266727451379082,-7.29276518197545e-05,-0.001840740395638188,-0.636162182328431
1658795683290593,-0.093446250095369,-0.5149614709697108,0.8902113374532696,0.004005765853048822,0.001207638429299523,0.00171996688166995,-8.607569365940706e-05,-0.001906838668987652,-0.6363628584457276,0.004005933482808631,0.001207548619947127,0.001719989489028345,-8.606468581762129e-05,-0.001906817091216456,-0.6363628775447159
1658795683306592,-0.09381246662088971,-0.5202105745021743,0.8888685435263604,0.005427877079405485,0.001773955755045474,0.002168948157291925,-9.591781725905573e-05,-0.001964330329206163,-0.6365532233119314,0.005428078164724447,0.001773848165994189,0.002168975533644192,-9.590344276685957e-05,-0.001964307678007117,-0.6365532484204096
1658795683322590,-0.09246967269398043,-0.5185015640497443,0.8847180895704589,0.00683865076738556,0.002321291743428812,0.002582782568203462,-0.0001021621910620414,-0.00201056133966625,-0.6367328701100903,0.006838885278729886,0.002321166438891935,0.002582814795674382,-0.0001021445531766593,-0.00201053767425161,-0.6367329010346585
1658795683338588,-0.09576562142366685,-0.5271686884870679,0.8856946669718475,0.008186417936082574,0.002806078029419231,0.002942794628859863,-0.0001050234285253205,-0.00206222567852409,-0.6369024504385322,0.008186685841310878,0.002805935075102344,0.002942831789397,-0.0001050026292790024,-0.002062201057036988,-0.6369024869882005
1658795683354587,-0.09576562142366685,-0.5206988632028686,0.8749523155565724,0.009445916437871616,0.003206862850622286,0.003250222112054538,-0.0001050964683934587,-0.002104366846115677,-0.6370632325093416,0.009446217702232085,0.003206702313721464,0.003250264287421645,-0.0001050726085966908,-0.002104341325636839,-0.6370632744955241
1658795683370585,-0.08990615701533544,-0.5106889448386358,0.8856946669718475,0.01061292003223653,0.003513167381615506,0.003521692536617269,-0.0001032686024307331,-0.002129249762332356,-0.6372167178744095,0.01061325461836433,0.003512989330815355,0.003521739808387659,-0.0001032417816751773,-0.002129223398886792,-0.6372167651109184
1658795683386583,-0.09735255970092327,-0.522285801480125,0.8874036774242775,0.01169801399476904,0.003715600353536031,0.0037750498853925,-0.0001007024454739765,-0.002145216732098299,-0.6373643524055972,0.01169838186268394,0.003715404859007559,0.003775102334942399,-0.0001006727621351616,-0.002145189580661858,-0.6373644047086379
1658795683402582,-0.09454489967193114,-0.5249713893339436,0.8849622339208061,0.01272124953150899,0.003816632612331169,0.004024867780760521,-9.873813440124178e-05,-0.00215850470499984,-0.6375073351314391,0.01272165063861306,0.003816419745729516,0.004024925489262405,-9.870568564103325e-05,-0.002158476819505682,-0.6375073923196047
1658795683418580,-0.09100480659189758,-0.5209430075532158,0.8810559243152518,0.01370798403745373,0.003834156487465645,0.004284671971255239,-9.868717906563133e-05,-0.002169797678804145,-0.6376465007664648,0.01370841833852931,0.003833926321927711,0.004284735019671173,-9.865206083449853e-05,-0.002169769112149146,-0.6376465626607322
1658795683434579,-0.09381246662088971,-0.5224078736552986,0.8841077286945911,0.01468570205649659,0.003789264902022669,0.004565406448557069,-0.0001016890751091442,-0.002181806228324681,-0.6377822593569525,0.01468616950370438,0.003789017512164632,0.004565474917632042,-0.0001016513821482499,-0.002181777032375744,-0.6377823257806775
1658795683450577,-0.09015030136568258,-0.5176470588235293,0.8841077286945911,0.01568149842225381,0.003709028713200126,0.004876334048095808,-0.0001086307925454734,-0.002194054544382346,-0.6379145829526782,0.01568199896513112,0.003708764175114897,0.004876408018351113,-0.0001085906183886045,-0.00219402476998266,-0.637914653731592
1658795683466575,-0.09076066224155044,-0.5187457084000915,0.8816662851911197,0.0167196544481363,0.003636460559999444,0.005222225477003703,-0.0001199703174660478,-0.002200982209239619,-0.6380430310938257,0.01672018803359554,0.003636178951254022,0.005222305028730327,-0.000119927754441403,-0.002200951906214885,-0.6380431060560305
