Frame #,Hand Pink X,Hand Pink Y,Elbow Pink X,Elbow Pink Y,Head Pink X,Head Pink Y,Shoulder Green X,Shoulder Green Y,Timestamp (microseconds),angles,Seconds,Hand Pink X meters,Elbow Pink X meters,Head Pink X meters,Shoulder Green X meters,Hand Pink Y meters,Elbow Pink Y meters,Head Pink Y meters,Shoulder Green Y meters
1.0,879.0803223,1098.785889,650.9677124,1146.078857,255.8518524,1105.864868,413.391571,1129.656982,1658800691766670.0,0.0,0.0,1.1320404618958124,0.8382872089509361,0.32947461320713406,0.532347241892842,1.414967499276671,1.4758692758049747,1.4240834929505413,1.4547219170385353
2.0,878.829895,1098.770142,650.2376709,1145.985474,255.9746857,1105.942993,413.391571,1129.656982,1658800691783336.8,0.0039646374546878,0.01666675,1.131717972779435,0.8373470940423225,0.32963279245667565,0.532347241892842,1.4149472209918532,1.475749021339289,1.4241840988438164,1.4547219170385353
3.0,878.4199829,1099.042236,650.2547607,1145.729004,255.4988556,1106.11499,413.391571,1129.656982,1658800691800003.2,0.0260770518240887,0.03333325,1.1311901062452296,0.8373691015251372,0.32902003965977694,0.532347241892842,1.4152976115188907,1.4754187507031509,1.424405588915185,1.4547219170385353
4.0,878.4199829,1099.042236,650.2547607,1145.729004,255.4988556,1106.11499,413.0175476,1129.57019,1658800691816670.0,0.0260762938699379,0.05,1.1311901062452296,0.8373691015251372,0.32902003965977694,0.5318655912270779,1.4152976115188907,1.4754187507031509,1.424405588915185,1.4546101501689144
5.0,878.4199829,1099.042236,650.2547607,1145.729004,255.4988556,1106.11499,413.391571,1129.656982,1658800691833336.5,0.0260770518240887,0.0666665,1.1311901062452296,0.8373691015251372,0.32902003965977694,0.532347241892842,1.4152976115188907,1.4754187507031509,1.424405588915185,1.4547219170385353
6.0,878.4199829,1099.042236,650.2547607,1145.729004,255.4988556,1106.11499,413.391571,1129.656982,1658800691850003.2,0.0260770518240887,0.08333325,1.1311901062452296,0.8373691015251372,0.32902003965977694,0.532347241892842,1.4152976115188907,1.4754187507031509,1.424405588915185,1.4547219170385353
7.0,878.1966553,1098.803345,650.583313,1146.201904,255.4988556,1106.11499,413.391571,1129.656982,1658800691866670.0,0.0050470064915206,0.1,1.1309025149147849,0.8377921965347898,0.32902003965977694,0.532347241892842,1.4149899783355255,1.4760277302478526,1.424405588915185,1.4547219170385353
8.0,878.4199829,1099.042236,650.7927246,1146.058838,255.4988556,1106.11499,413.391571,1129.656982,1658800691883336.5,0.0260770518240887,0.1166665,1.1311901062452296,0.8380618674606162,0.32902003965977694,0.532347241892842,1.4152976115188907,1.475843496228943,1.424405588915185,1.4547219170385353
9.0,878.1342773,1098.868164,651.0540771,1146.570557,255.4988556,1106.11499,413.391571,1129.656982,1658800691900003.5,0.0024009692177738,0.1333335,1.1308221873063276,0.8383984255626602,0.32902003965977694,0.532347241892842,1.4150734493549968,1.4765024651518344,1.424405588915185,1.4547219170385353
10.0,878.1342773,1098.868164,651.0540771,1146.570557,255.4988556,1106.11499,413.0760803,1129.884033,1658800691916670.0,0.002347870541925,0.15,1.1308221873063276,0.8383984255626602,0.32902003965977694,0.5319409670295651,1.4150734493549968,1.4765024651518344,1.424405588915185,1.4550143031975629
11.0,878.1342773,1098.868164,651.0540771,1146.570557,255.4988556,1106.11499,413.391571,1129.656982,1658800691933336.8,0.0024009692177738,0.16666675,1.1308221873063276,0.8383984255626602,0.32902003965977694,0.532347241892842,1.4150734493549968,1.4765024651518344,1.424405588915185,1.4547219170385353
12.0,878.1342773,1098.868164,650.6505127,1146.344116,255.4988556,1106.11499,413.391571,1129.656982,1658800691950003.5,0.0024009692177738,0.1833335,1.1308221873063276,0.8378787333136227,0.32902003965977694,0.532347241892842,1.4150734493549968,1.4762108645236216,1.424405588915185,1.4547219170385353
13.0,878.1842651,1099.344116,650.4086914,1146.156494,255.4988556,1106.11499,413.391571,1129.656982,1658800691966670.0,0.0612264234459997,0.2,1.1308865593674073,0.8375673266205096,0.32902003965977694,0.532347241892842,1.415686359129283,1.4759692532735982,1.424405588915185,1.4547219170385353
14.0,878.1842651,1099.344116,650.5496216,1146.549561,255.4988556,1106.11499,413.391571,1129.656982,1658800691983336.8,0.0612264234459997,0.21666675,1.1308865593674073,0.8377488102513634,0.32902003965977694,0.532347241892842,1.415686359129283,1.4764754274387437,1.424405588915185,1.4547219170385353
15.0,878.1842651,1099.344116,650.5496216,1146.549561,255.4988556,1106.11499,413.1800842,1129.720337,1658800692000003.2,0.061186084377076,0.23333325,1.1308865593674073,0.8377488102513634,0.32902003965977694,0.5320748986169391,1.415686359129283,1.4764754274387437,1.424405588915185,1.4548035027840514
16.0,878.6856079,1099.364014,650.5496216,1146.549561,255.4988556,1106.11499,413.0,1129.412842,1658800692016670.0,0.0676517007411005,0.25,1.1315321662823652,0.8377488102513634,0.32902003965977694,0.5318429942098256,1.4157119828869071,1.4764754274387437,1.424405588915185,1.4544075244268975
17.0,879.3389282,1099.338989,650.6124268,1146.542603,255.4988556,1106.11499,413.0222168,1129.5,1658800692033336.8,0.0697553793199747,0.26666675,1.132373483048782,0.8378296879889419,0.32902003965977694,0.53187160401475,1.4156797568071735,1.4764664672364345,1.424405588915185,1.4545197626150075
18.0,879.0,1099.5,650.6124268,1146.542603,255.4988556,1106.11499,413.3015747,1130.05957,1658800692050003.2,0.0868123812037602,0.28333325,1.1319370264175224,0.8378296879889419,0.32902003965977694,0.5322313486684841,1.4158870995973445,1.4764664672364345,1.424405588915185,1.4552403519231671
19.0,879.0,1099.5,650.6124268,1146.542603,255.4988556,1106.11499,413.3518372,1130.402832,1658800692066670.0,0.0868058403507308,0.3,1.1319370264175224,0.8378296879889419,0.32902003965977694,0.5322960744759816,1.4158870995973445,1.4764664672364345,1.424405588915185,1.4556823894289261
20.0,879.0,1099.5,650.6990967,1146.838013,255.4988556,1106.11499,413.5,1130.17981,1658800692083336.5,0.0868432656589043,0.3166665,1.1319370264175224,0.8379412976236245,0.32902003965977694,0.5324868719267867,1.4158870995973445,1.4768468830691694,1.424405588915185,1.4553951916365422
21.0,879.0,1099.5,650.8491211,1147.031616,255.4988556,1106.11499,413.3518372,1130.402832,1658800692100003.2,0.0868058403507308,0.33333325,1.1319370264175224,0.8381344923599453,0.32902003965977694,0.5322960744759816,1.4158870995973445,1.477096196384443,1.424405588915185,1.4556823894289261
22.0,879.0,1099.5,650.8491211,1147.031616,255.4988556,1106.11499,413.3518372,1130.402832,1658800692116670.0,0.0868058403507308,0.35,1.1319370264175224,0.8381344923599453,0.32902003965977694,0.5322960744759816,1.4158870995973445,1.477096196384443,1.424405588915185,1.4556823894289261
23.0,879.1654663,1099.639893,650.8491211,1147.031616,255.4988556,1106.11499,413.194458,1130.0,1658800692133336.5,0.1052501716947705,0.3666665,1.1321501065444783,0.8381344923599453,0.32902003965977694,0.5320934085559953,1.4160672475682623,1.477096196384443,1.424405588915185,1.4551636403319685
24.0,879.3198242,1099.939209,650.8491211,1147.031616,255.4988556,1106.11499,413.3777771,1129.900024,1658800692150003.5,0.1431732763142341,0.3833335,1.1323488817689722,0.8381344923599453,0.32902003965977694,0.5323294787231619,1.4164526933737218,1.477096196384443,1.424405588915185,1.4550348956947068
25.0,879.3198242,1099.939209,651.0,1147.205078,255.4988556,1106.11499,413.194458,1130.0,1658800692166670.0,0.143118956874411,0.4,1.1323488817689722,0.8383287874832844,0.32902003965977694,0.5320934085559953,1.4164526933737218,1.477319573017522,1.424405588915185,1.4551636403319685
26.0,879.3198242,1099.939209,650.7098389,1147.419678,255.4988556,1106.11499,413.2814941,1129.803711,1658800692183336.8,0.1431413389832498,0.41666675,1.1323488817689722,0.8379551309500467,0.32902003965977694,0.5322054897667177,1.4164526933737218,1.4775959253336417,1.424405588915185,1.4549108681055993
27.0,879.3198242,1099.939209,650.7098389,1147.419678,255.4988556,1106.11499,413.2814941,1129.803711,1658800692200003.5,0.1431413389832498,0.4333335,1.1323488817689722,0.8379551309500467,0.32902003965977694,0.5322054897667177,1.4164526933737218,1.4775959253336417,1.424405588915185,1.4549108681055993
28.0,879.0999756,1100.359985,650.7098389,1147.419678,255.4988556,1106.11499,412.9767456,1130.081421,1658800692216670.0,0.1928235321074725,0.45,1.132065770539682,0.8379551309500467,0.32902003965977694,0.5318130482298631,1.416994549954186,1.4775959253336417,1.424405588915185,1.455268490667154
29.0,879.208313,1100.5,650.7098389,1147.419678,255.4988556,1106.11499,413.2814941,1129.803711,1658800692233336.8,0.210950663613758,0.46666675,1.132205282615229,0.8379551309500467,0.32902003965977694,0.5322054897667177,1.4171748550312666,1.4775959253336417,1.424405588915185,1.4549108681055993
30.0,879.208313,1100.5,650.7098389,1147.419678,255.4988556,1106.11499,413.2814941,1129.803711,1658800692250003.2,0.210950663613758,0.48333325,1.132205282615229,0.8379551309500467,0.32902003965977694,0.5322054897667177,1.4171748550312666,1.4775959253336417,1.424405588915185,1.4549108681055993
31.0,879.0401001,1100.208008,650.7098389,1147.419678,255.4988556,1106.11499,413.2814941,1129.803711,1658800692266670.0,0.1738776834506012,0.5,1.1319886655391982,0.8379551309500467,0.32902003965977694,0.5322054897667177,1.416798840746605,1.4775959253336417,1.424405588915185,1.4549108681055993
32.0,879.208313,1100.5,650.7098389,1147.419678,255.4444427,1106.086182,413.1646729,1129.542114,1658800692283336.8,0.2109043641615855,0.51666675,1.132205282615229,0.8379551309500467,0.3289499691521265,0.5320550526316203,1.4171748550312666,1.4775959253336417,1.4243684912566443,1.4545739951473518
33.0,879.208313,1100.5,650.7098389,1147.419678,255.4444427,1106.086182,413.194458,1130.0,1658800692300003.2,0.2109065099027664,0.53333325,1.132205282615229,0.8379551309500467,0.3289499691521265,0.5320934085559953,1.4171748550312666,1.4775959253336417,1.4243684912566443,1.4551636403319685
34.0,879.208313,1100.5,650.7098389,1147.419678,255.4444427,1106.086182,413.194458,1130.0,1658800692316670.0,0.2109065099027664,0.55,1.132205282615229,0.8379551309500467,0.3289499691521265,0.5320934085559953,1.4171748550312666,1.4775959253336417,1.4243684912566443,1.4551636403319685
35.0,879.208313,1100.5,650.7098389,1147.419678,255.4444427,1106.086182,413.0843811,1129.827026,1658800692333336.5,0.2108611844532916,0.5666665,1.132205282615229,0.8379551309500467,0.3289499691521265,0.531951656429871,1.4171748550312666,1.4775959253336417,1.4243684912566443,1.4549408921235412
36.0,879.0999756,1100.640015,650.7098389,1147.419678,255.4444427,1106.086182,413.0606079,1129.735962,1658800692350003.2,0.2271671865038012,0.58333325,1.132065770539682,0.8379551309500467,0.3289499691521265,0.5319210423623892,1.4173551601083472,1.4775959253336417,1.4243684912566443,1.4548236239627066
37.0,878.930481,1100.93042,650.7098389,1147.419678,255.4444427,1106.086182,413.0843811,1129.827026,1658800692366670.0,0.2614523923246761,0.6,1.1318475029475115,0.8379551309500467,0.3289499691521265,0.531951656429871,1.4177291307251352,1.4775959253336417,1.4243684912566443,1.4549408921235412
38.0,879.0999756,1100.640015,650.7098389,1147.419678,255.4444427,1106.086182,412.396637,1130.084351,1658800692383336.5,0.2268264110800988,0.6166665,1.132065770539682,0.8379551309500467,0.3289499691521265,0.5310660102279481,1.4173551601083472,1.4775959253336417,1.4243684912566443,1.4552722637905753
39.0,879.0999756,1100.640015,650.7098389,1147.419678,255.4444427,1106.086182,413.0843811,1129.827026,1658800692400003.5,0.2271734526188644,0.6333335,1.132065770539682,0.8379551309500467,0.3289499691521265,0.531951656429871,1.4173551601083472,1.4775959253336417,1.4243684912566443,1.4549408921235412
40.0,879.0999756,1100.640015,650.7098389,1147.419678,255.4444427,1106.086182,412.8177795,1130.115601,1658800692416670.0,0.2270278801277171,0.65,1.132065770539682,0.8379551309500467,0.3289499691521265,0.5316083387707786,1.4173551601083472,1.4775959253336417,1.4243684912566443,1.4553125061478853
41.0,879.5,1100.5,650.7098389,1147.419678,255.4444427,1106.086182,413.0843811,1129.827026,1658800692433336.8,0.2131067128065352,0.66666675,1.1325809041344834,0.8379551309500467,0.3289499691521265,0.531951656429871,1.4171748550312666,1.4775959253336417,1.4243684912566443,1.4549408921235412
42.0,879.5,1100.5,650.7098389,1147.419678,255.4444427,1106.086182,412.3616333,1130.06604,1658800692450003.5,0.2127866305355077,0.6833335,1.1325809041344834,0.8379551309500467,0.3289499691521265,0.5310209340230657,1.4171748550312666,1.4775959253336417,1.4243684912566443,1.4552486837008245
43.0,879.5,1100.5,650.7098389,1147.419678,255.4444427,1106.086182,412.6386108,1130.143799,1658800692466670.0,0.2129177812006525,0.7,1.1325809041344834,0.8379551309500467,0.3289499691521265,0.5313776133037649,1.4171748550312666,1.4775959253336417,1.4243684912566443,1.455348818275611
44.0,879.5,1100.5,650.7098389,1147.419678,255.4444427,1106.086182,412.6254272,1130.233643,1658800692483336.8,0.21291625704159,0.71666675,1.1325809041344834,0.8379551309500467,0.3289499691521265,0.5313606360512262,1.4171748550312666,1.4775959253336417,1.4243684912566443,1.4554645153748162
45.0,879.5,1100.5,650.7098389,1147.419678,255.4444427,1106.086182,412.5113525,1130.409058,1658800692500003.2,0.2128726521691548,0.73333325,1.1325809041344834,0.8379551309500467,0.3289499691521265,0.5312137357364282,1.4171748550312666,1.4775959253336417,1.4243684912566443,1.4556904069942578
46.0,879.5,1100.5,650.7098389,1147.419678,255.4444427,1106.086182,412.5113525,1130.409058,1658800692516670.0,0.2128726521691548,0.75,1.1325809041344834,0.8379551309500467,0.3289499691521265,0.5312137357364282,1.4171748550312666,1.4775959253336417,1.4243684912566443,1.4556904069942578
47.0,879.3441772,1100.184326,651.0,1147.205078,255.4444427,1106.086182,412.5113525,1130.409058,1658800692533336.8,0.1730692353707168,0.76666675,1.1323802424770544,0.8383287874832844,0.3289499691521265,0.5312137357364282,1.4167683441224188,1.477319573017522,1.4243684912566443,1.4556904069942578
48.0,879.3441772,1100.184326,651.0,1147.205078,255.4444427,1106.086182,412.7426147,1129.603394,1658800692550003.2,0.1731385780341388,0.78333325,1.1323802424770544,0.8383287874832844,0.3289499691521265,0.5315115448911389,1.4167683441224188,1.477319573017522,1.4243684912566443,1.4546529088003424
49.0,879.5,1099.842285,651.0,1147.205078,255.4444427,1106.086182,412.5,1130.5,1658800692566670.0,0.1325164903802839,0.8,1.1325809041344834,0.8383287874832844,0.3289499691521265,0.5311991164928646,1.4163278789660445,1.477319573017522,1.4243684912566443,1.4558075180489296
50.0,879.5,1099.842285,651.0,1147.205078,255.4444427,1106.086182,412.7172852,1130.147705,1658800692583336.5,0.1325537555964673,0.8166665,1.1325809041344834,0.8383287874832844,0.3289499691521265,0.5314789266898754,1.4163278789660445,1.477319573017522,1.4243684912566443,1.4553538482483361
51.0,879.5,1099.842285,651.0,1147.205078,255.4444427,1106.086182,412.7172852,1130.147705,1658800692600003.2,0.1325537555964673,0.83333325,1.1325809041344834,0.8383287874832844,0.3289499691521265,0.5314789266898754,1.4163278789660445,1.477319573017522,1.4243684912566443,1.4553538482483361
52.0,879.5,1099.842285,651.0,1147.205078,255.4444427,1106.086182,412.841095,1129.875977,1658800692616670.0,0.1325697544790496,0.85,1.1325809041344834,0.8383287874832844,0.3289499691521265,0.5316383634325983,1.4163278789660445,1.477319573017522,1.4243684912566443,1.455003929039787
53.0,879.5,1099.842285,651.0,1147.205078,255.4444427,1106.086182,412.841095,1129.875977,1658800692633336.5,0.1325697544790496,0.8666665,1.1325809041344834,0.8383287874832844,0.3289499691521265,0.5316383634325983,1.4163278789660445,1.477319573017522,1.4243684912566443,1.455003929039787
54.0,879.5,1099.842285,650.5,1147.240967,255.4444427,1106.086182,412.841095,1129.875977,1658800692650003.5,0.1325697544790496,0.8833335,1.1325809041344834,0.8376849097663235,0.3289499691521265,0.5316383634325983,1.4163278789660445,1.47736578927229,1.4243684912566443,1.455003929039787
55.0,879.5,1099.842285,650.5,1147.240967,255.4444427,1106.086182,412.841095,1129.875977,1658800692666670.0,0.1325697544790496,0.9,1.1325809041344834,0.8376849097663235,0.3289499691521265,0.5316383634325983,1.4163278789660445,1.47736578927229,1.4243684912566443,1.455003929039787
56.0,879.5,1099.842285,650.5,1147.240967,255.4444427,1106.086182,412.841095,1129.875977,1658800692683336.8,0.1325697544790496,0.91666675,1.1325809041344834,0.8376849097663235,0.3289499691521265,0.5316383634325983,1.4163278789660445,1.47736578927229,1.4243684912566443,1.455003929039787
57.0,879.5,1099.842285,650.5,1147.240967,255.4444427,1106.086182,412.841095,1129.875977,1658800692700003.5,0.1325697544790496,0.9333335,1.1325809041344834,0.8376849097663235,0.3289499691521265,0.5316383634325983,1.4163278789660445,1.47736578927229,1.4243684912566443,1.455003929039787
58.0,879.5,1099.842285,650.5,1147.240967,255.4444427,1106.086182,412.841095,1129.875977,1658800692716670.0,0.1325697544790496,0.95,1.1325809041344834,0.8376849097663235,0.3289499691521265,0.5316383634325983,1.4163278789660445,1.47736578927229,1.4243684912566443,1.455003929039787
59.0,879.5,1099.842285,650.1084595,1146.87561,255.4444427,1106.086182,412.841095,1129.875977,1658800692733336.8,0.1325697544790496,0.96666675,1.1325809041344834,0.8371807013598478,0.3289499691521265,0.5316383634325983,1.4163278789660445,1.4768952988102186,1.4243684912566443,1.455003929039787
60.0,879.5,1099.842285,650.1084595,1146.87561,255.4444427,1106.086182,412.841095,1129.875977,1658800692750003.2,0.1325697544790496,0.98333325,1.1325809041344834,0.8371807013598478,0.3289499691521265,0.5316383634325983,1.4163278789660445,1.4768952988102186,1.4243684912566443,1.455003929039787
61.0,879.5,1099.842285,650.1084595,1146.87561,255.4444427,1106.086182,412.8153076,1129.396362,1658800692766670.0,0.132527168241861,1.0,1.1325809041344834,0.8371807013598478,0.3289499691521265,0.5316051555681215,1.4163278789660445,1.4768952988102186,1.4243684912566443,1.4543863022173464
62.0,879.5,1099.842285,650.1084595,1146.87561,255.4444427,1106.086182,412.8153076,1129.396362,1658800692783336.8,0.132527168241861,1.01666675,1.1325809041344834,0.8371807013598478,0.3289499691521265,0.5316051555681215,1.4163278789660445,1.4768952988102186,1.4243684912566443,1.4543863022173464
63.0,879.5,1099.842285,650.1084595,1146.87561,255.4444427,1106.086182,412.8153076,1129.396362,1658800692800003.2,0.132527168241861,1.03333325,1.1325809041344834,0.8371807013598478,0.3289499691521265,0.5316051555681215,1.4163278789660445,1.4768952988102186,1.4243684912566443,1.4543863022173464
64.0,879.5,1099.842285,650.1084595,1146.87561,255.4444427,1106.086182,412.8201904,1129.5,1658800692816670.0,0.1325361952111773,1.05,1.1325809041344834,0.8371807013598478,0.3289499691521265,0.5316114434203543,1.4163278789660445,1.4768952988102186,1.4243684912566443,1.4545197626150075
65.0,879.5,1099.842285,650.1084595,1146.87561,255.5,1106.0,413.1646729,1129.542114,1658800692833336.5,0.1326388774144784,1.0666665,1.1325809041344834,0.8371807013598478,0.3290215133670955,0.5320550526316203,1.4163278789660445,1.4768952988102186,1.424257509917838,1.4545739951473518
66.0,879.5,1099.842285,650.1084595,1146.87561,255.5,1106.0,413.1646729,1129.542114,1658800692850003.2,0.1326388774144784,1.08333325,1.1325809041344834,0.8371807013598478,0.3290215133670955,0.5320550526316203,1.4163278789660445,1.4768952988102186,1.424257509917838,1.4545739951473518
67.0,879.5,1099.842285,650.1084595,1146.87561,255.5,1106.0,413.1646729,1129.542114,1658800692866670.0,0.1326388774144784,1.1,1.1325809041344834,0.8371807013598478,0.3290215133670955,0.5320550526316203,1.4163278789660445,1.4768952988102186,1.424257509917838,1.4545739951473518
68.0,879.6610718,1099.661011,650.036438,1146.893188,255.5,1106.0,413.1646729,1129.542114,1658800692883336.5,0.1117198144666566,1.1166665,1.132788325220185,0.8370879552818636,0.3290215133670955,0.5320550526316203,1.4160944423875157,1.476917934975236,1.424257509917838,1.4545739951473518
69.0,879.6610718,1099.661011,650.109436,1146.946533,255.5563354,1106.028198,413.1646729,1129.542114,1658800692900003.5,0.1117198144666566,1.1333335,1.132788325220185,0.837181958853029,0.32909405958456767,0.5320550526316203,1.4160944423875157,1.4769866302888586,1.4242938220455639,1.4545739951473518
70.0,879.6610718,1099.661011,650.1318359,1146.616943,255.5563354,1106.028198,413.1646729,1129.542114,1658800692916670.0,0.1117198144666566,1.15,1.132788325220185,0.8372108044459735,0.32909405958456767,0.5320550526316203,1.4160944423875157,1.476562198975392,1.4242938220455639,1.4545739951473518
71.0,879.5,1099.842285,650.1318359,1146.616943,255.5563354,1106.028198,413.1646729,1129.542114,1658800692933336.8,0.1326388774144784,1.16666675,1.1325809041344834,0.8372108044459735,0.32909405958456767,0.5320550526316203,1.4163278789660445,1.476562198975392,1.4242938220455639,1.4545739951473518
72.0,879.5,1099.842285,650.1318359,1146.616943,255.5563354,1106.028198,413.1800842,1129.720337,1658800692950003.5,0.1326564083710211,1.1833335,1.1325809041344834,0.8372108044459735,0.32909405958456767,0.5320748986169391,1.4163278789660445,1.476562198975392,1.4242938220455639,1.4548035027840514
73.0,879.5,1099.842285,650.1318359,1146.616943,255.5563354,1106.028198,413.1646729,1129.542114,1658800692966670.0,0.1326388774144784,1.2,1.1325809041344834,0.8372108044459735,0.32909405958456767,0.5320550526316203,1.4163278789660445,1.476562198975392,1.4242938220455639,1.4545739951473518
74.0,879.5,1099.842285,650.1318359,1146.616943,255.6854095,1105.729126,413.1646729,1129.542114,1658800692983336.8,0.1326388774144784,1.21666675,1.1325809041344834,0.8372108044459735,0.3292602754582213,0.5320550526316203,1.4163278789660445,1.476562198975392,1.4239086904524298,1.4545739951473518
75.0,879.5,1099.842285,650.1318359,1146.616943,255.6854095,1105.729126,413.0217285,1129.586914,1658800693000003.2,0.1326008216692649,1.23333325,1.1325809041344834,0.8372108044459735,0.3292602754582213,0.5318709752037716,1.4163278789660445,1.476562198975392,1.4239086904524298,1.4546316865907913
76.0,879.5,1099.842285,650.1318359,1146.616943,255.6854095,1105.729126,413.0,1129.916626,1658800693016670.0,0.1326186586279121,1.25,1.1325809041344834,0.8372108044459735,0.3292602754582213,0.5318429942098256,1.4163278789660445,1.476562198975392,1.4239086904524298,1.4550562750104206
77.0,879.5,1099.842285,650.1318359,1146.616943,255.6854095,1105.729126,413.0,1129.916626,1658800693033336.8,0.1326186586279121,1.26666675,1.1325809041344834,0.8372108044459735,0.3292602754582213,0.5318429942098256,1.4163278789660445,1.476562198975392,1.4239086904524298,1.4550562750104206
