Timestamp (microseconds),Accel X (g),Accel Y (g),Accel Z (g),vel x (m/s),vel y (m/s),vel z (m/s),disp x (m),disp y (m),disp z (m),vel x (m/s).1,vel y (m/s).1,vel z (m/s).1,disp x (m).1,disp y (m).1,disp z (m).1,stamp velocity (m/s)
1658797191889251,-0.0457160296025023,-0.3595635919737545,0.973220416571298,0.0,0.0,0.0,-0.0032271431311698,0.0071392799843772,-0.5422930834211396,0.0,0.0,0.0,-0.0032271016021345,0.0071392875071016,-0.5422930865536617,
1658797191905249,-0.0476691844052794,-0.351750972762646,0.9632104982070652,0.0007691468798382,-0.0016115733438169,-0.001068131109115,-0.0036810372785797,0.0071702546704762,-0.541871140894188,0.0007691521294008,-0.001611558798905,-0.0010681359262822,-0.0036809981218754,0.0071702615462683,-0.5418711452626951,0.038780976745723214
1658797191921247,-0.0513313496604865,-0.3582207980468453,0.9658960860608836,0.001832457995337,-0.0030085128345735,-0.002181888484899,-0.0041433424163939,0.0071655957841223,-0.5414588912103259,0.0018324684756845,-0.0030084836312441,-0.0021818982023303,-0.0041433055945607,0.0071656020331867,-0.541458896776026,0.03871457793885764
1658797191937245,-0.0504768444342715,-0.3546807049668117,0.9711451895933472,0.0031358592189538,-0.0042379039911563,-0.0033294370580464,-0.0046109559639684,0.0071616609006566,-0.5410523150920745,0.0031358749108304,-0.0042378600170418,-0.0033294517585238,-0.0046109214395761,0.0071616665428683,-0.5410523218166582,0.03872892839961037
1658797191953243,-0.0501106279087508,-0.3528496223392081,0.968093385214008,0.0046034163067299,-0.005362698450431,-0.0045011171563115,-0.0050816244238788,0.007156468309862,-0.5406484276066361,0.0046034371904017,-0.0053626395943166,-0.0045011369222938,-0.0050815921595316,0.0071564733647683,-0.5406484354522741,0.03876415381868524
1658797191969241,-0.0449835965514608,-0.3528496223392081,0.9710231174181736,0.0061516325443461,-0.0064329002643833,-0.0056884371516151,-0.0055539500312507,0.0071284007002718,-0.540245509737988,0.0061516585996008,-0.006432826416222,-0.0056884620652296,-0.0055539199895935,0.0071284051870953,-0.5402455186673293,0.03884173008441146
1658797191985239,-0.0440070191500723,-0.352605477988861,0.970901045243,0.0077033408074017,-0.0074737608137178,-0.0068839822609285,-0.0060271204765096,0.0070861508961091,-0.5398431257755675,0.0077033720135487,-0.0074736718646458,-0.0068840124039631,-0.0060270926202328,0.0070861548337502,-0.5398431357517376,0.03891036220394222
1658797192001237,-0.0451056687266344,-0.350041962310216,0.9689478904402228,0.009198386390288,-0.0084948536926778,-0.0080784109807459,-0.0065006321617565,0.0070329206284608,-0.5394419322694337,0.0091984227261582,-0.0084947495350289,-0.0080784464346402,-0.0065006064536024,0.0070329240355001,-0.5394419432560325,0.03893117960456662
1658797192017234,-0.0487678339818415,-0.3622491798275731,0.9671168078126192,0.0105998592038379,-0.0095047481307186,-0.0092608892486599,-0.0069741883101091,0.0069666575715274,-0.5390433553504465,0.0105999006477837,-0.0095046286580395,-0.0092609300944977,-0.0069741647128774,0.0069666604662282,-0.5390433673115467,0.03890642714347648
1658797192033232,-0.0508430609597923,-0.3497978179598689,0.9750514991989014,0.0118957966542988,-0.0105153801443314,-0.0104237412217988,-0.0074477087081191,0.0068838811680771,-0.5386492056615866,0.0118958431841938,-0.010515245251396,-0.0104237875402994,-0.0074476871846733,0.0068838835683878,-0.5386492185617324,0.038852057012389085
1658797192049230,-0.0502327000839244,-0.3477225909819182,0.96577401388571,0.0130968948347455,-0.0115312638094853,-0.011563074901442,-0.0079212739043185,0.0067792432089378,-0.5382612972107724,0.0130969464279848,-0.0115311133923099,-0.011563126772952,-0.007921254417592,0.006779245132494,-0.5382613110149774,0.03881476763490627
1658797192065228,-0.0509651331349658,-0.3573662928206303,0.9755397878995956,0.014230984674829,-0.012540447721159,-0.0126764403438761,-0.0083949388859137,0.0066596821988223,-0.537881133112987,0.0142310413083293,-0.0125402816770168,-0.0126764978483619,-0.008394921398916,0.0066596836629493,-0.5378811477867336,0.03868836283238213
