Frame #,Shoulder Pink X,Shoulder Pink Y,Hand Pink X,Hand Pink Y,Head Pink X,Head Pink Y,Elbow Green X,Elbow Green Y,angles,Timestamp (microseconds),Seconds,Shoulder Pink X meters,Hand Pink X meters,Head Pink X meters,Elbow Green X meters,Shoulder Pink Y meters,Hand Pink Y meters,Head Pink Y meters,Elbow Green Y meters,angular velocity,Shoulder Pink m/s,Hand Pink m/s,Head Pink m/s,Elbow Green m/s
1.0,313.2484741,1192.904541,845.3635254,1268.392334,299.5,992.8535767,537.5645142,1288.064575,153.35527467917595,1658797193000000.0,0.0,0.2691425832169098,0.7263349762108539,0.2573299164666689,0.4618745627196375,-1.024941655720334,-1.089800645593266,-0.8530581901697645,-1.1067030033002518,,,,,
2.0,313.3011169,1192.599487,845.3635254,1268.392334,299.5,992.8535767,537.5645142,1288.064575,153.284426706206,1658797193016666.8,0.01666675,0.2691878138256797,0.7263349762108539,0.2573299164666689,0.4618745627196375,-1.024679553816034,-1.089800645593266,-0.8530581901697645,-1.1067030033002518,-4.250857123910984,0.015958558153740754,0.0,0.0,0.0
3.0,313.3551636,1192.385742,845.3635254,1268.392334,299.788269,993.0188599,537.5645142,1288.064575,153.23322656532304,1658797193033333.2,0.03333325,0.269234250663063,0.7263349762108539,0.2575775967260676,0.4618745627196375,-1.0244959044571187,-1.089800645593266,-0.85320020122836,-1.1067030033002518,-3.0720391733698724,0.011365759139901718,0.0,0.017130252361633944,0.0
4.0,313.3551636,1192.385742,845.3635254,1268.392334,299.788269,993.0188599,537.5645142,1288.064575,153.23322656532304,1658797193050000.0,0.05,0.269234250663063,0.7263349762108539,0.2575775967260676,0.4618745627196375,-1.0244959044571187,-1.089800645593266,-0.85320020122836,-1.1067030033002518,0.0,0.0,0.0,0.0,0.0
5.0,313.3551636,1192.385742,845.3635254,1268.392334,299.8571472,993.2877197,537.5645142,1288.064575,153.23322656532304,1658797193066666.5,0.0666665,0.269234250663063,0.7263349762108539,0.2576367767643059,0.4618745627196375,-1.0244959044571187,-1.089800645593266,-0.8534312051344543,-1.1067030033002518,0.0,0.0,0.0,0.014307840284403569,0.0
6.0,313.3551636,1192.385742,845.3635254,1268.392334,300.2503967,993.8325195,537.5645142,1288.064575,153.23322656532304,1658797193083333.2,0.08333325,0.269234250663063,0.7263349762108539,0.257974656099817,0.4618745627196375,-1.0244959044571187,-1.089800645593266,-0.8538992962430522,-1.1067030033002518,0.0,0.0,0.0,0.034637815068647916,0.0
7.0,313.3551636,1192.385742,845.3635254,1268.392334,300.2503967,993.8325195,537.5645142,1288.064575,153.23322656532304,1658797193100000.0,0.1,0.269234250663063,0.7263349762108539,0.257974656099817,0.4618745627196375,-1.0244959044571187,-1.089800645593266,-0.8538992962430522,-1.1067030033002518,0.0,0.0,0.0,0.0,0.0
8.0,313.3551636,1192.385742,845.3635254,1268.392334,300.2503967,993.8325195,537.5645142,1288.064575,153.23322656532304,1658797193116666.5,0.1166665,0.269234250663063,0.7263349762108539,0.257974656099817,0.4618745627196375,-1.0244959044571187,-1.089800645593266,-0.8538992962430522,-1.1067030033002518,0.0,0.0,0.0,0.0,0.0
9.0,313.5450134,1192.15332,845.3635254,1268.392334,300.2503967,993.8325195,537.5645142,1288.064575,153.1654447951543,1658797193133333.5,0.1333335,0.2693973693047164,0.7263349762108539,0.257974656099817,0.4618745627196375,-1.024296207849957,-1.089800645593266,-0.8538992962430522,-1.1067030033002518,-4.066824873627542,0.01547097715725903,0.0,0.0,0.0
10.0,313.5450134,1192.15332,845.3635254,1268.392334,300.5441589,994.2954712,537.5645142,1288.064575,153.1654447951543,1658797193150000.0,0.15,0.2693973693047164,0.7263349762108539,0.2582270561077872,0.4618745627196375,-1.024296207849957,-1.089800645593266,-0.8542970635962711,-1.1067030033002518,0.0,0.0,0.0,0.02826532633309809,0.0
11.0,313.5450134,1192.15332,845.3635254,1268.392334,300.5441589,994.2954712,537.5645142,1288.064575,153.1654447951543,1658797193166666.8,0.16666675,0.2693973693047164,0.7263349762108539,0.2582270561077872,0.4618745627196375,-1.024296207849957,-1.089800645593266,-0.8542970635962711,-1.1067030033002518,0.0,0.0,0.0,0.0,0.0
12.0,313.5450134,1192.15332,845.3635254,1268.392334,300.5441589,994.2954712,537.5645142,1288.064575,153.1654447951543,1658797193183333.5,0.1833335,0.2693973693047164,0.7263349762108539,0.2582270561077872,0.4618745627196375,-1.024296207849957,-1.089800645593266,-0.8542970635962711,-1.1067030033002518,0.0,0.0,0.0,0.0,0.0
13.0,313.7477112,1191.5,845.5,1268.5,300.5441589,994.2954712,537.5645142,1288.064575,153.0270918196409,1658797193200000.0,0.2,0.2695715269272273,0.72645223496684,0.2582270561077872,0.4618745627196375,-1.0237348763607212,-1.0898931520466428,-0.8542970635962711,-1.1067030033002518,-8.301261543418534,0.03526366551891853,0.008961328873461677,0.0,0.0
14.0,313.7477112,1191.5,845.5,1268.5,300.5441589,994.2954712,537.5645142,1288.064575,153.0270918196409,1658797193216666.8,0.21666675,0.2695715269272273,0.72645223496684,0.2582270561077872,0.4618745627196375,-1.0237348763607212,-1.0898931520466428,-0.8542970635962711,-1.1067030033002518,0.0,0.0,0.0,0.0,0.0
15.0,313.7477112,1191.5,845.5,1268.5,300.5441589,994.2954712,537.5645142,1288.064575,153.0270918196409,1658797193233333.2,0.23333325,0.2695715269272273,0.72645223496684,0.2582270561077872,0.4618745627196375,-1.0237348763607212,-1.0898931520466428,-0.8542970635962711,-1.1067030033002518,0.0,0.0,0.0,0.0,0.0
16.0,313.7477112,1191.5,845.5,1268.5,299.7488403,993.0281982,537.5645142,1288.064575,153.0270918196409,1658797193250000.0,0.25,0.2695715269272273,0.72645223496684,0.257543719650684,0.4618745627196375,-1.0237348763607212,-1.0898931520466428,-0.8532082246806436,-1.1067030033002518,0.0,0.0,0.0,0.07713020181516601,0.0
17.0,313.9155884,1191.719116,845.5,1268.5,299.7488403,993.0281982,537.5645142,1288.064575,153.05878101756517,1658797193266666.8,0.26666675,0.2697157667464347,0.72645223496684,0.257543719650684,0.4618745627196375,-1.023923140474165,-1.0898931520466428,-0.8532082246806436,-1.1067030033002518,1.9013423687440851,0.014230059967577206,0.0,0.0,0.0
18.0,313.9155884,1191.719116,845.5,1268.5,300.2753601,993.1531982,537.5645142,1288.064575,153.05878101756517,1658797193283333.2,0.28333325,0.2697157667464347,0.72645223496684,0.2579961046127944,0.4618745627196375,-1.023923140474165,-1.0898931520466428,-0.853315624478835,-1.1067030033002518,0.0,0.0,0.0,0.027897539929939038,0.0
19.0,314.0680542,1191.5,845.5327759,1268.304688,300.2753601,993.1531982,537.5645142,1288.064575,152.96142386439524,1658797193300000.0,0.3,0.2698467651156436,0.7264803959672044,0.2579961046127944,0.4618745627196375,-1.0237348763607212,-1.089725340291568,-0.853315624478835,-1.1067030033002518,-5.841399983195494,0.013761330492589612,0.010209494478084667,0.0,0.0
