Timestamp (microseconds),Accel X (g),Accel Y (g),Accel Z (g),vel x (m/s),vel y (m/s),vel z (m/s),disp x (m),disp y (m),disp z (m),stamp velocity (m/s),ax_linear,ay_linear,az_linear
1660088252040496,-0.9928740367742428,0.1329976348516064,0.0582894636453801,0.0,0.0,0.0,-0.0025934009883664,3.990029028856927e-05,-0.6111470200096598,0.0,0.0,0.0,0.0
1660088252056492,-0.994216830701152,0.1276264591439693,0.0545052262149994,4.039160503328867e-05,-6.759216308408771e-05,0.0001626747970875,-0.0024603001183995,-0.0003690850637385,-0.6112432521890712,9.656923544629856e-05,-0.00120851453421833,-0.004834058136873376,-0.003405813687342635
1660088252072488,-0.9958037689784084,0.1292133974212257,0.051209277485313,0.0001919005465998,-0.0003368615917718,0.0002198073084766,-0.0023267781899127,-0.0006465417598987,-0.6113424394088639,0.00020433610013638497,-0.002515907530327266,-0.002922407873655275,-0.006031586175326127
1660088252088484,-0.9910429541466392,0.1304341191729614,0.0536507209887844,0.0004674294199416,-0.0007599586530735,0.0002082401430387,-0.0021945991190916,-0.0007861224855646,-0.611442825315379,0.0002528110787718801,0.0020204165712977007,-0.0015315175097276035,-0.003231128404669256
1660088252104480,-0.98970016021973,0.1316548409246971,0.0509651331349658,0.0008821545938936,-0.0012770992542258,0.0001822609805514,-0.0020651463426084,-0.0009041731825753,-0.611542280022706,0.0003267525802606914,0.0030268894483862496,-0.0002797161821927463,-0.005325044632639074
1660088252120476,-0.9877470054169528,0.130556191348135,0.0599984740978101,0.0014490954025846,-0.0018147252633928,0.0002035077482153,-0.0019393440337217,-0.0010298043845567,-0.6116384920640994,0.0003058120314789134,0.004482039826047002,-0.0012405291828793408,0.00333746669718471
1660088252136472,-0.9859159227893493,0.1210345616845956,0.0609750514991986,0.002174559848808,-0.0022932452275388,0.0003411823009694,-0.0018175796244974,-0.001187436589938,-0.6117290052597751,0.0004135384768705434,0.005681810208285509,-0.00968594296177687,0.00388263968871589
1660088252152468,-0.98970016021973,0.1233539330128934,0.0590218966964215,0.0030543277372813,-0.0026412605818857,0.0006610601247302,-0.0016997353535784,-0.0013801801814031,-0.6118113567601479,0.0005038039747584861,0.0017078155001143402,-0.006629914470131157,0.0017365363973449108
1660088252168464,-0.9905546654459448,0.1342183566033421,0.0653696498054472,0.0040708096138489,-0.0028107075266785,0.0011988726500115,-0.0015852727929595,-0.0015975756315176,-0.6118832584398464,0.00043570290187729734,0.0007679792465095092,0.0038110582082858113,0.0072758605557335446
1660088252184460,-0.9832303349355308,0.1376363775082021,0.0636606393530172,0.0051913611449179,-0.002785813629977,0.0019470081879585,-0.0014733246184265,-0.0018341350377335,-0.6119428181590145,0.00043653996645330313,0.007283078781231245,0.0065061712018312234,0.0050101650929732025
1660088252200456,-0.9835965514610514,0.1389791714351114,0.0614633401998929,0.0063685755241051,-0.0025809942888535,0.0028720413875494,-0.001362850744906,-0.0020809323410914,-0.6119887828235939,0.0004754402286906829,0.006225176030139612,0.007064068615866476,0.002531579345864003
1660088252216452,-0.9833524071107044,0.133974212252995,0.0629282063019758,0.0075435815938181,-0.0022326222199852,0.0039347427104891,-0.0012528730037578,-0.0023349204037363,-0.6120207446672012,0.0005676321002880317,0.0058223883424378675,0.0018531984903750465,0.003596800903152217
1660088252232448,-0.983718623636225,0.1257953765163657,0.0608529793240251,0.0086527024662333,-0.0017872495103363,0.005087769962717,-0.0011426420072222,-0.0025670024759203,-0.6120392963363196,0.0006711440563558022,0.004910554635225606,-0.005693073521628844,0.0013694165326813626
1660088252248444,-0.9867704280155642,0.1249408712901499,0.0592660410467686,0.0096368538685937,-0.0012881966865852,0.0062708125094081,-0.0010316008634588,-0.0027517762548782,-0.6120460214062905,0.0007298462818297657,0.001672875230297688,-0.005892820873060159,-0.00019576957011762514
1660088252264440,-0.9886015106431678,0.1267719539177543,0.0664682993820093,0.0104518713783367,-0.0007712468375751,0.0074181683732647,-0.0009192370506308,-0.0028935321152851,-0.6120433056751382,0.0007835117579672501,-0.00014238665757526636,-0.003655564420910168,0.006305839888610762
1660088252280436,-0.9912870984969864,0.1340962844281686,0.0692759594110015,0.0110771598090156,-0.000270478832108,0.0084652904632998,-0.0008050013729903,-0.0030016750773948,-0.6120340438721465,0.0007845188853335553,-0.0025451770602544777,0.0033018894805537102,0.008202149925842665
1660088252296432,-0.9921416037232014,0.139101243610285,0.0596322575722894,0.0115204567450112,0.0001776431095978,0.0093530079959579,-0.0006883387331636,-0.0030771562813194,-0.6120212394913808,0.000694117249100188,-0.0030597140578225712,0.00747616379640309,-0.0012973967215824875
