Frame #,Body Pink X,Body Pink Y,Hand Pink X,Hand Pink Y,Shoulder Green X,Shoulder Green Y,Elbow Orange X,Elbow Orange Y,Timestamp (microseconds),angles,Seconds,Body Pink X meters,Hand Pink X meters,Shoulder Green X meters,Elbow Orange X meters,Body Pink Y meters,Hand Pink Y meters,Shoulder Green Y meters,Elbow Orange Y meters,angular velocity,Body Pink m/s,Hand Pink m/s,Shoulder Green m/s,Elbow Orange m/s
1.0,383.8444519,1072.0,271.2439575,1546.557983,231.7953186,875.4970703,253.3540955,1197.26062,1660088242000000.0,0.0,0.0,-0.2414425321825928,0.1706155387002679,0.1458018955173931,0.159362611739108,-0.6743002099380858,-0.9728025863976888,-0.5506976290144301,-0.7530905666199652,,,,,
2.0,383.6396484,1072.360352,271.0095215,1546.699951,231.3005524,874.9344482,253.4362488,1197.436279,1660088242016666.8,0.0206429249342088,0.01666675,-0.241313708448408,0.1704680757860729,0.1454906819422716,0.1594142871005232,-0.6745268754504473,-0.9728918858866856,-0.5503437333053388,-0.753201058131698,1.238569303206012,0.01564295727604922,0.010343643230154936,0.028276241336344717,0.007318700821362313
3.0,383.46875,1071.625,270.4934998,1546.53894,231.3202667,874.8300781,253.5,1197.5,1660088242033333.2,0.0636955942838112,0.03333325,-0.2412062114082978,0.170143492259354,0.1455030824615149,0.159454387331441,-0.6740643306668854,-0.9727906081337916,-0.5502780833236772,-0.7532411393664717,2.5831859928360723,0.028492312043040285,0.02040102783133187,0.0040086524781790134,0.0034018115824264315
4.0,383.5,1072.5,270.1813965,1546.879761,231.3459167,875.1760864,253.5,1197.5,1660088242050000.0,0.0919506956042801,0.05,-0.2412258680142312,0.1699471757288388,0.145519216603665,0.159454387331441,-0.6746147156330196,-0.9730049884246976,-0.5504957264853659,-0.7532411393664717,1.6952976027401196,0.03304415190577372,0.0174412362353395,0.013094421825418583,0.0
5.0,382.625,1072.46875,269.6398926,1546.834595,230.2316437,875.8079224,253.2184753,1197.727417,1660088242066666.5,-0.1379121214243068,0.0666665,-0.240675483048097,0.169606563608081,0.144818326195243,0.1592773050886119,-0.6745950590270862,-0.972976578496263,-0.5508931585258944,-0.7533841872497213,-13.79190694078462,0.03304415190577866,0.020507692874306142,0.048343753776921614,0.013658511758579142
6.0,381.8533325,1072.146606,269.3765869,1547.376587,230.0370331,876.2839355,252.7813263,1197.9646,1660088242083333.2,-0.1631385291196899,0.08333325,-0.2401900954014064,0.169440941323764,0.144695913911254,0.1590023333885426,-0.6743924267819087,-0.97331749763748,-0.5511925761875205,-0.7535333780582042,-1.5135768938385168,0.031559144152587246,0.02274123494619268,0.019408465475513535,0.018770253046487075
7.0,382.0,1072.5,268.907135,1547.578613,229.9181213,876.2046509,253.0839539,1198.841919,1660088242100000.0,-0.2040651470968273,0.1,-0.2402823509294298,0.1691456507316689,0.1446211170346644,0.159192689595831,-0.6746147156330196,-0.9734445742925294,-0.5511427052710794,-0.7540852217017515,-2.45558480070424,0.014440370383221561,0.019288391227324075,0.005393890228325211,0.03502514544261723
8.0,382.7886047,1072.788574,269.0394592,1548.201782,229.953125,876.755188,253.2818756,1199.209351,1660088242116666.5,-0.1960566095418966,0.1166665,-0.2407783922678329,0.1692288841606241,0.1446431347606519,0.1593171845994329,-0.6747962319658392,-0.973836554691342,-0.551488999377524,-0.7543163406147533,0.4805170584664263,0.031692565035763495,0.02404319388717209,0.020819601300152934,0.015750995153584003
9.0,382.777771,1072.658081,269.0130005,1548.140747,229.8581543,876.6099243,253.221817,1198.736206,1660088242133333.5,-0.1979761783283592,0.1333335,-0.2407715777471385,0.169212241336963,0.1445833971086482,0.1592794070559734,-0.6747141503825412,-0.9737981629811612,-0.5513976268556898,-0.7540187270206945,-0.115171823751281,0.004941838365664834,0.002510630431601434,0.006550044986695853,0.018000099415567038
10.0,383.5599976,1072.560059,269.1677856,1548.301636,230.1418457,876.3900757,253.5839386,1198.181274,1660088242150000.0,-0.1854986317950166,0.15,-0.2412636071879959,0.1693096029278448,0.1447618422304557,0.1595071856668905,-0.6746524934280835,-0.9738993639946656,-0.5512593395822434,-0.7536696684720924,0.7486602786033419,0.029752653369612962,0.008425872551141812,0.013545394544971188,0.025008196204379995
11.0,382.3798523,1072.620117,269.5540771,1548.94043,229.6089783,876.9615479,253.3832703,1198.456909,1660088242166666.8,-0.1561398206940795,0.16666675,-0.2405212823525972,0.1695525846811538,0.1444266625665665,0.1593809630206051,-0.6746902705941362,-0.9743011726964448,-0.5516188021050361,-0.7538430460265385,1.7615198584569332,0.04459712761926217,0.028173840969235125,0.029489173683890146,0.012867437901760292
12.0,382.2416687,1072.5,269.5785828,1549.69043,229.8581543,876.6099243,253.4963837,1198.294678,1660088242183333.5,-0.1576614997909655,0.1833335,-0.2404343632943043,0.1695679990455705,0.1445833971086482,0.1594521126375518,-0.6746147156330196,-0.9747729312388456,-0.5513976268556898,-0.7537410008797489,-0.0913002893117132,0.006910029626414427,0.02832061810502241,0.01626478242639073,0.007464028932814352
13.0,382.170929,1072.093994,269.8150635,1550.447266,230.0,876.0,253.4492188,1198.291626,1660088242200000.0,-0.141196801536589,0.2,-0.2403898672172885,0.1697167480993544,0.1446726196695519,0.1594224453782498,-0.674359333234665,-0.9752489897031072,-0.5510139775240328,-0.7537390811369871,0.9878917741803313,0.015553785807089117,0.029925383750730408,0.023633258560730182,0.0017837584119917925
14.0,381.6913452,1072.135742,270.3142395,1551.314209,229.7953186,876.0818481,253.326416,1197.847778,1660088242216666.8,-0.103455189738638,0.21666675,-0.2400882035446925,0.1700307354889029,0.1445438727376579,0.1593452010183422,-0.6743855932021692,-0.9757943067244732,-0.5510654609111718,-0.7534598956896171,2.264485385450136,0.01816826921109177,0.03775515123149357,0.008319538559578605,0.017380458526127986
15.0,381.5,1072.0,270.3014832,1552.825928,229.3508759,876.0,253.0063629,1197.783691,1660088242233333.2,-0.1125079443310183,0.23333325,-0.239967845234496,0.1700227116309104,0.1442643132172144,0.1591438839730797,-0.6743002099380858,-0.9767451951937528,-0.5510139775240328,-0.7534195842366748,-0.5431707072498901,0.008854102361504992,0.057055339346125465,0.017055633457566714,0.012318800161769217
16.0,381.5,1072.0,271.1530762,1554.990112,229.6099243,875.8581543,252.9147339,1197.788086,1660088242250000.0,-0.0516309295357626,0.25,-0.239967845234496,0.1705583733274419,0.1444272576113414,0.1590862482884376,-0.6743002099380858,-0.978106491579522,-0.550924754963129,-0.7534223487417332,3.652602624702217,0.0,0.087773690197812,0.011146369248591843,0.0034621167912956474
17.0,381.6666565,1072.0,272.0715942,1557.787598,229.8444519,876.0,253.1894226,1197.915161,1660088242266666.8,0.0112459946052702,0.26666675,-0.2400726740711914,0.1711361316112403,0.1445747781429797,0.1592590306094055,-0.6743002099380858,-0.979866142136517,-0.5510139775240328,-0.7535022803641005,3.772596585479039,0.006289730201724519,0.1111243851817858,0.010344211012189396,0.01142252427863324
18.0,381.5,1072.0,273.2816467,1560.198975,229.3603668,876.3603516,253.273941,1197.894531,1660088242283333.2,0.0989058284523693,0.28333325,-0.239967845234496,0.1718972684160781,0.1442702831014145,0.1593121936456589,-0.6743002099380858,-0.981382925734782,-0.5512406427847898,-0.7534893038591275,5.2596426272522265,0.006289730201724519,0.10182269978113954,0.022775858595859712,0.003283430093360556
19.0,381.6666565,1072.0,273.9003296,1562.415771,228.0292358,876.8479614,253.6486206,1197.920532,1660088242300000.0,0.1358987309482206,0.3,-0.2400726740711914,0.1722864270068945,0.1434329865410086,0.1595478713816099,-0.6743002099380858,-0.9827773156677948,-0.5515473549028008,-0.7535056587842756,2.219563051935818,0.006289730201724519,0.08686059923081844,0.053502301560291454,0.01417467190726087
