Frame #,Body Pink X,Body Pink Y,Hand Pink X,Hand Pink Y,Shoulder Green X,Shoulder Green Y,Elbow Orange X,Elbow Orange Y,Timestamp (microseconds),angles,Seconds
67.0,375.5,1250.5,402.7479553,1565.612061,295.0,1020.560974,310.1543884,1259.728027,1659657803803330.0,0.1389429414315635,1.1
68.0,375.0517273,1250.977051,402.53125,1565.53125,295.3402405,1020.556335,310.1928406,1259.73999,1659657803819996.5,0.1594154407981167,1.1166665
69.0,375.5,1250.5,402.7794189,1565.711304,295.2346497,1020.381592,310.1710815,1259.68689,1659657803836663.5,0.1378150264174059,1.1333335
70.0,375.1749573,1250.813965,402.6309814,1565.288696,295.3402405,1020.556335,310.3233948,1259.609741,1659657803853330.2,0.1444859223831081,1.15000025
71.0,375.5,1250.5,403.2915344,1565.682129,295.237793,1020.446655,310.4111023,1259.409302,1659657803869996.8,0.0854543011464265,1.16666675
72.0,375.1749573,1250.813965,403.0716553,1565.300049,295.1678467,1019.997681,310.4786072,1259.180908,1659657803886663.5,0.0999686640107493,1.1833335
73.0,375.2666626,1250.5,403.2225952,1565.291016,295.1678467,1019.997681,310.3305054,1258.854492,1659657803903330.0,0.0845266020586387,1.2
74.0,375.1749573,1250.813965,403.3693237,1565.270874,295.2439575,1019.840576,310.3397522,1259.027588,1659657803919996.8,0.069318032435709,1.21666675
75.0,375.2666626,1250.5,403.3693237,1565.270874,295.2439575,1019.840576,310.3305054,1258.854492,1659657803936663.5,0.069318032435709,1.2333335
76.0,375.2666626,1250.5,403.4316711,1565.129395,295.2439575,1019.840576,310.4565125,1258.667603,1659657803953330.0,0.0601793915717719,1.25
77.0,375.5,1250.5,403.7381592,1565.288208,295.4134216,1019.436707,310.5,1258.5,1659657803969996.8,0.0324748493851225,1.26666675
78.0,375.5,1250.5,403.3449402,1565.027466,295.2622681,1019.5,310.3896484,1258.649658,1659657803986663.2,0.066905959808688,1.28333325
79.0,375.3892212,1250.171509,404.014679,1565.0802,296.0,1019.5,310.5193481,1258.461304,1659657804003330.0,0.00062839712365,1.3
80.0,375.5,1250.5,404.132843,1565.123169,296.0,1019.5,310.5865784,1258.124756,1659657804019996.8,0.0104519047331914,1.31666675
81.0,375.5,1250.5,403.9488831,1564.91748,296.0,1019.5,310.6732788,1258.352173,1659657804036663.2,0.0040229817843465,1.33333325
82.0,375.5,1250.5,403.9472351,1565.182983,296.0,1019.5,310.7015076,1258.378906,1659657804053330.0,0.0094990949609593,1.35
83.0,375.5,1250.5,404.1894531,1564.931641,296.0,1019.5,310.8328857,1258.388794,1659657804069996.5,0.0200101708503447,1.3666665
84.0,375.5,1250.5,404.3544006,1564.69397,296.1252747,1019.391479,310.8280334,1258.302368,1659657804086663.5,0.0413739970344329,1.3833335
85.0,375.5,1250.5,404.5810547,1564.688354,296.1252747,1019.391479,310.7329407,1258.192261,1659657804103330.2,0.0643973995536192,1.40000025
86.0,375.5,1250.5,404.2597961,1564.808838,296.0,1019.5,311.1558838,1258.154907,1659657804119996.8,0.0295835138319758,1.41666675
87.0,375.5,1250.5,404.4041443,1564.352905,296.3311768,1019.376343,311.1558838,1258.154907,1659657804136663.5,0.0531374738047127,1.4333335
88.0,375.5,1250.5,405.0227966,1564.722046,296.5,1019.5,311.3503723,1258.098511,1659657804153330.0,0.1082266203107719,1.45
89.0,375.6107788,1250.171509,404.8659973,1564.523682,296.5,1019.5,311.5930176,1258.132813,1659657804169996.8,0.0963632107221869,1.46666675
90.0,375.5,1250.5,405.0227966,1564.722046,296.5,1019.5,311.5930176,1258.132813,1659657804186663.5,0.1082266203107719,1.4833335
91.0,375.5,1250.5,404.9915466,1564.93042,296.5,1019.5,311.5930176,1258.132813,1659657804203330.0,0.1008779818068815,1.5
92.0,375.6107788,1250.171509,405.1222229,1564.861084,296.5,1019.5,311.7095947,1257.978027,1659657804219996.8,0.1154774208267415,1.51666675
93.0,375.5,1250.5,405.2814331,1564.694336,296.5,1019.5,311.6328735,1257.989014,1659657804236663.2,0.134926602920384,1.53333325
94.0,375.6107788,1250.171509,405.1222229,1564.861084,296.7363892,1019.631836,311.6757507,1258.0,1659657804253330.0,0.1154197796193802,1.55
95.0,375.6107788,1250.171509,405.2814331,1564.694336,296.6267395,1019.403198,312.0317078,1258.208496,1659657804269996.8,0.1348409145259685,1.56666675
96.0,375.6107788,1250.171509,405.1222229,1564.861084,296.9316101,1019.519226,311.9685669,1257.863403,1659657804286663.2,0.1153075471355615,1.58333325
97.0,375.5,1250.5,405.0873718,1565.070068,296.9316101,1019.519226,311.8097839,1258.140259,1659657804303330.0,0.1075963170398024,1.6
98.0,375.6107788,1250.171509,405.2255554,1564.949951,297.1252747,1019.391479,312.3360291,1257.988403,1659657804319996.5,0.1238560318451749,1.6166665
99.0,375.5,1250.5,405.2814331,1564.694336,297.1252747,1019.391479,312.1359253,1258.076416,1659657804336663.5,0.1346257074384196,1.6333335
