Frame #,Shoulder Pink X,Shoulder Pink Y,Hand Pink X,Hand Pink Y,Elbow Green X,Elbow Green Y,Timestamp (microseconds),angles,Seconds,Shoulder Pink X meters,Hand Pink X meters,Elbow Green X meters,Shoulder Pink Y meters,Hand Pink Y meters,Elbow Green Y meters
1.0,365.0612793,889.1679077,909.94104,1096.539673,596.5,1103.5,1660091023166670.0,135.92555833084205,0.0,0.31438847992042923,0.7836355061576493,0.5137020519736507,0.7657458151460314,0.9443330764302028,0.950327266308338
2.0,365.1591492,889.1152954,909.94104,1096.539673,596.5,1103.5,1660091023183336.8,135.906465727891,0.01666675,0.31447276486335707,0.7836355061576493,0.5137020519736507,0.7657005057638535,0.9443330764302028,0.950327266308338
3.0,365.152832,889.2069702,909.94104,1096.539673,596.5,1103.5,1660091023200003.5,135.91946308191848,0.0333335,0.3144673245304103,0.7836355061576493,0.5137020519736507,0.7657794555255875,0.9443330764302028,0.950327266308338
4.0,365.1983337,889.1983032,909.94104,1096.539673,596.5,1103.5,1660091023216670.0,135.91268919761677,0.05,0.3145065103085466,0.7836355061576493,0.5137020519736507,0.7657719915596454,0.9443330764302028,0.950327266308338
5.0,365.2819519,888.9248047,909.94104,1096.539673,596.5,1103.5,1660091023233336.8,135.86592618415142,0.06666675,0.3145785217769831,0.7836355061576493,0.5137020519736507,0.7655364563699358,0.9443330764302028,0.950327266308338
6.0,365.1505127,889.1629639,909.94104,1096.539673,596.5,1103.5,1660091023250003.2,135.91388419981237,0.08333325,0.3144653271638233,0.7836355061576493,0.5137020519736507,0.7657415575765351,0.9443330764302028,0.950327266308338
7.0,365.2883301,889.1156006,909.94104,1096.539673,596.5,1103.5,1660091023266670.0,135.89055083359395,0.1,0.3145840146427465,0.7836355061576493,0.5137020519736507,0.7657007686001759,0.9443330764302028,0.950327266308338
8.0,365.2883301,889.1156006,909.94104,1096.539673,596.5,1103.5,1660091023283336.8,135.89055083359395,0.11666675,0.3145840146427465,0.7836355061576493,0.5137020519736507,0.7657007686001759,0.9443330764302028,0.950327266308338
9.0,365.2883301,889.1156006,909.94104,1096.539673,596.5,1103.5,1660091023300003.5,135.89055083359395,0.1333335,0.3145840146427465,0.7836355061576493,0.5137020519736507,0.7657007686001759,0.9443330764302028,0.950327266308338
10.0,365.2883301,889.1156006,909.94104,1096.539673,596.5,1103.5,1660091023316670.2,135.89055083359395,0.15000025,0.3145840146427465,0.7836355061576493,0.5137020519736507,0.7657007686001759,0.9443330764302028,0.950327266308338
11.0,365.2426453,889.1237793,909.94104,1096.539673,596.5,1103.5,1660091023333336.8,135.897284408488,0.16666675,0.3145446711800407,0.7836355061576493,0.5137020519736507,0.7657078120452261,0.9443330764302028,0.950327266308338
12.0,365.1781006,889.2250366,909.94104,1096.539673,596.5,1103.5,1660091023350003.5,135.91875128808127,0.1833335,0.31448908568995854,0.7836355061576493,0.5137020519736507,0.7657950141957496,0.9443330764302028,0.950327266308338
13.0,365.0921021,888.9078979,909.94104,1096.539673,596.5,1103.5,1660091023366670.2,135.88712201038658,0.20000025,0.3144150243221183,0.7836355061576493,0.5137020519736507,0.7655218963400073,0.9443330764302028,0.950327266308338
14.0,365.0921021,888.9078979,909.94104,1096.539673,596.5,1103.5,1660091023383336.8,135.88712201038658,0.21666675,0.3144150243221183,0.7836355061576493,0.5137020519736507,0.7655218963400073,0.9443330764302028,0.950327266308338
15.0,365.0921021,888.9078979,909.94104,1096.539673,596.5,1103.5,1660091023400003.5,135.88712201038658,0.2333335,0.3144150243221183,0.7836355061576493,0.5137020519736507,0.7655218963400073,0.9443330764302028,0.950327266308338
16.0,365.0921021,888.9078979,909.94104,1096.539673,596.5,1103.5,1660091023416670.0,135.88712201038658,0.25,0.3144150243221183,0.7836355061576493,0.5137020519736507,0.7655218963400073,0.9443330764302028,0.950327266308338
17.0,365.1402893,888.885437,909.94104,1096.539673,596.5,1103.5,1660091023433336.8,135.87818288757347,0.26666675,0.3144565228359807,0.7836355061576493,0.5137020519736507,0.7655025531540575,0.9443330764302028,0.950327266308338
18.0,365.1505127,889.1629639,909.94104,1096.539673,596.5,1103.5,1660091023450003.5,135.91388419981237,0.2833335,0.3144653271638233,0.7836355061576493,0.5137020519736507,0.7657415575765351,0.9443330764302028,0.950327266308338
19.0,365.1962891,889.1395264,909.94104,1096.539673,596.5,1103.5,1660091023466670.0,135.90510823754883,0.3,0.31450474951187357,0.7836355061576493,0.5137020519736507,0.7657213733488014,0.9443330764302028,0.950327266308338
20.0,365.1962891,889.1395264,909.94104,1096.539673,596.5,1103.5,1660091023483336.8,135.90510823754883,0.31666675,0.31450474951187357,0.7836355061576493,0.5137020519736507,0.7657213733488014,0.9443330764302028,0.950327266308338
21.0,365.0921021,888.9078979,909.94104,1096.539673,596.5,1103.5,1660091023500003.2,135.88712201038658,0.33333325,0.3144150243221183,0.7836355061576493,0.5137020519736507,0.7655218963400073,0.9443330764302028,0.950327266308338
22.0,365.0921021,888.9078979,909.94104,1096.539673,596.5,1103.5,1660091023516670.0,135.88712201038658,0.35,0.3144150243221183,0.7836355061576493,0.5137020519736507,0.7655218963400073,0.9443330764302028,0.950327266308338
23.0,365.0921021,888.9078979,909.94104,1096.539673,596.5,1103.5,1660091023533336.8,135.88712201038658,0.36666675,0.3144150243221183,0.7836355061576493,0.5137020519736507,0.7655218963400073,0.9443330764302028,0.950327266308338
