Frame #,Shoulder Pink X,Shoulder Pink Y,Hand Pink X,Hand Pink Y,Head Pink X,Head Pink Y,Elbow Green X,Elbow Green Y,angles,Timestamp (microseconds),Seconds,Shoulder Pink X meters,Hand Pink X meters,Head Pink X meters,Elbow Green X meters,Shoulder Pink Y meters,Hand Pink Y meters,Head Pink Y meters,Elbow Green Y meters,angular velocity,Shoulder Pink m/s,Hand Pink m/s,Head Pink m/s,Elbow Green m/s
1.0,317.0440674,1181.044067,841.5578003,1270.510254,313.764801,994.4467163,537.6599731,1283.5,152.64188815644448,1658797277000000.0,0.0,0.2762113604724442,0.7331719746195148,0.2733544370134324,0.4684137251310344,-1.0289351609674011,-1.1068788280109312,-0.8663700370713128,-1.1181955999798094,,,,,
2.0,317.0440674,1181.044067,841.5578003,1270.510254,313.764801,994.4467163,537.6599731,1283.5,152.64188815644448,1658797277016666.8,0.01666675,0.2762113604724442,0.7331719746195148,0.2733544370134324,0.4684137251310344,-1.0289351609674011,-1.1068788280109312,-0.8663700370713128,-1.1181955999798094,0.0,0.0,0.0,0.0,0.0
3.0,317.0440674,1181.044067,841.5578003,1270.510254,313.764801,994.4467163,537.6599731,1283.5,152.64188815644448,1658797277033333.2,0.03333325,0.2762113604724442,0.7331719746195148,0.2733544370134324,0.4684137251310344,-1.0289351609674011,-1.1068788280109312,-0.8663700370713128,-1.1181955999798094,0.0,0.0,0.0,0.0,0.0
4.0,317.0440674,1181.044067,841.5578003,1270.510254,313.764801,994.4467163,537.6599731,1283.5,152.64188815644448,1658797277050000.0,0.05,0.2762113604724442,0.7331719746195148,0.2733544370134324,0.4684137251310344,-1.0289351609674011,-1.1068788280109312,-0.8663700370713128,-1.1181955999798094,0.0,0.0,0.0,0.0,0.0
5.0,317.0440674,1181.044067,841.5578003,1270.510254,313.764801,994.4467163,537.6599731,1283.5,152.64188815644448,1658797277066666.5,0.0666665,0.2762113604724442,0.7331719746195148,0.2733544370134324,0.4684137251310344,-1.0289351609674011,-1.1068788280109312,-0.8663700370713128,-1.1181955999798094,0.0,0.0,0.0,0.0,0.0
6.0,317.0440674,1181.044067,841.5578003,1270.510254,313.764801,994.4467163,537.6599731,1283.5,152.64188815644448,1658797277083333.2,0.08333325,0.2762113604724442,0.7331719746195148,0.2733544370134324,0.4684137251310344,-1.0289351609674011,-1.1068788280109312,-0.8663700370713128,-1.1181955999798094,0.0,0.0,0.0,0.0,0.0
7.0,317.0440674,1181.044067,841.5578003,1270.510254,313.764801,994.4467163,537.6599731,1283.5,152.64188815644448,1658797277100000.0,0.1,0.2762113604724442,0.7331719746195148,0.2733544370134324,0.4684137251310344,-1.0289351609674011,-1.1068788280109312,-0.8663700370713128,-1.1181955999798094,0.0,0.0,0.0,0.0,0.0
8.0,317.0440674,1181.044067,841.5578003,1270.510254,313.764801,994.4467163,537.6599731,1283.5,152.64188815644448,1658797277116666.5,0.1166665,0.2762113604724442,0.7331719746195148,0.2733544370134324,0.4684137251310344,-1.0289351609674011,-1.1068788280109312,-0.8663700370713128,-1.1181955999798094,0.0,0.0,0.0,0.0,0.0
9.0,317.0440674,1181.044067,841.5578003,1270.510254,313.764801,994.4467163,537.6599731,1283.5,152.64188815644448,1658797277133333.5,0.1333335,0.2762113604724442,0.7331719746195148,0.2733544370134324,0.4684137251310344,-1.0289351609674011,-1.1068788280109312,-0.8663700370713128,-1.1181955999798094,0.0,0.0,0.0,0.0,0.0
10.0,317.0440674,1181.044067,841.5,1270.297852,313.764801,994.4467163,537.6599731,1283.5,152.60144428027436,1658797277150000.0,0.15,0.2762113604724442,0.7331216185298088,0.2733544370134324,0.4684137251310344,-1.0289351609674011,-1.1066937816674742,-0.8663700370713128,-1.1181955999798094,-2.426656836775316,0.0,0.011506536663572502,0.0,0.0
11.0,317.0440674,1181.044067,841.5,1270.297852,313.764801,994.4467163,537.6599731,1283.5,152.60144428027436,1658797277166666.8,0.16666675,0.2762113604724442,0.7331216185298088,0.2733544370134324,0.4684137251310344,-1.0289351609674011,-1.1066937816674742,-0.8663700370713128,-1.1181955999798094,0.0,0.0,0.0,0.0,0.0
12.0,317.0440674,1181.044067,841.5,1270.297852,313.764801,994.4467163,537.6599731,1283.5,152.60144428027436,1658797277183333.5,0.1833335,0.2762113604724442,0.7331216185298088,0.2733544370134324,0.4684137251310344,-1.0289351609674011,-1.1066937816674742,-0.8663700370713128,-1.1181955999798094,0.0,0.0,0.0,0.0,0.0
13.0,317.0440674,1181.044067,841.5,1270.297852,313.764801,994.4467163,537.6599731,1283.5,152.60144428027436,1658797277200000.0,0.2,0.2762113604724442,0.7331216185298088,0.2733544370134324,0.4684137251310344,-1.0289351609674011,-1.1066937816674742,-0.8663700370713128,-1.1181955999798094,0.0,0.0,0.0,0.0,0.0
14.0,317.0440674,1181.044067,841.5,1270.297852,314.0776062,994.2098999,537.6599731,1283.5,152.60144428027436,1658797277216666.8,0.21666675,0.2762113604724442,0.7331216185298088,0.2736269554382792,0.4684137251310344,-1.0289351609674011,-1.1066937816674742,-0.8661637207047501,-1.1181955999798094,0.0,0.0,0.0,0.020508482293267915,0.0
15.0,317.0440674,1181.044067,841.5,1270.297852,314.026886,994.2813721,537.6599731,1283.5,152.60144428027436,1658797277233333.2,0.23333325,0.2762113604724442,0.7331216185298088,0.2735827675890621,0.4684137251310344,-1.0289351609674011,-1.1066937816674742,-0.8662259878645171,-1.1181955999798094,0.0,0.0,0.0,0.004581173947142014,0.0
16.0,317.0440674,1181.044067,841.5,1270.297852,314.3406067,994.6976318,537.6599731,1283.5,152.60144428027436,1658797277250000.0,0.25,0.2762113604724442,0.7331216185298088,0.273856083604927,0.4684137251310344,-1.0289351609674011,-1.1066937816674742,-0.8665886366880379,-1.1181955999798094,0.0,0.0,0.0,0.027246594822572457,0.0
17.0,316.8418884,1181.062622,841.5,1270.297852,314.3406067,994.6976318,537.6599731,1283.5,152.6254496931864,1658797277266666.8,0.26666675,0.2760352204894226,0.7331216185298088,0.273856083604927,0.4684137251310344,-1.028951326233749,-1.1066937816674742,-0.8665886366880379,-1.1181955999798094,1.4403175731340776,0.010612812729802374,0.0,0.0,0.0
18.0,316.8418884,1181.062622,841.5,1270.297852,314.3406067,994.6976318,537.6599731,1283.5,152.6254496931864,1658797277283333.2,0.28333325,0.2760352204894226,0.7331216185298088,0.273856083604927,0.4684137251310344,-1.028951326233749,-1.1066937816674742,-0.8665886366880379,-1.1181955999798094,0.0,0.0,0.0,0.0,0.0
19.0,316.8418884,1181.062622,841.5,1270.297852,314.3406067,994.6976318,537.6599731,1283.5,152.6254496931864,1658797277300000.0,0.3,0.2760352204894226,0.7331216185298088,0.273856083604927,0.4684137251310344,-1.028951326233749,-1.1066937816674742,-0.8665886366880379,-1.1181955999798094,0.0,0.0,0.0,0.0,0.0
20.0,316.9676819,1181.195313,841.5,1270.297852,314.3406067,994.6976318,537.6599731,1283.5,152.64133291814264,1658797277316666.5,0.3166665,0.2761448128059056,0.7331216185298088,0.273856083604927,0.4684137251310344,-1.0290669277081217,-1.1066937816674742,-0.8665886366880379,-1.1181955999798094,0.9530030274047226,0.009557564342092458,0.0,0.0,0.0
21.0,316.9676819,1181.195313,841.5,1270.297852,314.3406067,994.6976318,537.6599731,1283.5,152.64133291814264,1658797277333333.2,0.33333325,0.2761448128059056,0.7331216185298088,0.273856083604927,0.4684137251310344,-1.0290669277081217,-1.1066937816674742,-0.8665886366880379,-1.1181955999798094,0.0,0.0,0.0,0.0,0.0
22.0,316.8193359,1181.420166,841.5,1270.297852,314.3406067,994.6976318,537.6599731,1283.5,152.7040684231791,1658797277350000.0,0.35,0.2760155725686835,0.7331216185298088,0.273856083604927,0.4684137251310344,-1.0292628214636668,-1.1066937816674742,-0.8665886366880379,-1.1181955999798094,3.76411148163088,0.014081145143900941,0.0,0.0,0.0
23.0,316.8193359,1181.420166,841.5,1270.297852,314.3406067,994.6976318,537.6599731,1283.5,152.7040684231791,1658797277366666.5,0.3666665,0.2760155725686835,0.7331216185298088,0.273856083604927,0.4684137251310344,-1.0292628214636668,-1.1066937816674742,-0.8665886366880379,-1.1181955999798094,0.0,0.0,0.0,0.0,0.0
24.0,316.8193359,1181.420166,841.5,1270.297852,314.3406067,994.6976318,537.6599731,1283.5,152.7040684231791,1658797277383333.5,0.3833335,0.2760155725686835,0.7331216185298088,0.273856083604927,0.4684137251310344,-1.0292628214636668,-1.1066937816674742,-0.8665886366880379,-1.1181955999798094,0.0,0.0,0.0,0.0,0.0
25.0,316.8193359,1181.420166,841.5,1270.297852,314.3406067,994.6976318,537.6599731,1283.5,152.7040684231791,1658797277400000.0,0.4,0.2760155725686835,0.7331216185298088,0.273856083604927,0.4684137251310344,-1.0292628214636668,-1.1066937816674742,-0.8665886366880379,-1.1181955999798094,0.0,0.0,0.0,0.0,0.0
26.0,316.8193359,1181.420166,841.5,1270.297852,314.3406067,994.6976318,537.6599731,1283.5,152.7040684231791,1658797277416666.8,0.41666675,0.2760155725686835,0.7331216185298088,0.273856083604927,0.4684137251310344,-1.0292628214636668,-1.1066937816674742,-0.8665886366880379,-1.1181955999798094,0.0,0.0,0.0,0.0,0.0
27.0,316.8193359,1181.420166,841.5,1270.297852,314.3406067,994.6976318,537.6599731,1283.5,152.7040684231791,1658797277433333.5,0.4333335,0.2760155725686835,0.7331216185298088,0.273856083604927,0.4684137251310344,-1.0292628214636668,-1.1066937816674742,-0.8665886366880379,-1.1181955999798094,0.0,0.0,0.0,0.0,0.0
28.0,317.0189819,1181.390259,841.5,1270.297852,314.3406067,994.6976318,537.6599731,1283.5,152.6779297481267,1658797277450000.0,0.45,0.2761895057815807,0.7331216185298088,0.273856083604927,0.4684137251310344,-1.0292367662429354,-1.1066937816674742,-0.8665886366880379,-1.1181955999798094,-1.5683361865063536,0.010552435428563205,0.0,0.0,0.0
29.0,317.0189819,1181.390259,841.5,1270.297852,314.3406067,994.6976318,537.6599731,1283.5,152.6779297481267,1658797277466666.8,0.46666675,0.2761895057815807,0.7331216185298088,0.273856083604927,0.4684137251310344,-1.0292367662429354,-1.1066937816674742,-0.8665886366880379,-1.1181955999798094,0.0,0.0,0.0,0.0,0.0
30.0,317.0189819,1181.390259,841.5,1270.297852,314.3406067,994.6976318,537.6599731,1283.5,152.6779297481267,1658797277483333.2,0.48333325,0.2761895057815807,0.7331216185298088,0.273856083604927,0.4684137251310344,-1.0292367662429354,-1.1066937816674742,-0.8665886366880379,-1.1181955999798094,0.0,0.0,0.0,0.0,0.0
31.0,317.0189819,1181.390259,841.5,1270.297852,314.3406067,994.6976318,537.6599731,1283.5,152.6779297481267,1658797277500000.0,0.5,0.2761895057815807,0.7331216185298088,0.273856083604927,0.4684137251310344,-1.0292367662429354,-1.1066937816674742,-0.8665886366880379,-1.1181955999798094,0.0,0.0,0.0,0.0,0.0
32.0,317.0189819,1181.390259,841.5,1270.297852,314.3406067,994.6976318,537.6599731,1283.5,152.6779297481267,1658797277516666.8,0.51666675,0.2761895057815807,0.7331216185298088,0.273856083604927,0.4684137251310344,-1.0292367662429354,-1.1066937816674742,-0.8665886366880379,-1.1181955999798094,0.0,0.0,0.0,0.0,0.0
33.0,317.0189819,1181.390259,841.5,1270.297852,314.3406067,994.6976318,537.6599731,1283.5,152.6779297481267,1658797277533333.2,0.53333325,0.2761895057815807,0.7331216185298088,0.273856083604927,0.4684137251310344,-1.0292367662429354,-1.1066937816674742,-0.8665886366880379,-1.1181955999798094,0.0,0.0,0.0,0.0,0.0
34.0,317.0189819,1181.390259,841.5,1270.297852,314.3406067,994.6976318,537.6599731,1283.5,152.6779297481267,1658797277550000.0,0.55,0.2761895057815807,0.7331216185298088,0.273856083604927,0.4684137251310344,-1.0292367662429354,-1.1066937816674742,-0.8665886366880379,-1.1181955999798094,0.0,0.0,0.0,0.0,0.0
35.0,317.0189819,1181.390259,841.5,1270.297852,314.3406067,994.6976318,537.6599731,1283.5,152.6779297481267,1658797277566666.5,0.5666665,0.2761895057815807,0.7331216185298088,0.273856083604927,0.4684137251310344,-1.0292367662429354,-1.1066937816674742,-0.8665886366880379,-1.1181955999798094,0.0,0.0,0.0,0.0,0.0
36.0,317.0189819,1181.390259,841.5,1270.297852,314.3406067,994.6976318,537.6599731,1283.5,152.6779297481267,1658797277583333.2,0.58333325,0.2761895057815807,0.7331216185298088,0.273856083604927,0.4684137251310344,-1.0292367662429354,-1.1066937816674742,-0.8665886366880379,-1.1181955999798094,0.0,0.0,0.0,0.0,0.0
37.0,317.0189819,1181.390259,841.5,1270.297852,314.3406067,994.6976318,537.6599731,1283.5,152.6779297481267,1658797277600000.0,0.6,0.2761895057815807,0.7331216185298088,0.273856083604927,0.4684137251310344,-1.0292367662429354,-1.1066937816674742,-0.8665886366880379,-1.1181955999798094,0.0,0.0,0.0,0.0,0.0
