Frame #,Shoulder Pink X,Shoulder Pink Y,Hand Pink X,Hand Pink Y,Elbow Green X,Elbow Green Y,Timestamp (microseconds),angles,Seconds,Shoulder Pink X meters,Hand Pink X meters,Elbow Green X meters,Shoulder Pink Y meters,Hand Pink Y meters,Elbow Green Y meters,angular velocity
1.0,300.227417,862.5,845.3605957,1018.190979,530.0666504,1013.847229,1659661106065000.0,147.42473167939323,0.0,0.2570734773931742,0.7238505735396054,0.4538761930209725,-0.7385264026423436,-0.8718387488971084,-0.8681193586809024,
2.0,300.227417,862.5,845.3605957,1018.190979,530.0666504,1013.847229,1659661106081666.8,147.42473167939323,0.01666675,0.2570734773931742,0.7238505735396054,0.4538761930209725,-0.7385264026423436,-0.8718387488971084,-0.8681193586809024,0.0
3.0,300.227417,862.5,845.3272095,1018.007324,530.3152466,1013.5,1659661106098333.2,147.54402202280295,0.03333325,0.2570734773931742,0.7238219861886676,0.4540890566236352,-0.7385264026423436,-0.8716814920084391,-0.8678220395107423,0.11929034340971612
4.0,300.227417,862.5,845.3143921,1018.088623,530.3152466,1013.5,1659661106115000.0,147.55883991840275,0.05,0.2570734773931742,0.7238110111297537,0.4540890566236352,-0.7385264026423436,-0.8717511052930865,-0.8678220395107423,0.014817895599804842
5.0,300.0,862.5,845.3143921,1018.088623,530.0666504,1013.847229,1659661106131666.8,147.43226975079816,0.06666675,0.256878748745163,0.7238110111297537,0.4538761930209725,-0.7385264026423436,-0.8717511052930865,-0.8681193586809024,-0.12657016760459783
6.0,300.0,862.5,845.2506104,1018.013977,530.2058716,1013.632141,1659661106148333.2,147.51160915862346,0.08333325,0.256878748745163,0.7237563972521243,0.4539954029131552,-0.7385264026423436,-0.8716871887228238,-0.8679351868932021,0.07933940782530158
7.0,300.227417,862.5,845.2506104,1018.013977,530.2058716,1013.632141,1659661106165000.0,147.48562379688545,0.1,0.2570734773931742,0.7237563972521243,0.4539954029131552,-0.7385264026423436,-0.8716871887228238,-0.8679351868932021,-0.025985361738008805
8.0,300.227417,862.5,845.2506104,1018.013977,530.2058716,1013.632141,1659661106181666.5,147.48562379688545,0.1166665,0.2570734773931742,0.7237563972521243,0.4539954029131552,-0.7385264026423436,-0.8716871887228238,-0.8679351868932021,0.0
9.0,300.0,862.5,845.2506104,1018.013977,530.2058716,1013.632141,1659661106198333.5,147.51160915862346,0.1333335,0.256878748745163,0.7237563972521243,0.4539954029131552,-0.7385264026423436,-0.8716871887228238,-0.8679351868932021,0.025985361738008805
10.0,300.0,862.5,845.2506104,1018.013977,530.0666504,1013.847229,1659661106215000.2,147.4188585935074,0.15000025,0.256878748745163,0.7237563972521243,0.4538761930209725,-0.7385264026423436,-0.8716871887228238,-0.8681193586809024,-0.09275056511606294
11.0,300.227417,862.5,845.2506104,1018.013977,530.2058716,1013.632141,1659661106231666.8,147.48562379688545,0.16666675,0.2570734773931742,0.7237563972521243,0.4539954029131552,-0.7385264026423436,-0.8716871887228238,-0.8679351868932021,0.06676520337805414
12.0,300.227417,862.5,845.2506104,1018.013977,530.2058716,1013.632141,1659661106248333.5,147.48562379688545,0.1833335,0.2570734773931742,0.7237563972521243,0.4539954029131552,-0.7385264026423436,-0.8716871887228238,-0.8679351868932021,0.0
13.0,300.0,862.5,845.2506104,1018.013977,530.3152466,1013.5,1659661106265000.0,147.57139057359657,0.2,0.256878748745163,0.7237563972521243,0.4540890566236352,-0.7385264026423436,-0.8716871887228238,-0.8678220395107423,0.0857667767111252
14.0,300.227417,862.5,845.2506104,1018.013977,530.2942505,1013.453125,1659661106281666.8,147.5596636956299,0.21666675,0.2570734773931742,0.7237563972521243,0.4540710784506467,-0.7385264026423436,-0.8716871887228238,-0.8677819022062508,-0.01172687796668015
15.0,300.227417,862.5,845.2506104,1018.013977,530.2942505,1013.453125,1659661106298333.5,147.5596636956299,0.2333335,0.2570734773931742,0.7237563972521243,0.4540710784506467,-0.7385264026423436,-0.8716871887228238,-0.8677819022062508,0.0
16.0,300.227417,862.5,845.2506104,1018.013977,530.3152466,1013.5,1659661106315000.0,147.54543150141816,0.25,0.2570734773931742,0.7237563972521243,0.4540890566236352,-0.7385264026423436,-0.8716871887228238,-0.8678220395107423,-0.014232194211729166
17.0,300.227417,862.5,845.2506104,1018.013977,530.3152466,1013.5,1659661106331666.8,147.54543150141816,0.26666675,0.2570734773931742,0.7237563972521243,0.4540890566236352,-0.7385264026423436,-0.8716871887228238,-0.8678220395107423,0.0
18.0,300.227417,862.5,845.2506104,1018.013977,530.3152466,1013.5,1659661106348333.2,147.54543150141816,0.28333325,0.2570734773931742,0.7237563972521243,0.4540890566236352,-0.7385264026423436,-0.8716871887228238,-0.8678220395107423,0.0
