Frame #,Head Pink X,Head Pink Y,Hand Pink X,Hand Pink Y,Elbow Orange X,Elbow Orange Y,Shoulder Green X,Shoulder Green Y,Timestamp (microseconds),angles,Seconds,Head Pink X meters,Hand Pink X meters,Elbow Orange X meters,Shoulder Green X meters,Head Pink Y meters,Hand Pink Y meters,Elbow Orange Y meters,Shoulder Green Y meters,angular velocity
1.0,281.2424316,990.5371704,869.281311,992.4420776,619.5,1080.5,385.2345581,1027.649414,1660087037681670.0,0.0,0.0,0.3228169830343486,0.9977824776606834,0.7110773429601472,0.4421817045846238,-1.1369629366122591,-1.139149435967161,-1.240224485986181,-1.1795612829728368,
2.0,281.0658264,990.9915771,869.104187,992.5601807,619.5,1080.5,385.092865,1027.759521,1660087037698336.5,0.0123855887283991,0.0166665,0.3226142712403713,0.997579170375301,0.7110773429601472,0.4420190657580479,-1.137484515803315,-1.1392849976112989,-1.240224485986181,-1.1796876664966482,0.0123855887283991
3.0,281.2424316,990.5371704,869.1235352,992.3449707,619.5,1080.5,385.2345581,1027.649414,1660087037715003.2,0.0127890792129981,0.03333325,0.3228169830343486,0.9976013787153284,0.7110773429601472,0.4421817045846238,-1.1369629366122591,-1.1390379742780004,-1.240224485986181,-1.1795612829728368,0.00040349048459900096
4.0,281.0658264,990.9915771,868.9657593,992.0342407,619.5,1080.5,385.2345581,1027.649414,1660087037731670.0,0.0507531692608569,0.05,0.3226142712403713,0.997420279655191,0.7110773429601472,0.4421817045846238,-1.137484515803315,-1.138681310738407,-1.240224485986181,-1.1795612829728368,0.0379640900478588
5.0,281.2568359,990.4877319,868.7688599,991.6885376,619.5,1080.5,385.2345581,1027.649414,1660087037748336.5,0.0932021663018592,0.0666665,0.3228335166443102,0.9971942736791096,0.7110773429601472,0.4421817045846238,-1.136906189885512,-1.1382845042141114,-1.240224485986181,-1.1795612829728368,0.042448997041002294
6.0,281.1175537,991.0442505,868.7950439,990.9135742,619.5,1080.5,385.2345581,1027.649414,1660087037765003.2,0.1842800986660043,0.08333325,0.322673645108075,0.9972243283185738,0.7110773429601472,0.4421817045846238,-1.1375449756278782,-1.1373949821554137,-1.240224485986181,-1.1795612829728368,0.09107793236414512
7.0,281.3208313,990.805542,869.0422363,990.539917,619.5,1080.5,385.2345581,1027.649414,1660087037781669.8,0.2260636834757964,0.09999975,0.3229069721390538,0.9975080618375276,0.7110773429601472,0.4421817045846238,-1.137270980138093,-1.13696608922732,-1.240224485986181,-1.1795612829728368,0.04178358480979208
8.0,281.1175537,991.0442505,869.1127319,990.1990356,619.5,1080.5,385.2345581,1027.649414,1660087037798336.5,0.2655525845148401,0.1166665,0.322673645108075,0.9975889784217704,0.7110773429601472,0.4421817045846238,-1.1375449756278782,-1.1365748171689238,-1.240224485986181,-1.1795612829728368,0.039488901039043706
9.0,281.2240295,990.5860596,868.8009644,989.8872681,619.5,1080.5,385.092865,1027.759521,1660087037815003.5,0.3050254153667959,0.1333335,0.32279586065118,0.9972311240141492,0.7110773429601472,0.4420190657580479,-1.1370190528389508,-1.1362169627613026,-1.240224485986181,-1.1796876664966482,0.0394728308519558
10.0,281.1175537,991.0442505,868.6049194,989.619751,619.5,1080.5,385.2345581,1027.649414,1660087037831670.0,0.3384323478256496,0.15,0.322673645108075,0.9970060987394106,0.7110773429601472,0.4421817045846238,-1.1375449756278782,-1.135909900051594,-1.240224485986181,-1.1795612829728368,0.03340693245885373
11.0,281.3155823,990.7022095,868.6550293,989.8764648,619.5,1080.5,385.092865,1027.759521,1660087037848336.8,0.3076432491590193,0.16666675,0.3229009472077008,0.997063616115598,0.7110773429601472,0.4420190657580479,-1.1371523725520696,-1.1362045624677446,-1.240224485986181,-1.1796876664966482,-0.03078909866663032
12.0,281.1645813,991.0195313,869.1127319,990.1990356,619.5,1080.5,385.0703125,1027.507813,1660087037865003.2,0.2654687594289455,0.18333325,0.3227276245444815,0.9975889784217704,0.7110773429601472,0.4419931794436377,-1.137516602321896,-1.1365748171689238,-1.240224485986181,-1.1793987498609069,-0.042174489730073816
13.0,281.2971497,990.7299805,869.1654663,990.3601074,619.5,1080.5,385.2345581,1027.649414,1660087037881670.0,0.2461149222976545,0.2,0.3228797898158818,0.9976495082636344,0.7110773429601472,0.4421817045846238,-1.1371842487891823,-1.1367596993441775,-1.240224485986181,-1.1795612829728368,-0.01935383713129099
14.0,281.4159546,990.9243774,868.9469604,990.9469604,619.5,1080.5,385.0703125,1027.507813,1660087037898336.8,0.1789241090519406,0.21666675,0.3230161570033276,0.9973987018152192,0.7110773429601472,0.4419931794436377,-1.1374073823341893,-1.1374333036572497,-1.240224485986181,-1.1793987498609069,-0.06719081324571391
15.0,281.4159546,990.9243774,868.9506836,991.9084473,619.5,1080.5,385.092865,1027.759521,1660087037915003.2,0.0656902471097706,0.23333325,0.3230161570033276,0.9974029753957896,0.7110773429601472,0.4420190657580479,-1.1374073823341893,-1.1385369219787074,-1.240224485986181,-1.1796876664966482,-0.11323386194216999
16.0,281.5,990.7217407,869.1838989,992.3677979,619.4121704,1080.587769,384.8617249,1027.417236,1660087037931670.0,0.0095693904418697,0.25,0.3231126263814067,0.9976706656554531,0.7109765299841969,0.4417537574640051,-1.137174790944,-1.1390641758998297,-1.2403252294039602,-1.179294783351636,-0.056120856667900905
17.0,281.5,990.7217407,869.1838989,992.3677979,619.4705811,1080.892212,384.8617249,1027.417236,1660087037948336.5,0.0095693904418697,0.2666665,0.3231126263814067,0.9976706656554531,0.7110435752228675,0.4417537574640051,-1.137174790944,-1.1390641758998297,-1.24067467657026,-1.179294783351636,0.0
