Frame #,Body Pink X,Body Pink Y,Hand Pink X,Hand Pink Y,Shoulder Green X,Shoulder Green Y,Elbow Orange X,Elbow Orange Y,Timestamp (microseconds),angles,Seconds,Body Pink X meters,Hand Pink X meters,Shoulder Green X meters,Elbow Orange X meters,Body Pink Y meters,Hand Pink Y meters,Shoulder Green Y meters,Elbow Orange Y meters
1.0,382.2003174,1257.159058,387.9575195,1578.442749,303.6404724,1027.759521,318.2988586,1271.46936,1659658364808330.0,0.0,0.0,0.3399735565053855,0.34509468378956,0.270093264189433,0.28313214318080737,1.118263948467407,1.404051149847809,0.9142092344757468,1.1309932007576777
2.0,382.2003174,1257.159058,388.0404968,1578.776001,303.6141663,1027.952026,318.3633728,1271.52417,1659658364824996.8,0.0032438930546611,0.01666675,0.3399735565053855,0.3451684934817709,0.27006986447476083,0.2831895296376484,1.118263948467407,1.4043475830596472,0.9143804708837652,1.131041955166776
3.0,382.2003174,1257.159058,387.867981,1578.70459,303.6141663,1027.952026,318.4494324,1271.402588,1659658364841663.2,0.0131794810832048,0.03333325,0.3399735565053855,0.34501503780052406,0.27006986447476083,0.2832660810871146,1.118263948467407,1.4042840617841845,0.9143804708837652,1.130933805950082
4.0,382.2003174,1257.159058,388.0404968,1578.776001,303.8126221,1028.030518,318.4494324,1271.402588,1659658364858330.0,0.0032561584848693,0.05,0.3399735565053855,0.3451684934817709,0.2702463942186242,0.2832660810871146,1.118263948467407,1.4043475830596472,0.9144502908268223,1.130933805950082
5.0,382.2003174,1257.159058,387.6907349,1578.698364,303.8126221,1028.030518,318.4494324,1271.402588,1659658364874996.8,0.0311000671417123,0.06666675,0.3399735565053855,0.34485737443853726,0.2702463942186242,0.2832660810871146,1.118263948467407,1.40427852365335,0.9144502908268223,1.130933805950082
6.0,382.2653503,1256.747925,387.6907349,1578.698364,303.8279419,1028.088135,318.4646912,1271.152954,1659658364891663.2,0.0311031239650978,0.08333325,0.3400314043545272,0.34485737443853726,0.2702600214362214,0.2832796540441946,1.1178982388072016,1.40427852365335,0.9145015421092345,1.13071175234379
7.0,382.2653503,1256.747925,388.1850281,1578.567749,303.8126221,1028.030518,318.4494324,1271.402588,1659658364908330.0,0.0211921006940364,0.1,0.3400314043545272,0.34529705648355385,0.2702463942186242,0.2832660810871146,1.1178982388072016,1.4041623394325071,0.9144502908268223,1.130933805950082
8.0,382.2653503,1256.747925,388.1850281,1578.567749,303.8279419,1028.088135,318.4494324,1271.402588,1659658364924996.5,0.0211945440993926,0.1166665,0.3400314043545272,0.34529705648355385,0.2702600214362214,0.2832660810871146,1.1178982388072016,1.4041623394325071,0.9145015421092345,1.130933805950082
9.0,382.2653503,1256.747925,388.1850281,1578.567749,303.8279419,1028.088135,318.4494324,1271.402588,1659658364941663.5,0.0211945440993926,0.1333335,0.3400314043545272,0.34529705648355385,0.2702600214362214,0.2832660810871146,1.1178982388072016,1.4041623394325071,0.9145015421092345,1.130933805950082
10.0,382.2653503,1256.747925,388.1010437,1578.610229,303.8279419,1028.088135,318.4494324,1271.402588,1659658364958330.2,0.0119922032789568,0.15000025,0.3400314043545272,0.3452223509590969,0.2702600214362214,0.2832660810871146,1.1178982388072016,1.4042001261009707,0.9145015421092345,1.130933805950082
11.0,382.2653503,1256.747925,388.1850281,1578.567749,303.8279419,1028.088135,318.4494324,1271.402588,1659658364974996.8,0.0211945440993926,0.16666675,0.3400314043545272,0.34529705648355385,0.2702600214362214,0.2832660810871146,1.1178982388072016,1.4041623394325071,0.9145015421092345,1.130933805950082
12.0,382.3143616,1257.304932,388.1850281,1578.567749,303.8279419,1028.088135,318.4494324,1271.402588,1659658364991663.5,0.0211945440993926,0.1833335,0.3400750007232673,0.34529705648355385,0.2702600214362214,0.2832660810871146,1.1183937058232332,1.4041623394325071,0.9145015421092345,1.130933805950082
13.0,382.8124084,1256.879395,387.6774597,1578.030884,304.099762,1027.664429,318.2865295,1270.887695,1659658365008330.0,0.0221160424376705,0.2,0.34051802165808487,0.344845565926739,0.2705018099484741,0.28312117624073774,1.1180151835648038,1.4036847890613957,0.9141246485558419,1.1304758000394106
14.0,382.6600037,1256.92334,388.276001,1578.547974,304.5,1027.5,318.2865295,1270.887695,1659658365024996.8,0.0307489591975332,0.21666675,0.34038245513569265,0.3453779783953121,0.2708578283244772,0.28312117624073774,1.1180542733752004,1.404144749240208,0.9139783862180634,1.1304758000394106
15.0,383.0372314,1257.062012,388.1161499,1578.878784,304.5,1027.5,318.3771362,1270.962891,1659658365041663.5,0.0094042140225869,0.2333335,0.3407180054660895,0.34523578817593187,0.2708578283244772,0.28320177241148864,1.1181776244319144,1.4044390102523197,0.9139783862180634,1.130542688135498
16.0,382.6264038,1256.942017,388.1161499,1578.878784,304.5,1027.5,318.34375,1270.940308,1659658365058330.0,0.0094042140225869,0.25,0.34035256746427744,0.34523578817593187,0.2708578283244772,0.28317207482978746,1.1180708868781875,1.4044390102523197,0.9139783862180634,1.1305226001803683
17.0,382.6264038,1256.942017,388.1691284,1579.035767,304.5,1027.5,318.34375,1270.940308,1659658365074996.8,0.0123665852484552,0.26666675,0.34035256746427744,0.34528291343523526,0.2708578283244772,0.28317207482978746,1.1180708868781875,1.404578649248917,0.9139783862180634,1.1305226001803683
18.0,382.6264038,1256.942017,388.1775208,1578.786743,304.5,1027.5,318.3771362,1270.962891,1659658365091663.2,0.0170570608668366,0.28333325,0.34035256746427744,0.3452903786150003,0.2708578283244772,0.28320177241148864,1.1180708868781875,1.404357138247798,0.9139783862180634,1.130542688135498
19.0,382.6264038,1256.942017,388.1691284,1579.035767,304.5050049,1027.810425,318.5108643,1271.118652,1659658365108330.0,0.0123686715534158,0.3,0.34035256746427744,0.34528291343523526,0.27086228026649684,0.2833207257867003,1.1180708868781875,1.404578649248917,0.9142545144327024,1.1306812401427155
20.0,382.6264038,1256.942017,388.1691284,1579.035767,304.740509,1027.780396,318.5108643,1271.118652,1659658365124996.8,0.0123958625313678,0.31666675,0.34035256746427744,0.34528291343523526,0.2710717650910863,0.2833207257867003,1.1180708868781875,1.404578649248917,0.9142278031363915,1.1306812401427155
21.0,382.6264038,1256.942017,388.1691284,1579.035767,304.4102478,1027.836304,318.4726868,1271.130249,1659658365141663.2,0.0123577963948814,0.33333325,0.34035256746427744,0.34528291343523526,0.2707779922457273,0.2832867662637419,1.1180708868781875,1.404578649248917,0.9142775342348017,1.1306915558676254
22.0,382.6264038,1256.942017,387.9607849,1579.224854,304.6436768,1027.948242,318.5191345,1271.160278,1659658365158330.0,0.0116952938087063,0.35,0.34035256746427744,0.34509758841731897,0.2709856312342591,0.2833280822675273,1.1180708868781875,1.4047468452889313,0.9143771049526572,1.1307182671639366
