Frame #,Hand Pink X,Hand Pink Y,Shoulder Green X,Shoulder Green Y,Elbow Orange X,Elbow Orange Y,Timestamp (microseconds),angles,Seconds,Hand Pink X meters,Shoulder Green X meters,Elbow Orange X meters,Hand Pink Y meters,Shoulder Green Y meters,Elbow Orange Y meters
1.0,366.594635,1845.661621,199.1022797,1043.102295,257.9629517,1348.682739,1660173242000000.0,0.0,0.0,0.2161894903930305,0.1174153036484934,0.1521268282289645,-1.0884301274129793,-0.6151419907818634,-0.7953499757198754
2.0,366.9344788,1844.976929,199.1022797,1043.102295,258.2417908,1348.758179,1660173242016666.8,0.033049098756432915,0.01666675,0.2163899042859813,0.1174153036484934,0.1522912662135265,-1.0880263484145327,-0.6151419907818634,-0.7953944644646581
3.0,367.2051392,1845.0,199.5,1042.15625,258.4055786,1348.804565,1660173242033333.2,0.051165781589855845,0.03333325,0.2165495190985264,0.1176498486766168,0.15238785573676,-1.088039953926607,-0.614584085763862,-0.7954218193813535
4.0,367.2051392,1845.0,197.6274567,1042.784302,258.4544067,1349.082886,1660173242050000.0,0.05126739461082948,0.05,0.2165495190985264,0.1165455657899731,0.1524166508173423,-1.088039953926607,-0.6149544628203084,-0.795585951830143
5.0,367.5645142,1845.218628,197.6274567,1042.784302,258.5471802,1348.97168,1660173242066666.5,0.07266967145375544,0.0666665,0.2167614510001212,0.1165455657899731,0.1524713615353182,-1.088168884007391,-0.6149544628203084,-0.7955203710327902
6.0,367.5645142,1845.218628,197.6274567,1042.784302,258.0681763,1349.26062,1660173242083333.2,0.07266967145375544,0.08333325,0.2167614510001212,0.1165455657899731,0.152188881653862,-1.088168884007391,-0.6149544628203084,-0.7956907657559812
7.0,367.8882751,1845.016235,197.6274567,1042.784302,258.4578857,1349.315796,1660173242100000.0,0.0977277919550848,0.1,0.2169523804281533,0.1165455657899731,0.1524187024655806,-1.088049528088478,-0.6149544628203084,-0.7957233043427009
8.0,368.176239,1844.875488,197.6274567,1042.784302,258.6959229,1349.603271,1660173242116666.5,0.11945138390474366,0.1166665,0.217122199522185,0.1165455657899731,0.1525590786087355,-1.0879665262676674,-0.6149544628203084,-0.7958928351208878
9.0,368.358551,1844.641479,197.6274567,1042.784302,258.6789551,1349.505249,1660173242133333.5,0.13531541834581015,0.1333335,0.2172297132024453,0.1165455657899731,0.1525490722974454,-1.0878285256489255,-0.6149544628203084,-0.7958350292388479
10.0,369.5,1844.5,197.6274567,1042.784302,258.8727112,1349.742065,1660173242150000.0,0.21538850135124138,0.15,0.2179028525614532,0.1165455657899731,0.1526633348330102,-1.0877450921504752,-0.6149544628203084,-0.7959746852116008
11.0,370.3857422,1845.355225,198.0,1047.0,259.0150757,1350.194336,1660173242166666.8,0.26465405186470453,0.16666675,0.2184251955980271,0.1167652633482212,0.1527472905316664,-1.08824943847546,-0.6174405592201396,-0.7962414000723067
12.0,370.6340637,1844.982178,199.2063446,1044.301636,258.9649048,1349.942139,1660173242183333.5,0.28640177562805264,0.1833335,0.2185716366351106,0.1174766731709874,0.1527177035702982,-1.0880294438734586,-0.615849270416759,-0.7960926735615964
13.0,370.6340637,1844.982178,199.2063446,1044.301636,259.0150757,1350.214355,1660173242200000.0,0.28640177562805264,0.2,0.2185716366351106,0.1174766731709874,0.1527472905316664,-1.0880294438734586,-0.615849270416759,-0.7962532057480994
14.0,370.6340637,1844.982178,199.2063446,1044.301636,259.0049744,1350.157593,1660173242216666.8,0.28640177562805264,0.21666675,0.2185716366351106,0.1174766731709874,0.1527413335571479,-1.0880294438734586,-0.615849270416759,-0.7962197318598258
