Frame #,Body Pink X,Body Pink Y,Hand Pink X,Hand Pink Y,Elbow Orange X,Elbow Orange Y,Shoulder Green X,Shoulder Green Y,Timestamp (microseconds),angles,Seconds,Body Pink X meters,Hand Pink X meters,Elbow Orange X meters,Shoulder Green X meters,Body Pink Y meters,Hand Pink Y meters,Elbow Orange Y meters,Shoulder Green Y meters,angular velocity,Body Pink m/s,Hand Pink m/s,Elbow Orange m/s,Shoulder Green m/s
1.0,403.1776428,1103.612793,313.649353,1622.699097,274.3769226,1237.20813,222.6871796,913.6871948,1660088150000000.0,0.0,0.0,-0.2289089660365784,0.1780782004544022,0.1557808047601004,0.1264333301763076,-0.6265894646238813,-0.9213069700569206,-0.7024398273761342,-0.5187569171494988,,,,,
2.0,403.0316467,1103.390259,313.0281677,1622.694824,274.5063171,1237.085815,223.0,913.0,1660088150016666.8,0.0493071394090844,0.01666675,-0.2288260749911715,0.1777255150134323,0.1558542700470149,0.1266109377287053,-0.6264631182632691,-0.92130454400967,-0.702370381560671,-0.5183667540193181,2.9584135724772014,0.009066619088447797,0.021161627099979805,0.00606560226196954,0.025721161695304084
3.0,403.055542,1103.271606,312.8382263,1622.71814,274.6693726,1236.871826,223.0,913.0,1660088150033333.2,0.0646338398689226,0.03333325,-0.2288396418357469,0.1776176734942955,0.1559468467723818,0.1266109377287053,-0.6263957515924425,-0.9213177819496884,-0.7022488867267983,-0.5183667540193181,0.919611223702529,0.004123151633875945,0.006519059034891423,0.009164780469529774,0.0
4.0,403.0476074,1103.55481,312.1774597,1622.757813,273.9949646,1236.29187,223.0294189,912.8970337,1660088150050000.0,0.1175231453722954,0.05,-0.2288351368709644,0.1772425152931933,0.1555639435020153,0.1266276406637544,-0.6265565440767857,-0.9213403067736008,-0.7019196097178234,-0.5183082936614819,3.1733424634900502,0.009651334820853329,0.022550027866224426,0.03030078789649731,0.003647980992182181
5.0,403.0470276,1103.492798,311.1975403,1622.75061,273.9949646,1236.29187,223.6033783,912.3966064,1660088150066666.5,0.1952325061852119,0.0666665,-0.2288348076825263,0.1766861542432715,0.1555639435020153,0.1269535130308046,-0.6265213360163802,-0.921336217183536,-0.7019196097178234,-0.5180241700304593,4.662608274857739,0.00211257595773082,0.033382564811906316,0.0,0.025940480610900537
6.0,403.1237488,1103.405151,310.6730347,1622.842896,274.5788269,1236.172119,224.1083374,911.8416748,1660088150083333.2,0.2376590878727234,0.08333325,-0.2288783670685158,0.1763883598672179,0.1558954383598962,0.1272402096458972,-0.6264715733757563,-0.9213886136723218,-0.7018516196442631,-0.5177091009261935,2.5455821733398247,0.003968055674345855,0.018142127130147952,0.020303727915216552,0.025559118968506992
7.0,403.1341248,1103.522705,309.8912048,1623.171265,274.7622986,1236.849976,224.222229,912.0421753,1660088150100000.0,0.3029857829815356,0.1,-0.2288842581675735,0.1759444665184137,0.1559996066288813,0.1273048729744865,-0.6265383160760871,-0.9215750491297704,-0.702236481125949,-0.5178229375016199,3.919582108618187,0.004020131234673429,0.02888733538532088,0.023922579251740867,0.007855215024976872
8.0,403.0646973,1103.647095,309.0479736,1623.462891,274.8893433,1236.80896,224.3443298,912.0842285,1660088150116666.5,0.3727517159529453,0.1166665,-0.228844839867667,0.1754657118414894,0.1560717377885246,0.127374197175318,-0.6266089399978094,-0.9217406233061204,-0.7022131937975998,-0.51784681371277,4.185997838262964,0.004852787495145864,0.030394655036422143,0.004547827379230066,0.004399239230516206
9.0,403.0517273,1103.643677,308.4810181,1623.542236,275.143219,1236.267944,224.4121857,912.1039429,1660088150133333.5,0.4185412577520517,0.1333335,-0.2288374759938448,0.1751438160230794,0.1562158787770606,0.1274127231803827,-0.6266069993871136,-0.9217856723861836,-0.701906025442953,-0.5178580068009797,2.7473175615951533,0.00045691726510451824,0.019501969518173578,0.020358400762862144,0.002407143087498851
10.0,403.0079956,1103.716553,307.9388123,1623.624512,275.2467041,1236.128784,224.4761963,912.1282349,1660088150150000.0,0.4623966145909343,0.15,-0.2288126467940894,0.1748359721451424,0.1562746336898496,0.1274490659700266,-0.6266483756144585,-0.921832385576823,-0.7018270156757139,-0.5178717988767614,2.631347723810193,0.002895260413027325,0.018682074598577843,0.005907694909661794,0.0023323102213224996
11.0,403.0670776,1103.652466,307.0270386,1623.5,274.9250793,1235.906372,224.4761963,912.1282349,1660088150166666.8,0.5336864124124608,0.16666675,-0.2288461913116808,0.1743183016377282,0.1560920273332361,0.1274490659700266,-0.626611989447794,-0.9217616923881302,-0.701700738582072,-0.5178717988767614,4.277366482459179,0.0029693561635360894,0.03134850893147039,0.01332094400091286,0.0
12.0,403.0079956,1103.716553,306.3634338,1622.958374,274.5441284,1235.832153,224.5681763,912.0227051,1660088150183333.5,0.5814015893401593,0.1833335,-0.2288126467940894,0.1739415320143683,0.1558757378683142,0.1275012887236242,-0.6266483756144585,-0.9214541776986316,-0.7016585998502906,-0.5178118830609034,2.8628963011803994,0.0029693561635360894,0.029180032214498604,0.013221365257357356,0.004768819092781016
13.0,403.0079956,1103.716553,305.8763733,1622.876343,274.2371826,1235.515381,224.8467407,911.6628418,1660088150200000.0,0.6191448423965067,0.2,-0.2288126467940894,0.1736649975451503,0.1557014656908707,0.1276594470191482,-0.6266483756144585,-0.9214076036096948,-0.7014787487293659,-0.5176075663350418,2.2646178295591395,0.0,0.016825743678467817,0.015026043494664154,0.015502700902601748
14.0,403.0670776,1103.652466,305.0490723,1622.572632,273.9816895,1235.654419,225.0,911.5,1660088150216666.8,0.6821066174667918,0.21666675,-0.2288461913116808,0.1731952874312763,0.1555564064039909,0.1277464618338954,-0.626611989447794,-0.9212351680289392,-0.7015576892296346,-0.5175151109404255,3.777687615779032,0.0029693561635360894,0.030021689394664253,0.009908868626331103,0.007617774000648101
