Timestamp (microseconds),Gyro X (°/s),Gyro Y (°/s),Gyro Z (°/s),gyro vel x (dps),gyro vel y (dps),gyro vel z (dps),gyro disp x (deg),gyro disp y (deg),gyro disp z (deg),gyro vel x (dps),gyro vel y (dps),gyro vel z (dps),gyro disp x (deg),gyro disp y (deg),gyro disp z (deg)
1659661392458679,-0.1525902189669068,-0.213626306553806,-0.03051804379333589,-1.149137871815895,-0.1508152025311353,0.1656600465096937,0,0,0,-1.149137871815896,-0.1508152025311354,0.1656600465096937,0,0,0
1659661392474682,0.09155413138023505,-0.09155413138023505,-0.09155413138023505,-0.9443561724913805,-0.04633816885417234,0.107700133216025,-0.01674795235445821,-0.001577226971082461,0.002186881437805749,-0.9443561724913803,-0.04633816885417236,0.107700133216025,-0.01674795235445821,-0.001577226971082462,0.002186881437805749
1659661392490685,0.213626306553806,-0.09155413138023505,-0.03051804379333589,-0.7263662919633591,-0.01020293290074437,0.1673436378414657,-0.03011373207009612,-0.002029555785121795,0.004387231606265676,-0.7263662919633593,-0.01020293290074439,0.1673436378414657,-0.03011373207009612,-0.002029555785121796,0.004387231606265676
1659661392506688,0.3356984817273769,-0.03051804379333589,0.03051804379333589,-0.7010438709650628,0.03007474043225662,0.2153316789012066,-0.0415330133735235,-0.001870581324869697,0.007448634140207054,-0.701043870965063,0.0300747404322566,0.2153316789012066,-0.0415330133735235,-0.001870581324869698,0.007448634140207054
1659661392522691,0.03051804379333589,0.03051804379333589,-0.03051804379333589,-0.9671529778695498,0.07679993111293167,0.1779250433461259,-0.0548785881642004,-0.001015583952508191,0.01059468791818571,-0.9671529778695489,0.07679993111293168,0.1779250433461259,-0.0548785881642004,-0.001015583952508192,0.01059468791818571
1659661392538694,-0.213626306553806,-0.03051804379333589,-0.03051804379333589,-1.175026888472587,0.05770220622073764,0.1608850092166181,-0.07201602709493748,6.043314616116383e-05,0.01330516833868767,-1.175026888472587,0.0577022062207376,0.1608850092166181,-0.07201602709493748,6.043314616116231e-05,0.01330516833868767
1659661392554698,-0.03051804379333589,-0.03051804379333589,-0.03051804379333589,-1.068940145949508,0.009422845208532997,0.1619267049636822,-0.08996776337031424,0.0005974335575953289,0.01588766205213007,-1.068940145949508,0.009422845208532987,0.1619267049636822,-0.08996776337031424,0.000597433557595327,0.01588766205213007
1659661392570701,0.03051804379333589,-0.09155413138023505,-0.09155413138023505,-0.9357776183247473,-0.01363409003195704,0.1101126168410873,-0.1060055054845083,0.0005637435990079366,0.01806397662656822,-0.9357776183247473,-0.01363409003195703,0.1101126168410873,-0.1060055054845083,0.0005637435990079346,0.01806397662656822
1659661392586704,0.09155413138023505,-0.09155413138023505,-0.09155413138023505,-0.9272624947843358,-0.03419361469765211,0.09716504094629103,-0.120909826389381,0.0001811219611710634,0.01972219788886725,-0.927262494784336,-0.03419361469765216,0.09716504094629111,-0.1209098263893809,0.0001811219611710612,0.01972219788886725
1659661392602707,0.213626306553806,-0.09155413138023505,-0.03051804379333589,-0.7688344361802031,-0.03331378313574752,0.1780421617290644,-0.1344786018370973,-0.0003589372214961336,0.0219238555102701,-0.7688344361802029,-0.03331378313574752,0.1780421617290644,-0.1344786018370973,-0.0003589372214961362,0.0219238555102701
