Frame #,Wrist Pink X,Wrist Pink Y,Hip Pink X,Hip Pink Y,Head Pink X,Head Pink Y,Elbow Pink X,Elbow Pink Y,Shoulder Green X,Shoulder Green Y,angles,Timestamp (microseconds),Seconds
125.0,513.0404053,1575.69873,836.8733521,1331.133057,1020.701904,429.3226929,646.7045288,1212.126587,789.6300049,889.989624,28.07999502,1658799254066666.5,2.0666665
126.0,512.8361816,1575.850464,836.7036743,1331.446533,1020.539917,429.3890991,646.737854,1211.94397,789.416687,890.0704956,28.07969135,1658799254083333.2,2.08333325
127.0,512.8203125,1575.895508,836.7036743,1331.446533,1020.430664,429.4489136,646.8862915,1212.457397,789.4390869,890.2156982,28.08446613,1658799254100000.0,2.1
128.0,512.4968872,1576.151001,836.7036743,1331.446533,1020.322876,429.5098267,646.8862915,1212.457397,789.4111328,890.5111084,28.11451143,1658799254116666.5,2.1166665
129.0,512.0950317,1576.266235,836.7036743,1331.446533,1020.007446,429.5948486,647.0062256,1212.675537,789.4308472,890.8795776,28.15469806,1658799254133333.5,2.1333335
130.0,510.7550964,1576.264038,836.7036743,1331.446533,1020.123962,429.6555786,646.717041,1212.859985,789.3782349,890.9463501,28.25680999,1658799254150000.0,2.15
131.0,510.0085144,1576.313965,836.7036743,1331.446533,1020.123962,429.6555786,646.717041,1212.859985,789.3782349,890.9463501,28.30889468,1658799254166666.8,2.16666675
132.0,508.3233032,1575.932251,836.7036743,1331.446533,1020.123962,429.6555786,646.552002,1213.132935,789.7226563,890.9329224,28.42059005,1658799254183333.5,2.1833335
133.0,506.368866,1574.695068,836.7036743,1331.446533,1020.123962,429.6555786,646.597229,1213.304688,789.4263916,891.3554688,28.6321934,1658799254200000.0,2.2
134.0,503.4708252,1573.753662,836.7036743,1331.446533,1020.012146,429.539093,646.1350708,1213.298462,789.5,891.5,28.86953406,1658799254216666.8,2.21666675
