Frame #,Hand Pink X,Hand Pink Y,Elbow Pink X,Elbow Pink Y,Shoulder Green X,Shoulder Green Y,Head Pink X,Head Pink Y,Timestamp (microseconds),angles,Seconds,Hand Pink X meters,Elbow Pink X meters,Shoulder Green X meters,Head Pink X meters,Hand Pink Y meters,Elbow Pink Y meters,Shoulder Green Y meters,Head Pink Y meters,angular velocity,Hand Pink m/s,Elbow Pink m/s,Shoulder Green m/s,Head Pink m/s
11.0,969.4268188,905.055542,723.3048706,995.2432861,497.1687317,1012.637878,274.6331787,984.8143311,1658789494166666.8,0.5219146719333676,0.16666675,1.110815700607258,0.8287973790355191,0.5696797554115257,0.3146878556395461,-1.0370560071978192,-1.1403974458766453,-1.160329002765172,-1.1284474495176973,0.0173472122262857,0.0,0.026340321493564852,0.03463397004148171,0.10134375428398847
12.0,969.4268188,905.055542,723.3048706,995.2432861,497.1687317,1012.637878,274.1607361,982.8392334,1658789494183333.5,0.5219146719333676,0.1833335,1.110815700607258,0.8287973790355191,0.5696797554115257,0.3141465082706283,-1.0370560071978192,-1.1403974458766453,-1.160329002765172,-1.126184287933093,0.0,0.0,0.0,0.0,0.139620365257744
13.0,969.3092651,905.3434448,723.2023315,995.5778809,497.1687317,1012.637878,273.5698547,981.0625,1658789494200000.0,0.5520431469613969,0.2,1.1106810019450255,0.8286798848214153,0.5696797554115257,0.3134694480494873,-1.0373859000213792,-1.1407808406311266,-1.160329002765172,-1.1241484216683693,1.8077265789475467,0.02137996297277175,0.024059657961036037,0.0,0.12872988451486353
14.0,969.3092651,905.3434448,723.2023315,995.5778809,497.0,1012.759705,273.5,980.0,1658789494216666.8,0.5517984229379944,0.21666675,1.1106810019450255,0.8286798848214153,0.5694864145446182,0.3133894051870283,-1.0373859000213792,-1.1407808406311266,-1.1604685979793063,-1.1229309582569935,-0.0146833679873086,0.0,0.0,0.014308146373750236,0.07320550842887051
15.0,969.1018677,905.5,723.1364746,996.0430908,497.1687317,1012.637878,272.6340942,979.7644043,1658789494233333.2,0.5646761860711637,0.23333325,1.1104433560663298,0.8286044228297573,0.5696797554115257,0.3123972088301362,-1.0375652884711304,-1.1413139004258182,-1.160329002765172,-1.1226610014149914,0.7726735147253017,0.017865072248234245,0.0323024786176798,0.014308146373750236,0.061695940756464895
16.0,969.1018677,905.5,722.9262695,996.4547119,497.1408997,1013.140869,271.6938171,980.0925903,1658789494250000.0,0.5643256279406003,0.25,1.1104433560663298,0.828363559753866,0.5696478641723112,0.311319794274085,-1.0375652884711304,-1.141785555605677,-1.1609053539545848,-1.123037052659345,-0.0210333826668903,0.0,0.031775856684849564,0.03463397004148171,0.0684693507366267
17.0,968.8193359,905.420166,723.2024536,996.7397461,497.1687317,1012.637878,270.3979187,980.9319458,1658789494266666.8,0.5480446161551458,0.26666675,1.11011961759193,0.8286800247294459,0.5696797554115257,0.3098348917923343,-1.0374738108485575,-1.1421121614499037,-1.160329002765172,-1.1239988264102974,-0.9768558228481548,0.02018487351603091,0.027286576364695878,0.03463397004148171,0.10614988865745315
18.0,968.5085449,905.5875854,723.2024536,996.7397461,497.2255859,1013.158264,269.5698547,982.0625,1658789494283333.2,0.5588816942465672,0.28333325,1.1097634983720852,0.8286800247294459,0.5697449016781451,0.3088860563831322,-1.037665648019244,-1.1421121614499037,-1.1609252859790942,-1.125294269584958,0.6502311877971646,0.024270159366583992,0.0,0.03598988394167302,0.09634553414201064
19.0,968.5085449,905.5875854,723.2024536,996.7397461,496.946228,1012.630798,268.0984497,984.6749878,1658789494300000.0,0.559012406943858,0.3,1.1097634983720852,0.8286800247294459,0.5694248000104474,0.3072000500294239,-1.037665648019244,-1.1421121614499037,-1.1603208901619226,-1.1282877832877016,0.0078427226238356,0.0,0.0,0.04103576212668941,0.20613944350301477
20.0,968.5,905.8267212,723.2024536,996.7397461,496.946228,1012.630798,267.2558289,987.2558594,1658789494316666.5,0.586423443465198,0.3166665,1.109753707216223,0.8286800247294459,0.5694248000104474,0.3062345347412695,-1.0379396612774556,-1.1421121614499037,-1.1603208901619226,-1.1312450696335448,1.6446786380667795,0.016451287994310268,0.0,0.0,0.18665461229418506
21.0,967.9437866,906.111084,723.2024536,996.7397461,497.5090942,1013.427246,265.4648438,990.8710938,1658789494333333.2,0.6045824621128941,0.33333325,1.109116371250654,0.8286800247294459,0.5700697590730356,0.304182338195793,-1.038265497799391,-1.1421121614499037,-1.161233498443394,-1.1353875784387648,1.089535671183409,0.042947871417855714,0.0,0.06705053202003478,0.2773784481630264
22.0,967.9437866,906.111084,723.0648804,996.6165161,497.5090942,1013.427246,264.5,994.5,1658789494350000.0,0.6045824621128941,0.35,1.109116371250654,0.8285223867648475,0.5700697590730356,0.3030767739377294,-1.038265497799391,-1.1419709586111424,-1.161233498443394,-1.1395457530475308,0.0,0.0,0.012697901023600489,0.0,0.2581582426739423
23.0,967.6097412,905.9810181,722.9262695,996.4547119,497.2690735,1012.646606,262.348877,996.2089844,1658789494366666.5,0.5812471717183006,0.3666665,1.108733606025018,0.828363559753866,0.5697947318540024,0.3006119141298533,-1.038116462058857,-1.141785555605677,-1.160339003725788,-1.1415039892617536,-1.4001314249898562,0.024645387635132666,0.014647902848884994,0.056149254453857295,0.188883039459439
24.0,967.6097412,905.9810181,722.9262695,996.4547119,496.946228,1012.630798,260.348877,994.2089844,1658789494383333.5,0.580941725260475,0.3833335,1.108733606025018,0.828363559753866,0.5694248000104474,0.2983202182966757,-1.038116462058857,-1.141785555605677,-1.1603208901619226,-1.139212293428576,-0.018326420941117,0.0,0.0,0.022222502385172094,0.19445683968681735
25.0,967.4386597,906.2843018,722.9348755,996.4077759,497.0653687,1012.088257,258.8789063,990.8789063,1658789494400000.0,0.6122996881891587,0.4,1.1085375726446762,0.828373420921036,0.5695613171333234,0.2966358554326341,-1.0384639790546373,-1.141731774087864,-1.1596992206874086,-1.135396530375613,1.8814965906869223,0.023939710416620165,0.0032806858115962496,0.03818894470093669,0.25025917238501016
26.0,967.4386597,906.2843018,722.9348755,996.4077759,497.0628967,1011.937134,259.3729248,991.0166016,1658789494416666.8,0.6124613881130719,0.41666675,1.1085375726446762,0.828373420921036,0.5695584845972735,0.2972019255016155,-1.0384639790546373,-1.141731774087864,-1.15952605671271,-1.135554308248242,0.0097019469250597,0.0,0.0,0.010391228388314617,0.03525882936679178
27.0,967.5,906.0680542,722.7886353,996.697876,497.202179,1011.590149,260.4918823,993.586792,1658789494433333.5,0.5894934241869488,0.4333335,1.108607859299634,0.8282058518925446,0.5697180809305462,0.2984840806217418,-1.0382161921927098,-1.1420641846830513,-1.1591284646733724,-1.1384993555633185,-1.3780709452126594,0.01545376181104524,0.022335493260014962,0.025705670767734945,0.19272262862564796
28.0,967.262207,906.0988159,722.8779297,996.855957,497.202179,1011.590149,261.0,994.5,1658789494450000.0,0.5868716214315697,0.45,1.108335384686005,0.8283081696947476,0.5697180809305462,0.2990663062296687,-1.0382514404225656,-1.1422453214675534,-1.1591284646733724,-1.1395457530475308,-0.1573097384201332,0.016484704122582437,0.012482230668065338,0.0,0.07184819881228764
29.0,967.3902588,905.9810181,722.8779297,996.855957,497.202179,1011.590149,261.0,994.5,1658789494466666.8,0.5765397881619082,0.46666675,1.10848211257425,0.8283081696947476,0.5697180809305462,0.2990663062296687,-1.038116462058857,-1.1422453214675534,-1.1591284646733724,-1.1395457530475308,-0.6199068966452048,0.011962175165487254,0.0,0.0,0.0
30.0,967.262207,906.0988159,722.8779297,996.855957,497.202179,1011.590149,261.1385498,995.1673584,1658789494483333.2,0.5868716214315697,0.48333325,1.108335384686005,0.8283081696947476,0.5697180809305462,0.2992250632293425,-1.0382514404225656,-1.1422453214675534,-1.1591284646733724,-1.140310444279789,0.6199161953416428,0.011962175165487254,0.0,0.0,0.04685982582443268
31.0,967.5,906.0680542,722.8779297,996.855957,497.2429504,1011.728821,261.0611877,995.9387817,1658789494500000.0,0.5893889088243199,0.5,1.108607859299634,0.8283081696947476,0.5697647987542926,0.2991364180282346,-1.0382161921927098,-1.1422453214675534,-1.1592873616956616,-1.141194378060902,0.1510364883825733,0.016484704122582437,0.0,0.009937351130595027,0.05330205290474555
32.0,967.6022949,906.5908813,722.8779297,996.855957,497.2429504,1011.728821,260.8356323,996.2872314,1658789494516666.8,0.6526961725075835,0.51666675,1.1087250736976766,0.8283081696947476,0.5697647987542926,0.2988779658430692,-1.038815272535981,-1.1422453214675534,-1.1592873616956616,-1.1415936484236828,3.79841682891168,0.036626374405454895,0.0,0.0,0.028537198121101098
33.0,967.6097412,907.0189819,723.2770386,996.8666382,497.2150574,1011.52417,260.5297852,996.3252563,1658789494533333.2,0.7027607166348522,0.53333325,1.108733606025018,0.8287654877963047,0.5697328376183551,0.2985275115807395,-1.0393058107165811,-1.1422575604983205,-1.1590528627736838,-1.1416372191761264,3.0039026866629825,0.029436742789429704,0.02744891079057637,0.014200018698191815,0.021189142541236
34.0,967.7078857,907.5500488,723.2770386,996.8666382,497.2150574,1011.52417,260.5,996.5,1658789494550000.0,0.7669375192194356,0.55,1.1088460646958678,0.8287654877963047,0.5697328376183551,0.2984933822713743,-1.0399143326175158,-1.1422575604983205,-1.1590528627736838,-1.1418374488807084,3.850588902130483,0.03712957155205401,0.0,0.0,0.01218705377345421
35.0,967.7078857,907.5500488,723.2770386,996.8666382,497.2150574,1011.784973,260.5,996.5,1658789494566666.5,0.7666352069794216,0.5666665,1.1088460646958678,0.8287654877963047,0.5697328376183551,0.2984933822713743,-1.0399143326175158,-1.1422575604983205,-1.159351703347874,-1.1418374488807084,-0.0181389157900034,0.0,0.0,0.017930434451409738,0.0
36.0,968.0391235,907.4395752,723.1680908,996.9507446,497.2150574,1011.784973,260.5,996.5,1658789494583333.2,0.7623328939404063,0.58333325,1.109225612838893,0.8286406501866577,0.5697328376183551,0.2984933822713743,-1.0397877466731176,-1.142353933641532,-1.159351703347874,-1.1418374488807084,-0.2581374916534583,0.02400605879971426,0.009462555756952911,0.0,0.0
37.0,968.2032471,907.6120605,723.1680908,996.9507446,496.4757996,1011.784973,261.0,996.5,1658789494600000.0,0.7855001059335112,0.6,1.109413673524016,0.8286406501866577,0.5688857606084032,0.2990663062296687,-1.0399853885947647,-1.142353933641532,-1.159351703347874,-1.1418374488807084,1.3900257694574505,0.016369023847888912,0.0,0.05082462059711412,0.034375437497663475
38.0,968.2032471,907.6120605,723.0209351,997.1422729,496.4757996,1011.784973,261.0,996.5,1658789494616666.5,0.7855001059335112,0.6166665,1.109413673524016,0.8284720321343986,0.5688857606084032,0.2990663062296687,-1.0399853885947647,-1.1425733959450548,-1.159351703347874,-1.1418374488807084,0.0,0.0,0.01660556234442576,0.0,0.0
39.0,968.3892822,907.8970947,723.0209351,997.1422729,496.2677917,1011.672363,261.1498718,996.9767456,1658789494633333.5,0.8230626583774464,0.6333335,1.1096268414557635,0.8284720321343986,0.5686474151895542,0.2992380365194542,-1.0403119944389914,-1.1425733959450548,-1.1592226694139869,-1.142383726833211,2.253708072474667,0.02340091879799632,0.0,0.016261914438666737,0.03435810265066152
40.0,968.4250488,908.324707,723.0123291,997.2304688,496.2677917,1011.672363,261.4263611,997.065918,1658789494650000.0,0.8734812118976798,0.65,1.109667824539857,0.8284621709672284,0.5686474151895542,0.2995548512078182,-1.040801973102054,-1.1426744550333214,-1.1592226694139869,-1.1424859048419684,3.0251434626486247,0.02950137848267721,0.0060923439644578695,0.0,0.01997305214664311
41.0,968.5,908.5,722.9240723,997.3375244,496.3102417,1012.15509,261.6691589,997.1260986,1658789494666666.8,0.8952289008374354,0.66666675,1.109753707216223,0.8283610420968237,0.5686960564336134,0.2998330605611006,-1.0410028322208966,-1.1427971244695403,-1.159775801141218,-1.1425548626570974,1.3048548121112822,0.013106974898859704,0.009538837478524232,0.03331597877679774,0.01719768147966936
42.0,968.3853149,908.9125366,723.1226807,997.5706787,496.3102417,1012.15509,261.6998596,997.8539429,1658789494683333.5,0.9400892156849736,0.6833335,1.109622295533324,0.8285886171181808,0.5686960564336134,0.2998682388942334,-1.0414755364245232,-1.1430642838384393,-1.159775801141218,-1.1433888615318537,2.6916054328251158,0.029437830427917023,0.021056881712404968,0.0,0.050084427695447964
43.0,968.5,909.0330811,723.3052368,997.8388062,496.3102417,1012.15509,262.3420715,998.0291138,1658789494700000.0,0.956954067718882,0.7,1.109753707216223,0.8287977986450262,0.5686960564336134,0.3006041160618568,-1.0416136620887044,-1.1433715171756944,-1.159775801141218,-1.1435895807426657,1.0119012410469206,0.011439048309552773,0.022301059277522225,0.0,0.04576562319805231
44.0,968.5,909.1699829,723.0900269,998.2510986,496.3102417,1012.15509,262.5,998.5,1658789494716666.8,0.9728105461391082,0.71666675,1.109753707216223,0.828551200829482,0.5686960564336134,0.3007850781045518,-1.041770530731012,-1.1438439415632595,-1.159775801141218,-1.144129144713886,0.9513839482938266,0.0094121185384477,0.03197472477678137,0.0,0.03414609119309416
45.0,968.7653809,909.7061768,723.3118896,998.272644,496.3102417,1012.15509,262.731781,998.565918,1658789494733333.2,1.0416018703662326,0.73333325,1.11005779336759,0.8288054217420457,0.5686960564336134,0.3010506638805068,-1.0423849273942143,-1.143868629314962,-1.159775801141218,-1.1442046767168517,4.127520728834746,0.04113181165408101,0.015325009849522987,0.0,0.016567051527107777
46.0,968.7653809,909.7061768,723.206665,998.2198486,496.3102417,1012.15509,262.9481201,998.7609863,1658789494750000.0,1.0416018703662326,0.75,1.11005779336759,0.8286848503533619,0.5686960564336134,0.3012985555875184,-1.0423849273942143,-1.1438081338158663,-1.159775801141218,-1.144428195321999,0.0,0.0,0.008093812120869853,0.0,0.020026959702055303
47.0,968.6856689,909.8066406,723.0341187,998.4987183,496.3333435,1012.897705,262.9690247,999.1784668,1658789494766666.8,1.0504126620871723,0.76666675,1.1099664555384632,0.8284871385349918,0.5687225275830129,0.3013225090798755,-1.042500043630137,-1.1441276760806112,-1.1606267249917956,-1.1449065644831409,0.5286448600320822,0.008817009044420183,0.02254573129205093,0.0510801295655805,0.02873811000848171
48.0,968.5,910.5,723.0112915,998.5426025,496.3259277,1012.977783,263.3678589,999.1102295,1658789494783333.2,1.1259334209240517,0.78333325,1.109753707216223,0.8284609820354302,0.568714030204033,0.3017795124170099,-1.0432945280540742,-1.1441779606997524,-1.1607184822012602,-1.1448283749151018,4.531290843121186,0.049348581079715494,0.0034008439260557197,0.005528989724866774,0.027818633527324242
49.0,968.6195679,911.3695679,723.0271606,998.7286987,496.3259277,1012.977783,264.1210938,999.1210938,1658789494800000.0,1.2297258041712211,0.8,1.109890713845329,0.8284791656106033,0.568714030204033,0.3026426050578768,-1.0442909206206217,-1.1443911986428077,-1.1607184822012602,-1.1448408237506222,6.227511857270856,0.06034607085075442,0.012840709713730107,0.0,0.05179094485340121
50.0,968.8884888,911.6464844,722.9219971,998.8666382,496.3259277,1012.977783,264.4300232,999.1500854,1658789494816666.5,1.2685252361546266,0.8166665,1.110198856298321,0.8283586642332271,0.568714030204033,0.3029965911672398,-1.0446082248152158,-1.1445492563314978,-1.1607184822012602,-1.1448740437150806,2.3279891988963315,0.026538300693047957,0.011925189040558835,0.0,0.021332487758768982
51.0,969.022583,911.8095093,722.9219971,998.8666382,496.5113525,1013.098511,264.4681702,999.3696899,1658789494833333.2,1.2910448343986578,0.83333325,1.1103525078580176,0.8283586642332271,0.5689264988247968,0.3030403018277139,-1.0447950265572328,-1.1445492563314978,-1.160856818128534,-1.1451256770738791,1.3511691387961704,0.014512521952581738,0.0,0.015212070105752516,0.015324095038778053
52.0,968.9608765,912.0664063,722.9813232,998.9154053,496.5113525,1013.098511,264.8956604,999.2492676,1658789494850000.0,1.3193003026304504,0.85,1.1102818015935525,0.8284266429213115,0.5689264988247968,0.3035301405827461,-1.0450893914494608,-1.1446051360114309,-1.160856818128534,-1.1449876914323134,1.6953196173094738,0.018164257105636714,0.0052798774973607425,0.0,0.030534167019180266
53.0,968.9411621,912.2503052,722.763916,999.0505981,496.5113525,1013.098511,265.0697327,999.098999,1658789494866666.5,1.340140714184374,0.8666665,1.1102592118893857,0.8281775273341401,0.5689264988247968,0.3037296009650368,-1.0453001116208889,-1.1447600463996486,-1.160856818128534,-1.144815506470075,1.2504371976073885,0.012715652848819826,0.01760116174967728,0.0,0.015809983528412633
54.0,968.9411621,912.2503052,722.7598877,999.1340942,496.5113525,1013.098511,265.7270203,999.1920166,1658789494883333.5,1.340140714184374,0.8833335,1.1102592118893857,0.8281729115149777,0.5689264988247968,0.3044827525920965,-1.0453001116208889,-1.144855720231877,-1.160856818128534,-1.144922090493241,0.0,0.0,0.005747106807369899,0.0,0.04563935909292396
55.0,968.7176514,913.1613159,722.4580078,999.2791138,496.3824463,1013.329834,266.5221252,999.2359619,1658789494900000.0,1.4396641550630445,0.9,1.1100031026194557,0.8278270030605027,0.5687787919240915,0.305393821885231,-1.0463439913334738,-1.1450218906384015,-1.1611218791061433,-1.1449724451236896,5.971466167381893,0.06449028240724002,0.023025093840733823,0.018206283017736694,0.05474758665476325
56.0,968.7176514,913.1613159,722.4580078,999.2791138,496.3824463,1013.329834,266.4730835,999.1776123,1658789494916666.8,1.4396641550630445,0.91666675,1.1100031026194557,0.8278270030605027,0.5687787919240915,0.30533762755546,-1.0463439913334738,-1.1450218906384015,-1.1611218791061433,-1.144905585356096,0.0,0.0,0.0,0.0,0.0052403160587724965
57.0,968.7176514,913.1613159,722.6568604,999.3052979,496.3824463,1013.329834,266.6184082,999.1342163,1658789494933333.5,1.4396641550630445,0.9333335,1.1100031026194557,0.828054857897921,0.5687787919240915,0.3055041475601839,-1.0463439913334738,-1.1450518936348342,-1.1611218791061433,-1.1448558601399077,0.0,0.0,0.013789301078279465,0.0,0.010427148831469741
58.0,968.7967529,913.2625122,722.9299316,999.4656372,496.3824463,1013.329834,266.6184082,999.1342163,1658789494950000.0,1.4533569751646165,0.95,1.1100937409084295,0.8283677559635213,0.5687787919240915,0.3055041475601839,-1.0464599469029952,-1.1452356180876864,-1.1611218791061433,-1.1448558601399077,0.8215774218685441,0.008830604549636583,0.021770979456977008,0.0,0.0
59.0,968.7967529,913.2625122,722.7493286,999.4742432,496.3824463,1013.329834,266.6184082,999.1342163,1658789494966666.8,1.4533569751646165,0.96666675,1.1100937409084295,0.8281608123922416,0.5687787919240915,0.3055041475601839,-1.0464599469029952,-1.1452454792548568,-1.1611218791061433,-1.1448558601399077,0.0,0.0,0.012430703259391995,0.0,0.0
60.0,968.9910278,913.4094238,722.7989502,999.5872803,496.3824463,1013.329834,266.6184082,999.1342163,1658789494983333.2,1.4751791578462667,0.98333325,1.11031635039784,0.8282176711992195,0.5687787919240915,0.3055041475601839,-1.046628285253778,-1.1453750025803888,-1.1611218791061433,-1.1448558601399077,1.3093440543395567,0.016745567366666738,0.00848723611290609,0.0,0.0
61.0,968.8096924,913.7478638,722.8970947,999.6790161,496.3824463,1013.329834,266.9525757,999.0258789,1658789495000000.0,1.5100225266023697,1.0,1.1101085676075462,0.8283301298700692,0.5687787919240915,0.3058870526938507,-1.0470160860226685,-1.1454801178556957,-1.1611218791061433,-1.1447317219558288,2.0905916724078204,0.026397485627601323,0.009236136936381263,0.0,0.024151518968487287
62.0,968.7176514,913.6464844,722.5257568,999.9019775,496.3824463,1013.329834,266.9525757,999.0258789,1658789495016666.8,1.4959954602102965,1.01666675,1.1100031026194557,0.8279046331110036,0.5687787919240915,0.3058870526938507,-1.046899920648393,-1.1457355977113652,-1.1611218791061433,-1.1447317219558288,-0.8416197754255164,0.009413932675374992,0.0297782271980989,0.0,0.0
63.0,969.1161499,913.6325684,722.9429932,1000.150818,496.5935669,1013.114014,266.9525757,999.0258789,1658789495033333.2,1.5050583129339852,1.03333325,1.110459721295444,0.8283827225706687,0.5690207040237505,0.3058870526938507,-1.046883975028786,-1.1460207310798531,-1.160874582208785,-1.1447317219558288,0.5437766011873278,0.027413820619629804,0.03339961151518443,0.020756637248266437,0.0
64.0,969.2418823,914.1481323,722.9711304,1000.425964,496.6609192,1013.129333,267.0,999.0,1658789495050000.0,1.5681691169115255,1.05,1.110603791504032,0.8284149635226673,0.569097879516383,0.3059413937292013,-1.0474747328494696,-1.1463360065507109,-1.1608921354530193,-1.1447020686721805,3.7866293055059024,0.03648429387730378,0.01901518249813182,0.0047487917375275,0.0037143176055347547
65.0,969.2965698,914.4742432,722.9490967,1000.381836,496.5935669,1013.114014,267.0,999.0,1658789495066666.5,1.6071936200374244,1.0666665,1.1106664550619705,0.8283897162534276,0.5690207040237505,0.3059413937292013,-1.0478484063448112,-1.1462854425738476,-1.160874582208785,-1.1447020686721805,2.3414936024899697,0.022733476843890436,0.0033910035825790025,0.0047487917375275,0.0
66.0,969.2255859,914.9644165,722.9318848,1000.451599,496.5935669,1013.114014,267.0,999.0,1658789495083333.2,1.662426730397172,1.08333325,1.110585118308044,0.8283699940336721,0.5690207040237505,0.3059413937292013,-1.0484100703993835,-1.1463653803620526,-1.160874582208785,-1.1447020686721805,3.31397005173461,0.03405137060172828,0.004940086777245377,0.0,0.0
67.0,969.2246704,915.5629883,723.0621948,1000.677856,497.3436584,1013.010315,267.4534912,999.0,1658789495100000.0,1.7346340051827625,1.1,1.1105840692842763,0.8285193094756828,0.5698801948062764,0.3064610256759126,-1.0490959426493425,-1.1466246364741162,-1.1607557589256827,-1.1447020686721805,4.332414825061254,0.04115238313114737,0.01795081609048986,0.05205992854657969,0.03117791680267712
68.0,969.2246704,915.5629883,722.9318848,1000.451599,497.2106628,1012.978638,267.5196838,999.059082,1658789495116666.5,1.7342457711558137,1.1166665,1.1105840692842763,0.8283699940336721,0.569727802075101,0.3065368723287163,-1.0490959426493425,-1.1463653803620526,-1.1607194619012289,-1.1447697676587882,-0.0232942745596715,0.0,0.01795081609048986,0.009399343945057132,0.006099928122958589
69.0,969.1161499,915.6325684,722.5971069,1000.565613,497.0808105,1013.151489,267.846283,999.3348389,1658789495133333.5,1.7390220346449163,1.1333335,1.110459721295444,0.827986389474437,0.5695790110876817,0.3069111053415959,-1.0491756708619635,-1.1464960230664143,-1.160917522859459,-1.1450857431281385,0.2865700779446003,0.008862755596985215,0.024314438234263536,0.014863406204639015,0.02938719181167467
70.0,968.9586182,916.0126343,722.6487427,1000.68335,497.0808105,1013.151489,268.0045166,999.2642822,1658789495150000.0,1.7794969802453078,1.15,1.1102792139252025,0.8280455562482884,0.5695790110876817,0.3070924169824902,-1.049611168581645,-1.14663093176257,-1.160917522859459,-1.1450048958804415,2.428521021233711,0.028285477341087155,0.008838768485206849,0.0,0.01191119972556293
71.0,968.8908691,915.805481,722.7856445,1001.14801,497.2107849,1013.176453,268.383728,999.3138428,1658789495166666.8,1.754130162349567,1.16666675,1.110201583760117,0.8282024248905957,0.5697279419831316,0.3075269355751269,-1.0493738024044257,-1.147163361455492,-1.160946127806849,-1.1450616847906967,-1.5220014637371069,0.014984289126549028,0.03330346732457881,0.009099184396683167,0.026292831639628617
72.0,969.0543823,916.1481323,722.7856445,1001.14801,496.9249878,1013.361084,268.383728,999.3138428,1658789495183333.5,1.7966780459234737,1.1833335,1.1103889450196716,0.8282024248905957,0.5694004619715295,0.3075269355751269,-1.049766428682647,-1.147163361455492,-1.1611576868535365,-1.1450616847906967,2.5528602501331523,0.02610238857565224,0.0,0.023392336301518775,0.0
73.0,968.9840698,916.3602905,722.7856445,1001.14801,497.2107849,1013.176453,268.383728,999.3138428,1658789495200000.0,1.8210136509439527,1.2,1.1103083775880365,0.8282024248905957,0.5697279419831316,0.3075269355751269,-1.050009529714104,-1.147163361455492,-1.160946127806849,-1.1450616847906967,1.4601509027377773,0.015366235750143105,0.0,0.023392336301518775,0.0
