Frame #,Head Pink X,Head Pink Y,Hand Pink X,Hand Pink Y,Shoulder Green X,Shoulder Green Y,Elbow Orange X,Elbow Orange Y,Timestamp (microseconds),angles,Seconds,Head Pink X meters,Hand Pink X meters,Shoulder Green X meters,Elbow Orange X meters,Head Pink Y meters,Hand Pink Y meters,Shoulder Green Y meters,Elbow Orange Y meters,angular velocity
1.0,165.1878967,823.6571045,855.7504883,931.1005859,419.5785828,797.9071655,600.6432495,884.5906372,1658971620813330.0,0.0,0.0,0.1911068832493272,0.9900229491698764,0.4854130165644138,0.6948878316742502,-0.9528939180878886,-1.0771959357659855,-0.9231036569098112,-1.0233882929924634,
2.0,165.1878967,823.6571045,856.5025024,930.7872925,419.5785828,797.9071655,600.62146,884.4915161,1658971620829996.5,0.0651472134189377,0.0166665,0.1911068832493272,0.990892958859942,0.4854130165644138,0.6948626232690598,-0.9528939180878886,-1.076833484724398,-0.9231036569098112,-1.0232736191884884,3.9088718938552005
3.0,165.1878967,823.6571045,856.5025024,930.7872925,419.5785828,797.9071655,601.1234741,884.4135742,1658971620846663.2,0.0651472134189377,0.03333325,0.1911068832493272,0.990892958859942,0.4854130165644138,0.695443406437287,-0.9528939180878886,-1.076833484724398,-0.9231036569098112,-1.0231834477299184,0.0
4.0,165.1878967,823.6571045,856.5025024,930.7872925,419.5,798.0,600.8112183,884.0241089,1658971620863330.0,0.0651210468750958,0.05,0.1911068832493272,0.990892958859942,0.4853221036447325,0.6950821558014556,-0.9528939180878886,-1.076833484724398,-0.9232110577079776,-1.0227328729535354,-0.0015699847805898694
5.0,165.1878967,823.6571045,856.6137695,930.6009521,419.5,798.0,600.8112183,884.0241089,1658971620879996.5,0.0915423047882264,0.0666665,0.1911068832493272,0.991021684445254,0.4853221036447325,0.6950821558014556,-0.9528939180878886,-1.0766179063813182,-0.9232110577079776,-1.0227328729535354,1.5852913277011131
6.0,165.1878967,823.6571045,856.227417,930.5,419.5,798.0,601.0,884.833313,1658971620896663.2,0.0895900696630856,0.08333325,0.1911068832493272,0.9905747108861396,0.4853221036447325,0.6953005584993666,-0.9528939180878886,-1.0765011142822971,-0.9232110577079776,-1.023669046102737,-0.1171335218408395
7.0,165.1878967,823.6571045,856.2714233,930.5,419.60849,798.1253052,601.0,884.833313,1658971620913329.8,0.0912140435228329,0.09999975,0.1911068832493272,0.9906256220424916,0.4854476163861495,0.6953005584993666,-0.9528939180878886,-1.0765011142822971,-0.9233560240566344,-1.023669046102737,0.0974394059788979
8.0,165.1878967,823.6571045,856.2714233,930.5,419.5,798.0,601.0,884.833313,1658971620929996.5,0.0911938723984488,0.1166665,0.1911068832493272,0.9906256220424916,0.4853221036447325,0.6953005584993666,-0.9528939180878886,-1.0765011142822971,-0.9232110577079776,-1.023669046102737,-0.0012102614117389184
9.0,165.1878967,823.6571045,856.3991699,930.8417358,419.60849,798.1253052,601.0,884.833313,1658971620946663.5,0.0548193096039872,0.1333335,0.1911068832493272,0.9907734128616704,0.4854476163861495,0.6953005584993666,-0.9528939180878886,-1.0768964705095838,-0.9233560240566344,-1.023669046102737,-2.1824301190653164
10.0,165.1878967,823.6571045,856.3991699,930.8417358,419.5,798.0,600.8913574,884.2546997,1658971620963330.0,0.0548156989645873,0.15,0.1911068832493272,0.9907734128616704,0.4853221036447325,0.6951748692140806,-0.9528939180878886,-1.0768964705095838,-0.9232110577079776,-1.022999644853743,-0.00021664053039901926
11.0,165.2333374,823.3696899,856.2463989,931.1132813,419.5,798.0,600.8913574,884.2546997,1658971620979996.8,0.0166365794152008,0.16666675,0.1911594538717708,0.9905966711617994,0.4853221036447325,0.6951748692140806,-0.9525614063875544,-1.077210623151527,-0.9232110577079776,-1.022999644853743,-2.290735719284593
12.0,165.1000061,823.2562256,856.0899658,931.4642944,419.5,798.0,600.8913574,884.2546997,1658971620996663.2,0.0312261338516528,0.18333325,0.1910052020791661,0.9904156927561456,0.4853221036447325,0.6951748692140806,-0.9524301388481872,-1.0776167123436575,-0.9232110577079776,-1.022999644853743,0.8753820200073201
13.0,165.089386,823.1345825,856.0134888,931.8173828,419.5,798.0,600.8913574,884.2546997,1658971621013330.0,0.0764063283855037,0.2,0.1909929156208278,0.9903272160493032,0.4853221036447325,0.6951748692140806,-0.9522894092053126,-1.0780252024629915,-0.9232110577079776,-1.022999644853743,2.7107981180404623
14.0,165.0486755,823.15448,855.8340454,931.8355103,419.5,798.0,600.8913574,884.2546997,1658971621029996.8,0.0851847186018844,0.21666675,0.1909458173955586,0.990119616887508,0.4853221036447325,0.6951748692140806,-0.9523124287441858,-1.0780461742780902,-0.9232110577079776,-1.022999644853743,0.5267007794789453
15.0,165.089386,823.1345825,855.8340454,931.8355103,419.5,798.0,600.8913574,884.2546997,1658971621046663.2,0.0851847186018844,0.23333325,0.1909929156208278,0.990119616887508,0.4853221036447325,0.6951748692140806,-0.9522894092053126,-1.0780461742780902,-0.9232110577079776,-1.022999644853743,0.0
16.0,165.1000061,823.2562256,855.8831177,932.2306519,419.5,798.0,600.8913574,884.2546997,1658971621063330.0,0.1307868425944172,0.25,0.1910052020791661,0.9901763889300982,0.4853221036447325,0.6951748692140806,-0.9524301388481872,-1.0785033160004969,-0.9232110577079776,-1.022999644853743,2.736113758983172
17.0,165.1000061,823.2562256,855.6396484,932.3798828,419.5,798.0,600.8913574,884.2546997,1658971621079996.5,0.1576808807133722,0.2666665,0.1910052020791661,0.9898947178148448,0.4853221036447325,0.6951748692140806,-0.9524301388481872,-1.078675962137128,-0.9232110577079776,-1.022999644853743,1.6136584237215394
18.0,165.1000061,823.2562256,855.7377319,932.6429443,419.5785828,797.9071655,600.6495972,884.3931885,1658971621096663.2,0.1856126051150214,0.28333325,0.1910052020791661,0.9900081912130636,0.4854130165644138,0.694895175367021,-0.9524301388481872,-1.0789802995878262,-0.9231036569098112,-1.0231598633894934,1.6758950846235283
19.0,165.1000061,823.2562256,856.0322876,933.1953125,419.5785828,797.9071655,600.6495972,884.3931885,1658971621113330.0,0.2408872272179163,0.3,0.1910052020791661,0.9903489644954582,0.4854130165644138,0.694895175367021,-0.9524301388481872,-1.0796193377208667,-0.9231036569098112,-1.0231598633894934,3.316460743869974
20.0,165.1000061,823.2562256,856.1884766,933.6737061,419.5785828,797.9071655,600.6495972,884.3931885,1658971621129996.5,0.2923523008976935,0.3166665,0.1910052020791661,0.9905296605003358,0.4854130165644138,0.694895175367021,-0.9524301388481872,-1.0801727941888577,-0.9231036569098112,-1.0231598633894934,3.087935300139627
21.0,165.0486755,823.15448,856.0397949,933.9041138,419.5785828,797.9071655,600.6495972,884.3931885,1658971621146663.2,0.325460104493291,0.33333325,0.1909458173955586,0.9903576497365276,0.4854130165644138,0.694895175367021,-0.9523124287441858,-1.0804393542595607,-0.9231036569098112,-1.0231598633894934,1.9864582834444322
22.0,165.0138397,823.1299438,855.9318237,933.9969482,419.5,798.0,600.6495972,884.3931885,1658971621163329.8,0.3405923617156826,0.34999975,0.1909055156464807,0.9902327371979888,0.4853221036447325,0.694895175367021,-0.9522840426650452,-1.0805467549420364,-0.9232110577079776,-1.0231598633894934,0.9079445127886246
23.0,165.0138397,823.1299438,855.9318237,933.9969482,419.5,798.0,600.6495972,884.3931885,1658971621179996.5,0.3405923617156826,0.3666665,0.1909055156464807,0.9902327371979888,0.4853221036447325,0.694895175367021,-0.9522840426650452,-1.0805467549420364,-0.9232110577079776,-1.0231598633894934,0.0
24.0,165.0138397,823.1299438,855.8831177,934.2306519,419.60849,798.1253052,600.6495972,884.3931885,1658971621196663.5,-0.3705120827471585,0.3833335,0.1909055156464807,0.9901763889300982,0.4854476163861495,0.694895175367021,-0.9522840426650452,-1.0808171281752037,-0.9233560240566344,-1.0231598633894934,-42.66541335950331
25.0,164.9724884,823.1290894,855.8060303,935.0205078,419.60849,798.1253052,600.6495972,884.3931885,1658971621213330.0,-0.467886882727601,0.4,0.1908576760757908,0.99008720604778,0.4854476163861495,0.694895175367021,-0.9522830542044842,-1.0817309172740457,-0.9233560240566344,-1.0231598633894934,-5.842546424290781
26.0,164.8913269,823.1463013,855.8060303,935.0205078,419.60849,798.1253052,600.6495972,884.3931885,1658971621229996.8,-0.467886882727601,0.41666675,0.190763779842382,0.99008720604778,0.4854476163861495,0.694895175367021,-0.9523029667563692,-1.0817309172740457,-0.9233560240566344,-1.0231598633894934,0.0
27.0,164.8913269,823.1463013,855.5457153,934.7747803,419.5,798.0,600.6495972,884.3931885,1658971621246663.2,0.4480994491436145,0.43333325,0.190763779842382,0.9897860460396506,0.4853221036447325,0.694895175367021,-0.9523029667563692,-1.0814466336334654,-0.9232110577079776,-1.0231598633894934,54.95972950956793
28.0,164.8913269,823.1463013,855.5528564,934.4918823,419.5,798.0,600.6495972,884.3931885,1658971621263330.0,0.4139830429949329,0.45,0.190763779842382,0.9897943076217112,0.4853221036447325,0.694895175367021,-0.9523029667563692,-1.0811193472151652,-0.9232110577079776,-1.0231598633894934,-2.046974134050225
