Frame #,Shoulder Pink X,Shoulder Pink Y,Hand Pink X,Hand Pink Y,Elbow X,Elbow Y,Timestamp (microseconds),angles,Seconds,Shoulder Pink X meters,Hand Pink X meters,Elbow X meters,Shoulder Pink Y meters,Hand Pink Y meters,Elbow Y meters,angular velocity,Shoulder Pink m/s,Hand Pink m/s,Elbow m/s
11.0,287.3858337,1035.489624,737.5795288,1215.897705,466.641449,1208.358521,1658965617166666.8,137.63301197625785,0.16666675,0.2771709301247996,0.7113628441822095,0.4500550454728773,-0.9986839592040028,-1.1726795767646054,-1.1654083671341289,-1.3386703218045126,0.006909886720928327,0.02737685339175735,0.017166022270875977
12.0,287.1831055,1035.408447,737.795105,1216.007202,466.641449,1208.358521,1658965617183333.5,137.67378307871138,0.1833335,0.2769754077393254,0.7115707578956222,0.4500550454728773,-0.9986056675766628,-1.1727851817798045,-1.1654083671341289,2.446253915942405,0.012636886312657825,0.013991780203278875,0.0
13.0,287.8362427,1035.323975,738.5495605,1216.089478,466.823761,1208.124512,1658965617200000.0,137.6865733114924,0.2,0.2776053296909136,0.7122983968678724,0.4502308773361335,-0.9985241980675084,-1.172864533344053,-1.165182675800104,0.7674216410772967,0.03811010634533215,0.0439171779702425,0.017166022270875977
14.0,288.0886536,1035.172607,739.1491699,1216.732788,467.0443115,1207.5,1658965617216666.8,138.02432740655777,0.21666675,0.2778487688438666,0.7128766936230391,0.4504435885419625,-0.998378210324094,-1.173484977395741,-1.164580361588281,20.26514437820082,0.017031445995677047,0.050889690998475054,0.038326263588524506
15.0,287.6730652,1034.886353,738.8969116,1217.318604,467.0443115,1207.5,1658965617233333.2,138.16833513346447,0.23333325,0.2774479522068945,0.7126334016460389,0.4504435885419625,-0.99810213099753,-1.1740499710264691,-1.164580361588281,8.640550019901795,0.029201807747241824,0.03690896422022197,0.0
16.0,287.4891968,1033.904053,739.0165405,1217.450439,466.7345276,1206.680664,1658965617250000.0,138.31782525970277,0.25,0.2772706192646529,0.7127487784308162,0.4501448156671995,-0.9971547460789476,-1.1741771200550155,-1.1637901482424071,8.969362727484674,0.05783032563371054,0.010301613491728449,0.05068854412674573
17.0,287.4503479,1033.710449,739.5595093,1218.099243,466.641449,1206.358521,1658965617266666.8,138.52868751831988,0.26666675,0.2772331512182684,0.7132724478315905,0.4500550454728773,-0.9969680235809558,-1.174802862826792,-1.16347945556214,12.651672258665435,0.011426676013705303,0.048957340285761694,0.01940409919828544
18.0,287.381958,1033.618042,739.5994873,1219.335815,466.6704407,1205.015015,1658965617283333.2,139.29271484279002,0.28333325,0.2771671921835099,0.713311004845003,0.4500830066856881,-0.9968789011151395,-1.1759954818469909,-1.1621837034269216,45.84209788918705,0.0066525385715544534,0.07159452754397519,0.07776322737156295
19.0,286.3155518,1033.117432,739.5375977,1219.462402,466.5,1204.227417,1658965617300000.0,139.67339220309017,0.3,0.2761386905536995,0.7132513150621902,0.4499186241664042,-0.9963960849041128,-1.1761175694115724,-1.161424099978784,22.840527415372183,0.06817138363089195,0.008153874965418799,0.04663119599417713
20.0,285.8304749,1032.122559,739.3699341,1219.365967,466.5,1202.776611,1658965617316666.5,140.1119988453695,0.3166665,0.2756708553308423,0.7130896109330696,0.4499186241664042,-0.9954365738829332,-1.17602456211785,-1.1600248617377285,26.31666170337648,0.06404929588871176,0.011192626832734077,0.0839542944633287
21.0,285.4331055,1031.666626,739.6448975,1220.365967,466.6082458,1202.108276,1658965617333333.2,140.57409077629606,0.33333325,0.2752876101138352,0.7133548009751361,0.4500230224545238,-0.9949968466630572,-1.1769890179038445,-1.159380282179996,27.725377228707544,0.034997898898807916,0.060015019766539786,0.039178750767634433
22.0,285.1666565,1030.729614,739.944458,1220.533325,466.2234192,1200.5,1658965617350000.0,141.02856144719703,0.35,0.2750306318341127,0.7136437138326167,0.4496518742135492,-0.9940931400181112,-1.177150427295277,-1.15782917108632,27.26810391353898,0.05637202081642271,0.01985661278004943,0.09569382378257613
23.0,284.4041443,1029.515259,738.9589844,1220.203979,465.5,1199.044312,1658965617366666.5,141.31405888372487,0.3666665,0.2742952225309313,0.7126932681171518,0.4489541683804097,-0.99292194831211,-1.176832787639983,-1.1564252243721171,17.130017491844914,0.08297626576004975,0.06012712558554103,0.09406537780344215
24.0,284.1071472,1028.591675,739.4703979,1220.520996,465.5,1199.044312,1658965617383333.5,141.26325016245733,0.3833335,0.2740087819594128,0.7131865038262625,0.4489541683804097,-0.992031192379458,-1.1771385365198914,-1.1564252243721171,-3.048462306806472,0.05614071247534654,0.034818814343769745,0.0
25.0,283.7702942,1027.405762,739.512207,1220.730957,465.956665,1196.454956,1658965617400000.0,142.21330703357134,0.4,0.2736839021345332,0.7132268268546648,0.4493946015819209,-0.990887431724922,-1.1773410346211746,-1.153927904995918,57.00398230666385,0.0713403617016523,0.012388427644948205,0.1521515944649967
26.0,283.6123962,1026.37207,739.4968262,1220.825073,465.956665,1196.454956,1658965617416666.8,142.08371660061357,0.41666675,0.2735316164948362,0.7132119927531115,0.4493946015819209,-0.9898904814945856,-1.1774318053419293,-1.153927904995918,-7.77538710053069,0.06051084564086587,0.005518491418384797,0.0
27.0,283.0654602,1025.306641,738.7643433,1221.0,465.0260315,1193.927124,1658965617433333.5,142.82734896020656,0.4333335,0.2730041209050676,0.7125055453820645,0.4484970467182056,-0.9888629223309696,-1.177600514699206,-1.151489922797496,44.61771848698715,0.06930271246526588,0.043578786663367605,0.15587720474631522
28.0,283.0878601,1024.363037,739.0407104,1220.206055,464.9192505,1193.407227,1658965617450000.0,142.6707870372986,0.45,0.2730257246182283,0.712772089230718,0.4483940611649213,-0.9879528579934822,-1.1768347898501943,-1.1509885051277249,-9.39380931257123,0.05461924338215846,0.048647390511064495,0.030713067796593524
29.0,282.8340149,1023.810913,738.6496582,1219.93335,464.9114685,1192.338501,1658965617466666.8,142.96960878180445,0.46666675,0.2727809021463414,0.7123949366738022,0.4483865557699948,-0.9874203588070958,-1.1765717779350748,-1.149957766153382,17.929215024276356,0.035164987337904074,0.027588213919329006,0.061845977969929085
30.0,282.7908325,1023.012146,738.7816162,1219.426758,464.9077148,1191.218506,1658965617483333.2,143.1544580450199,0.48333325,0.2727392546308083,0.7125222043304105,0.4483829354923109,-0.9866499833522844,-1.1760831923495365,-1.1488775804953473,11.09106670359433,0.04629002360048465,0.030293341693049283,0.06481150348544361
31.0,282.040802,1022.764648,739.3719482,1219.275391,464.9114685,1190.338501,1658965617500000.0,143.51792763807538,0.5,0.2720158833754109,0.7130915534434681,0.4483865557699948,-0.9864112824741622,-1.1759372055705777,-1.1480288545813933,21.80806654299547,0.04570425249870525,0.035266045820490886,0.05092401810874051
32.0,281.8763428,1022.174744,739.5629883,1219.437012,465.0443115,1189.5,1658965617516666.8,143.81174353007685,0.51666675,0.2718572697484109,0.7132758031732701,0.4485146769699736,-0.985842346148181,-1.176093081879166,-1.147220157440381,17.628865375761716,0.03543795384172029,0.014480448592512586,0.04912699856448545
33.0,281.5730896,1021.423096,739.6141357,1219.489624,465.1887207,1188.707275,1658965617533333.2,144.06484162875043,0.53333325,0.2715647954450496,0.7133251325791387,0.4486539532584644,-0.9851174148855498,-1.1761438238269788,-1.1464556092274287,15.186037780792317,0.04690244762483313,0.004246090906265307,0.0466278315609024
34.0,281.7994995,1021.169739,739.7924805,1219.293091,465.1887207,1188.707275,1658965617550000.0,143.9418472751088,0.55,0.2717831577831111,0.7134971382534007,0.4486539532584644,-0.9848730632609776,-1.1759542764379898,-1.1464556092274287,-7.379624320375319,0.019662232264247754,0.015357440956851529,0.0
35.0,281.9641418,1020.85791,739.8086548,1219.5,465.6391602,1186.965576,1658965617566666.5,144.64256387437513,0.5666665,0.2719419480019654,0.7135127376506201,0.4490883822404799,-0.9845723179776869,-1.1761538310202142,-1.144775817549418,42.043416390142994,0.020405475061647606,0.01200980186886303,0.10410352078073248
36.0,281.8893738,1020.482788,740.7382813,1219.745239,466.1082458,1186.608276,1658965617583333.2,144.83645946762226,0.58333325,0.2718698375717582,0.7144093213073589,0.4495407945615265,-0.984210529394333,-1.1763903531927158,-1.144431217497082,11.63367742644089,0.02213429952547848,0.05563540212686336,0.03412233836501994
37.0,281.8947449,1019.924438,741.5186768,1219.417969,466.5,1186.223389,1658965617600000.0,144.8686254662319,0.6,0.2718750177602304,0.7151619782626978,0.4499186241664042,-0.983672025506223,-1.1760747157476334,-1.1440600110029782,1.929950266826344,0.03231172819122613,0.04896968614325773,0.031780152575359204
38.0,281.7093201,1019.976013,741.4928589,1219.270264,466.6082458,1186.108276,1658965617616666.5,144.93910706200043,0.6166665,0.2716961837390035,0.7151370780396606,0.4500230224545238,-0.9837217673133856,-1.175932260805763,-1.1439489896040849,4.228938035492819,0.011137372953290587,0.0086768861727143,0.009143801882602807
39.0,281.7198792,1019.78009,741.7297363,1219.37146,466.6082458,1186.108276,1658965617633333.5,144.918811365028,0.6333335,0.2717063675240934,0.7153655358186619,0.4500230224545238,-0.9835328082424262,-1.1760298598734826,-1.1439489896040849,-1.2177174639962511,0.011353997706347237,0.014905929199529449,0.0
40.0,281.8893738,1020.482788,741.9205933,1219.380249,466.6082458,1186.108276,1658965617650000.0,145.01034751288336,0.65,0.2718698375717582,0.7155496089566095,0.4500230224545238,-0.984210529394333,-1.1760383364753857,-1.1439489896040849,5.492223793558968,0.041829442960807255,0.011056092547426037,0.0
41.0,282.1902771,1021.097107,742.2328491,1219.455933,466.641449,1186.641479,1658965617666666.8,144.88231433079906,0.66666675,0.2721600455004681,0.7158507658696297,0.4500550454728773,-0.9848030129083292,-1.1761113303470927,-1.1444632403225443,-7.681952515295121,0.03958442221980948,0.01859260416509673,0.030914808595653778
42.0,282.9133911,1021.183716,742.6030273,1219.389282,466.9077148,1187.781494,1658965617683333.5,144.38097815261483,0.6833335,0.2728574569817016,0.7162077863764688,0.4503118470642998,-0.9848865434594984,-1.1760470484045005,-1.1455627343854151,-30.080020290952355,0.042143759415671285,0.02176568210760621,0.06774513492438362
43.0,283.5447693,1021.481323,743.397583,1219.335815,466.641449,1188.641479,1658965617700000.0,143.93380341917293,0.7,0.2734663933398424,0.7169741002186287,0.4500550454728773,-0.9851735722526008,-1.1759954818469909,-1.1463921518945333,-26.830752314037145,0.04039158896117021,0.04608281298208395,0.052095773940310085
44.0,284.2589111,1022.313171,743.5067749,1219.979614,466.8287659,1189.9198,1658965617716666.8,143.64739697392542,0.71666675,0.2741551515308729,0.7170794109783674,0.4502357043408969,-0.9859758528692688,-1.176616397517558,-1.1476250359793414,-17.18430079334643,0.06344250405630174,0.03778697995158612,0.07476300459052239
45.0,285.112854,1023.219177,743.326416,1220.319458,467.0729065,1191.026001,1658965617733333.2,143.3701240908696,0.73333325,0.2749787417016868,0.7169054627937068,0.450471167155163,-0.9868496555981144,-1.1769441620296937,-1.1486919179342645,-16.636539348742364,0.07204578490264116,0.02226376353862454,0.06555339376045756
46.0,285.2579956,1023.808411,743.1553345,1220.540771,467.0,1192.5,1658965617750000.0,142.9306861966833,0.75,0.2751187243575952,0.7167404622511552,0.4504008520594014,-0.9874179457387192,-1.1771576086330593,-1.1501135247983645,-26.36614182046972,0.03511660263051626,0.0161871762055769,0.08540068524018583
47.0,285.9501343,1024.992065,743.2033081,1221.172974,466.8287659,1193.9198,1658965617766666.8,142.58841545319933,0.76666675,0.2757862615315209,0.7167867306672501,0.4502357043408969,-0.9885595276876346,-1.1777673404743323,-1.1514828591233193,-20.536141928328323,0.07934566660368668,0.036689089175452785,0.08275542849104123
48.0,285.9552917,1025.401123,743.2758179,1221.303223,466.9656372,1195.63916,1658965617783333.2,142.06311754993473,0.78333325,0.2757912356157915,0.7168566631634015,0.4503677106581184,-0.988954046042542,-1.1778929598760024,-1.1531411058235266,-31.518189377769787,0.023672982616129157,0.008626403488019388,0.09980955881840872
49.0,287.3499451,1026.93103,743.1040039,1221.802002,467.0443115,1197.5,1658965617800000.0,141.5232624882675,0.8,0.2771363171568784,0.7166909561569865,0.4504435885419625,-0.9904295737007252,-1.1783740101684848,-1.1549358037283366,-32.39114174432467,0.11979622030786455,0.030527454940438355,0.10777807236182142
50.0,287.9840698,1027.60022,742.991394,1222.463257,466.9656372,1199.63916,1658965617816666.5,140.86000785827753,0.8166665,0.2777479023928353,0.7165823488873714,0.4503677106581184,-0.9910749778681548,-1.1790117613792528,-1.1569989289675044,-39.79567575615648,0.05334884201773813,0.03881597255071243,0.1238712054542661
51.0,289.2120056,1028.96167,742.7678223,1223.230835,466.7346497,1202.252075,1658965617833333.2,140.03736138468702,0.83333325,0.2789321921799751,0.7163667238677218,0.450144933427251,-0.992388036197997,-1.1797520564225548,-1.1595189699575663,-49.35854162272228,0.10609426053736241,0.04626349793142367,0.15179212967168573
52.0,289.7345886,1029.86792,742.7080078,1222.898438,466.7346497,1204.747925,1658965617850000.0,139.10807067455616,0.85,0.2794362003779874,0.7163090354271104,0.450144933427251,-0.9932620742540544,-1.1794314742126577,-1.1619261069310405,-55.75716382203248,0.06053660408018445,0.019543880733814224,0.14442821840845
53.0,291.1090698,1030.632324,743.2108765,1221.713379,466.9656372,1205.63916,1658965617866666.5,138.46894468579282,0.8666665,0.280761826724068,0.7167940300544209,0.4503677106581184,-0.9939993081146916,-1.178288537203363,-1.162785663683471,-38.34794280522837,0.09101030880562437,0.07449489421865524,0.053277415654955404
54.0,291.5769653,1030.688477,743.420105,1221.089355,467.8095093,1205.702759,1658965617883333.5,138.39407538937232,0.8833335,0.2812130912462837,0.7169958216918408,0.4511815879876027,-0.9940534652004428,-1.1776866936459631,-1.1628470021070043,-4.492067943871246,0.027270159005978324,0.0380863219155974,0.04897112776667606
55.0,291.6451111,1030.192627,743.7874146,1220.960205,468.3143616,1205.695068,1658965617900000.0,138.361590409811,0.9,0.281278814857385,0.7173500755608122,0.4516684957094103,-0.9935752397989572,-1.1775621341812024,-1.1628395844775543,-1.949118264862552,0.028963232893722535,0.02253084796880938,0.02921785315208956
56.0,292.0230713,1029.708984,743.5576782,1220.553833,468.6082458,1206.108276,1658965617916666.8,138.03766751255992,0.91666675,0.2816433407591506,0.7171285049605787,0.4519519340265127,-0.9931087875092518,-1.177170206354536,-1.1632381053239735,-19.43527665868072,0.03551963876317017,0.027013393491598044,0.029342156033207063
57.0,292.7470093,1029.514404,743.2255859,1220.845337,468.7947388,1206.098511,1658965617933333.5,137.98873897456284,0.9333335,0.2823415469519518,0.7168082166203594,0.4521317982794101,-0.9929211237024128,-1.1774513490739766,-1.1632286874132234,-2.935697601337093,0.04337919468394595,0.025570550609434427,0.010806639044941533
58.0,293.4311523,1029.205322,742.8533325,1220.866699,468.7947388,1206.098511,1658965617950000.0,137.83571925635243,0.95,0.2830013726267494,0.7164491946748732,0.4521317982794101,-0.9926230277791662,-1.1774719517784769,-1.1632286874132234,-9.18127490537321,0.04344228311313856,0.021576756558489514,0.0
59.0,293.6367188,1028.3125,742.1228027,1220.6604,468.7947388,1206.098511,1658965617966666.8,137.62300846827318,0.96666675,0.283199632427081,0.7157446309824219,0.4521317982794101,-0.991761940435403,-1.177272985514282,-1.1632286874132234,-12.762583471837557,0.05301699824829995,0.043927112989926076,0.0
60.0,293.9009094,1027.79541,741.8479614,1220.361328,468.7496033,1205.83252,1658965617983333.2,137.52759117594624,0.98333325,0.2834544325798563,0.7154795587004067,0.4520882670852814,-0.9912632299930232,-1.1769845437934532,-1.162972150854251,-5.725094790564447,0.03360188690378459,0.023504531214787412,0.015612222629273781
61.0,293.3748474,1028.111938,741.6201782,1220.620239,468.5729065,1205.939209,1658965618000000.0,137.65096762530143,1.0,0.2829470690401646,0.7152598718752144,0.4519178508341546,-0.9915685072540524,-1.1772342520054608,-1.1630750476776028,7.402549948561777,0.03552749756225597,0.019955434655892036,0.011944288913721186
62.0,293.4028625,1027.860962,741.6190186,1220.477539,468.6720276,1205.634521,1658965618016666.8,137.70627762597175,1.01666675,0.2829740883654548,0.715258753492285,0.4520134487525638,-0.9913264519987066,-1.177096624164799,-1.1627811895730795,3.318583447301826,0.01461351587013892,0.008257943079249272,0.018541024010381307
63.0,293.3480835,1028.27063,741.5209961,1220.337524,468.6720276,1205.634521,1658965618033333.2,137.75311723656034,1.03333325,0.2829212564419538,0.7151642151250024,0.4520134487525638,-0.9917215586716436,-1.1769615858879234,-1.1627811895730795,2.8104047393628626,0.023917394977389622,0.009890511654915078,0.0
64.0,293.3985596,1028.369507,741.5209961,1220.337524,468.8928528,1205.545898,1658965618050000.0,137.83230091019476,1.05,0.2829699384086532,0.7151642151250024,0.4522264248943972,-0.9918169211663952,-1.1769615858879234,-1.1626957166079577,4.75099666308178,0.006424187219648759,0.0,0.013769243738313092
65.0,293.3479309,1028.453369,741.6085205,1220.737671,468.8928528,1205.545898,1658965618066666.5,137.93694669025862,1.0666665,0.2829211092660009,0.7152486285389981,0.4522264248943972,-0.9918978023575205,-1.1773475099773218,-1.1626957166079577,6.278809591927673,0.005668667224312983,0.023702887968883556,0.0
66.0,293.3299561,1028.777344,741.7348022,1220.955444,469.1030579,1205.363892,1658965618083333.2,138.14085531515008,1.08333325,0.2829037733661388,0.7153704216552282,0.4524291584193377,-0.992210261920788,-1.1775575424072051,-1.162520179868172,12.23445632120569,0.018776406566883647,0.01456742479470593,0.016090074733756888
67.0,292.5376587,1029.173462,741.6865845,1220.890503,469.2935791,1205.54126,1658965618100000.0,138.28815923963495,1.1,0.2821396375544804,0.7153239178154759,0.4526129076930323,-0.9925923002178244,-1.1774949096840068,-1.1626912434620222,8.838191278135927,0.05125899410465283,0.004680563476442202,0.015063053322864665
68.0,292.1020203,1029.353516,741.833313,1221.270264,469.2935791,1205.54126,1658965618116666.5,138.4657850648529,1.1166665,0.281719483578999,0.7154654309662711,0.4526129076930323,-0.9927659543399158,-1.177861172377752,-1.1626912434620222,10.657656089637625,0.027277580941786513,0.023559023698757325,0.0
69.0,291.4331055,1029.666626,742.1393433,1221.096313,469.2935791,1205.54126,1658965618133333.5,138.584575146397,1.1333335,0.2810743448298017,0.7157605836597957,0.4526129076930323,-0.9930679350910684,-1.1776934043293223,-1.1626912434620222,7.1272623473985295,0.042739056695453956,0.020370086648002658,0.0
70.0,291.2680969,1029.901489,742.1156006,1221.357666,469.2935791,1205.54126,1658965618150000.0,138.7044073225581,1.15,0.2809152013307929,0.7157376848754056,0.4526129076930323,-0.9932944500703348,-1.1779454677423595,-1.1626912434620222,7.190002469691404,0.016609891052977065,0.015186083980625,0.0
71.0,289.9335632,1030.391846,742.0786743,1221.267212,468.9719543,1205.884766,1658965618166666.8,138.79668208804165,1.16666675,0.2796281025822233,0.7157020710917152,0.452302714793753,-0.9937673777161874,-1.177858228858693,-1.163022539811246,5.53645824672182,0.08227406327884783,0.00565369541836775,0.027230807200303065
72.0,289.4616394,1031.331055,742.1774292,1221.263672,468.848938,1206.151123,1658965618183333.5,138.9034507056955,1.1833335,0.2791729529427649,0.7157973158264156,0.4521840710114463,-0.9946732032704956,-1.1778548146852106,-1.1632794293610362,6.406085028805371,0.06082476522677808,0.005718354470243026,0.0169778360322338
73.0,288.9204712,1031.408203,742.4007568,1221.461792,468.7626343,1206.237427,1658965618200000.0,138.99424081992407,1.2,0.2786510201410787,0.7160127054224078,0.4521008349086287,-0.9947476091054732,-1.178045892665532,-1.1633626657531906,5.447461328328248,0.03163258256793287,0.01727577788267042,0.007062829804554536
74.0,288.2948303,1031.44519,742.3552246,1221.481323,468.7626343,1206.237427,1658965618216666.8,139.10434903677077,1.21666675,0.2780476171551189,0.7159687916286688,0.4521008349086287,-0.99478328143163,-1.178064729451488,-1.1633626657531906,6.606459978501968,0.03626739088971032,0.0028669992725081214,0.0
75.0,288.2747803,1031.976318,743.0371704,1221.770508,468.7765808,1206.5,1658965618233333.2,139.15155864129014,1.23333325,0.2780282798166097,0.7166264982012134,0.452114285691248,-0.9952955309043336,-1.1783436355979608,-1.1636159058022866,2.8326045972079457,0.030756860012116295,0.042863966997830766,0.015215820900272457
76.0,288.5424805,1032.101318,742.9087524,1221.703735,468.8917542,1206.608276,1658965618250000.0,139.09643496748612,1.25,0.2782864648234116,0.7165026447180876,0.4522253653432707,-0.9954160878775828,-1.1782792359917629,-1.1637203332169708,-3.3074038912216834,0.017096681945062343,0.008375749543716693,0.009147545381793359
77.0,288.6731873,1032.356079,743.21698,1221.661377,469.2622375,1206.357056,1658965618266666.8,139.26187088818386,1.26666675,0.2784125257529404,0.7167999166103107,0.45258268010557,-0.9956617935980784,-1.1782383835735797,-1.1634780426344131,9.926105611336734,0.01656941678323198,0.018003949364472624,0.025902950347621568
78.0,288.7415466,1032.531616,743.2752075,1221.714478,469.5,1206.198364,1658965618283333.2,139.39002837602726,1.28333325,0.2784784552753519,0.7168560744595897,0.4528119915243875,-0.9958310912733848,-1.1782895971402716,-1.1633249912168224,7.68952616586534,0.010900929191697396,0.004560210567088833,0.016541779457356076
79.0,288.8786011,1032.844482,742.7816162,1221.426758,469.7377625,1206.357056,1658965618300000.0,139.34668145740395,1.3,0.2786106382808735,0.7163800274743882,0.453041302943205,-0.9961328366973256,-1.1780121039215252,-1.1634780426344131,-2.6008021133882786,0.01976566548701419,0.03306120970035013,0.016541779457356076
80.0,288.8316956,1033.348633,742.9039917,1221.420044,469.7924194,1206.589355,1658965618316666.5,139.3568544621514,1.3166665,0.2785654000000035,0.7164980532334272,0.4530940171066545,-0.9966190680462906,-1.178005628565378,-1.163702084749044,0.6103863887113417,0.02929987604719372,0.007092195437397949,0.013809603461477993
81.0,288.881897,1033.460205,742.9484253,1221.416626,470.0047913,1206.781494,1658965618333333.2,139.33016154551558,1.33333325,0.2786138170306985,0.7165409074760397,0.4532988404143921,-0.9967266743072456,-1.1780023320555015,-1.163887394319309,-1.601566990314484,0.007079826165160419,0.002578850735139463,0.016572628252871972
82.0,288.8611145,1033.5,743.0220337,1221.316528,470.0047913,1206.781494,1658965618350000.0,139.31824439749778,1.35,0.2785937732283261,0.7166118995233175,0.4532988404143921,-0.9967650548252492,-1.1779057919602351,-1.163887394319309,-0.7150253059415278,0.002597950236777669,0.007189958190048224,0.0
83.0,288.6930237,1033.655151,743.2033081,1221.172974,470.0047913,1206.781494,1658965618366666.5,139.33838349600347,1.3666665,0.2784316570836937,0.7167867306672501,0.4532988404143921,-0.996914691104902,-1.1777673404743323,-1.163887394319309,1.2083579939216222,0.013237128764944216,0.013380772556729828,0.0
84.0,288.415863,1034.319458,743.4416504,1221.318848,470.0047913,1206.781494,1658965618383333.5,139.51995293545156,1.3833335,0.2781643478429284,0.7170166012775323,0.4532988404143921,-0.9975553858347286,-1.1779080294976585,-1.163887394319309,10.893948487915225,0.0416533105682324,0.0161704061643988,0.0
85.0,288.2320251,1034.464111,743.3225098,1221.179321,470.0047913,1206.781494,1658965618400000.0,139.54506322374633,1.4,0.2779870443165884,0.7169016954365156,0.4532988404143921,-0.99769489725754,-1.1777734618752065,-1.163887394319309,1.5066323640097956,0.013536614021643219,0.010617083889830988,0.0
86.0,288.3344727,1034.670044,743.423584,1221.041626,470.0047913,1206.781494,1658965618416666.8,139.53325547156,1.41666675,0.2780858504971696,0.7169991770335203,0.4532988404143921,-0.9978935105309172,-1.1776406611357535,-1.163887394319309,-0.708461588870903,0.013309981865411944,0.00988429630038845,0.0
87.0,288.3057251,1035.003296,743.211792,1220.647705,470.0280457,1207.115234,1658965618433333.5,139.39170464013753,1.4333335,0.2780581247080161,0.7167949130136929,0.453321268255022,-0.9982149173505116,-1.177260741748079,-1.1642092717933272,-8.493007420311605,0.019356028183421484,0.02588097972136052,0.019359473617229336
88.0,288.1773376,1035.200928,743.1948242,1220.48645,470.0280457,1207.115234,1658965618450000.0,139.41120587304331,1.45,0.2779343006407918,0.7167785483208073,0.453321268255022,-0.9984055246764092,-1.1771052184303086,-1.1642092717933272,1.1700856752036637,0.013637770650487914,0.009382915322901413,0.0
89.0,287.602417,1035.299438,743.3366089,1220.421265,469.42276,1207.24231,1658965618466666.8,139.35392423513255,1.46666675,0.2773798151416344,0.7169152933950879,0.4527374969594773,-0.9985005332158874,-1.1770423503798983,-1.164331830976788,-3.4368810902402864,0.03375397530452524,0.009030270514692408,0.035789870693104235
90.0,287.4813538,1035.417969,743.3256836,1220.374878,469.42276,1207.24231,1658965618483333.2,139.38311509694154,1.48333325,0.2772630550379234,0.7169047564262891,0.4527374969594773,-0.9986148511246572,-1.1769976121693535,-1.164331830976788,1.7514692232313112,0.009804357291672153,0.0027577394182904096,0.0
