Frame #,Head Pink X,Head Pink Y,Hand Pink X,Hand Pink Y,Shoulder Green X,Shoulder Green Y,Elbow Orange X,Elbow Orange Y,Timestamp (microseconds),angles,Seconds,Head Pink X meters,Hand Pink X meters,Shoulder Green X meters,Elbow Orange X meters,Head Pink Y meters,Hand Pink Y meters,Shoulder Green Y meters,Elbow Orange Y meters,angular velocity,Head Pink m/s,Hand Pink m/s,Shoulder Green m/s,Elbow Orange m/s
17.0,158.6197357,821.6558228,860.3046265,949.1953735,411.5,791.5,600.831299,888.362122,1658971545714996.5,0.0606027535311391,0.2666665,0.1785853848257045,0.968592162336055,0.4632959797308338,0.6764586277597924,-0.9250785891267812,-1.0686716902105888,-0.8911270181213974,-1.0001812871634328,0.0,0.0,0.0,0.0,0.0
18.0,158.6197357,821.6558228,860.3046265,949.1953735,411.5,791.5,600.952393,888.305542,1658971545731663.2,0.0606027535311391,0.28333325,0.1785853848257045,0.968592162336055,0.4632959797308338,0.6765949640012737,-0.9250785891267812,-1.0686716902105888,-0.8911270181213974,-1.0001175853735589,0.0,0.0,0.0,0.0,0.009029050868604348
19.0,158.6197357,821.6558228,860.0745239,949.0470581,411.5,791.5,600.952393,888.305542,1658971545748330.0,0.0682733391413839,0.3,0.1785853848257045,0.968333096456333,0.4632959797308338,0.6765949640012737,-0.9250785891267812,-1.0685047061800854,-0.8911270181213974,-1.0001175853735589,0.4602328354505109,0.0,0.018493124866433848,0.0,0.0
20.0,158.6197357,821.6558228,860.269104,949.2322388,411.590149,791.409851,600.952393,888.305542,1658971545764996.5,0.0550006361562419,0.3166665,0.1785853848257045,0.9685521685779992,0.4633974758894651,0.6765949640012737,-0.9250785891267812,-1.06871319578843,-0.8910255219627662,-1.0001175853735589,-0.7963701428099471,0.0,0.01814546336152034,0.008612234643905385,0.0
21.0,158.6197357,821.6558228,860.269104,949.2322388,411.590149,791.409851,600.952393,888.305542,1658971545781663.2,0.0550006361562419,0.33333325,0.1785853848257045,0.9685521685779992,0.4633974758894651,0.6765949640012737,-0.9250785891267812,-1.06871319578843,-0.8910255219627662,-1.0001175853735589,0.0,0.0,0.0,0.0,0.0
22.0,158.6197357,821.6558228,860.1519165,949.3642578,411.590149,791.409851,600.801514,888.441956,1658971545798329.8,0.0353111653216297,0.34999975,0.1785853848257045,0.9684202305521796,0.4633974758894651,0.6764250936874807,-0.9250785891267812,-1.0688618321722647,-0.8910255219627662,-1.000271169961114,-1.1813800638773726,0.0,0.011924827131825345,0.0,0.01374041253213959
23.0,158.7104034,821.585083,859.8624268,949.5357056,411.590149,791.409851,600.913025,888.5,1658971545814996.5,0.0042290833662082,0.3666665,0.1786874649737032,0.968094302449668,0.4633974758894651,0.6765506407056964,-0.9249989452265456,-1.0690548603046433,-0.8910255219627662,-1.000336520026357,-1.864915592747325,0.0077684378646317815,0.022727964194511237,0.0,0.008492212039061524
24.0,158.9182129,821.7719727,859.8624268,949.5357056,411.590149,791.409851,601.065125,888.371643,1658971545831663.2,0.0042290833662082,0.38333325,0.1789214316952095,0.968094302449668,0.4633974758894651,0.6767218857081679,-0.9252093589486916,-1.0690548603046433,-0.8910255219627662,-1.0001920065826866,0.0,0.018879928507892024,0.0,0.0,0.01344441707857435
25.0,158.9182129,821.7719727,859.8624268,949.5357056,411.590149,791.409851,601.065125,888.371643,1658971545848330.0,0.0042290833662082,0.4,0.1789214316952095,0.968094302449668,0.4633974758894651,0.6767218857081679,-0.9252093589486916,-1.0690548603046433,-0.8910255219627662,-1.0001920065826866,0.0,0.0,0.0,0.0,0.0
26.0,158.9182129,821.7719727,859.8624268,949.5357056,411.5,791.5,601.065125,888.371643,1658971545864996.8,0.0042376047593447,0.41666675,0.1789214316952095,0.968094302449668,0.4632959797308338,0.6767218857081679,-0.9252093589486916,-1.0690548603046433,-0.8911270181213974,-1.0001920065826866,0.0005112810317848,0.0,0.0,0.008612234643905385,0.0
27.0,158.9182129,821.7719727,859.8624268,949.5357056,411.5,791.5,601.065125,888.371643,1658971545881663.2,0.0042376047593447,0.43333325,0.1789214316952095,0.968094302449668,0.4632959797308338,0.6767218857081679,-0.9252093589486916,-1.0690548603046433,-0.8911270181213974,-1.0001920065826866,0.0,0.0,0.0,0.0,0.0
28.0,158.9182129,821.7719727,859.8624268,949.5357056,411.5,791.5,601.065125,888.371643,1658971545898330.0,0.0042376047593447,0.45,0.1789214316952095,0.968094302449668,0.4632959797308338,0.6767218857081679,-0.9252093589486916,-1.0690548603046433,-0.8911270181213974,-1.0001920065826866,0.0,0.0,0.0,0.0,0.0
29.0,158.9182129,821.7719727,859.8624268,949.5357056,411.5,791.5,601.084229,888.227112,1658971545914996.5,0.0042376047593447,0.4666665,0.1789214316952095,0.968094302449668,0.4632959797308338,0.6767433943506875,-0.9252093589486916,-1.0690548603046433,-0.8911270181213974,-1.0000292832989772,0.0,0.0,0.0,0.0,0.009848317600031973
30.0,158.9182129,821.7719727,859.8624268,949.5357056,411.5,791.5,600.859131,887.859131,1658971545931663.2,0.0042376047593447,0.48333325,0.1789214316952095,0.968094302449668,0.4632959797308338,0.6764899630057412,-0.9252093589486916,-1.0690548603046433,-0.8911270181213974,-0.9996149841059824,0.0,0.0,0.0,0.0,0.029139947915242458
31.0,158.9182129,821.7719727,859.6464844,950.1115112,411.5,791.5,601.084229,888.227112,1658971545948330.0,0.0698661721071268,0.5,0.1789214316952095,0.967851179130656,0.4632959797308338,0.6767433943506875,-0.9252093589486916,-1.0697031432197988,-0.8911270181213974,-1.0000292832989772,3.937694352395162,0.0,0.04154235032816211,0.0,0.029139947915242458
32.0,158.9182129,821.7719727,859.6464844,950.1115112,411.5,791.5,601.065125,888.371643,1658971545964996.5,0.0698661721071268,0.5166665,0.1789214316952095,0.967851179130656,0.4632959797308338,0.6767218857081679,-0.9252093589486916,-1.0697031432197988,-0.8911270181213974,-1.0001920065826866,0.0,0.0,0.0,0.0,0.009848317600031973
33.0,158.9182129,821.7719727,859.6464844,950.1115112,411.5,791.5,601.065125,888.371643,1658971545981663.2,0.0698661721071268,0.53333325,0.1789214316952095,0.967851179130656,0.4632959797308338,0.6767218857081679,-0.9252093589486916,-1.0697031432197988,-0.8911270181213974,-1.0001920065826866,0.0,0.0,0.0,0.0,0.0
34.0,158.8381653,821.6268311,859.6464844,950.1115112,411.5,791.5,601.065125,888.371643,1658971545998330.0,0.0698661721071268,0.55,0.1788313084114499,0.967851179130656,0.4632959797308338,0.6767218857081679,-0.9250459482080556,-1.0697031432197988,-0.8911270181213974,-1.0001920065826866,0.0,0.011196919002605797,0.0,0.0,0.0
35.0,158.8381653,821.6268311,859.5807495,950.2346191,411.5,791.5,600.913025,888.5,1658971546014996.5,0.0864975730777221,0.5666665,0.1788313084114499,0.9677771701029576,0.4632959797308338,0.6765506407056964,-0.9250459482080556,-1.0698417468531962,-0.8911270181213974,-1.000336520026357,0.9978940371760948,0.0,0.009427507207030748,0.0,0.01344441707857435
36.0,158.9588013,821.7927856,859.3587646,950.7315674,411.5,791.5,600.957458,888.436157,1658971546031663.2,0.1518968556327499,0.58333325,0.1789671290039428,0.9675272437074997,0.4632959797308338,0.6766006665386669,-0.9252327915924256,-1.0704012466090262,-0.8911270181213974,-1.000264641034294,3.9239373336149854,0.013859569295635912,0.036766988559218235,0.0,0.005254429033856529
37.0,158.9103546,821.8497314,859.3587646,950.7315674,411.5,791.5,600.957458,888.436157,1658971546048329.8,0.1518968556327499,0.59999975,0.1789125842619228,0.9675272437074997,0.4632959797308338,0.6766006665386669,-0.9252969052259676,-1.0704012466090262,-0.8911270181213974,-1.000264641034294,0.0,0.005050591331397318,0.0,0.0,0.0
38.0,158.9103546,821.8497314,859.3587646,950.7315674,411.5,791.5,600.957458,888.436157,1658971546064996.5,0.1518968556327499,0.6166665,0.1789125842619228,0.9675272437074997,0.4632959797308338,0.6766006665386669,-0.9252969052259676,-1.0704012466090262,-0.8911270181213974,-1.000264641034294,0.0,0.0,0.0,0.0,0.0
39.0,158.7997589,821.600708,859.4627075,950.6368408,411.5,791.5,600.957458,888.436157,1658971546081663.2,0.1369430072719228,0.63333325,0.178788067753574,0.9676442700202372,0.4632959797308338,0.6766006665386669,-0.9250165369633216,-1.070294596662602,-0.8911270181213974,-1.000264641034294,-0.8972264155175516,0.018406482683604408,0.009499985694875472,0.0,0.0
40.0,158.8609161,821.5323486,859.4627075,950.6368408,411.590149,791.409851,600.957458,888.436157,1658971546098330.0,0.1369681069319698,0.65,0.1788569228808925,0.9676442700202372,0.4633974758894651,0.6766006665386669,-0.92493957308678,-1.070294596662602,-0.8910255219627662,-1.000264641034294,0.0015059720729606,0.006196134332091015,0.0,0.008612234643905385,0.0
41.0,158.8609161,821.5323486,859.4627075,950.6368408,411.590149,791.409851,601.108643,888.307129,1658971546114996.8,0.1369681069319698,0.66666675,0.1788569228808925,0.9676442700202372,0.4633974758894651,0.676770881369033,-0.92493957308678,-1.070294596662602,-0.8910255219627662,-1.0001193721310797,0.0,0.0,0.0,0.0,0.013426619596285877
42.0,158.8609161,821.5323486,859.4627075,950.6368408,411.590149,791.409851,601.201477,888.300354,1658971546131663.2,0.1369681069319698,0.68333325,0.1788569228808925,0.9676442700202372,0.4633974758894651,0.6768754004917117,-0.92493957308678,-1.070294596662602,-0.8910255219627662,-1.0001117443540135,0.0,0.0,0.0,0.0,0.006287825375963275
43.0,158.8609161,821.5323486,859.5620728,950.7214355,411.5,791.5,601.201477,888.300354,1658971546148330.0,0.1425400961089839,0.7,0.1788569228808925,0.967756142545182,0.4632959797308338,0.6768754004917117,-0.92493957308678,-1.0703898393950846,-0.8911270181213974,-1.0001117443540135,0.3343176790324516,0.0,0.008815435538971222,0.008612234643905385,0.0
44.0,158.8609161,821.5323486,859.7611694,950.7062378,411.590149,791.409851,601.201477,888.300354,1658971546164996.5,0.1328012856301718,0.7166665,0.1788569228808925,0.9679802996639136,0.4633974758894651,0.6768754004917117,-0.92493957308678,-1.070372728743053,-0.8910255219627662,-1.0001117443540135,-0.5843344720734467,0.0,0.013488553586192274,0.008612234643905385,0.0
45.0,158.8609161,821.5323486,859.7374878,950.2032471,411.5,791.5,601.175598,888.222229,1658971546181663.2,0.076627896496767,0.73333325,0.1788569228808925,0.9679536372336012,0.4632959797308338,0.6768462640721262,-0.92493957308678,-1.0698064260233635,-0.8911270181213974,-1.000023785670134,-3.370386496071794,0.0,0.03401580162018718,0.008612234643905385,0.005559530524954982
46.0,158.8609161,821.5323486,859.7374878,950.2032471,411.590149,791.409851,601.175598,888.222229,1658971546198330.0,0.076642715201352,0.75,0.1788569228808925,0.9679536372336012,0.4633974758894651,0.6768462640721262,-0.92493957308678,-1.0698064260233635,-0.8910255219627662,-1.000023785670134,0.0008891178295109,0.0,0.0,0.008612234643905385,0.0
47.0,158.8609161,821.5323486,859.8668823,950.4194336,411.590149,791.409851,601.175598,888.222229,1658971546214996.5,0.0959833121799668,0.7666665,0.1788569228808925,0.9680993187685932,0.4633974758894651,0.6768462640721262,-0.92493957308678,-1.0700498241675245,-0.8910255219627662,-1.000023785670134,1.160447423191118,0.0,0.017019893019261996,0.0,0.0
48.0,158.8609161,821.5323486,859.8668823,950.4194336,411.590149,791.409851,601.175598,888.222229,1658971546231663.2,0.0959833121799668,0.78333325,0.1788569228808925,0.9680993187685932,0.4633974758894651,0.6768462640721262,-0.92493957308678,-1.0700498241675245,-0.8910255219627662,-1.000023785670134,0.0,0.0,0.0,0.0,0.0
49.0,158.8609161,821.5323486,859.8668823,950.4194336,411.590149,791.409851,601.175598,888.222229,1658971546248330.0,0.0959833121799668,0.8,0.1788569228808925,0.9680993187685932,0.4633974758894651,0.6768462640721262,-0.92493957308678,-1.0700498241675245,-0.8910255219627662,-1.000023785670134,0.0,0.0,0.0,0.0,0.0
50.0,158.8609161,821.5323486,859.8668823,950.4194336,411.590149,791.409851,601.175598,888.222229,1658971546264996.5,0.0959833121799668,0.8166665,0.1788569228808925,0.9680993187685932,0.4633974758894651,0.6768462640721262,-0.92493957308678,-1.0700498241675245,-0.8910255219627662,-1.000023785670134,0.0,0.0,0.0,0.0,0.0
51.0,158.8404694,821.5750122,859.8668823,950.4194336,411.590149,791.409851,601.175598,888.222229,1658971546281663.2,0.0959833121799668,0.83333325,0.178833902531175,0.9680993187685932,0.4633974758894651,0.6768462640721262,-0.9249876068033313,-1.0700498241675245,-0.8910255219627662,-1.000023785670134,0.0,0.003195907998775041,0.0,0.0,0.0
52.0,158.8404694,821.5750122,859.8668823,950.4194336,411.590149,791.409851,601.175598,888.222229,1658971546298329.8,0.0959833121799668,0.84999975,0.178833902531175,0.9680993187685932,0.4633974758894651,0.6768462640721262,-0.9249876068033313,-1.0700498241675245,-0.8910255219627662,-1.000023785670134,0.0,0.0,0.0,0.0,0.0
53.0,158.8404694,821.5750122,859.8668823,950.4194336,411.5,791.5,601.175598,888.222229,1658971546314996.5,0.0959719233377937,0.8666665,0.178833902531175,0.9680993187685932,0.4632959797308338,0.6768462640721262,-0.9249876068033313,-1.0700498241675245,-0.8911270181213974,-1.000023785670134,-0.000683327113751,0.0,0.0,0.008612234643905385,0.0
54.0,158.8404694,821.5750122,859.9046021,950.5965576,411.5,791.5,601.175598,888.222229,1658971546331663.2,0.1145585726051165,0.88333325,0.178833902531175,0.9681417864033351,0.4632959797308338,0.6768462640721262,-0.9249876068033313,-1.070249242969745,-0.8911270181213974,-1.000023785670134,1.1151933800724707,0.0,0.01223343333846641,0.0,0.0
55.0,158.8404694,821.5750122,859.9046021,950.5965576,411.5,791.5,601.108643,888.307129,1658971546348330.0,0.1145585726051165,0.9,0.178833902531175,0.9681417864033351,0.4632959797308338,0.676770881369033,-0.9249876068033313,-1.070249242969745,-0.8911270181213974,-1.0001193721310797,0.0,0.0,0.0,0.0,0.007304078613378835
56.0,158.8404694,821.5750122,859.9046021,950.5965576,411.5,791.5,601.065125,888.371643,1658971546364996.8,0.1145585726051165,0.91666675,0.178833902531175,0.9681417864033351,0.4632959797308338,0.6767218857081679,-0.9249876068033313,-1.070249242969745,-0.8911270181213974,-1.0001920065826866,0.0,0.0,0.0,0.0,0.005256882920305285
57.0,158.8404694,821.5750122,859.9046021,950.5965576,411.5,791.5,601.065125,888.371643,1658971546381663.2,0.1145585726051165,0.93333325,0.178833902531175,0.9681417864033351,0.4632959797308338,0.6767218857081679,-0.9249876068033313,-1.070249242969745,-0.8911270181213974,-1.0001920065826866,0.0,0.0,0.0,0.0,0.0
58.0,158.8404694,821.5750122,859.9046021,950.5965576,411.5,791.5,601.065125,888.371643,1658971546398330.0,0.1145585726051165,0.95,0.178833902531175,0.9681417864033351,0.4632959797308338,0.6767218857081679,-0.9249876068033313,-1.070249242969745,-0.8911270181213974,-1.0001920065826866,0.0,0.0,0.0,0.0,0.0
59.0,158.8404694,821.5750122,859.800415,950.5296021,411.5,791.5,601.065125,888.371643,1658971546414996.5,0.1111542220265082,0.9666665,0.178833902531175,0.9680244851528615,0.4632959797308338,0.6767218857081679,-0.9249876068033313,-1.0701738597037165,-0.8911270181213974,-1.0001920065826866,-0.2042630773472711,0.0,0.008366121716498476,0.0,0.0
60.0,158.8404694,821.5750122,859.8285522,951.0323486,411.5,791.5,601.065125,888.371643,1658971546431663.2,0.1670706135745139,0.98333325,0.178833902531175,0.9680561640146864,0.4632959797308338,0.6767218857081679,-0.9249876068033313,-1.0707398874856693,-0.8911270181213974,-1.0001920065826866,3.354966718046738,0.0,0.03401481443171713,0.0,0.0
61.0,158.8404694,821.5750122,859.8285522,951.0323486,411.5,791.5,601.122375,888.56543,1658971546448330.0,0.1670706135745139,1.0,0.178833902531175,0.9680561640146864,0.4632959797308338,0.676786341831715,-0.9249876068033313,-1.0707398874856693,-0.8911270181213974,-1.0004101857759409,0.0,0.0,0.0,0.0,0.013650066228210052
62.0,158.8404694,821.5750122,859.8285522,951.0323486,411.590149,791.409851,601.122375,888.56543,1658971546464996.5,0.1670852600814456,1.0166665,0.178833902531175,0.9680561640146864,0.4633974758894651,0.676786341831715,-0.9249876068033313,-1.0707398874856693,-0.8910255219627662,-1.0004101857759409,0.0008787992038955,0.0,0.0,0.008612234643905385,0.0
63.0,158.8404694,821.5750122,859.8285522,951.0323486,411.590149,791.409851,601.122375,888.56543,1658971546481663.2,0.1670852600814456,1.03333325,0.178833902531175,0.9680561640146864,0.4633974758894651,0.676786341831715,-0.9249876068033313,-1.0707398874856693,-0.8910255219627662,-1.0004101857759409,0.0,0.0,0.0,0.0,0.0
64.0,158.8404694,821.5750122,859.8285522,951.0323486,411.590149,791.409851,601.122375,888.56543,1658971546498330.0,0.1670852600814456,1.05,0.178833902531175,0.9680561640146864,0.4633974758894651,0.676786341831715,-0.9249876068033313,-1.0707398874856693,-0.8910255219627662,-1.0004101857759409,0.0,0.0,0.0,0.0,0.0
65.0,158.8404694,821.5750122,859.8609619,950.9713135,411.590149,791.409851,601.122375,888.56543,1658971546514996.5,0.1588524499664148,1.0666665,0.178833902531175,0.9680926531610152,0.4633974758894651,0.676786341831715,-0.9249876068033313,-1.0706711698272189,-0.8910255219627662,-1.0004101857759409,-0.4939735466373183,0.0,0.004668283172405132,0.0,0.0
66.0,158.7166138,821.6887207,860.03302,951.012085,411.590149,791.409851,601.122375,888.56543,1658971546531663.2,0.1565308793518978,1.08333325,0.1786944570839159,0.9682863684125586,0.4633974758894651,0.676786341831715,-0.9251156279234072,-1.07071707328296,-0.8910255219627662,-1.0004101857759409,-0.1392935404033176,0.011357992067633889,0.011944781845898832,0.0,0.0
67.0,158.7166138,821.6887207,860.03302,951.012085,411.590149,791.409851,601.122375,888.56543,1658971546548329.8,0.1565308793518978,1.09999975,0.1786944570839159,0.9682863684125586,0.4633974758894651,0.676786341831715,-0.9251156279234072,-1.07071707328296,-0.8910255219627662,-1.0004101857759409,0.0,0.0,0.0,0.0,0.0
68.0,158.7166138,821.6887207,860.03302,951.012085,411.590149,791.409851,601.122375,888.56543,1658971546564996.5,0.1565308793518978,1.1166665,0.1786944570839159,0.9682863684125586,0.4633974758894651,0.676786341831715,-0.9251156279234072,-1.07071707328296,-0.8910255219627662,-1.0004101857759409,0.0,0.0,0.0,0.0,0.0
69.0,158.7166138,821.6887207,860.03302,951.012085,411.590149,791.409851,601.122375,888.56543,1658971546581663.2,0.1565308793518978,1.13333325,0.1786944570839159,0.9682863684125586,0.4633974758894651,0.676786341831715,-0.9251156279234072,-1.07071707328296,-0.8910255219627662,-1.0004101857759409,0.0,0.0,0.0,0.0,0.0
70.0,158.7166138,821.6887207,860.03302,951.012085,411.590149,791.409851,601.122375,888.56543,1658971546598330.0,0.1565308793518978,1.15,0.1786944570839159,0.9682863684125586,0.4633974758894651,0.676786341831715,-0.9251156279234072,-1.07071707328296,-0.8910255219627662,-1.0004101857759409,0.0,0.0,0.0,0.0,0.0
71.0,159.0149994,821.6182251,859.8609619,950.9713135,411.5,791.5,601.122375,888.56543,1658971546614996.8,0.1588390432586001,1.16666675,0.1790304008236232,0.9680926531610152,0.4632959797308338,0.676786341831715,-0.9250362589609072,-1.0706711698272189,-0.8911270181213974,-1.0004101857759409,0.1384891419564266,0.02071152969832588,0.011944781845898832,0.008612234643905385,0.0
72.0,159.273941,821.6642456,859.8609619,950.9713135,411.590149,791.409851,601.122375,888.56543,1658971546631663.2,0.1588524499664148,1.18333325,0.1793219357015456,0.9680926531610152,0.4633974758894651,0.676786341831715,-0.9250880721143342,-1.0706711698272189,-0.8910255219627662,-1.0004101857759409,0.0008044105129864,0.017766200395350422,0.0,0.008612234643905385,0.0
73.0,159.0149994,821.6182251,859.8609619,950.9713135,411.590149,791.409851,601.122375,888.56543,1658971546648330.0,0.1588524499664148,1.2,0.1790304008236232,0.9680926531610152,0.4633974758894651,0.676786341831715,-0.9250362589609072,-1.0706711698272189,-0.8910255219627662,-1.0004101857759409,0.0,0.017766200395350422,0.0,0.0,0.0
74.0,158.8994293,821.6835938,859.8609619,950.9713135,411.590149,791.409851,601.122375,888.56543,1658971546664996.5,0.1588524499664148,1.2166665,0.1789002837818077,0.9680926531610152,0.4633974758894651,0.676786341831715,-0.9251098556945896,-1.0706711698272189,-0.8910255219627662,-1.0004101857759409,0.0,0.008969332506173704,0.0,0.0,0.0
75.0,158.8994293,821.6835938,859.7084351,951.187561,411.590149,791.409851,601.122375,888.56543,1658971546681663.2,0.189547562596188,1.23333325,0.1789002837818077,0.9679209276367352,0.4633974758894651,0.676786341831715,-0.9251098556945896,-1.0709146366495197,-0.8910255219627662,-1.0004101857759409,1.841697549298651,0.0,0.017876148838656607,0.0,0.0
76.0,159.1865234,821.756897,859.5854492,951.4050903,411.672363,791.267822,601.122375,888.56543,1658971546698330.0,-0.219212043473781,1.25,0.1792235147473835,0.9677824613596184,0.4634900382604921,0.676786341831715,-0.9251923856529404,-1.0711595466134654,-0.890865615608683,-1.0004101857759409,-24.525453736929524,0.020016044166537808,0.016880571116475968,0.011085856059984345,0.0
77.0,159.1865234,821.756897,859.5854492,951.4050903,411.590149,791.409851,601.122375,888.56543,1658971546714996.5,0.2192005076777445,1.2666665,0.1792235147473835,0.9677824613596184,0.4633974758894651,0.676786341831715,-0.9251923856529404,-1.0711595466134654,-0.8910255219627662,-1.0004101857759409,26.30501611925285,0.0,0.0,0.011085856059984345,0.0
78.0,159.1865234,821.756897,859.5854492,951.4050903,411.590149,791.409851,601.122375,888.56543,1658971546731663.2,0.2192005076777445,1.28333325,0.1792235147473835,0.9677824613596184,0.4633974758894651,0.676786341831715,-0.9251923856529404,-1.0711595466134654,-0.8910255219627662,-1.0004101857759409,0.0,0.0,0.0,0.0,0.0
