Frame #,Hand Pink X,Hand Pink Y,Elbow Orange X,Elbow Orange Y,Shoulder Green X,Shoulder Green Y,Timestamp (microseconds),angles,Seconds,Hand Pink X meters,Elbow Orange X meters,Shoulder Green X meters,Hand Pink Y meters,Elbow Orange Y meters,Shoulder Green Y meters,angular velocity,Hand Pink m/s,Elbow Orange m/s,Shoulder Green m/s
1.0,396.622406,1816.141602,278.1025696,1339.511353,209.5,1038.0,1660173167000000.0,0.0,0.0,0.2422639706528965,0.169869961305387,0.1279663001484132,-1.1093313668427307,-0.8181971926024113,-0.6340287329549068,,,,
2.0,396.9771118,1816.022827,277.7928467,1339.633911,209.5,1038.0,1660173167016666.8,0.0266789899174038,0.01666675,0.2424806312202816,0.1696807770878012,0.1279663001484132,-1.1092588169749498,-0.8182720531934068,-0.6340287329549068,1.600731391387271,0.013709085497901693,0.012207423748027543,0.0
3.0,395.3102417,1816.155151,277.6889954,1339.697388,209.5,1038.0,1660173167033333.2,0.0915953444696735,0.03333325,0.2414624775232648,0.1696173428795596,0.1279663001484132,-1.1093396428112303,-0.8183108260661254,-0.6340287329549068,3.895020223338416,0.06128140957593858,0.004460722358847387,0.0
4.0,395.6359253,1816.685547,277.4403687,1339.77832,209.0,1037.5,1660173167050000.0,0.0776925205539105,0.05,0.2416614108183055,0.169465477300003,0.1276608913175101,-1.109663618055782,-0.8183602607611307,-0.6337233241240037,-0.8341652641194595,0.02281060923888146,0.009582535988326844,0.025914798643901973
5.0,394.4402466,1816.253662,277.1237183,1339.756958,209.0,1037.5,1660173167066666.5,0.1537157553225905,0.0666665,0.2409310691505,0.169272061643065,0.1276608913175101,-1.109399815069913,-0.8183472124742391,-0.6337233241240037,4.561439700517805,0.046591495806754424,0.011631317505013387,0.0
6.0,394.9558105,1816.283569,277.2589417,1339.771118,209.0,1037.5,1660173167083333.2,0.1183216809067497,0.08333325,0.2412459846864097,0.1693546584840745,0.1276608913175101,-1.1094180827937243,-0.8183558616523303,-0.6337233241240037,-2.1236338467812144,0.018926695859710102,0.004982907498142733,0.0
7.0,394.5,1816.5,277.2203064,1339.809692,209.0,1037.5,1660173167100000.0,0.1536395872021885,0.1,0.2409675675825729,0.1693310593604653,0.1276608913175101,-1.1095502826710868,-0.8183794233328169,-0.6337233241240037,2.1190637824074154,0.01849255008430914,0.00200086409356101,0.0
8.0,394.3684998,1816.63147,277.1270447,1339.808716,209.0,1037.5,1660173167116666.5,0.164970138109923,0.1166665,0.2408872449378818,0.1692740934669352,0.1276608913175101,-1.1096305868690846,-0.8183788271747789,-0.6337233241240037,0.6798398528625982,0.006814819827291855,0.0034181407736255222,0.0
9.0,394.5141602,1816.94812,276.963623,1339.654541,209.0,1037.5,1660173167133333.5,0.1600777834817299,0.1333335,0.2409762168828276,0.1691742726062528,0.1276608913175101,-1.1098240022816954,-0.81828465436177,-0.6337233241240037,-0.2935354069834463,0.01277387583164702,0.008233942104156575,0.0
10.0,393.7649231,1816.674316,276.7656555,1339.995605,209.0,1037.5,1660173167150000.0,0.207692822938928,0.15,0.2405185696292671,0.1690533505607892,0.1276608913175101,-1.1096567579626224,-0.8184929822767762,-0.6337233241240037,2.8569309367412523,0.02923494510740896,0.014452736090437068,0.0
11.0,392.9375,1817.793091,276.6594238,1340.056519,208.8321991,1040.757324,1660173167166666.8,-0.2848558353530554,0.16666675,0.2400131649860006,0.1689884623621855,0.1275583955641231,-1.1103401254922096,-0.8185301896238275,-0.6357129551534291,-29.55277173366032,0.050997354070050044,0.004487929809328017,0.11953615873773532
12.0,392.5,1818.5,276.5305786,1340.348633,208.8321991,1040.757324,1660173167183333.5,-0.3270633966642509,0.1833335,0.2397459322589604,0.1689097614383865,0.1275583955641231,-1.110771917994699,-0.8187086180142884,-0.6357129551534291,-2.5324410164666444,0.030467837865310744,0.01170085011208206,0.0
13.0,392.0,1818.5,276.2724304,1340.237183,208.8321991,1040.757324,1660173167200000.0,-0.3619573465583101,0.2,0.2394405234280572,0.168752079958463,0.1275583955641231,-1.110771917994699,-0.81864054238588,-0.6357129551534291,-2.0936579302228537,0.01832452985419286,0.01030494371933356,0.0
14.0,390.5526428,1818.484253,276.264801,1340.411255,208.8321991,1040.757324,1660173167216666.8,-0.4627647047740238,0.21666675,0.2385564520873548,0.168747419786194,0.1275583955641231,-1.110762299448979,-0.818746868637906,-0.6357129551534291,-6.048411250886577,0.05304741979345625,0.006385699701027623,0.0
15.0,390.641449,1818.641479,275.7741394,1340.680664,208.8321991,1040.757324,1660173167233333.2,-0.4591280814074034,0.23333325,0.2386106964827927,0.168447715014944,0.1275583955641231,-1.110858335866674,-0.8189114284133556,-0.6357129551534291,0.2181995839930643,0.0066178253721579155,0.020514636983914217,0.0
16.0,390.1614075,1819.170166,275.710907,1340.230103,209.6761932,1038.323853,1660173167250000.0,-0.4997218812488617,0.25,0.2383174786561927,0.1684090915482256,0.1280739220668634,-1.1111812672238417,-0.8186362177968346,-0.6342265480871357,-2.4356158124084333,0.0261713751836174,0.01667445831977854,0.09439610558871486
17.0,390.4754944,1818.732056,276.124054,1340.697998,209.6761932,1038.323853,1660173167266666.8,-0.4707776367445036,0.26666675,0.2385093284820547,0.1686614490327478,0.1280739220668634,-1.1109136618980275,-0.8189220163267054,-0.6342265480871357,1.7366459870315478,0.019756221245839242,0.02287606519518592,0.0
18.0,389.3241272,1818.844849,276.1018372,1340.351807,209.6761932,1038.323853,1660173167283333.2,-0.5528385895166168,0.28333325,0.2378060530610703,0.168647878618919,0.1280739220668634,-1.1109825578545556,-0.818710556749547,-0.6342265480871357,-4.923706403390832,0.04239852231047752,0.012713674215292016,0.0
19.0,389.0062256,1819.846802,275.5970459,1340.82373,209.6761932,1038.323853,1660173167300000.0,-0.5910345895364835,0.3,0.2376118731490738,0.1683395431773529,0.1280739220668634,-1.111594568443255,-0.8189988156529596,-0.6342265480871357,-2.291748542449287,0.03852461649454698,0.02532568229526663,0.0
20.0,388.605896,1819.931396,275.3608704,1340.972534,209.0,1037.5,1660173167316666.5,0.6196058034357781,0.3166665,0.2373673447588499,0.1681952830106669,0.1276608913175101,-1.1116462399525382,-0.819089707764307,-0.6337233241240037,72.63914996983527,0.014995688800102139,0.010230373294793565,0.03906127910263742
21.0,388.772583,1820.5,275.12146,1340.99292,209.0,1037.5,1660173167333333.2,0.6170919404714622,0.33333325,0.2374691601224434,0.1680490469099268,0.1276608913175101,-1.1119935533183118,-0.8191021598931605,-0.6337233241240037,-0.1508310237038343,0.021715768287382923,0.008805917875017538,0.0
22.0,388.2835999,1820.666626,274.640564,1340.935425,206.715683,1043.572998,1660173167350000.0,-0.6589610842474897,0.35,0.2371704806086387,0.1677553071396348,0.1262655901487458,-1.112095331422028,-0.8190670409316949,-0.6374328185625179,-76.56279866914399,0.01893266076666606,0.017749901937200892,0.23779396886237922
23.0,387.6236572,1820.331177,274.8592529,1341.17041,209.7401123,1039.655396,1660173167366666.5,-0.6962277733516842,0.3666665,0.2367673759516986,0.1678888861821958,0.1281129649820702,-1.111890433248193,-0.8192105739199546,-0.6350398780689903,-2.2360237064887314,0.0271314550644825,0.011764450075924799,0.18138425711541606
24.0,387.7590027,1820.5,274.7088928,1341.205078,209.7401123,1039.655396,1660173167383333.5,-0.6894702439819023,0.3833335,0.2368500473735446,0.1677970435774849,0.1281129649820702,-1.1119935533183118,-0.819231749746654,-0.6350398780689903,0.4054436533138487,0.007930064707486554,0.005655132786713316,0.0
25.0,387.8641052,1820.469238,274.7349243,1340.946045,208.6287079,1041.229248,1660173167400000.0,-0.6830261680284583,0.4,0.2369142458368445,0.1678129440774481,0.1274340995451409,-1.1119747633453994,-0.8190735278152633,-0.6360012146676595,0.3866484236908752,0.00401350480000226,0.009541133040656097,0.07061228515373735
26.0,387.3703613,1820.796265,274.7349243,1340.946045,209.7712402,1039.167969,1660173167416666.8,-0.7208296559918606,0.41666675,0.2366126583423154,0.1678129440774481,0.1281319784531651,-1.112174517212887,-0.8190735278152633,-0.6347421490485491,-2.2681979368144587,0.02170446608321327,0.0,0.08637252070286613
