Frame #,Shoulder Pink X,Shoulder Pink Y,Hand Pink X,Hand Pink Y,Elbow Green X,Elbow Green Y,Timestamp (microseconds),angles,Seconds
1.0,281.8117065,1037.271362,910.2406006,1179.686523,572.6345215,1179.859497,1658967736903330.0,153.85229503391605,0.0
2.0,281.8117065,1037.271362,910.2406006,1179.686523,572.6345215,1179.859497,1658967736919996.8,153.85229503391605,0.01666675
3.0,281.9100342,1037.281372,910.3846436,1179.78418,572.8509521,1179.780396,1658967736936663.5,153.9056390816253,0.0333335
4.0,281.8572998,1037.235107,910.3846436,1179.78418,572.8509521,1179.780396,1658967736953330.0,153.90239383560652,0.05
5.0,281.9137878,1037.324097,910.3846436,1179.78418,572.8509521,1179.780396,1658967736969996.8,153.9121335605244,0.06666675
6.0,281.5174866,1037.226074,909.9000244,1179.689575,573.043457,1179.757202,1658967736986663.2,153.93384088622545,0.08333325
7.0,281.5174866,1037.226074,909.9683838,1179.698364,573.043457,1179.757202,1658967737003330.0,153.93533783365254,0.1
8.0,281.3563232,1037.198853,910.1082153,1179.67749,573.175415,1179.803467,1658967737019996.8,153.934986677542,0.11666675
9.0,281.7796936,1037.156372,910.3902588,1179.721558,573.3773193,1179.816895,1658967737036663.5,153.91417305194443,0.1333335
10.0,281.7455444,1036.97998,910.3188477,1179.776367,573.5370483,1179.620361,1658967737053330.2,153.97514437591067,0.15000025
11.0,281.7796936,1037.156372,910.5411987,1179.643188,573.6936035,1179.67334,1658967737069996.8,153.97251238559377,0.16666675
12.0,281.4039307,1037.186401,910.5411987,1179.643188,573.555542,1179.944458,1658967737086663.5,153.9066188394316,0.1833335
13.0,281.7455444,1036.97998,910.1079102,1179.680176,573.555542,1179.944458,1658967737103330.2,153.85370378291034,0.20000025
14.0,281.7455444,1036.97998,910.1079102,1179.680176,573.5904541,1179.672974,1658967737119996.8,153.94562982830675,0.21666675
15.0,281.934967,1036.778198,910.4141235,1179.549438,573.5904541,1179.672974,1658967737136663.5,153.87673182699962,0.2333335
16.0,282.0171204,1036.666626,910.1322021,1179.517212,573.6019287,1179.734619,1658967737153330.0,153.82780555904466,0.25
17.0,281.8713379,1037.031616,909.8241577,1179.635986,573.583313,1179.732666,1658967737169996.8,153.9163503191982,0.26666675
18.0,281.8338928,1036.85437,910.0336914,1179.455078,573.583313,1179.732666,1658967737186663.5,153.86037357525024,0.2833335
19.0,281.9761047,1036.957031,910.2536621,1179.626831,573.4102783,1179.622681,1658967737203330.0,153.9175903103038,0.3
20.0,281.934967,1036.778198,910.5411987,1179.643188,573.3183594,1179.636719,1658967737219996.8,153.88345703607072,0.31666675
21.0,281.9290161,1036.942261,910.5411987,1179.643188,573.4102783,1179.622681,1658967737236663.2,153.92168276025927,0.33333325
22.0,281.8695068,1037.00354,910.0336914,1179.455078,573.4418335,1179.581421,1658967737253330.0,153.92001675460656,0.35
23.0,281.8562927,1037.049438,910.5411987,1179.643188,573.0,1180.0,1658967737269996.8,153.78855312740117,0.36666675
24.0,281.7333374,1037.143677,910.4585571,1179.593506,573.1721802,1179.776611,1658967737286663.5,153.8913310930401,0.3833335
25.0,281.8695068,1037.00354,910.5411987,1179.643188,573.4047852,1179.654785,1658967737303330.2,153.92504484940545,0.40000025
26.0,281.8695068,1037.00354,910.5411987,1179.643188,573.4615479,1179.867554,1658967737319996.8,153.85955783510602,0.41666675
27.0,282.1599426,1036.680054,910.4141235,1179.549438,573.583313,1179.732666,1658967737336663.5,153.8235390440244,0.4333335
28.0,282.1179199,1036.63147,910.4141235,1179.549438,573.583313,1179.732666,1658967737353330.2,153.81911073302504,0.45000025
29.0,282.1677856,1036.634033,910.4141235,1179.549438,573.3183594,1179.636719,1658967737369996.8,153.82655503063123,0.46666675
30.0,281.8888855,1036.762573,910.0336914,1179.455078,573.1300049,1179.569946,1658967737386663.5,153.85987200474204,0.4833335
31.0,281.8951721,1036.714966,910.4141235,1179.549438,573.3183594,1179.636719,1658967737403330.0,153.86059314708686,0.5
32.0,281.8951721,1036.714966,910.4141235,1179.549438,573.1773071,1179.51062,1658967737419996.8,153.89104997116218,0.51666675
33.0,281.8951721,1036.714966,910.4141235,1179.549438,573.4575806,1179.563599,1658967737436663.5,153.89542366815,0.5333335
34.0,281.8190002,1036.870605,910.1322021,1179.517212,573.4105225,1179.620361,1658967737453330.0,153.89821072182147,0.55
35.0,281.8190002,1036.870605,910.1322021,1179.517212,573.2005615,1179.651978,1658967737469996.8,153.8715298733363,0.56666675
36.0,281.8951721,1036.714966,910.1322021,1179.517212,573.4389648,1179.610596,1658967737486663.2,153.8730472386771,0.58333325
37.0,281.674408,1037.029785,910.1322021,1179.517212,573.5319214,1179.673706,1658967737503330.0,153.92651741216162,0.6
38.0,281.6588745,1036.986694,910.2536621,1179.626831,572.9174805,1179.606323,1658967737519996.8,153.9140323812032,0.61666675
39.0,281.6588745,1036.986694,910.2536621,1179.626831,572.9174805,1179.606323,1658967737536663.5,153.9140323812032,0.6333335
40.0,281.7691345,1037.121582,910.1322021,1179.517212,572.9174805,1179.606323,1658967737553330.2,153.9082508453905,0.65000025
41.0,281.6822205,1037.050049,910.1322021,1179.517212,573.430542,1179.680542,1658967737569996.8,153.91903132102956,0.66666675
42.0,281.5357056,1037.048706,910.1322021,1179.517212,573.1448975,1179.597046,1658967737586663.5,153.93549274221044,0.6833335
43.0,281.4865112,1037.109009,910.1322021,1179.517212,572.862915,1179.6604,1658967737603330.2,153.9061994793605,0.70000025
44.0,281.625824,1037.139038,910.0336914,1179.455078,572.9174805,1179.606323,1658967737619996.8,153.91158754971622,0.71666675
45.0,281.5592041,1037.026367,910.0336914,1179.455078,573.3082275,1179.630859,1658967737636663.5,153.92109047566365,0.7333335
46.0,281.5592041,1037.026367,910.5,1179.5,573.3082275,1179.630859,1658967737653330.0,153.92876500404526,0.75
47.0,281.5196228,1037.006592,910.5,1179.5,573.1300049,1179.569946,1658967737669996.8,153.9348987361419,0.76666675
48.0,281.7273865,1037.317261,910.5,1179.5,573.2337036,1179.625488,1658967737686663.5,153.9578699768035,0.7833335
49.0,281.7273865,1037.317261,910.5,1179.5,573.2337036,1179.625488,1658967737703330.0,153.9578699768035,0.8
50.0,281.6351318,1037.248901,910.5,1179.5,573.3082275,1179.630859,1658967737719996.8,153.95817210212786,0.81666675
51.0,281.629364,1037.319824,910.5,1179.5,573.2596436,1179.691284,1658967737736663.2,153.9462588447035,0.83333325
52.0,281.6486511,1037.398682,910.5,1179.5,573.2596436,1179.691284,1658967737753330.0,153.95727794686553,0.85
53.0,281.6486511,1037.398682,910.2636108,1179.631836,573.3082275,1179.630859,1658967737769996.8,154.0032930331017,0.86666675
54.0,281.6486511,1037.398682,910.5,1179.5,573.4829712,1179.738037,1658967737786663.5,153.95917536278344,0.8833335
55.0,281.6486511,1037.398682,910.5,1179.5,573.4492798,1179.945679,1658967737803330.2,153.88835040112446,0.90000025
56.0,281.7454224,1037.397217,910.5,1179.5,573.4102783,1179.622681,1658967737819996.8,153.9837485652334,0.91666675
57.0,281.7298889,1037.355225,910.1322021,1179.517212,573.3082275,1179.630859,1658967737836663.5,153.97060846452567,0.9333335
58.0,281.6486511,1037.398682,910.1322021,1179.517212,573.2596436,1179.691284,1658967737853330.2,153.9601699064789,0.95000025
59.0,281.7454224,1037.397217,910.1322021,1179.517212,573.3015747,1179.672974,1658967737869996.8,153.961707147327,0.96666675
60.0,281.7298889,1037.355225,910.1322021,1179.517212,572.862915,1179.6604,1658967737886663.5,153.9263933148545,0.9833335
61.0,281.6486511,1037.398682,910.1322021,1179.517212,573.0357056,1179.75293,1658967737903330.0,153.92257338992985,1.0
62.0,281.4465332,1037.470703,910.3313599,1179.5,572.862915,1179.6604,1658967737919996.8,153.9638049653552,1.01666675
63.0,281.5350342,1037.495728,910.3313599,1179.5,572.8694458,1179.962158,1658967737936663.5,153.86228019031972,1.0333335
64.0,281.5369263,1037.359009,910.3313599,1179.5,573.0357056,1179.75293,1658967737953330.0,153.92203913325278,1.05
65.0,281.7454224,1037.397217,910.3313599,1179.5,572.862915,1179.6604,1658967737969996.8,153.92895026062266,1.06666675
66.0,281.51651,1037.518799,910.5,1179.5,572.3503418,1179.80957,1658967737986663.2,153.87730424272786,1.08333325
67.0,281.2613525,1037.561401,910.5,1179.5,572.8546143,1179.563843,1658967738003330.0,154.02363635812594,1.1
68.0,281.1912842,1037.368896,910.5,1179.5,572.6591797,1179.636719,1658967738019996.8,153.95943800047814,1.11666675
69.0,281.1912842,1037.368896,910.5,1179.5,572.899292,1179.5,1658967738036663.5,154.02291605037416,1.1333335
70.0,281.3274231,1037.349854,910.5,1179.5,572.8546143,1179.563843,1658967738053330.2,153.98493096874765,1.15000025
71.0,281.2633972,1037.285522,910.5,1179.5,572.8546143,1179.563843,1658967738069996.8,153.9796777226073,1.16666675
72.0,281.3309937,1037.355591,910.5,1179.5,572.8731689,1179.630493,1658967738086663.5,153.9651109065811,1.1833335
73.0,281.1727905,1037.186157,910.5,1179.5,572.944458,1179.774048,1658967738103330.2,153.9088702755992,1.20000025
74.0,281.7587585,1037.597534,910.5,1179.5,572.944458,1179.774048,1658967738119996.8,153.92873044398922,1.21666675
75.0,281.7636719,1037.636597,910.5,1179.5,572.7318115,1179.766235,1658967738136663.5,153.92064855638682,1.2333335
76.0,281.5758667,1037.413086,910.5,1179.5,572.7318115,1179.766235,1658967738153330.0,153.89971635226237,1.25
77.0,281.8084106,1037.64563,910.5,1179.5,573.010437,1179.572876,1658967738169996.8,154.0037585705237,1.26666675
78.0,281.7587585,1037.597534,910.5,1179.5,573.0283203,1179.776733,1658967738186663.5,153.93434098381806,1.2833335
79.0,281.7587585,1037.597534,910.5,1179.5,573.1438599,1179.877197,1658967738203330.0,153.91026545028993,1.3
80.0,281.8084106,1037.64563,910.5,1179.5,573.0283203,1179.776733,1658967738219996.8,153.9381319538401,1.31666675
81.0,281.8084106,1037.64563,910.5,1179.5,572.8013306,1179.744141,1658967738236663.2,153.93126064180274,1.33333325
82.0,281.8084106,1037.64563,910.5,1179.5,573.0908813,1179.703003,1658967738253330.0,153.96720913607567,1.35
83.0,281.8084106,1037.64563,910.5,1179.5,573.0908813,1179.703003,1658967738269996.8,153.96720913607567,1.36666675
84.0,281.7740479,1037.589478,910.5,1179.5,573.0092773,1179.716064,1658967738286663.5,153.95034007148772,1.3833335
85.0,281.8084106,1037.64563,910.5,1179.5,573.0283203,1179.776733,1658967738303330.2,153.9381319538401,1.40000025
86.0,281.6828613,1037.420166,910.5,1179.5,573.0283203,1179.776733,1658967738319996.8,153.9120600594636,1.41666675
87.0,281.7454224,1037.397217,910.5,1179.5,573.0283203,1179.776733,1658967738336663.5,153.90356260248845,1.4333335
88.0,281.5526123,1037.363281,910.5,1179.5,573.111084,1179.762329,1658967738353330.2,153.92426783484962,1.45000025
89.0,281.7454224,1037.397217,910.5,1179.5,572.9415283,1179.757324,1658967738369996.8,153.9032140625605,1.46666675
90.0,281.6006775,1037.409424,910.5,1179.5,572.9903564,1179.839722,1658967738386663.5,153.89309906828737,1.4833335
91.0,281.5526123,1037.363281,910.5,1179.5,573.0283203,1179.776733,1658967738403330.0,153.91313230399223,1.5
92.0,281.5526123,1037.363281,910.5,1179.5,573.111084,1179.762329,1658967738419996.8,153.92426783484962,1.51666675
93.0,281.7454224,1037.397217,910.5,1179.5,573.111084,1179.762329,1658967738436663.5,153.91470518902932,1.5333335
94.0,281.6949158,1037.350342,910.5,1179.5,573.0283203,1179.776733,1658967738453330.0,153.90004069422088,1.55
95.0,281.6949158,1037.350342,910.5,1179.5,573.0283203,1179.776733,1658967738469996.8,153.90004069422088,1.56666675
96.0,281.6949158,1037.350342,910.5,1179.5,572.9326782,1179.955078,1658967738486663.2,153.83405184748284,1.58333325
97.0,281.7037048,1037.106445,910.5,1179.5,573.0545654,1179.812134,1658967738503330.0,153.85106600935487,1.6
98.0,281.5578308,1037.124756,910.5,1179.5,572.8013306,1179.744141,1658967738519996.8,153.86799183897529,1.61666675
99.0,281.5578308,1037.124756,910.5,1179.5,572.7435913,1179.622681,1658967738536663.5,153.90339421499317,1.6333335
100.0,282.1185303,1037.174927,910.5,1179.5,572.7435913,1179.622681,1658967738553330.2,153.86774179323447,1.65000025
101.0,281.7472534,1037.147949,910.4141235,1179.450562,572.7435913,1179.622681,1658967738569996.8,153.88396030897042,1.66666675
102.0,281.9676208,1037.171509,910.5,1179.5,572.7435913,1179.622681,1658967738586663.5,153.87895144456635,1.6833335
103.0,281.9676208,1037.171509,910.5,1179.5,572.8284912,1179.618164,1658967738603330.2,153.8870380670986,1.70000025
104.0,281.8669128,1037.234375,910.5,1179.5,572.8447266,1179.768921,1658967738619996.8,153.85659299435326,1.71666675
105.0,281.8117065,1037.271362,910.5,1179.5,572.9898071,1179.510254,1658967738636663.5,153.96300595052338,1.7333335
106.0,281.7981262,1037.143188,910.5,1179.5,572.8605347,1179.438721,1658967738653330.0,153.95716471040888,1.75
107.0,281.8135071,1037.187622,910.5,1179.5,572.9898071,1179.510254,1658967738669996.8,153.94956446648268,1.76666675
108.0,281.7981262,1037.143188,910.5,1179.5,572.9500122,1179.449951,1658967738686663.5,153.96042568123008,1.7833335
109.0,281.8135071,1037.187622,910.5,1179.5,572.7414551,1179.405029,1658967738703330.0,153.96484591611534,1.8
110.0,281.7981262,1037.143188,910.5,1179.5,572.9500122,1179.449951,1658967738719996.8,153.96042568123008,1.81666675
111.0,281.8135071,1037.187622,910.5,1179.5,572.947937,1179.572876,1658967738736663.2,153.92573826703233,1.83333325
112.0,281.7279968,1037.082153,910.5,1179.5,572.9898071,1179.510254,1658967738753330.0,153.9394552895816,1.85
