Frame #,Hand Pink X,Hand Pink Y,Body Pink X,Body Pink Y,Elbow Orange X,Elbow Orange Y,Shoulder Green X,Shoulder Green Y,Timestamp (microseconds),angles,Seconds,Hand Pink X meters,Body Pink X meters,Elbow Orange X meters,Shoulder Green X meters,Hand Pink Y meters,Body Pink Y meters,Elbow Orange Y meters,Shoulder Green Y meters,angular velocity
1.0,715.083313,1240.730103,518.5,1429.0,599.6107788,1204.828491,654.4622803,989.166687,1658964102000000.0,0.0,0.0,1.448795152502235,-1.050507364548736,1.2148419266966308,1.3259738578100464,-2.513782276989029,-2.8952266614081843,-2.441043785561505,-2.00410200474402,
2.0,715.083313,1240.730103,518.5,1429.0,599.5653076,1204.791382,654.4622803,989.166687,1658964102016666.8,0.0,0.01666675,1.448795152502235,-1.050507364548736,1.2147497997333232,1.3259738578100464,-2.513782276989029,-2.8952266614081843,-2.4409686008405966,-2.00410200474402,0.0
3.0,714.5856934,1240.776245,518.5,1429.0,599.4560547,1205.108032,654.7514038,989.1186523,1658964102033333.2,0.1095671628859672,0.03333325,1.447786949889807,-1.050507364548736,1.2145284478026612,1.3265596367223205,-2.513875763027245,-2.8952266614081843,-2.441610149841531,-2.0040046839993644,6.574095514113172
4.0,714.5,1240.740234,518.5,1429.0,599.5439453,1205.108032,654.7377319,988.9779663,1658964102050000.0,0.1261256798869932,0.05,1.447613330704092,-1.050507364548736,1.214706518627299,1.3265319367577353,-2.513802802910168,-2.8952266614081843,-2.441610149841531,-2.0037196470098007,0.9935060525312969
5.0,714.5,1240.740234,518.8850708,1429.0,599.5449219,1204.966309,654.6817017,988.8295898,1658964102066666.5,0.1260469065707513,0.0666665,1.447613330704092,-1.0512875375695123,1.214708497268557,1.326418416723527,-2.513802802910168,-2.8952266614081843,-2.441323011837237,-2.003419028676192,-0.004726446238976269
6.0,714.3470459,1240.570801,519.5,1430.5,599.7995605,1205.031616,655.0,989.0,1658964102083333.2,0.1505494326805897,0.08333325,1.447303437920123,-1.0525334153964672,1.215224408019952,1.3270633052640732,-2.513459523036884,-2.898265737679781,-2.44145532713995,-2.003764288406364,1.470144215869226
7.0,714.5108032,1241.099609,520.0,1430.5,599.9603271,1205.695801,655.2661743,989.3621216,1658964102100000.0,0.1423448154726703,0.1,1.4476352185366104,-1.053546440820333,1.2155501293261688,1.3276025879302324,-2.514530914933572,-2.898265737679781,-2.442800999722251,-2.004497965181026,-0.4922745711023083
8.0,714.3621216,1241.168701,520.2113647,1430.788574,599.7040405,1205.948242,654.5950928,989.7427368,1658964102116666.5,0.178224442601658,0.1166665,1.4473339820548885,-1.0539746764499485,1.2150308796429763,1.3262429426882607,-2.5146708988387423,-2.8988504032771143,-2.443312458024303,-2.005269110929645,2.1527991557308197
9.0,714.1846924,1241.396362,518.8300781,1431.830078,599.3134766,1206.240601,654.5623779,989.5601196,1658964102133333.5,0.2279657049213721,0.1333335,1.446974501473816,-1.0511761195630585,1.2142395773222885,1.3261766606373822,-2.515132151600788,-2.90096054333923,-2.443904792224095,-2.004899119196775,2.9844160508618307
10.0,714.5,1241.0,520.2893066,1432.163574,599.3355713,1206.099731,654.6155396,989.6333618,1658964102150000.0,0.1397553315259332,0.15,1.447613330704092,-1.0541325907025174,1.2142843423079537,1.326284368944734,-2.5143291020346794,-2.901636223192745,-2.443619382441175,-2.0050475116181747,-5.292675330479639
11.0,714.5,1241.0,520.333313,1431.666626,599.4683838,1205.767944,654.5422363,989.6619873,1658964102166666.8,0.1397696149220378,0.16666675,1.447613330704092,-1.0542217499065427,1.214553427186168,1.3261358527316276,-2.5143291020346794,-2.9006293812760666,-2.4429471651085586,-2.005105508336716,0.0008569994812784366
12.0,714.5,1241.0,520.2788086,1432.278809,599.5,1206.5,654.7347412,989.8896484,1658964102183333.5,0.1398992143943508,0.1833335,1.447613330704092,-1.0541113212207178,1.21461748321498,1.326525877447465,-2.5143291020346794,-2.9018696951621834,-2.4444303477879457,-2.0055667613013672,0.007775929459132838
13.0,714.9264526,1241.34314,520.7211914,1432.721191,599.6865234,1206.759399,654.5081787,990.5491943,1658964102200000.0,0.0659022130050555,0.2,1.4484773453558393,-1.0550076112676794,1.214995389107672,1.326066850302276,-2.51502432112257,-2.902765983588305,-2.444955903351796,-2.00690303483118,-4.4398644820025375
14.0,715.0,1241.786377,520.5,1433.0,599.6865234,1206.759399,654.5710449,990.9797363,1658964102216666.8,0.0732231258125821,0.21666675,1.4486263561279578,-1.0545594662441986,1.214995389107672,1.3261942204200794,-2.515922341822165,-2.90333086479911,-2.444955903351796,-2.007775334815264,0.4392525721887356
15.0,715.1220703,1242.079834,520.5,1434.0,599.7359009,1206.846313,654.5710449,990.9797363,1658964102233333.2,-0.0621462303019638,0.23333325,1.4488736767627557,-1.0545594662441986,1.2150954304334056,1.3261942204200794,-2.5165169006257884,-2.9053569156468413,-2.445131995535176,-2.007775334815264,-8.122242589298647
16.0,715.1220703,1242.079834,521.5,1434.5,599.8881226,1207.457153,654.5454712,991.2297974,1658964102250000.0,-0.0622989758853978,0.25,1.4488736767627557,-1.05658551709193,1.2154038393377338,1.3261424068035148,-2.5165169006257884,-2.906369941070707,-2.4463695884350045,-2.008281971318904,-0.009164689182594396
17.0,715.1220703,1242.079834,521.5,1434.5,599.843811,1207.668945,654.7426758,991.3382568,1658964102266666.8,-0.062145686695087,0.26666675,1.4488736767627557,-1.05658551709193,1.2153140617829894,1.3265419533505216,-2.5165169006257884,-2.906369941070707,-2.4467986897961467,-2.008501715578218,0.009197305432121
18.0,715.1220703,1242.079834,521.5,1434.5,599.9893188,1208.05127,654.7426758,991.3382568,1658964102283333.2,-0.062145686695087,0.28333325,1.4488736767627557,-1.05658551709193,1.215608867984531,1.3265419533505216,-2.5165169006257884,-2.906369941070707,-2.4475732996865056,-2.008501715578218,0.0
19.0,716.5,1242.944458,522.5,1435.5,599.7366333,1208.987671,657.4058228,988.2753906,1658964102300000.0,0.1945917308581659,0.3,1.451665432399555,-1.0586115679396615,1.2150969143130466,1.3319376245875048,-2.5182686728139574,-2.9083959919184386,-2.4494704957263727,-2.00229619291722,15.404168032355006
20.0,716.5,1243.317871,522.5,1436.0,599.8442993,1208.94812,656.3746338,989.9203491,1658964102316666.5,-0.1737155064336036,0.3166665,1.451665432399555,-1.0586115679396615,1.2153150511036184,1.3298483832398835,-2.5190252265391613,-2.909409017342304,-2.449390363389294,-2.005628962480628,-22.098655224058373
21.0,716.5,1243.5,522.7211914,1436.721191,600.2254639,1209.188843,657.3725586,988.7843018,1658964102333333.2,0.1670674670829222,0.33333325,1.451665432399555,-1.0590597129631425,1.2160873099645737,1.3318702296268958,-2.519394229154008,-2.9108701869792304,-2.449878080427512,-2.0033272728854,20.44687617661065
