Frame #,Hand Pink X,Hand Pink Y,Hip Pink X,Hip Pink Y,Head Pink X,Head Pink Y,Elbow Pink X,Elbow Pink Y,Shoulder Green X,Shoulder Green Y,angles,Timestamp (microseconds),Seconds,Hand Pink X meters,Hip Pink X meters,Head Pink X meters,Elbow Pink X meters,Shoulder Green X meters,Hand Pink Y meters,Hip Pink Y meters,Head Pink Y meters,Elbow Pink Y meters,Shoulder Green Y meters
1.0,562.5203857,1671.152466,836.8843384,1363.555542,1033.746948,471.3497925,663.6942139,1292.872681,794.265686,966.5010986,24.33147243,1658799652000000.0,0.0,0.37350428008344727,0.5556774301401182,0.6863909636283263,0.44068203723815547,0.5273793462173817,1.1096177393576148,0.9053784431914229,0.31296850636998125,0.8584461865422869,0.6417408261271017
2.0,562.3230591,1671.253296,836.5258789,1363.550781,1033.674561,470.9944153,663.7662964,1293.011475,794.265686,966.5010986,24.29244559,1658799652016666.8,0.01666675,0.3733732584679682,0.5554394189304088,0.686342899851422,0.44072989883207014,0.5273793462173817,1.1096846888185024,0.905375281965763,0.31273254175675413,0.8585383434744938,0.6417408261271017
3.0,562.3746948,1671.312378,836.5258789,1363.550781,1033.484985,471.1453247,663.8230591,1293.215088,794.130249,966.5393066,24.298125,1658799652033333.2,0.03333325,0.3734075437231259,0.5554394189304088,0.6862170245068103,0.4407675883308653,0.527289418277937,1.1097239182943346,0.905375281965763,0.3128327431152074,0.8586735391561328,0.6417661956104062
4.0,562.3746948,1671.312378,836.5258789,1363.550781,1033.508057,471.0698242,663.7884521,1293.279907,793.8696289,966.6374512,24.32005898,1658799652050000.0,0.05,0.3734075437231259,0.5554394189304088,0.6862323439351709,0.440744609852308,0.5271163708199241,1.1097239182943346,0.905375281965763,0.3127826120255344,0.8587165779055652,0.6418313620098807
5.0,562.3792114,1671.279541,836.5258789,1363.550781,1033.508057,471.0698242,663.699707,1293.415649,793.8696289,966.6374512,24.3205192,1658799652066666.5,0.0666665,0.37341054267120727,0.5554394189304088,0.6862323439351709,0.4406856845661689,0.5271163708199241,1.1097021150666526,0.905375281965763,0.3127826120255344,0.8588067083599913,0.6418313620098807
6.0,561.878479,1671.019653,836.5258789,1363.550781,1033.481079,471.0534668,663.6389771,1293.31665,793.8696289,966.6374512,24.36353977,1658799652083333.2,0.08333325,0.3730780645969349,0.5554394189304088,0.6862144309870818,0.4406453609118523,0.5271163708199241,1.1095295537109935,0.905375281965763,0.3127717509810881,0.8587409746529756,0.6418313620098807
7.0,561.8602905,1670.817871,836.7668457,1363.258179,1033.397705,470.9850464,663.5543213,1293.084839,793.8696289,966.6374512,24.40865336,1658799652100000.0,0.1,0.37306598773221855,0.555599416920608,0.6861590720229638,0.4405891508536256,0.5271163708199241,1.109395573783226,0.905180999052398,0.31272632096131514,0.858587055963322,0.6418313620098807
8.0,561.7014771,1670.589111,836.7668457,1363.258179,1033.373047,471.1660156,663.5647583,1292.962646,793.8696289,966.6374512,24.42584579,1658799652116666.5,0.1166665,0.37296053824782205,0.555599416920608,0.6861426995167,0.44059608084988944,0.5271163708199241,1.1092436809073694,0.905180999052398,0.3128464815323479,0.8585059218219531,0.6418313620098807
9.0,561.5770874,1670.768555,836.7924805,1363.310303,1033.061401,471.0762329,663.4367676,1292.795532,793.8696289,966.6374512,24.43348616,1658799652133333.5,0.1333335,0.3728779455337989,0.5556164380059988,0.6859357717006955,0.4405110971311192,0.5271163708199241,1.1093628287706987,0.9052156085307209,0.3127868672968821,0.8583949608757393,0.6418313620098807
10.0,560.4488525,1670.845581,837.3756714,1362.887085,1032.928467,471.2270508,663.3366699,1292.752197,793.8696289,966.6374512,24.60424989,1658799652150000.0,0.15,0.3721288161247996,0.5560036671674534,0.6858475057120651,0.440444633905382,0.5271163708199241,1.1094139727672703,0.9049345987425839,0.312887007900841,0.8583661871487972,0.6418313620098807
11.0,560.2702637,1671.18689,837.5531006,1362.968872,1032.283447,471.217041,663.2282715,1292.939087,793.8696289,966.6374512,24.63310668,1658799652166666.8,0.16666675,0.3720102361001984,0.5561214772367352,0.6854192230455808,0.44037265915142926,0.5271163708199241,1.1096405963271834,0.9049889039648152,0.3128803615583478,0.8584902790336059,0.6418313620098807
12.0,560.0820923,1670.764038,837.5797119,1363.018066,1032.084473,471.2750549,663.2282715,1292.939087,793.8696289,966.6374512,24.66020301,1658799652183333.5,0.1833335,0.3718852933868746,0.5561391467020582,0.6852871075836088,0.44037265915142926,0.5271163708199241,1.109359829557024,0.9050215679713501,0.31291888183335503,0.8584902790336059,0.6418313620098807
13.0,560.0627441,1670.674194,837.8111572,1363.161865,1032.036499,471.3808899,663.1842041,1293.110596,793.7366943,966.7173462,24.70702526,1658799652200000.0,0.2,0.3718724465004406,0.5562928225729293,0.6852552536369997,0.4403433991229386,0.5270281044329035,1.1093001746193667,0.9051170481412019,0.3129891545318874,0.858604158187502,0.6418844109752442
14.0,559.2924805,1670.534668,837.8693237,1363.070068,1031.475586,471.3547974,663.1925659,1292.898804,793.7366943,966.7173462,24.77664493,1658799652216666.8,0.21666675,0.3713610041443836,0.5563314441718256,0.6848828166345722,0.4403489512205489,0.5270281044329035,1.1092075316512047,0.9050560964436805,0.3129718295412278,0.8584635317844446,0.6418844109752442
15.0,559.2677002,1670.620972,837.8693237,1363.070068,1031.448853,471.3672485,663.1295776,1292.855469,793.7366943,966.7173462,24.77635421,1658799652233333.2,0.23333325,0.3713445504329324,0.5563314441718256,0.6848650663624518,0.4403071280257932,0.5270281044329035,1.109264836087111,0.9050560964436805,0.3129800968667506,0.8584347580575027,0.6418844109752442
16.0,559.2095947,1670.56543,837.8693237,1363.070068,1031.445679,471.1706543,663.1295776,1292.855469,793.4191284,966.7194824,24.80412309,1658799652250000.0,0.25,0.3713059693370324,0.5563314441718256,0.6848629588786784,0.4403071280257932,0.5268172459007083,1.1092279571130297,0.9050560964436805,0.31284956155282023,0.8584347580575027,0.6418858293768939
17.0,558.8404541,1670.539429,837.7088623,1363.375488,1031.430298,471.259613,663.0049438,1292.799438,793.4191284,966.7194824,24.80402964,1658799652266666.8,0.26666675,0.37106086605267585,0.5562249004425461,0.6848527461477659,0.44022437323338665,0.5268172459007083,1.1092106928768646,0.9052588902981309,0.31290862866584457,0.8583975543954677,0.6418858293768939
18.0,558.7988281,1670.610474,836.9835815,1363.893311,1030.907837,471.3534851,663.0898438,1292.598633,793.4017334,966.5626831,24.68866822,1658799652283333.2,0.28333325,0.3710332270736131,0.5557433259255173,0.684505840640628,0.44028074543639517,0.5268056959069353,1.1092578655878509,0.9056027162495851,0.31297095819562115,0.8582642231796243,0.6417817172217563
19.0,558.7304077,1670.586426,836.9835815,1363.893311,1030.622314,471.5463562,663.0898438,1292.598633,793.4655151,966.2598267,24.67773421,1658799652300000.0,0.3,0.37098779705384016,0.5557433259255173,0.6843162580667812,0.44028074543639517,0.5268480459062359,1.10924189811155,0.9056027162495851,0.31309902143241347,0.8582642231796243,0.6415806255555229
20.0,558.9856567,1669.601196,837.4457397,1363.163818,1030.253052,471.1744385,663.1049805,1292.349609,793.4655151,966.2598267,24.76039722,1658799652316666.5,0.3166665,0.371157278189832,0.5560501913657109,0.6840710741748224,0.4402907959561275,0.5268480459062359,1.1085877216030688,0.9051183449010661,0.3128520741993529,0.8580988753412028,0.6415806255555229
21.0,558.4603271,1669.782227,836.5646362,1363.661255,1030.364746,471.1503296,663.1049805,1292.349609,793.1810303,966.2241211,24.67935517,1658799652333333.2,0.33333325,0.3708084679794956,0.5554651531398749,0.6841452371529475,0.4402907959561275,0.5266591526801061,1.1087079232082848,0.9054486348839628,0.31283606628645405,0.8580988753412028,0.6415569176246426
22.0,557.9468384,1669.96521,837.0735474,1363.3302,1030.023926,471.1026917,662.6654053,1292.466187,793.1810303,966.2241211,24.79019934,1658799652350000.0,0.35,0.37046751993192256,0.5558030618027687,0.6839189382809883,0.43999892525634077,0.5266591526801061,1.1088294209093814,0.9052288198113247,0.3128044355047144,0.8581762812149638,0.6415569176246426
23.0,557.7971802,1669.829102,837.0771484,1363.057495,1029.886841,471.1785889,662.6462402,1292.356323,793.1810303,966.2241211,24.80930582,1658799652366666.5,0.3666665,0.3703681493496812,0.5558054528075159,0.6838279160966605,0.4399861999452939,0.5266591526801061,1.1087390474369776,0.9050477481785635,0.3128548299966599,0.8581033333267268,0.6415569176246426
24.0,557.7862549,1669.770386,837.1300659,1363.076416,1029.663086,470.9579468,662.6462402,1292.356323,793.1212158,966.1731567,24.82088926,1658799652383333.5,0.3833335,0.3703608951302522,0.555840589156782,0.683679346458449,0.4399861999452939,0.526619436836327,1.108700060979123,0.905060311411227,0.312708327272827,0.8581033333267268,0.641523078101639
25.0,557.6966553,1670.072266,837.2652588,1362.978516,1029.494629,471.2086792,662.3419189,1292.448364,792.9793091,966.2208252,24.85266319,1658799652400000.0,0.4,0.3703014024701735,0.5559303550178433,0.6835674937823336,0.4397841356095648,0.5265252131225382,1.1089005043318227,0.9049953074221275,0.3128748094607375,0.8581644470362334,0.6415547292012752
26.0,557.6282349,1670.025635,837.2545776,1363.154053,1029.404541,471.1613464,662.2228394,1292.393677,792.9793091,966.2208252,24.85449829,1658799652416666.8,0.41666675,0.37025597245040065,0.5559232628767977,0.6835076768326914,0.43970506878096477,0.5265252131225382,1.108869542115115,0.9051118611017448,0.31284338126037753,0.8581281357680834,0.6415547292012752
