Frame #,Head Pink X,Head Pink Y,Hand Pink X,Hand Pink Y,Elbow Orange X,Elbow Orange Y,Shoulder Green X,Shoulder Green Y,Timestamp (microseconds),angles,Seconds
44.0,337.3264771,962.2002563,999.2399292,996.800415,719.5,1010.961548,498.1442871,1001.422913,1659656460041666.8,0.0397196069709296,0.71666675
45.0,337.5078735,962.2283325,999.5882568,996.682373,718.9127197,1011.124329,498.1442871,1001.422913,1659656460058333.5,0.0266002366466464,0.7333335
46.0,337.3264771,962.2002563,999.6519775,996.2662354,719.4244995,1010.98114,498.1442871,1001.422913,1659656460075000.0,0.0208688132072907,0.75
47.0,337.2060852,962.1646118,999.5300903,996.06427,719.1695557,1011.117798,498.2336731,1000.625427,1659656460091666.8,0.0439466284995725,0.76666675
48.0,337.2741089,962.3319702,999.5,995.5,719.4215698,1010.960754,498.1442871,1001.422913,1659656460108333.2,0.10860335209327,0.78333325
49.0,337.2741089,962.3319702,999.3953247,995.2655029,719.2595825,1010.607666,498.1822205,1001.11554,1659656460125000.0,0.1354893176081443,0.8
50.0,337.2741089,962.3319702,999.7600708,994.800415,719.5,1010.961548,497.8759766,1000.841064,1659656460141666.8,0.1879719930857725,0.81666675
51.0,337.1994324,962.4544067,999.7600708,994.5328979,719.5,1010.961548,497.8759766,1000.841064,1659656460158333.2,0.2185074914248483,0.83333325
52.0,337.3452454,962.1455078,999.9000244,994.3599854,719.5294189,1010.892151,497.8759766,1000.841064,1659656460175000.0,0.2380379855107326,0.85
53.0,337.3452454,962.1455078,1000.023682,994.2601929,719.4215698,1010.960754,497.8759766,1000.841064,1659656460191666.5,0.2492404062944614,0.8666665
54.0,337.3452454,962.1455078,999.8415527,994.1646118,719.5294189,1010.892151,497.8759766,1000.841064,1659656460208333.5,0.2604208020698879,0.8833335
55.0,337.1344299,962.0740967,1000.023682,994.2601929,719.3241577,1010.920471,498.1822205,1001.11554,1659656460225000.2,0.2494109934150993,0.90000025
56.0,337.3452454,962.1455078,999.7827759,994.468811,719.6175537,1010.666687,497.8759766,1000.841064,1659656460241666.8,0.2257896692626076,0.91666675
57.0,337.421875,962.2096558,999.8851318,994.4256592,719.3241577,1010.920471,498.2336731,1000.625427,1659656460258333.5,0.2307088210669381,0.9333335
58.0,337.3452454,962.1455078,999.6325073,994.6084595,719.2460938,1010.919006,497.8759766,1000.841064,1659656460275000.0,0.2100634866484496,0.95
59.0,337.421875,962.2096558,999.40979,994.7176514,719.3241577,1010.920471,497.641571,1000.68457,1659656460291666.8,0.1977815720457774,0.96666675
60.0,337.3452454,962.1455078,999.3480225,994.7337646,719.0782471,1010.680298,498.0,1000.5,1659656460308333.5,0.1961250526163935,0.9833335
61.0,337.2918396,962.4107666,999.3835449,994.8875732,719.166687,1011.192078,497.641571,1000.68457,1659656460325000.0,0.1784158720535924,1.0
62.0,337.3452454,962.1455078,999.3022461,995.0,719.5878296,1010.58783,498.0,1000.5,1659656460341666.8,0.1657599851076832,1.01666675
63.0,337.421875,962.2096558,999.5,995.1193237,719.166687,1011.192078,498.5,1000.733948,1659656460358333.2,0.1520783061189628,1.03333325
64.0,336.9180908,961.9238281,999.1390381,995.3394775,719.3942261,1010.913452,498.0,1000.5,1659656460375000.0,0.1271562390488967,1.05
65.0,337.0924377,961.9342041,999.2666626,995.5,719.2367554,1010.97821,498.0,1000.5,1659656460391666.8,0.1086598791236069,1.06666675
66.0,336.8325806,961.8143311,999.2610474,995.6204834,719.4244995,1010.98114,498.0,1000.5,1659656460408333.2,0.0948959707426908,1.08333325
67.0,336.5442505,962.0265503,999.1300049,995.4612427,719.5762939,1011.052979,498.0,1000.5,1659656460425000.0,0.1132465141259921,1.1
68.0,336.6351318,961.9819946,999.1300049,995.4612427,719.2822876,1011.105103,498.0,1000.5,1659656460441666.5,0.1132465141259921,1.1166665
69.0,336.6477051,962.2401123,999.1983032,995.637146,719.2595825,1011.179932,498.0,1000.5,1659656460458333.5,0.0930611390115457,1.1333335
70.0,336.689209,962.0161133,999.1983032,995.637146,719.2595825,1011.179932,498.0,1000.5,1659656460475000.2,0.0930611390115457,1.15000025
71.0,336.689209,962.0161133,999.0,995.6977539,719.2595825,1011.179932,498.0,1000.5,1659656460491666.8,0.0863505092413569,1.16666675
72.0,336.689209,962.0161133,999.1390381,995.3394775,719.2822876,1011.105103,498.0,1000.5,1659656460508333.5,0.1271562390488967,1.1833335
73.0,336.7017517,961.9633179,999.211731,995.3794556,719.2822876,1011.105103,498.0,1000.5,1659656460525000.0,0.1225010799581478,1.2
74.0,336.7017517,961.9633179,999.211731,995.3794556,719.6483154,1011.070313,498.0,1000.5,1659656460541666.8,0.1225010799581478,1.21666675
75.0,336.755127,961.9636841,999.1808472,995.5686035,719.2822876,1011.105103,498.0,1000.5,1659656460558333.5,0.1009156372614698,1.2333335
76.0,336.755127,961.9636841,999.1204224,995.5870972,719.4098511,1011.409851,498.0,1000.5,1659656460575000.0,0.0988693294230061,1.25
77.0,336.8125,962.0240479,999.0881958,995.8279419,719.3305054,1011.36438,498.0,1000.5,1659656460591666.8,0.0713691368646943,1.26666675
78.0,336.9197998,962.0235596,999.0,995.6977539,719.3305054,1011.36438,498.0,1000.5,1659656460608333.2,0.0863505092413569,1.28333325
79.0,337.0339661,962.1262207,999.0827637,995.7472534,719.5,1011.0,498.0,1000.5,1659656460625000.0,0.0806003530270822,1.3
80.0,337.0576782,962.1057739,999.0,995.6977539,719.5,1011.5,498.0,1000.5,1659656460641666.8,0.0863505092413569,1.31666675
81.0,337.0144348,962.0721436,999.0,995.6977539,719.5,1011.0,498.0,1000.5,1659656460658333.2,0.0863505092413569,1.33333325
82.0,337.0491028,961.9821167,999.0,995.6977539,719.4916382,1011.299988,497.5,1000.5,1659656460675000.0,0.0862631767664875,1.35
83.0,336.906189,962.2445679,999.0,995.6977539,719.5,1011.0,497.5,1000.5,1659656460691666.5,0.0862631767664875,1.3666665
84.0,336.7246399,962.4235229,998.8494873,995.6322632,719.3534546,1011.293091,497.5,1000.5,1659656460708333.5,0.0939116599160748,1.3833335
85.0,336.8498535,962.4834595,998.8754883,995.1762695,719.4672241,1011.368835,497.2690735,1000.353394,1659656460725000.2,0.1458704415316286,1.40000025
86.0,336.7946472,962.479187,998.8972778,995.2305908,719.4916382,1011.299988,497.2690735,1000.353394,1659656460741666.8,0.1396408532888931,1.41666675
87.0,336.8955688,962.3075562,998.9593506,995.0548706,719.4067993,1011.271179,497.2690735,1000.353394,1659656460758333.5,0.1596345101300004,1.4333335
88.0,336.9494934,962.3102417,998.9703979,995.0986328,719.3400269,1011.223328,497.2690735,1000.353394,1659656460775000.0,0.1546239667865278,1.45
89.0,336.8716736,962.3731689,998.9799805,995.3710938,719.3168335,1011.209351,497.2690735,1000.353394,1659656460791666.8,0.1235004849399723,1.46666675
90.0,336.9278564,962.2453003,999.1443481,995.8556519,719.204895,1011.125366,497.2690735,1000.353394,1659656460808333.5,0.0680003036688789,1.4833335
91.0,336.8883972,962.4255981,998.9755859,996.2540894,719.2822876,1011.105103,497.2690735,1000.353394,1659656460825000.0,0.0226740798823469,1.5
92.0,336.8825989,962.2709961,998.7142944,996.4940186,719.2822876,1011.105103,497.2690735,1000.353394,1659656460841666.8,0.0044948891914969,1.51666675
93.0,337.0,962.1398315,998.7434082,996.7191772,719.2822876,1011.105103,497.2690735,1000.353394,1659656460858333.2,0.030244472029788,1.53333325
94.0,337.0,962.1398315,998.8948364,996.847229,719.2822876,1011.105103,497.2690735,1000.353394,1659656460875000.0,0.0449951691155989,1.55
95.0,336.9010315,962.2867432,999.0,997.6977539,719.2822876,1011.105103,497.2690735,1000.353394,1659656460891666.8,0.1422021555585214,1.56666675
96.0,336.8414917,962.3585205,998.800415,997.7600708,719.4916382,1011.299988,497.2690735,1000.353394,1659656460908333.2,0.1492004665955316,1.58333325
97.0,336.9010315,962.2867432,998.7246094,997.8468018,719.1831665,1011.201172,497.2690735,1000.353394,1659656460925000.0,0.1590652171097574,1.6
98.0,336.9010315,962.2867432,998.7960815,997.5882568,719.3534546,1011.293091,497.2690735,1000.353394,1659656460941666.5,0.1295699786896505,1.6166665
99.0,336.9010315,962.2867432,998.5649414,997.9869995,718.9807739,1011.34613,497.2690735,1000.353394,1659656460958333.5,0.174997562351998,1.6333335
100.0,336.9010315,962.2867432,998.5649414,997.9869995,719.3688354,1011.5,497.2690735,1000.353394,1659656460975000.2,0.174997562351998,1.65000025
101.0,336.9297485,962.5112305,998.7960815,998.2568359,719.1799316,1011.277283,497.5,1001.901367,1659656460991666.8,0.2054806953114459,1.66666675
102.0,336.9297485,962.5112305,998.510376,998.3634644,718.7002563,1011.24292,497.5,1001.901367,1659656461008333.5,0.217436623368324,1.6833335
103.0,337.0289307,962.4749146,998.7555542,998.3778076,719.1799316,1011.277283,497.641571,1001.31543,1659656461025000.0,0.2195542146808437,1.7
104.0,336.9056091,962.3289185,998.633728,998.5581665,719.1799316,1011.277283,497.431366,1001.068604,1659656461041666.8,0.2400976003340041,1.71666675
105.0,336.993988,962.2897949,998.574707,998.5402222,719.1799316,1011.277283,497.5897522,1001.377319,1659656461058333.5,0.2379589477912799,1.7333335
106.0,336.993988,962.2897949,998.574707,998.5402222,719.1799316,1011.277283,497.5897522,1001.377319,1659656461075000.0,0.2379589477912799,1.75
107.0,336.993988,962.2897949,998.5581665,998.5988159,719.1799316,1011.277283,497.5897522,1001.377319,1659656461091666.8,0.2446493886775823,1.76666675
108.0,336.9769592,962.4608154,998.574707,998.5402222,719.4134521,1011.064087,497.6357422,1001.161499,1659656461108333.2,0.2380701112079298,1.78333325
109.0,336.993988,962.2897949,998.5764771,998.5411987,719.1799316,1011.277283,497.5897522,1001.377319,1659656461125000.0,0.2380717688615697,1.8
110.0,337.1368713,962.6553955,998.6529541,998.4764404,719.4000244,1011.341675,497.5897522,1001.377319,1659656461141666.8,0.2307165076248048,1.81666675
111.0,336.993988,962.2897949,998.7191772,998.2565918,719.4000244,1011.341675,497.7679749,1001.594788,1659656461158333.2,0.2056147477105666,1.83333325
112.0,337.0289307,962.4749146,998.8468018,998.2753906,719.7177124,1011.105103,497.641571,1001.31543,1659656461175000.0,0.2079078754970689,1.85
113.0,336.8294983,962.4976807,999.0,997.9500122,719.7177124,1011.105103,497.7679749,1001.594788,1659656461191666.5,0.1707852689697388,1.8666665
114.0,337.0541992,962.5944214,998.8948364,997.4404907,719.5,1010.961548,497.7679749,1001.594788,1659656461208333.5,0.1124458023788927,1.8833335
115.0,337.0541992,962.5944214,998.8948364,997.4404907,719.1799316,1011.277283,497.7679749,1001.594788,1659656461225000.2,0.1124458023788927,1.90000025
116.0,336.875824,962.2859497,999.0244141,997.3028564,719.1799316,1011.277283,497.7679749,1001.594788,1659656461241666.8,0.0968374990437968,1.91666675
117.0,337.0829163,962.6422729,998.789978,997.3487549,719.7177124,1011.105103,497.7679749,1001.594788,1659656461258333.5,0.1018564337272208,1.9333335
118.0,337.1533203,962.5250244,998.8843384,997.2156982,719.6483154,1011.070313,497.7679749,1001.594788,1659656461275000.0,0.0867357785934262,1.95
119.0,337.1533203,962.5250244,998.7304688,996.9321289,719.7177124,1011.105103,497.7679749,1001.594788,1659656461291666.8,0.0541524301454982,1.96666675
120.0,337.1245728,962.4747314,998.633728,996.5581665,719.7177124,1011.105103,497.7679749,1001.594788,1659656461308333.5,0.0112745881296267,1.9833335
121.0,337.1533203,962.5250244,998.574707,996.5402222,719.7177124,1011.105103,497.7679749,1001.594788,1659656461325000.0,0.0091539493109915,2.0
122.0,337.1533203,962.5250244,998.6369019,996.416687,719.7177124,1011.105103,497.7679749,1001.594788,1659656461341666.8,0.0049043090322169,2.01666675
123.0,337.2961121,962.2496338,998.6026611,996.3634644,719.4672241,1011.368835,497.7679749,1001.594788,1659656461358333.2,0.011032840334717,2.03333325
124.0,337.2961121,962.2496338,998.7191772,996.2565918,719.4672241,1011.368835,497.7679749,1001.594788,1659656461375000.0,0.0231157420284168,2.05
125.0,337.2961121,962.2496338,998.5649414,995.9869995,719.4672241,1011.368835,497.7679749,1001.594788,1659656461391666.8,0.0541439133426083,2.06666675
126.0,337.245697,962.2331543,998.4925537,995.9257202,719.4077148,1011.170776,497.7679749,1001.594788,1659656461408333.2,0.0612476928033617,2.08333325
127.0,337.245697,962.2331543,998.5649414,995.9869995,719.4077148,1011.170776,497.7679749,1001.594788,1659656461425000.0,0.0541439133426083,2.1
128.0,337.2961121,962.2496338,998.4925537,995.9257202,719.4077148,1011.170776,497.7679749,1001.594788,1659656461441666.5,0.0612476928033617,2.1166665
129.0,337.4079285,962.2359009,998.5595093,996.3392944,719.4077148,1011.170776,497.7679749,1001.594788,1659656461458333.5,0.0138494000442138,2.1333335
130.0,337.4079285,962.2359009,998.4825439,996.4069824,719.4077148,1011.170776,497.7679749,1001.594788,1659656461475000.2,0.0061972519126519,2.15000025
131.0,337.4079285,962.2359009,998.5568237,996.4829712,719.4077148,1011.170776,497.7578735,1001.44342,1659656461491666.8,0.0026461749712539,2.16666675
132.0,337.4079285,962.2359009,998.574707,996.5402222,719.4077148,1011.170776,497.7578735,1001.44342,1659656461508333.5,0.0092155840632055,2.1833335
133.0,337.4079285,962.2359009,998.633728,996.5581665,719.7177124,1011.105103,497.7578735,1001.44342,1659656461525000.0,0.0113341510797806,2.2
134.0,337.4079285,962.2359009,998.633728,996.5581665,719.4481812,1011.114868,497.7578735,1001.44342,1659656461541666.8,0.0113341510797806,2.21666675
135.0,337.4079285,962.2359009,998.574707,996.5402222,719.7177124,1011.105103,497.7578735,1001.44342,1659656461558333.5,0.0092155840632055,2.2333335
136.0,337.2441406,962.3874512,998.6176758,996.6176758,719.7177124,1011.105103,497.7578735,1001.44342,1659656461575000.0,0.0181231601317267,2.25
137.0,337.2441406,962.3874512,998.574707,996.5402222,719.7177124,1011.105103,497.7578735,1001.44342,1659656461591666.8,0.0092155840632055,2.26666675
138.0,337.2441406,962.3874512,998.574707,996.5402222,719.7177124,1011.105103,497.7578735,1001.44342,1659656461608333.2,0.0092155840632055,2.28333325
139.0,337.2441406,962.3874512,998.574707,996.5402222,719.5,1011.5,497.7578735,1001.44342,1659656461625000.0,0.0092155840632055,2.3
140.0,337.1451111,962.4238281,998.6365356,996.4764404,719.7177124,1011.105103,497.7578735,1001.44342,1659656461641666.8,0.0019894948529887,2.31666675
141.0,337.1451111,962.4238281,998.574707,996.5402222,719.5,1011.5,497.7578735,1001.44342,1659656461658333.2,0.0092155840632055,2.33333325
142.0,337.1451111,962.4238281,998.5930176,996.4825439,719.5,1011.5,497.7578735,1001.44342,1659656461675000.0,0.0026383050692179,2.35
143.0,337.1416016,962.3510132,998.7746582,996.2756348,719.5,1011.5,497.7578735,1001.44342,1659656461691666.5,0.0208154620929569,2.3666665
144.0,337.4537354,962.409668,998.8624268,996.1143188,719.5,1011.5,497.7578735,1001.44342,1659656461708333.5,0.0391546446260663,2.3833335
145.0,337.40625,962.3095093,999.0505371,996.1104736,719.5,1011.5,497.7578735,1001.44342,1659656461725000.2,0.0393654629088138,2.40000025
146.0,337.40625,962.3095093,998.8624268,996.1143188,719.5,1011.5,497.7578735,1001.44342,1659656461741666.8,0.0391546446260663,2.41666675
147.0,337.40625,962.3095093,999.0505371,996.1104736,719.5,1011.5,497.7578735,1001.44342,1659656461758333.5,0.0393654629088138,2.4333335
148.0,337.40625,962.3095093,998.7817383,996.194458,719.5,1011.5,497.7578735,1001.44342,1659656461775000.0,0.0300892752102415,2.45
149.0,337.3544617,962.2428589,998.6801758,996.2967529,719.5,1011.5,497.5722656,1001.277283,1659656461791666.8,0.0184405381632056,2.46666675
150.0,337.3544617,962.2428589,998.7758179,996.428833,719.6525269,1011.327698,497.5722656,1001.277283,1659656461808333.5,0.0032344125807171,2.4833335
151.0,337.557373,962.4235229,998.7758179,996.428833,719.5,1011.5,497.5722656,1001.277283,1659656461825000.0,0.0032344125807171,2.5
152.0,337.5153809,962.2703857,998.7434082,996.7191772,719.5,1011.5,497.5722656,1001.277283,1659656461841666.8,0.0299200705784494,2.51666675
153.0,337.4992981,962.4688721,998.633728,996.5581665,719.5,1011.5,497.5722656,1001.277283,1659656461858333.2,0.0113962102417724,2.53333325
154.0,337.4992981,962.4688721,998.6687622,996.8053589,719.1799316,1011.277283,497.5722656,1001.277283,1659656461875000.0,0.039695736627249,2.55
155.0,337.1971741,962.4851074,998.6850586,996.7402954,719.1799316,1011.277283,497.5722656,1001.277283,1659656461891666.8,0.0322737934183671,2.56666675
156.0,337.1971741,962.4851074,998.6850586,996.7402954,719.1799316,1011.277283,497.5722656,1001.277283,1659656461908333.2,0.0322737934183671,2.58333325
157.0,337.1451111,962.4238281,998.6850586,996.7402954,719.1799316,1011.277283,497.1577454,1001.5,1659656461925000.0,0.0321633724989106,2.6
158.0,337.1451111,962.4238281,998.633728,996.5581665,719.1799316,1011.277283,497.1577454,1001.5,1659656461941666.5,0.0113006585915018,2.6166665
159.0,337.1451111,962.4238281,998.633728,996.5581665,719.1799316,1011.277283,497.3174744,1001.317444,1659656461958333.5,0.0113755592618593,2.6333335
160.0,337.1451111,962.4238281,998.574707,996.5402222,719.1799316,1011.277283,497.3174744,1001.317444,1659656461975000.2,0.0092605959251808,2.65000025
161.0,336.9596558,962.461853,998.6348267,995.9257202,719.5,1011.623718,497.8759766,1000.841064,1659656461991666.8,0.0607817675830945,2.66666675
162.0,336.8573608,962.1627808,998.800415,995.7600708,719.5,1011.5,497.641571,1000.68457,1659656462008333.5,0.0794477908340902,2.6833335
163.0,336.8097534,962.2450562,998.800415,995.7600708,719.2550659,1011.255066,497.8759766,1000.841064,1659656462025000.0,0.0795409804150412,2.7
164.0,337.3717346,962.4608765,998.8494873,995.6322632,719.2550659,1011.255066,497.8759766,1000.841064,1659656462041666.8,0.0940997294893003,2.71666675
165.0,337.085144,962.2972412,998.7463379,995.5597534,719.5,1011.5,497.8100281,1001.146973,1659656462058333.5,0.1026138838247166,2.7333335
166.0,336.7572937,962.2657471,998.7246094,995.1283569,719.2550659,1011.255066,497.6357422,1001.161499,1659656462075000.0,0.1519309871105966,2.75
167.0,337.2165833,962.3276978,998.574707,994.5402222,719.2550659,1011.255066,497.6357422,1001.161499,1659656462091666.8,0.2193955964337432,2.76666675
168.0,336.8612366,962.2518921,998.633728,994.4185791,719.2550659,1011.255066,497.8759766,1000.841064,1659656462108333.2,0.2332050826105526,2.78333325
169.0,337.1524353,962.37323,998.7817383,994.194458,719.2550659,1011.255066,497.2796936,1001.180054,1659656462125000.0,0.2584282775958031,2.8
170.0,336.9118042,962.2675781,998.5625,993.8666382,719.2550659,1011.255066,497.5,1000.82019,1659656462141666.8,0.2962273167233832,2.81666675
171.0,337.1524353,962.37323,998.6280518,993.6321411,719.2550659,1011.255066,497.2796936,1001.180054,1659656462158333.2,0.3229228475322899,2.83333325
172.0,336.901947,962.3197632,998.7400513,993.236084,719.2550659,1011.255066,497.5,1000.82019,1659656462175000.0,0.3680079824851466,2.85
173.0,336.7987671,962.3256226,998.5581665,992.5988159,719.0628662,1011.062866,497.2796936,1001.180054,1659656462191666.5,0.4411208248822899,2.8666665
174.0,336.8982849,962.28479,998.5365601,992.3353882,719.2550659,1011.255066,497.2796936,1001.180054,1659656462208333.5,0.4712648949923161,2.8833335
175.0,336.7987671,962.3256226,998.5649414,991.9869995,719.2550659,1011.255066,497.2796936,1001.180054,1659656462225000.2,0.5110148340525663,2.90000025
176.0,336.8365173,962.3348999,998.5625,991.8666382,719.2550659,1011.255066,497.0823059,1001.082275,1659656462241666.8,0.524527930531017,2.91666675
177.0,336.8365173,962.3348999,998.5625,991.8666382,719.166687,1011.192078,497.5,1000.82019,1659656462258333.5,0.5248665412601212,2.9333335
178.0,336.6092529,962.4003296,998.4498901,991.2106323,719.166687,1011.192078,497.5,1000.82019,1659656462275000.0,0.6001010558351677,2.95
179.0,336.7987671,962.4285889,998.5,991.0,719.3116455,1011.073181,497.5,1000.82019,1659656462291666.8,0.6240706180990174,2.96666675
180.0,336.7987671,962.4285889,998.3995972,990.8840332,719.295105,1010.942627,497.5,1000.82019,1659656462308333.5,0.6375554375189407,2.9833335
181.0,336.6092529,962.4003296,998.3188477,990.8032837,719.5339966,1010.488647,497.5,1000.82019,1659656462325000.0,0.6469730352561163,3.0
182.0,336.6651001,962.4060059,998.2850952,990.3794556,719.4848633,1010.367004,497.5,1000.82019,1659656462341666.8,0.6955209997966249,3.01666675
183.0,336.6092529,962.4003296,998.3047485,989.7809448,719.0592041,1010.526489,497.2690735,1000.646606,1659656462358333.2,0.7634905833578076,3.03333325
184.0,336.6092529,962.4003296,998.2980347,989.0686035,719.2911987,1009.575439,497.2690735,1000.646606,1659656462375000.0,0.8449270279667904,3.05
185.0,336.6092529,962.4003296,998.3193359,988.2654419,719.2429199,1009.271179,497.5,1000.5,1659656462391666.8,0.9370341607846918,3.06666675
186.0,336.5489197,962.256897,998.4353027,987.5882568,719.1695557,1009.258606,497.5,1000.5,1659656462408333.2,1.0141163596665403,3.08333325
187.0,336.6092529,962.4003296,998.3193359,986.2654419,719.2595825,1009.179932,497.5,1000.5,1659656462425000.0,1.1656823638775065,3.1
