Frame #,Hand Pink X,Hand Pink Y,Body Pink X,Body Pink Y,Shoulder X,Shoulder Y,Elbow X,Elbow Y,Timestamp (microseconds),angles,Seconds,Hand Pink X meters,Body Pink X meters,Shoulder X meters,Elbow X meters,Hand Pink Y meters,Body Pink Y meters,Shoulder Y meters,Elbow Y meters
1.0,520.1333618,1356.655884,715.175293,1175.456909,659.9526978,920.2612915,599.2350464,1132.325684,1658964378000000.0,0.0,0.0,0.5357288613423952,-0.7366188626185982,0.6797404921474426,0.6172023036041472,-1.3973333866791018,-1.2107014040329174,-0.9478540890487002,-1.1662769472405503
2.0,519.9109497,1357.221436,715.1540527,1175.95459,660.3026733,920.3701172,599.2350464,1132.325684,1658964378016666.8,0.004839948748974811,0.01666675,0.5354997805146062,-0.7365969854567599,0.6801009611922735,0.6172023036041472,-1.397915895995446,-1.2112140073285782,-0.9479661777410002,-1.1662769472405503
3.0,520.321228,1357.586914,715.6398926,1176.30896,660.6179199,920.237793,599.5,1132.769531,1658964378033333.2,0.057896251309697,0.03333325,0.535922360457819,-0.7370973926129574,0.6804256600377303,0.6174752014816172,-1.3982923323618963,-1.2115790026365831,-0.9478298859777712,-1.1667341023961
4.0,520.0958862,1357.148193,715.0661621,1175.661621,660.3095093,920.0357056,599.4516602,1132.723877,1658964378050000.0,0.014329576374759977,0.05,0.5356902620869145,-0.7365064595752865,0.6801080021605426,0.6174254122777063,-1.3978404569025649,-1.2109122540470052,-0.9476217392587856,-1.166687079522291
5.0,519.8666382,1356.668823,715.0,1175.0,659.8004761,919.6848145,598.8190308,1132.333374,1658964378066666.5,0.03123283099927977,0.0666665,0.5354541403938549,-0.7364383136936719,0.6795837062844278,0.6167738143357075,-1.3973467136376203,-1.2102307952308593,-0.9472603271609196,-1.1662848678148614
6.0,520.0,1356.687256,715.109314,1174.930664,660.355835,919.4176025,599.3555298,1132.365601,1658964378083333.2,0.014648312101613293,0.08333325,0.535591500868125,-0.736550905326991,0.6801557168743728,0.6173263995369082,-1.3973656993263426,-1.2101593802841206,-0.946985103168362,-1.1663180610981276
7.0,520.4047852,1356.517822,715.5,1175.0,660.3629761,919.2963257,599.2144165,1132.265137,1658964378100000.0,0.026996969004445873,0.1,0.5360084230081196,-0.7369533055214297,0.6801630720906553,0.6171810551443322,-1.397191185075654,-1.2102307952308593,-0.9468601900465686,-1.1662145848201602
8.0,520.0678711,1356.779785,715.3096924,1175.210449,660.0336914,918.9550781,599.3752441,1132.427124,1658964378116666.5,0.0030738433825524877,0.1166665,0.535661406991807,-0.7367572918039093,0.6798239142316439,0.617346704943688,-1.3974610026840038,-1.210447554261179,-0.9465087105960848,-1.166381428782566
9.0,520.2330933,1357.063232,715.5,1175.0,660.0111084,919.0166626,599.5,1132.5,1658964378133333.5,0.027290807311652673,0.1333335,0.5358315831573351,-0.7369533055214297,0.6798006541107514,0.6174752014816172,-1.3977529484612086,-1.2102307952308593,-0.9465721416245176,-1.1664564898714451
10.0,520.6004028,1356.749512,715.1730347,1174.722656,660.0111084,919.0166626,599.3752441,1132.427124,1658964378150000.0,0.05903915221098192,0.15,0.5362099059388508,-0.7366165366065089,0.6798006541107514,0.617346704943688,-1.3974298219888004,-1.209945135443904,-0.9465721416245176,-1.166381428782566
