Frame #,Hand Pink X,Hand Pink Y,Hip Pink X,Hip Pink Y,Head Pink X,Head Pink Y,Elbow Pink X,Elbow Pink Y,Shoulder Green X,Shoulder Green Y,Arm Pit Green X,Arm Pit Green Y,angles,Timestamp (microseconds),Seconds,Hand Pink X meters,Hip Pink X meters,Head Pink X meters,Elbow Pink X meters,Shoulder Green X meters,Arm Pit Green X meters,Hand Pink Y meters,Hip Pink Y meters,Head Pink Y meters,Elbow Pink Y meters,Shoulder Green Y meters,Arm Pit Green Y meters,angular velocity,Hand Pink m/s,Hip Pink m/s,Head Pink m/s,Elbow Pink m/s,Shoulder Green m/s,Arm Pit Green m/s
1.0,603.1566772,1564.338623,841.5,1265.269653,1045.737915,427.1156006,684.3154907,1210.687134,830.1856689,916.5966797,752.2905884,864.8339233,0.0,1658794563000000.0,0.0,0.4654442087979916,0.6493690885123637,0.8069754922000828,0.5280728775409982,0.6406380405343077,0.5805279307020057,-1.2071695136567988,-0.9763838399179616,-0.329596753714834,-0.9342635777530908,-0.7073197271898372,-0.6673754206629738,,,,,,,
2.0,603.1989746,1564.470337,841.5,1265.269653,1045.5,427.2916565,684.3154907,1210.687134,830.1856689,916.5966797,752.2905884,864.8339233,0.0069676891531343,1658794563016666.8,0.01666675,0.4654768488741467,0.6493690885123637,0.8067918978486943,0.5280728775409982,0.6406380405343077,0.5805279307020057,-1.2072711547739994,-0.9763838399179616,-0.3297326126088449,-0.9342635777530908,-0.7073197271898372,-0.6673754206629738,0.4180592588917635,0.006405204805303872,0.0,0.013703732695767646,0.0,0.0,0.0
3.0,603.487915,1564.832031,841.5,1265.269653,1045.209961,427.1676331,684.3154907,1210.687134,830.1856689,916.5966797,752.2905884,864.8339233,0.0396968155349277,1658794563033333.2,0.03333325,0.4656998185285524,0.6493690885123637,0.8065680804261596,0.5280728775409982,0.6406380405343077,0.5805279307020057,-1.2075502669583136,-0.9763838399179616,-0.3296369061772202,-0.9342635777530908,-0.7073197271898372,-0.6673754206629738,1.9637672205798096,0.021434287522248366,0.0,0.014605281745449257,0.0,0.0,0.0
4.0,603.4400635,1564.936768,841.5,1265.269653,1045.209961,427.1676331,684.3154907,1210.687134,830.1856689,916.5966797,752.2905884,864.8339233,0.0388130606796968,1658794563050000.0,0.05,0.465662892462077,0.6493690885123637,0.8065680804261596,0.5280728775409982,0.6406380405343077,0.5805279307020057,-1.2076310904523404,-0.9763838399179616,-0.3296369061772202,-0.9342635777530908,-0.7073197271898372,-0.6673754206629738,-0.053025026188723,0.005331556776344829,0.0,0.0,0.0,0.0,0.0
5.0,603.5731812,1565.055542,841.5,1265.269653,1044.668823,427.3763428,684.3154907,1210.687134,830.1856689,916.5966797,752.2905884,864.8339233,0.0525645042398875,1658794563066666.5,0.0666665,0.4657656167871084,0.6493690885123637,0.8061504948173426,0.5280728775409982,0.6406380405343077,0.5805279307020057,-1.2077227460246742,-0.9763838399179616,-0.329797963369915,-0.9342635777530908,-0.7073197271898372,-0.6673754206629738,0.8250948645600872,0.008260200434300521,0.0,0.026854083042160897,0.0,0.0,0.0
6.0,603.5120239,1565.122681,841.5,1265.269653,1044.668823,427.3763428,684.4193726,1210.784424,830.3996582,916.6003418,752.2905884,864.8339233,-0.0496072687473601,1658794563083333.2,0.08333325,0.4657184228950622,0.6493690885123637,0.8061504948173426,0.5281530411710824,0.6408031718910426,0.5805279307020057,-1.207774555877596,-0.9763838399179616,-0.329797963369915,-0.9343386545428964,-0.707322553160769,-0.6673754206629738,-6.130275727856219,0.004204936087803938,0.0,0.0,0.006589828149572831,0.00990933216315529,0.0
7.0,603.4919434,1565.167969,841.5,1265.269653,1044.668823,427.3763428,684.4193726,1210.784424,830.3996582,916.6003418,752.2905884,864.8339233,-0.0492738335737751,1658794563100000.0,0.1,0.4657029271660285,0.6493690885123637,0.8061504948173426,0.5281530411710824,0.6408031718910426,0.5805279307020057,-1.2078095037412686,-0.9763838399179616,-0.329797963369915,-0.9343386545428964,-0.707322553160769,-0.6673754206629738,0.020006010385048,0.0022937512630654506,0.0,0.0,0.0,0.0,0.0
8.0,603.574585,1565.2854,841.5,1265.269653,1044.668823,427.3763428,684.4193726,1210.784424,830.5245361,916.7320557,752.2905884,864.8339233,-0.0590328202605041,1658794563116666.5,0.1166665,0.4657667000721071,0.6493690885123637,0.8061504948173426,0.5281530411710824,0.6408995377236015,0.5805279307020057,-1.2079001229467743,-0.9763838399179616,-0.329797963369915,-0.9343386545428964,-0.7074241942008015,-0.6673754206629738,-0.5855450566543063,0.006648591297581053,0.0,0.0,0.0,0.00840370090693271,0.0
9.0,603.5,1565.5,841.5,1265.269653,1044.668823,427.3763428,684.9099731,1210.789673,830.5245361,916.7320557,752.2905884,864.8339233,-0.0590729891486759,1658794563133333.5,0.1333335,0.4657091442866446,0.6493690885123637,0.8061504948173426,0.5285316279797677,0.6408995377236015,0.5805279307020057,-1.2080657255687528,-0.9763838399179616,-0.329797963369915,-0.934342705093515,-0.7074241942008015,-0.6673754206629738,-0.0024100850886062,0.010519164826491224,0.0,0.0,0.02271650860530728,0.0,0.0
10.0,603.6300659,1565.436646,841.5,1265.269653,1044.5,427.5,684.9099731,1210.789673,830.1553345,916.8317261,752.2905884,864.8339233,-0.0675510880318225,1658794563150000.0,0.15,0.4658095135973155,0.6493690885123637,0.8060202174107711,0.5285316279797677,0.6406146320712316,0.5805279307020057,-1.2080168365262889,-0.9763838399179616,-0.3298933872121634,-0.934342705093515,-0.7075011078987214,-0.6673754206629738,-0.508691019898995,0.006698573966994879,0.0,0.009689194207813704,0.0,0.017706298643370484,0.0
11.0,603.7496948,1565.483276,841.5,1265.269653,1044.5,427.5,684.9099731,1210.789673,829.7650757,917.0073242,752.2905884,864.8339233,-0.0782521940965734,1658794563166666.8,0.16666675,0.4659018288792558,0.6493690885123637,0.8060202174107711,0.5285316279797677,0.6403134769895442,0.5805279307020057,-1.2080528199851088,-0.9763838399179616,-0.3298933872121634,-0.934342705093515,-0.7076366135174279,-0.6673754206629738,-0.6420631535692859,0.005944822463128603,0.0,0.0,0.0,0.0198141909079765,0.0
12.0,603.9644775,1565.438477,841.5,1265.269653,1044.5,427.5,684.9099731,1210.789673,829.7650757,917.0073242,752.2905884,864.8339233,-0.0939461234205075,1658794563183333.5,0.1833335,0.4660675724872501,0.6493690885123637,0.8060202174107711,0.5285316279797677,0.6403134769895442,0.5805279307020057,-1.2080182494731704,-0.9763838399179616,-0.3298933872121634,-0.934342705093515,-0.7076366135174279,-0.6673754206629738,-0.9416310512807888,0.010158633273820708,0.0,0.0,0.0,0.0,0.0
13.0,603.9644775,1565.438477,841.5,1265.269653,1044.668823,427.6236572,684.9890747,1210.904663,829.6097412,917.0189819,752.2905884,864.8339233,-0.0939412185138929,1658794563200000.0,0.2,0.4660675724872501,0.6493690885123637,0.8061504948173426,0.5285926691370961,0.6401936083945596,0.5805279307020057,-1.2080182494731704,-0.9763838399179616,-0.3299888110544117,-0.9344314406270718,-0.707645609536469,-0.6673754206629738,0.0002942973398495,0.0,0.0,0.009689194207811737,0.006462202727629127,0.007212341528227917,0.0
14.0,603.909729,1565.508301,841.5,1265.269653,1044.668823,427.6236572,684.463623,1211.474976,829.7901001,917.2098999,752.2905884,864.8339233,-0.0915819152801299,1658794563216666.8,0.21666675,0.4660253241407945,0.6493690885123637,0.8061504948173426,0.5281871883391327,0.640332787829495,0.5805279307020057,-1.208072131288068,-0.9763838399179616,-0.3299888110544117,-0.9348715400126651,-0.7077929372223165,-0.6673754206629738,0.1415574862383482,0.004108213957137965,0.0,0.0,0.03590498194095077,0.012160382545542643,0.0
15.0,604.0247192,1565.595337,841.5,1265.269653,1044.668823,427.6236572,684.463623,1211.474976,829.7901001,917.2098999,752.2905884,864.8339233,-0.1030336614016174,1658794563233333.2,0.23333325,0.4661140598286874,0.6493690885123637,0.8061504948173426,0.5281871883391327,0.640332787829495,0.5805279307020057,-1.208139295266663,-0.9763838399179616,-0.3299888110544117,-0.9348715400126651,-0.7077929372223165,-0.6673754206629738,-0.6871116384056339,0.0066772809118324115,0.0,0.0,0.0,0.0,0.0
16.0,604.420166,1565.694702,841.5,1265.269653,1044.668823,427.6236572,684.463623,1211.474976,829.7901001,917.2098999,752.2905884,864.8339233,-0.136928036085622,1658794563250000.0,0.25,0.4664192183884867,0.6493690885123637,0.8061504948173426,0.5281871883391327,0.640332787829495,0.5805279307020057,-1.2082159732933773,-0.9763838399179616,-0.3299888110544117,-0.9348715400126651,-0.7077929372223165,-0.6673754206629738,-2.0336523127787114,0.018878680013138357,0.0,0.0,0.0,0.0,0.0
17.0,604.5126343,1565.829102,841.5,1265.269653,1044.668823,427.6236572,684.3411255,1211.642578,829.944458,917.4268188,752.2905884,864.8339233,-0.1479566699125778,1658794563266666.8,0.26666675,0.4664905743667247,0.6493690885123637,0.8061504948173426,0.5280926594146882,0.640451902801364,0.5805279307020057,-1.208319687144234,-0.9763838399179616,-0.3299888110544117,-0.935000875197422,-0.7079603292940624,-0.6673754206629738,-0.661714721043742,0.007553387224515446,0.0,0.0,0.009611862840357002,0.012326821810354402,0.0
18.0,604.4834595,1565.77002,841.5,1265.269653,1044.5,427.5,684.3411255,1211.642578,830.0680542,917.5,752.2905884,864.8339233,-0.1440586523735704,1658794563283333.2,0.28333325,0.4664680607442844,0.6493690885123637,0.8060202174107711,0.5280926594146882,0.6405472795711056,0.5805279307020057,-1.2082740947206008,-0.9763838399179616,-0.3298933872121634,-0.935000875197422,-0.7080168017945261,-0.6673754206629738,0.233883391174356,0.003050887778553727,0.0,0.009689194207811737,0.0,0.006650499037956654,0.0
19.0,604.4834595,1565.77002,841.5,1265.269653,1044.5,427.5,684.5049438,1211.963867,830.0680542,917.5,752.2905884,864.8339233,-0.1440586523735704,1658794563300000.0,0.3,0.4664680607442844,0.6493690885123637,0.8060202174107711,0.528219074792172,0.6405472795711056,0.5805279307020057,-1.2082740947206008,-0.9763838399179616,-0.3298933872121634,-0.9352488076336418,-0.7080168017945261,-0.6673754206629738,0.0,0.0,0.0,0.0,0.01669804857279186,0.0,0.0
20.0,604.4877319,1565.718628,841.5,1265.269653,1044.5,427.5,684.5049438,1211.963867,830.0680542,917.5,752.2905884,864.8339233,-0.142985536598246,1658794563316666.5,0.3166665,0.4664713576717874,0.6493690885123637,0.8060202174107711,0.528219074792172,0.6405472795711056,0.5805279307020057,-1.208234436519535,-0.9763838399179616,-0.3298933872121634,-0.9352488076336418,-0.7080168017945261,-0.6673754206629738,0.0643875903953679,0.0023877004656866164,0.0,0.0,0.0,0.0,0.0
21.0,604.4877319,1565.718628,841.5,1265.269653,1044.5,427.5,684.7171631,1212.093994,830.0680542,917.5,752.2905884,864.8339233,-0.142985536598246,1658794563333333.2,0.33333325,0.4664713576717874,0.6493690885123637,0.8060202174107711,0.5283828402745318,0.6405472795711056,0.5805279307020057,-1.208234436519535,-0.9763838399179616,-0.3298933872121634,-0.9353492240939876,-0.7080168017945261,-0.6673754206629738,0.0,0.0,0.0,0.0,0.011526029472251304,0.0,0.0
