Timestamp (microseconds),Accel X (g),Accel Y (g),Accel Z (g),vel x (m/s),vel y (m/s),vel z (m/s),disp x (m),disp y (m),disp z (m),stamp velocity (m/s),ax_linear,ay_linear,az_linear
1658794557285064,-0.99311818112459,0.1008926527809564,0.1240863660639349,0.0,0.0,0.0,-0.0036452245631694,-0.0004592846149331,-0.641237996340088,0.0,0.0,0.0,0.0
1658794557301064,-0.9936064698252842,0.100160219729915,0.1214007782101163,2.116829784026749e-05,0.0004204740900669,1.320050208317755e-05,-0.00393172762715,-0.0002349992018493,-0.6415539986126073,4.069692259712934e-05,-0.00043945983062476657,-0.000659189745937247,-0.0024170290684367435
1658794557317064,-0.9926298924238957,0.1094377050431063,0.1210345616845956,5.019781014468035e-05,0.0015966072721688,-0.0003190580513405,-0.0042173046163063,-0.0001237822058036,-0.641868809831074,0.00013819300538410817,0.00048340581368744306,0.007756466010528651,-0.002504921034561694
1658794557333064,-0.9916533150225072,0.119203479056992,0.1171282520790413,7.308348904185553e-05,0.0033724947085717,-0.0009246790569639,-0.0044901568640699,-2.937652266205143e-05,-0.6421823260079942,0.00040447959816376663,0.0013139848935682652,0.015770016021972907,-0.005770107576104397
1658794557349063,-0.9921416037232014,0.1275043869687957,0.1123674372472721,7.307933647156615e-05,0.0055456979694821,-0.0017080276065866,-0.0047416377645532,0.0001373870504712,-0.6424946719712197,0.0007828987870101087,0.000743126573586661,0.021663831540398956,-0.009477830167086226
1658794557365063,-0.9937285420004578,0.1196917677576863,0.1170061799038677,3.556779301527146e-05,0.007918071110968,-0.0025844256427033,-0.0049665947686078,0.0003209074235512,-0.6428062531692514,0.0009930267413999774,-0.0007594305333028517,0.012466091096360585,-0.004355178759441566
1658794557381063,-0.9906767376211184,0.1104142824444949,0.1156633859769585,-4.728861916540676e-05,0.0103188108874629,-0.0035000110926917,-0.0051629825206982,0.0005117042612729,-0.6431176489780358,0.0010703222801256907,0.0020631364614328573,0.002869745204852267,-0.005128175417715694
1658794557397063,-0.9932402532997636,0.1008926527809564,0.1212787060349427,-0.0001731473432542,0.0126073158008436,-0.00442095277552,-0.0053312605506188,0.0006839740182799,-0.6434294973163717,0.0009817948236648143,-0.0004503412954911523,-0.005986696012817608,0.0004384301762416637
1658794557413063,-0.99140917067216,0.1151750972762642,0.1221332112611577,-0.0003275922143658,0.014682557512972,-0.0053140275041641,-0.0054738273530117,0.0008499943149048,-0.6437422829715687,0.0010813762041281675,0.001242667198901204,0.00746617363424118,0.00116364186221099
1658794557429062,-0.9954375524528878,0.1176165407797356,0.118348973830777,-0.0004846819437007,0.0164966155770244,-0.0061476641493804,-0.0055943695041117,0.0010108287462069,-0.6440561720122444,0.0012252841895343829,-0.0025071431236439734,0.008916855423941328,-0.0023585360113527326
1658794557445062,-0.9977569237811856,0.1047989623865107,0.1198138399328599,-0.0006111824250349,0.0180576426285252,-0.0069084572690663,-0.0056970263737297,0.001166609947869,-0.6443708575931424,0.0011798058588009144,-0.004343863006747606,-0.003510650672355217,-0.000804302918342853
1658794557461062,-0.9956816968032348,0.1002822919050885,0.121766994735637,-0.0006745040609044,0.0194176470539646,-0.0076016872574949,-0.0057855508509674,0.0013326364259062,-0.6446854936096446,0.0010705032649916803,-0.0020417724259170766,-0.007224589038399662,0.0010339666959908178
1658794557477062,-0.9933623254749372,0.1073624780651556,0.116639963378347,-0.0006524122447703,0.0206427843466527,-0.008228682298838,-0.0058628489743231,0.0014818484574516,-0.6449988314485905,0.00109628092893504,0.00024983901214248316,-0.0001299625904992996,-0.003683758195169265
1658794557493062,-0.990798809796292,0.1141985198748756,0.1187151903562977,-0.0005410441039411,0.0217826430711019,-0.0087763518939381,-0.0059310705132159,0.0015945665232682,-0.6453094109328998,0.001190050951187671,0.00253201922170887,0.006035471297298631,-0.0014476780954967156
1658794557509061,-0.9898222323949036,0.1102922102693213,0.1184710460059506,-0.0003579030368476,0.0228685837276844,-0.0092380811933618,-0.0059918820533148,0.001709098033856,-0.6456158279548411,0.001228389118731545,0.0031577369607874717,0.001916245522569901,-0.0015226402012594314
1658794557525061,-0.98970016021973,0.1074845502403292,0.1220111390859842,-0.0001383482087536,0.023930257545846,-0.0096321981622383,-0.0060464796324599,0.0018156448806984,-0.6459171440838827,0.0012050525810687013,0.0029518282223650605,-0.000802273055779984,0.001815707590896748
1658794557541061,-0.9877470054169528,0.1034561684596014,0.1195696955825127,7.384042015840266e-05,0.0249934137953936,-0.009993786423053,-0.0060954609414357,0.0019019211736039,-0.6462130542756083,0.001154776368939853,0.004414484722627954,-0.004347589352857006,-0.0005631623213172704
1658794557557061,-0.9932402532997636,0.1028458075837335,0.1190814068818185,0.0002396059515502,0.0260645661311663,-0.0103645612036576,-0.0061388921298428,0.0019743140392048,-0.6465038986284943,0.0010999691943174138,-0.0009708868441645757,-0.004462155205852414,-0.0009463059198103196
1658794557573061,-0.9901884489204242,0.1049210345616842,0.1205462729839013,0.0003377598529694,0.0271314926008884,-0.010797682240583,-0.006176498567304,0.002037658778669,-0.6467905006069965,0.001071054877855644,0.0018728257816572613,-0.00214823540511154,0.00046670416404523407
1658794557589060,-0.9916533150225072,0.1152971694514378,0.1195696955825127,0.0003737081966212,0.0281762585285393,-0.0113608379913671,-0.0062077302823687,0.0020996096521899,-0.6470738100678841,0.0011757162733493094,0.0003671637116168247,0.007405109536177859,-0.00045888591360902786
