Frame #,Hand Pink X,Hand Pink Y,Body Pink X,Body Pink Y,Elbow Orange X,Elbow Orange Y,Shoulder Green X,Shoulder Green Y,Timestamp (microseconds),angles,Seconds,Hand Pink X meters,Body Pink X meters,Elbow Orange X meters,Shoulder Green X meters,Hand Pink Y meters,Body Pink Y meters,Elbow Orange Y meters,Shoulder Green Y meters,angular velocity
1.0,393.5097961,1858.61438,791.0,284.0,279.3049011,1426.465088,212.5,1187.5,1660787312000000.0,0.0,0.0,0.220091065931755,-0.4424083844351803,0.1562159672066736,0.1188518099778455,-1.0395279205357704,-0.1588419483939206,-0.7978256827247374,-0.6641718792879603,
2.0,393.5097961,1858.61438,791.0,284.0,279.3018494,1426.371338,212.3397369,1187.423096,1660787312016666.8,0.0,0.01666675,0.220091065931755,-0.4424083844351803,0.1562142603828217,0.1187621744036918,-1.0395279205357704,-0.1588419483939206,-0.7977732481026883,-0.6641288666781037,0.0
3.0,405.0,1866.0,791.0,284.0,279.3018494,1426.371338,213.0571442,1187.5,1660787312033333.2,0.7458140338665045,0.03333325,0.2265175672518938,-0.4424083844351803,0.1562142603828217,0.1191634221970862,-1.0436587172642813,-0.1588419483939206,-0.7977732481026883,-0.6641718792879603,0.7458140338665045
4.0,405.0,1866.0,791.0,284.0,279.3635254,1426.607666,212.7715607,1187.640991,1660787312050000.0,0.7455055719102643,0.05,0.2265175672518938,-0.4424083844351803,0.1562487559321497,0.1190036945929695,-1.0436587172642813,-0.1588419483939206,-0.7979054269758576,-0.6642507359257984,-0.00030846195624012474
5.0,405.0,1866.0,791.0,284.0,279.3635254,1426.607666,212.9264679,1187.470581,1660787312066666.5,0.7456062385114413,0.0666665,0.2265175672518938,-0.4424083844351803,0.1562487559321497,0.1190903345981394,-1.0436587172642813,-0.1588419483939206,-0.7979054269758576,-0.6641554251637357,0.00010066660117691306
6.0,405.0,1866.0,791.0,284.0,279.3670654,1427.001343,213.0571442,1187.5,1660787312083333.2,0.7458140338665045,0.08333325,0.2265175672518938,-0.4424083844351803,0.1562507358634783,0.1191634221970862,-1.0436587172642813,-0.1588419483939206,-0.7981256115593711,-0.6641718792879603,0.00020779535506321167
7.0,405.0,1866.0,791.0,284.0,279.3282776,1427.006348,212.0997772,1187.664429,1660787312100000.0,0.7445605350249989,0.1,0.2265175672518938,-0.4424083844351803,0.1562290417447251,0.1186279643111424,-1.0436587172642813,-0.1588419483939206,-0.7981284108690603,-0.6642638448609619,-0.001253498841505607
8.0,405.0,1866.0,791.0,284.0,279.3282776,1427.006348,212.6533356,1187.693359,1660787312116666.5,0.7453735008739553,0.1166665,0.2265175672518938,-0.4424083844351803,0.1562290417447251,0.1189375709829939,-1.0436587172642813,-0.1588419483939206,-0.7981284108690603,-0.664280025486198,0.000812965848956404
9.0,405.5,1866.0,791.0,284.0,279.3282776,1427.006348,212.9148865,1187.210449,1660787312133333.5,0.784472740978226,0.1333335,0.2267972185694887,-0.4424083844351803,0.1562290417447251,0.1190838570906002,-1.0436587172642813,-0.1588419483939206,-0.7981284108690603,-0.6640099326506385,0.03909924010427068
10.0,405.5,1866.0,791.0,284.0,279.4555664,1426.89624,212.2967987,1187.404053,1660787312150000.0,0.7837169759248547,0.15,0.2267972185694887,-0.4424083844351803,0.1563002347059952,0.1187381589552815,-1.0436587172642813,-0.1588419483939206,-0.7980668271745048,-0.6641182158780218,-0.0007557650533712712
11.0,405.5,1866.0,791.0,284.0,279.4816284,1426.9375,212.1014557,1187.710205,1660787312166666.8,0.783662870694291,0.16666675,0.2267972185694887,-0.4424083844351803,0.1563148112512735,0.1186289031006156,-1.0436587172642813,-0.1588419483939206,-0.7980899040012328,-0.6642894474983905,-5.410523056370575e-05
12.0,405.5,1866.0,791.0,284.0,279.3282776,1427.006348,211.9743652,1187.769287,1660787312183333.5,0.7835216176648694,0.1833335,0.2267972185694887,-0.4424083844351803,0.1562290417447251,0.118557821049058,-1.0436587172642813,-0.1588419483939206,-0.7981284108690603,-0.6643224922166827,-0.00014125302942158413
13.0,405.5,1866.0,791.0,284.0,279.3031311,1427.047852,211.8951721,1187.834351,1660787312200000.0,0.7834548771415577,0.2,0.2267972185694887,-0.4424083844351803,0.1562149772410093,0.1185135281395391,-1.0436587172642813,-0.1588419483939206,-0.7981516241656312,-0.6643588826833386,-6.674052331168134e-05
14.0,395.0,1861.5,791.0,284.0,279.0836182,1427.261597,211.9567871,1187.759277,1660787312216666.8,0.0561861846445464,0.21666675,0.2209245408999952,-0.4424083844351803,0.1560922030975811,0.1185479895714064,-1.0411418554059269,-0.1588419483939206,-0.7982711723073899,-0.6643168935973045,-0.7272686924970113
15.0,395.0,1861.5,791.0,284.0,278.965271,1427.416626,211.9096375,1187.873535,1660787312233333.2,0.0561658047513974,0.23333325,0.2209245408999952,-0.4424083844351803,0.1560260111967538,0.1185216186758782,-1.0411418554059269,-0.1588419483939206,-0.7983578804356207,-0.664380798397796,-2.0379893149000128e-05
16.0,395.0,1861.5,791.0,284.0,278.6644287,1427.493286,211.7295532,1187.781982,1660787312250000.0,0.0560987057741572,0.25,0.2209245408999952,-0.4424083844351803,0.1558577493055872,0.1184208970523319,-1.0411418554059269,-0.1588419483939206,-0.7984007565756344,-0.6643295925636364,-6.709897724020003e-05
17.0,394.0411377,1859.7677,791.0,284.0,278.5360718,1427.648315,211.7742004,1187.660156,1660787312266666.8,0.0173879648781905,0.26666675,0.220388246688821,-0.4424083844351803,0.1557859589531724,0.1184458683489458,-1.0401729754509876,-0.1588419483939206,-0.7984874647038652,-0.6642614549608018,-0.038710740895966704
18.0,393.6452942,1858.94873,791.0,284.0,278.3278198,1427.579712,211.5995636,1187.870117,1660787312283333.2,0.0035644468961444,0.28333325,0.2201668503761482,-0.4424083844351803,0.1556694830607888,0.1183481935265046,-1.039714923371846,-0.1588419483939206,-0.7984490948651833,-0.6643788867013889,-0.013823517982046098
