Frame #,Shoulder Pink X,Shoulder Pink Y,Hand Pink X,Hand Pink Y,Head Pink X,Head Pink Y,Elbow Green X,Elbow Green Y,angles,Timestamp (microseconds),Seconds,Shoulder Pink X meters,Hand Pink X meters,Head Pink X meters,Elbow Green X meters,Shoulder Pink Y meters,Hand Pink Y meters,Head Pink Y meters,Elbow Green Y meters,angular velocity,Shoulder Pink m/s,Hand Pink m/s,Head Pink m/s,Elbow Green m/s
1.0,229.8117065,578.5432129,879.3974609,754.9102783,267.9940796,310.8800659,513.4130859,755.8660889,147.83452162138343,1658795857000000.0,0.0,0.1977965334642115,0.7568882018777816,0.2306597028546584,0.4418892761069308,-0.4979460955826777,-0.649743385131876,-0.2675712229574589,-0.6505660413237979,,,,,
2.0,229.8117065,578.5432129,879.3974609,754.9102783,267.9940796,310.8800659,513.4130859,755.8660889,147.83452162138343,1658795857016666.8,0.01666675,0.1977965334642115,0.7568882018777816,0.2306597028546584,0.4418892761069308,-0.4979460955826777,-0.649743385131876,-0.2675712229574589,-0.6505660413237979,0.0,0.0,0.0,0.0,0.0
3.0,229.8117065,578.5432129,879.3974609,754.9102783,267.9940796,310.8800659,513.4130859,755.8660889,147.83452162138343,1658795857033333.2,0.03333325,0.1977965334642115,0.7568882018777816,0.2306597028546584,0.4418892761069308,-0.4979460955826777,-0.649743385131876,-0.2675712229574589,-0.6505660413237979,0.0,0.0,0.0,0.0,0.0
4.0,229.8117065,578.5432129,879.3319092,755.053833,267.9940796,310.8800659,513.4130859,755.8660889,147.85697256151082,1658795857050000.0,0.05,0.1977965334642115,0.7568317822148316,0.2306597028546584,0.4418892761069308,-0.4979460955826777,-0.6498669411615273,-0.2675712229574589,-0.6505660413237979,1.3470496723947325,0.0,0.008149685576150206,0.0,0.0
5.0,229.8117065,578.5432129,879.3319092,755.053833,267.9940796,310.8800659,513.4130859,755.8660889,147.85697256151082,1658795857066666.5,0.0666665,0.1977965334642115,0.7568317822148316,0.2306597028546584,0.4418892761069308,-0.4979460955826777,-0.6498669411615273,-0.2675712229574589,-0.6505660413237979,0.0,0.0,0.0,0.0,0.0
6.0,229.8117065,578.5432129,879.3319092,755.053833,267.9940796,310.8800659,513.4130859,755.8660889,147.85697256151082,1658795857083333.2,0.08333325,0.1977965334642115,0.7568317822148316,0.2306597028546584,0.4418892761069308,-0.4979460955826777,-0.6498669411615273,-0.2675712229574589,-0.6505660413237979,0.0,0.0,0.0,0.0,0.0
7.0,229.8117065,578.5432129,879.3319092,755.053833,267.9940796,310.8800659,513.4130859,755.8660889,147.85697256151082,1658795857100000.0,0.1,0.1977965334642115,0.7568317822148316,0.2306597028546584,0.4418892761069308,-0.4979460955826777,-0.6498669411615273,-0.2675712229574589,-0.6505660413237979,0.0,0.0,0.0,0.0,0.0
8.0,229.5,578.5828857,879.3319092,755.053833,267.9940796,310.8800659,513.4028931,755.7883911,147.91354585270835,1658795857116666.5,0.1166665,0.1975282509380632,0.7568317822148316,0.2306597028546584,0.4418805032705205,-0.497980241546921,-0.6498669411615273,-0.2675712229574589,-0.6504991676395464,3.3944314161664058,0.01622680678871295,0.0,0.0,0.004046799759636151
9.0,229.5,578.5828857,879.3319092,755.053833,267.9940796,310.8800659,513.4077148,755.5895386,147.97400605036688,1658795857133333.5,0.1333335,0.1975282509380632,0.7568317822148316,0.2306597028546584,0.4418846532573072,-0.497980241546921,-0.6498669411615273,-0.2675712229574589,-0.6503280173714868,3.627539308725545,0.0,0.0,0.0,0.01027203445914731
10.0,229.1736603,578.668335,879.3319092,755.053833,267.9940796,310.8800659,513.4077148,755.5895386,148.01596235141122,1658795857150000.0,0.15,0.1972473737696421,0.7568317822148316,0.2306597028546584,0.4418846532573072,-0.4980537868661927,-0.6498669411615273,-0.2675712229574589,-0.6503280173714868,2.5174032366925805,0.01742077012698687,0.0,0.0,0.0
11.0,229.1736603,578.668335,879.3319092,755.053833,267.9940796,310.8800659,513.4547729,755.8010254,147.95637423125208,1658795857166666.8,0.16666675,0.1972473737696421,0.7568317822148316,0.2306597028546584,0.4419251556720587,-0.4980537868661927,-0.6498669411615273,-0.2675712229574589,-0.6505100418494846,-3.575269333201369,0.0,0.0,0.0,0.011188569269026795
12.0,229.1736603,578.668335,879.3848267,755.0556641,267.9940796,310.8800659,513.4547729,755.8010254,147.95667785668542,1658795857183333.5,0.1833335,0.1972473737696421,0.7568773277539123,0.2306597028546584,0.4419251556720587,-0.4980537868661927,-0.6498685171701559,-0.2675712229574589,-0.6505100418494846,0.0182174349127694,0.0,0.0027343678903980198,0.0,0.0
13.0,229.0914307,578.6600342,879.3848267,755.0556641,267.9940796,310.8800659,513.4547729,755.8010254,147.96290991419713,1658795857200000.0,0.2,0.1971765996125033,0.7568773277539123,0.2306597028546584,0.4419251556720587,-0.4980466424544046,-0.6498685171701559,-0.2675712229574589,-0.6505100418494846,0.373927189974491,0.004268030714348191,0.0,0.0,0.0
14.0,229.0914307,578.6600342,879.3848267,755.0556641,267.9940796,310.8800659,513.4547729,755.8010254,147.96290991419713,1658795857216666.8,0.21666675,0.1971765996125033,0.7568773277539123,0.2306597028546584,0.4419251556720587,-0.4980466424544046,-0.6498685171701559,-0.2675712229574589,-0.6505100418494846,0.0,0.0,0.0,0.0,0.0
15.0,229.0914307,578.6600342,879.3848267,755.0556641,267.9940796,310.8800659,513.4547729,755.8010254,147.96290991419713,1658795857233333.2,0.23333325,0.1971765996125033,0.7568773277539123,0.2306597028546584,0.4419251556720587,-0.4980466424544046,-0.6498685171701559,-0.2675712229574589,-0.6505100418494846,0.0,0.0,0.0,0.0,0.0
16.0,229.1736603,578.668335,879.5170288,754.9786987,267.9940796,310.8800659,513.4547729,755.8010254,147.94467349504592,1658795857250000.0,0.25,0.1972473737696421,0.756991112719417,0.2306597028546584,0.4419251556720587,-0.4980537868661927,-0.6498022738549283,-0.2675712229574589,-0.6505100418494846,-1.0941796781740816,0.004268030714348191,0.007899791305733806,0.0,0.0
