Frame #,Arm Pink X,Arm Pink Y,Leg Pink X,Leg Pink Y,Neck Green X,Neck Green Y,Shoulder Orange X,Shoulder Orange Y,Back Orange X,Back Orange Y,Timestamp (microseconds),angles,Seconds,Arm Pink X meters,Leg Pink X meters,Neck Green X meters,Shoulder Orange X meters,Back Orange X meters,Arm Pink Y meters,Leg Pink Y meters,Neck Green Y meters,Shoulder Orange Y meters,Back Orange Y meters,angular velocity
1.0,403.2176819,900.9251709,473.5,1307.5,558.1455688,733.5057373,439.5,761.2416382,552.5,935.0,1660004626000000.0,0.0,0.0,0.5000880661019355,0.5872552468023761,0.6922363542920729,0.5450869714248031,0.6852344748855602,-1.1173664912087693,-1.621618236946371,-0.9097256447498844,-0.944124912602716,-1.1596275728832557,
2.0,403.3768005,901.0,474.1360474,1307.721069,558.1455688,733.5057373,439.5,761.2416382,552.5,935.0,1660004626016666.8,0.0,0.01666675,0.5002854118943617,0.5880441003881521,0.6922363542920729,0.5450869714248031,0.6852344748855602,-1.1174592975056827,-1.6218924163131192,-0.9097256447498844,-0.944124912602716,-1.1596275728832557,0.0
3.0,403.3768005,901.0,474.0,1308.0,558.1455688,733.5057373,439.5,761.2416382,552.5,935.0,1660004626033333.2,0.0,0.03333325,0.5002854118943617,0.587875368499105,0.6922363542920729,0.5450869714248031,0.6852344748855602,-1.1174592975056827,-1.6222383586431,-0.9097256447498844,-0.944124912602716,-1.1596275728832557,0.0
4.0,403.3768005,901.0,473.6349182,1307.769897,558.1455688,733.5057373,439.5,761.2416382,552.5,935.0,1660004626050000.0,0.0,0.05,0.5002854118943617,0.5874225782085832,0.6922363542920729,0.5450869714248031,0.6852344748855602,-1.1174592975056827,-1.621952974917535,-0.9097256447498844,-0.944124912602716,-1.1596275728832557,0.0
5.0,403.5,901.5,473.777771,1307.658081,558.1455688,733.5057373,439.1418457,761.3900757,552.5,935.0,1660004626066666.5,0.0,0.0666665,0.5004382092603141,0.5875997504500202,0.6922363542920729,0.5446427729203894,0.6852344748855602,-1.1180794192024115,-1.621814295862252,-0.9097256447498844,-0.9443090112314324,-1.1596275728832557,0.0
6.0,403.5,901.5,473.6349182,1307.769897,558.1455688,733.5057373,439.5,761.2416382,552.5,935.0,1660004626083333.2,0.0,0.08333325,0.5004382092603141,0.5874225782085832,0.6922363542920729,0.5450869714248031,0.6852344748855602,-1.1180794192024115,-1.621952974917535,-0.9097256447498844,-0.944124912602716,-1.1596275728832557,0.0
7.0,403.3603516,901.3603516,473.5,1308.0,557.7095337,733.8762207,439.5,761.2416382,552.5,935.0,1660004626100000.0,0.1211716256508669,0.1,0.5002650112548072,0.5872552468023761,0.691695564639982,0.5450869714248031,0.6852344748855602,-1.1179062211969046,-1.6222383586431,-0.9101851343391204,-0.944124912602716,-1.1596275728832557,7.270261187746072
8.0,403.2176819,900.9251709,473.829071,1308.093994,557.0,733.2476196,438.8641968,761.3086548,552.5,935.0,1660004626116666.5,0.3271765869425219,0.1166665,0.5000880661019355,0.5876633749361047,0.6908155701561213,0.5442984207064636,0.6852344748855602,-1.1173664912087693,-1.6223549340806247,-0.9094055159777248,-0.944208029498118,-1.1596275728832557,12.360421281712116
9.0,403.170929,901.0939941,473.6936951,1308.099121,557.300415,732.9382935,438.1358032,761.3086548,552.5,935.0,1660004626133333.5,0.2439926536576802,0.1333335,0.5000300811265854,0.5874954758704962,0.6911881578751671,0.5433950353562265,0.6852344748855602,-1.1175758730672318,-1.622361292808503,-0.9090218763257756,-0.944208029498118,-1.1596275728832557,-4.990936178366938
10.0,403.170929,901.0939941,473.6936951,1308.099121,557.0,733.2476196,438.5,761.5,552.5,935.0,1660004626150000.0,0.3271765869425219,0.15,0.5000300811265854,0.5874954758704962,0.6908155701561213,0.543846728031345,0.6852344748855602,-1.1175758730672318,-1.622361292808503,-0.9094055159777248,-0.944445344118288,-1.1596275728832557,4.991085907949581
11.0,403.170929,901.0939941,473.6936951,1308.099121,557.269104,733.6466064,438.5,761.5,552.5,935.0,1660004626166666.8,0.2481116605994126,0.16666675,0.5000300811265854,0.5874954758704962,0.6911493246142744,0.543846728031345,0.6852344748855602,-1.1175758730672318,-1.622361292808503,-0.9099003567205018,-0.944445344118288,-1.1596275728832557,-4.74387186122725
12.0,403.170929,901.0939941,473.6936951,1308.099121,557.269104,733.6466064,438.5,761.5,552.5,935.0,1660004626183333.5,0.2481116605994126,0.1833335,0.5000300811265854,0.5874954758704962,0.6911493246142744,0.543846728031345,0.6852344748855602,-1.1175758730672318,-1.622361292808503,-0.9099003567205018,-0.944445344118288,-1.1596275728832557,0.0
13.0,403.170929,901.0939941,473.6936951,1308.099121,557.269104,733.6466064,438.5,761.5,552.5,935.0,1660004626200000.0,0.2481116605994126,0.2,0.5000300811265854,0.5874954758704962,0.6911493246142744,0.543846728031345,0.6852344748855602,-1.1175758730672318,-1.622361292808503,-0.9099003567205018,-0.944445344118288,-1.1596275728832557,0.0
14.0,403.170929,901.0939941,473.6936951,1308.099121,557.269104,733.6466064,438.1358032,761.3086548,552.5,935.2988281,1660004626216666.8,0.2477461349198735,0.21666675,0.5000300811265854,0.5874954758704962,0.6911493246142744,0.5433950353562265,0.6852344748855602,-1.1175758730672318,-1.622361292808503,-0.9099003567205018,-0.944208029498118,-1.1599981924600604,-0.021931431115190275
15.0,403.170929,901.0939941,473.6936951,1308.099121,557.269104,733.6466064,438.1358032,761.3086548,551.5,935.333313,1660004626233333.2,0.2474365374373935,0.23333325,0.5000300811265854,0.5874954758704962,0.6911493246142744,0.5433950353562265,0.6839942314921021,-1.1175758730672318,-1.622361292808503,-0.9099003567205018,-0.944208029498118,-1.1600409621294594,-0.018576034709146802
16.0,403.170929,901.0939941,473.6936951,1308.099121,557.269104,733.6466064,438.1358032,761.3086548,551.5,935.333313,1660004626250000.0,0.2474365374373935,0.25,0.5000300811265854,0.5874954758704962,0.6911493246142744,0.5433950353562265,0.6839942314921021,-1.1175758730672318,-1.622361292808503,-0.9099003567205018,-0.944208029498118,-1.1600409621294594,0.0
17.0,403.170929,901.0939941,473.6936951,1308.099121,557.269104,733.6466064,438.1358032,761.3086548,551.5,935.333313,1660004626266666.8,0.2474365374373935,0.26666675,0.5000300811265854,0.5874954758704962,0.6911493246142744,0.5433950353562265,0.6839942314921021,-1.1175758730672318,-1.622361292808503,-0.9099003567205018,-0.944208029498118,-1.1600409621294594,0.0
18.0,403.170929,901.0939941,473.6936951,1308.099121,557.269104,733.6466064,438.1358032,761.3086548,551.0822754,935.5061646,1660004626283333.2,0.2471111243410459,0.28333325,0.5000300811265854,0.5874954758704962,0.6911493246142744,0.5433950353562265,0.6834761513166672,-1.1175758730672318,-1.622361292808503,-0.9099003567205018,-0.944208029498118,-1.160255340184408,-0.01952498103066593
19.0,403.170929,901.0939941,473.6936951,1308.099121,557.269104,733.6466064,438.5,761.5,551.0822754,935.5061646,1660004626300000.0,0.2471111243410459,0.3,0.5000300811265854,0.5874954758704962,0.6911493246142744,0.543846728031345,0.6834761513166672,-1.1175758730672318,-1.622361292808503,-0.9099003567205018,-0.944445344118288,-1.160255340184408,0.0
20.0,403.170929,901.0939941,473.6936951,1308.099121,557.269104,733.6466064,438.5,761.5,551.0822754,935.5061646,1660004626316666.5,0.2471111243410459,0.3166665,0.5000300811265854,0.5874954758704962,0.6911493246142744,0.543846728031345,0.6834761513166672,-1.1175758730672318,-1.622361292808503,-0.9099003567205018,-0.944445344118288,-1.160255340184408,0.0
21.0,403.170929,901.0939941,473.6936951,1308.099121,557.269104,733.6466064,438.5,761.5,551.0822754,935.5061646,1660004626333333.2,0.2471111243410459,0.33333325,0.5000300811265854,0.5874954758704962,0.6911493246142744,0.543846728031345,0.6834761513166672,-1.1175758730672318,-1.622361292808503,-0.9099003567205018,-0.944445344118288,-1.160255340184408,0.0
22.0,403.170929,901.0939941,473.6936951,1308.099121,557.269104,733.6466064,438.5,761.5,551.0822754,935.5061646,1660004626350000.0,0.2471111243410459,0.35,0.5000300811265854,0.5874954758704962,0.6911493246142744,0.543846728031345,0.6834761513166672,-1.1175758730672318,-1.622361292808503,-0.9099003567205018,-0.944445344118288,-1.160255340184408,0.0
23.0,403.170929,901.0939941,473.6936951,1308.099121,557.269104,733.6466064,438.5,761.5,551.0822754,935.5061646,1660004626366666.5,0.2471111243410459,0.3666665,0.5000300811265854,0.5874954758704962,0.6911493246142744,0.543846728031345,0.6834761513166672,-1.1175758730672318,-1.622361292808503,-0.9099003567205018,-0.944445344118288,-1.160255340184408,0.0
24.0,403.170929,901.0939941,473.6936951,1308.099121,557.269104,733.6466064,438.5,761.5,551.0822754,935.5061646,1660004626383333.5,0.2471111243410459,0.3833335,0.5000300811265854,0.5874954758704962,0.6911493246142744,0.543846728031345,0.6834761513166672,-1.1175758730672318,-1.622361292808503,-0.9099003567205018,-0.944445344118288,-1.160255340184408,0.0
25.0,403.170929,901.0939941,473.6936951,1308.099121,557.269104,733.6466064,438.2113953,760.7886353,551.0822754,935.5061646,1660004626400000.0,0.2471111243410459,0.4,0.5000300811265854,0.5874954758704962,0.6911493246142744,0.5434887879588491,0.6834761513166672,-1.1175758730672318,-1.622361292808503,-0.9099003567205018,-0.9435630787487737,-1.160255340184408,0.0
26.0,403.170929,901.0939941,473.6936951,1308.099121,556.9263306,733.5473633,438.2113953,760.7886353,551.0822754,935.5061646,1660004626416666.8,0.3451319598055513,0.41666675,0.5000300811265854,0.5874954758704962,0.6907242021694713,0.5434887879588491,0.6834761513166672,-1.1175758730672318,-1.622361292808503,-0.9097772711213804,-0.9435630787487737,-1.160255340184408,5.881220721766731
27.0,403.5,902.0,472.5,1308.5,556.9263306,733.5473633,438.2113953,760.7886353,551.0822754,935.5061646,1660004626433333.5,0.3451319598055513,0.4333335,0.5004382092603141,0.586015003408918,0.6907242021694713,0.5434887879588491,0.6834761513166672,-1.1186995408991407,-1.622858480339829,-0.9097772711213804,-0.9435630787487737,-1.160255340184408,0.0
28.0,403.5,902.0,472.5,1308.5,556.583313,733.6506348,437.8300781,760.8300781,551.0822754,935.5061646,1660004626450000.0,0.4415715808105983,0.45,0.5004382092603141,0.586015003408918,0.6902987768572314,0.5430158618207371,0.6834761513166672,-1.1186995408991407,-1.622858480339829,-0.909905352916988,-0.9436144779076802,-1.160255340184408,5.786435124654056
29.0,403.5,902.0,472.5,1308.5,556.583313,733.6506348,437.8300781,760.8300781,551.0822754,935.5061646,1660004626466666.8,0.4415715808105983,0.46666675,0.5004382092603141,0.586015003408918,0.6902987768572314,0.5430158618207371,0.6834761513166672,-1.1186995408991407,-1.622858480339829,-0.909905352916988,-0.9436144779076802,-1.160255340184408,0.0
30.0,403.5,902.0,472.5,1308.5,556.583313,733.6506348,437.8300781,760.8300781,551.0822754,935.5061646,1660004626483333.2,0.4415715808105983,0.48333325,0.5004382092603141,0.586015003408918,0.6902987768572314,0.5430158618207371,0.6834761513166672,-1.1186995408991407,-1.622858480339829,-0.909905352916988,-0.9436144779076802,-1.160255340184408,0.0
31.0,403.5,902.0,472.5,1308.5,556.583313,733.6506348,437.8300781,760.8300781,551.0822754,935.5061646,1660004626500000.0,0.4415715808105983,0.5,0.5004382092603141,0.586015003408918,0.6902987768572314,0.5430158618207371,0.6834761513166672,-1.1186995408991407,-1.622858480339829,-0.909905352916988,-0.9436144779076802,-1.160255340184408,0.0
