Timestamp (microseconds),Accel X (g),Accel Y (g),Accel Z (g),vel x (m/s),vel y (m/s),vel z (m/s),disp x (m),disp y (m),disp z (m)
1658793620310302,-0.9945830472266728,-0.1249408712901503,0.03680476081483164,0,0,0,-0.002985654589361867,0.004042746095111334,-0.6601600171163915
1658793620326299,-0.9918974593728542,-0.1327534905012588,0.03326466773479808,0.000413666617973258,8.170511117403537e-05,-0.0001173525483656875,-0.003061842812889408,0.004123200120101486,-0.6594486660987378
1658793620342296,-0.98970016021973,-0.1340962844281681,0.03436331731136022,0.000972495216381433,-0.0001192205048594325,-0.0004634020132801844,-0.003136139861772233,0.00420858869716813,-0.6587287929117123
1658793620358293,-0.9894560158693828,-0.1281147478446631,0.02972457465476452,0.001628383387880025,-0.0005621018480744674,-0.001015935885416411,-0.003210429317748874,0.004271950570798764,-0.6579987301271139
1658793620374290,-0.9900663767452507,-0.1264057373922332,0.03521782253757522,0.002317560517768154,-0.001191360753303488,-0.001739532984750567,-0.003286159036213879,0.004313764998350758,-0.6572577061306415
1658793620390287,-0.9914091706721599,-0.1271381704432746,0.03314259555962451,0.002976574872727293,-0.001937595124263387,-0.002588806850128521,-0.003364234995410578,0.004342606375930696,-0.6565059677383277
1658793620406284,-0.9932402532997635,-0.1332417792019531,0.02752727550164025,0.003557962042152631,-0.002728833703045485,-0.003514876331425582,-0.00344496167980872,0.004378432608191265,-0.655744650178035
1658793620422281,-0.9955596246280614,-0.1333638513771267,0.02948043030441738,0.004041434002946721,-0.003503118317809004,-0.004473658030411612,-0.003528088491651228,0.004420064569750255,-0.6549754335830394
1658793620438278,-0.9938506141756314,-0.1308003356984817,0.03094529640650023,0.004437597741926037,-0.004210992676949217,-0.005430637422298307,-0.003612908260107301,0.004448482384630051,-0.6542000805885382
1658793620454275,-0.9959258411535821,-0.1282368200198367,0.03131151293202095,0.004783417177925313,-0.004815451876266372,-0.006357114078744535,-0.003698368525171256,0.004467891217662429,-0.6534199732000453
1658793620470272,-0.9959258411535821,-0.129579613946746,0.03302052338445094,0.005130962554107614,-0.005296827342737257,-0.007229655540237883,-0.003783233480442914,0.004483565358727046,-0.6526357824647028
1658793620486269,-0.9965362020294499,-0.1267719539177539,0.03729304951552592,0.005532593841021827,-0.005652435770703559,-0.00803982099590529,-0.003866240595797245,0.004489620471234357,-0.6518473502207549
1658793620502266,-0.9925078202487221,-0.1262836652170596,0.03289845120927737,0.006026523963382036,-0.005886996637260532,-0.008791582000513989,-0.003946159834771782,0.004482202990123345,-0.6510537971900703
1658793620518262,-0.9875028610666057,-0.1301899748226139,0.02545204852368954,0.006626767093092565,-0.006009770228093381,-0.009481525136581679,-0.004021856164278846,0.004465775195158651,-0.6502538249490347
1658793620534259,-0.9910429541466392,-0.1343404287785153,0.02679484245059882,0.007320298492161965,-0.006043303138246979,-0.01009623148270866,-0.004092482512464488,0.004449495763843991,-0.6494461251302992
1658793620550256,-0.9887235828183414,-0.1232318608377203,0.03729304951552592,0.008071868918199233,-0.006025268700335131,-0.01063249202689552,-0.004157675721697181,0.004430711369018322,-0.6486297834428634
1658793620566253,-0.9900663767452507,-0.1132219424734875,0.03985656519417091,0.008834500403422173,-0.005997627399883904,-0.01110537647533128,-0.004217577067593529,0.00440043797530983,-0.6478045504993856
