Frame #,Hand Pink X,Hand Pink Y,Hip Pink X,Hip Pink Y,Head Pink X,Head Pink Y,Elbow Pink X,Elbow Pink Y,Shoulder Green X,Shoulder Green Y,Arm Pit Green X,Arm Pit Green Y,angles,Timestamp (microseconds),Seconds,Hand Pink X meters,Hip Pink X meters,Head Pink X meters,Elbow Pink X meters,Shoulder Green X meters,Arm Pit Green X meters,Hand Pink Y meters,Hip Pink Y meters,Head Pink Y meters,Elbow Pink Y meters,Shoulder Green Y meters,Arm Pit Green Y meters,angular velocity,Hand Pink m/s,Hip Pink m/s,Head Pink m/s,Elbow Pink m/s,Shoulder Green m/s,Arm Pit Green m/s
1.0,624.5914307,1532.195435,844.5,1225.5,1031.467163,381.3592834,709.6867065,1179.304199,824.9367676,869.7022095,757.1028442,862.3311768,0.0,1658793622000000.0,0.0,0.4817704149330017,0.6513940080076733,0.7956086790229415,0.5474075407658974,0.6363041650679202,0.5839813572024241,-1.181838869692967,-0.9452733650839594,-0.2941564856185437,-0.9096408393687256,-0.6708334020359197,-0.6651478525585857,,,,,,,
2.0,624.5914307,1532.195435,844.5,1225.5,1031.469971,381.6804504,709.6867065,1179.304199,824.9367676,869.7022095,757.1028442,862.3311768,0.0,1658793622016666.8,0.01666675,0.4817704149330017,0.6513940080076733,0.7956108449369433,0.5474075407658974,0.6363041650679202,0.5839813572024241,-1.181838869692967,-0.9452733650839594,-0.2944042135751687,-0.9096408393687256,-0.6708334020359197,-0.6651478525585857,0.0,0.0,0.0,0.014864245491698456,0.0,0.0,0.0
3.0,624.5914307,1532.195435,844.5,1225.5,1031.469971,381.6804504,709.6867065,1179.304199,824.9367676,869.7022095,757.1028442,862.3311768,0.0,1658793622033333.2,0.03333325,0.4817704149330017,0.6513940080076733,0.7956108449369433,0.5474075407658974,0.6363041650679202,0.5839813572024241,-1.181838869692967,-0.9452733650839594,-0.2944042135751687,-0.9096408393687256,-0.6708334020359197,-0.6651478525585857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,624.5914307,1532.195435,844.5,1225.5,1031.469971,381.6804504,709.6867065,1179.304199,825.0812378,869.9187622,757.1028442,862.3311768,0.0,1658793622050000.0,0.05,0.4817704149330017,0.6513940080076733,0.7956108449369433,0.5474075407658974,0.636415600263439,0.5839813572024241,-1.181838869692967,-0.9452733650839594,-0.2944042135751687,-0.9096408393687256,-0.6710004371231878,-0.6651478525585857,0.0,0.0,0.0,0.0,0.0,0.012047683737729265,0.0
5.0,624.5914307,1532.195435,844.5,1225.5,1031.5,381.8565979,709.6264648,1179.452515,825.0812378,869.9187622,757.1028442,862.3311768,0.0,1658793622066666.5,0.0666665,0.4817704149330017,0.6513940080076733,0.7956340074125696,0.547361074120057,0.636415600263439,0.5839813572024241,-1.181838869692967,-0.9452733650839594,-0.2945400826409183,-0.909755240971676,-0.6710004371231878,-0.6651478525585857,0.0,0.0,0.0,0.008269755250144315,0.00740869444367906,0.0,0.0
6.0,624.5914307,1532.195435,844.5,1225.5,1031.5,381.8565979,709.4716797,1179.265991,824.9562378,869.8530884,757.1028442,862.3311768,0.0,1658793622083333.2,0.08333325,0.4817704149330017,0.6513940080076733,0.7956340074125696,0.5472416826615977,0.6363191831515373,0.5839813572024241,-1.181838869692967,-0.9452733650839594,-0.2945400826409183,-0.9096113681286332,-0.670949780498199,-0.6651478525585857,0.0,0.0,0.0,0.0,0.011217547644016012,0.0065348658166623245,0.0
7.0,624.5914307,1532.195435,844.5,1225.5,1031.5,381.8565979,709.4716797,1179.265991,824.9562378,869.8530884,757.1028442,862.3311768,0.0,1658793622100000.0,0.1,0.4817704149330017,0.6513940080076733,0.7956340074125696,0.5472416826615977,0.6363191831515373,0.5839813572024241,-1.181838869692967,-0.9452733650839594,-0.2945400826409183,-0.9096113681286332,-0.670949780498199,-0.6651478525585857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,624.5914307,1532.195435,844.5,1225.5,1031.5,381.8565979,709.4716797,1179.265991,824.9562378,869.8530884,757.1028442,862.3311768,0.0,1658793622116666.5,0.1166665,0.4817704149330017,0.6513940080076733,0.7956340074125696,0.5472416826615977,0.6363191831515373,0.5839813572024241,-1.181838869692967,-0.9452733650839594,-0.2945400826409183,-0.9096113681286332,-0.670949780498199,-0.6651478525585857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,624.5914307,1532.195435,844.5,1225.5,1032.043701,382.0058289,709.4716797,1179.265991,824.9367676,869.7022095,757.1028442,862.3311768,0.0,1658793622133333.5,0.1333335,0.4817704149330017,0.6513940080076733,0.7960533840538341,0.5472416826615977,0.6363041650679202,0.5839813572024241,-1.181838869692967,-0.9452733650839594,-0.2946551900171278,-0.9096113681286332,-0.6708334020359197,-0.6651478525585857,0.0,0.0,0.0,0.02609320430813247,0.0,0.007040608038010108,0.0
10.0,624.5914307,1532.195435,844.5,1225.5,1031.809692,382.1541748,709.4716797,1179.265991,825.0812378,869.9187622,757.1028442,862.3311768,0.0,1658793622150000.0,0.15,0.4817704149330017,0.6513940080076733,0.7958728842783221,0.5472416826615977,0.636415600263439,0.5839813572024241,-1.181838869692967,-0.9452733650839594,-0.2947696146830515,-0.9096113681286332,-0.6710004371231878,-0.6651478525585857,0.0,0.0,0.0,0.012822769719284388,0.0,0.012047683737729265,0.0
