Frame #,Arm Pink X,Arm Pink Y,Leg Pink X,Leg Pink Y,Neck Green X,Neck Green Y,Shoulder Pink X,Shoulder Pink Y,Back Pink X,Back Pink Y,Timestamp (microseconds),angles,Seconds,Arm Pink X meters,Leg Pink X meters,Neck Green X meters,Shoulder Pink X meters,Back Pink X meters,Arm Pink Y meters,Leg Pink Y meters,Neck Green Y meters,Shoulder Pink Y meters,Back Pink Y meters,angular velocity,Arm Pink m/s,Leg Pink m/s,Neck Green m/s,Shoulder Pink m/s,Back Pink m/s
1.0,449.0,955.5,507.3721008,1254.418579,554.9060059,812.1709595,463.57547,856.0188599,560.5,991.5,1660608147653330.0,0.0,0.0,0.6756912333584756,0.7635342551475117,0.8350670902552261,0.6976255703319265,0.8434853815087429,-1.4379130812339052,-1.887749747867029,-1.2222200385801592,-1.2882058780043366,-1.4920887703227808,,,,,,
2.0,448.5714417,955.722229,507.1687317,1254.362183,554.9060059,812.1709595,463.5,856.0384521,560.5,991.5,1660608147669996.8,0.0,0.01666675,0.675046304435774,0.7632282090049595,0.8350670902552261,0.6975119970192727,0.8434853815087429,-1.4382475092675309,-1.887664878640312,-1.2222200385801592,-1.2882353619192188,-1.4920887703227808,0.0,0.043588892278224094,0.019055741844724146,0.0,0.007040278041541001,0.0
3.0,448.5714417,955.722229,507.1687317,1254.362183,554.9060059,812.1709595,463.387207,856.1784668,560.5,991.5,1660608147686663.5,0.0,0.0333335,0.675046304435774,0.7632282090049595,0.8350670902552261,0.697342257060956,0.8434853815087429,-1.4382475092675309,-1.887664878640312,-1.2222200385801592,-1.2884460672763045,-1.4920887703227808,0.0,0.0,0.0,0.0,0.016234230608016122,0.0
4.0,448.5714417,955.722229,507.1687317,1254.362183,554.9060059,812.1709595,463.387207,856.1784668,560.5,991.5,1660608147703330.0,0.0,0.05,0.675046304435774,0.7632282090049595,0.8350670902552261,0.697342257060956,0.8434853815087429,-1.4382475092675309,-1.887664878640312,-1.2222200385801592,-1.2884460672763045,-1.4920887703227808,0.0,0.0,0.0,0.0,0.0,0.0
5.0,448.5714417,955.722229,507.1687317,1254.362183,554.9060059,812.1709595,463.387207,856.1784668,560.5,991.5,1660608147719996.8,0.0,0.06666675,0.675046304435774,0.7632282090049595,0.8350670902552261,0.697342257060956,0.8434853815087429,-1.4382475092675309,-1.887664878640312,-1.2222200385801592,-1.2884460672763045,-1.4920887703227808,0.0,0.0,0.0,0.0,0.0,0.0
6.0,448.5609741,955.6300659,507.1687317,1254.362183,554.9060059,812.1709595,463.5294189,855.9705811,560.5,991.5,1660608147736663.2,0.0,0.08333325,0.6750305519512433,0.7632282090049595,0.8350670902552261,0.697556268940932,0.8434853815087429,-1.4381088148383347,-1.887664878640312,-1.2222200385801592,-1.2881332241916037,-1.4920887703227808,0.0,0.008375167320844033,0.0,0.0,0.022742444228745586,0.0
7.0,448.5609741,955.6300659,507.1687317,1254.362183,555.2789307,812.1360474,463.5294189,855.9705811,560.5,991.5,1660608147753330.0,-0.1193659207240925,0.1,0.6750305519512433,0.7632282090049595,0.8356282974224021,0.697556268940932,0.8434853815087429,-1.4381088148383347,-1.887664878640312,-1.2221675000502972,-1.2881332241916037,-1.4920887703227808,-7.161919433848377,0.0,0.0,0.03381966312362057,0.0,0.0
8.0,448.5609741,955.6300659,507.0,1254.5,555.2789307,812.1360474,463.5294189,855.9705811,560.5,991.5,1660608147769996.8,-0.1193659207240925,0.11666675,0.6750305519512433,0.762974288001664,0.8356282974224021,0.697556268940932,0.8434853815087429,-1.4381088148383347,-1.887872276722066,-1.2221675000502972,-1.2881332241916037,-1.4920887703227808,0.0,0.0,0.019671385940678156,0.0,0.0,0.0
9.0,448.5714417,955.722229,507.0,1254.5,555.2789307,812.1360474,463.5294189,855.9705811,560.5,991.5,1660608147786663.5,-0.1193659207240925,0.1333335,0.675046304435774,0.762974288001664,0.8356282974224021,0.697556268940932,0.8434853815087429,-1.4382475092675309,-1.887872276722066,-1.2221675000502972,-1.2881332241916037,-1.4920887703227808,0.0,0.008375167320844033,0.0,0.0,0.0,0.0
10.0,448.5609741,955.6300659,507.0,1254.5,555.0,811.8627319,463.2962952,855.7710571,560.5,991.5,1660608147803330.2,-0.033014814785023,0.15000025,0.6750305519512433,0.762974288001664,0.8352085401201647,0.6972054456884196,0.8434853815087429,-1.4381088148383347,-1.887872276722066,-1.2217561929516534,-1.28783296446411,-1.4920887703227808,5.181040451141912,0.008375167320844033,0.0,0.035260899021934654,0.02770628611793424,0.0
