Timestamp (microseconds),Gyro X (°/s),Gyro Y (°/s),Gyro Z (°/s)
1660608134115387,-3.0212863355459376,-0.8850232700083325,-1.8005645838102282
1660608134131383,-3.7537193865873633,-1.1291676203554744,-1.8616006713969
1660608134147379,-4.303044174868319,-1.5564202334630863,-1.739528496223329
1660608134163375,-4.9134050507361735,-2.3498893720911838,-1.3733119707026162
1660608134179371,-5.706874189364498,-2.7161058976118966,-1.3733119707026162
1660608134195366,-5.2185854886702145,-2.532997634851654,-1.6174563210497581
1660608134211362,-3.997863736934505,-1.8616006713969,-2.410925459678083
1660608134227358,-2.7161058976118966,-0.8239871824216607,-3.6316472114137923
1660608134243354,-1.1291676203554744,0.03051804379333589,-3.6316472114137923
1660608134259350,0.33569848172737693,0.45777065690094787,-2.288853284504512
1660608134275346,0.9460593575952316,0.33569848172737693,-0.8239871824216607
1660608134291342,0.45777065690094787,0.213626306553806,-0.3967345693140487
1660608134307338,-0.45777065690094787,-0.09155413138023505,-1.0070954451819034
1660608134323334,-1.3122758831159445,-0.213626306553806,-2.105745021744042
1660608134339330,-1.6174563210497581,-0.09155413138023505,-2.9602502479590385
1660608134355326,-1.5564202334630863,0.03051804379333589,-3.3264667734797513
1660608134371322,-1.1902037079423735,0.09155413138023505,-3.1433585107195086
1660608134387318,-0.7629510948347615,0.09155413138023505,-2.7771419851987957
1660608134403314,-0.3967345693140487,0.213626306553806,-2.3498893720911838
1660608134419310,-0.15259021896690683,0.2746623941404778,-1.8005645838102282
1660608134435302,0.15259021896690683,0.5798428320745188,-1.3733119707026162
1660608134451298,0.45777065690094787,0.7019150072480898,-1.2512397955290453
1660608134467294,0.7019150072480898,0.5798428320745188,-1.4343480582895154
1660608134483290,0.3967345693140487,0.3967345693140487,-1.8005645838102282
1660608134499286,-0.3967345693140487,0.09155413138023505,-2.227817196917613
1660608134515282,-1.2512397955290453,-0.09155413138023505,-2.5940337224383256
1660608134531278,-1.8005645838102282,-0.213626306553806,-2.655069810025225
1660608134547274,-1.5564202334630863,0.03051804379333589,-2.5940337224383256
1660608134563270,-0.8850232700083325,0.2746623941404778,-2.410925459678083
1660608134579266,-0.45777065690094787,0.3967345693140487,-2.166781109330941
1660608134595262,-0.33569848172737693,0.5188067444876197,-1.8005645838102282
1660608134611258,-0.03051804379333589,0.5188067444876197,-1.4953841458761872
1660608134627254,0.45777065690094787,0.5188067444876197,-1.4953841458761872
1660608134643250,0.5798428320745188,0.5188067444876197,-1.6784924086366573
1660608134659246,0.33569848172737693,0.213626306553806,-1.8616006713969
1660608134675242,-0.33569848172737693,-0.33569848172737693,-2.105745021744042
1660608134691238,-0.3967345693140487,-0.7629510948347615,-2.227817196917613
1660608134707234,-0.15259021896690683,-0.7629510948347615,-2.3498893720911838
1660608134723230,-0.09155413138023505,-0.5188067444876197,-2.3498893720911838
1660608134739226,-0.3967345693140487,-0.213626306553806,-2.227817196917613
1660608134755218,-0.7019150072480898,0.03051804379333589,-2.04470893415737
1660608134771214,-0.2746623941404778,0.213626306553806,-2.04470893415737
1660608134787210,0.3967345693140487,0.5188067444876197,-1.983672846570471
1660608134803206,1.0681315327688026,0.7629510948347615,-2.105745021744042
1660608134819202,0.7629510948347615,0.6408789196611906,-2.166781109330941
1660608134835198,1.1291676203554744,0.2746623941404778,-2.166781109330941
1660608134851194,1.1902037079423735,0.2746623941404778,-1.8616006713969
1660608134867190,1.0070954451819034,0.5188067444876197,-1.6174563210497581
1660608134883186,0.7629510948347615,0.5188067444876197,-1.4953841458761872
1660608134899182,1.0681315327688026,0.5188067444876197,-1.4343480582895154
1660608134915178,1.3122758831159445,0.5188067444876197,-1.6784924086366573
1660608134931174,1.1291676203554744,0.7019150072480898,-1.6784924086366573
1660608134947170,1.0681315327688026,0.8850232700083325,-1.5564202334630863
1660608134963166,0.7629510948347615,0.6408789196611906,-1.3122758831159445
1660608134979162,0.03051804379333589,0.6408789196611906,-1.0681315327688026
1660608134995158,-0.7019150072480898,0.8239871824216607,-0.9460593575952316
1660608135011154,-1.0681315327688026,0.9460593575952316,-1.1291676203554744
1660608135027150,-0.9460593575952316,0.8850232700083325,-1.3122758831159445
1660608135043146,-1.0070954451819034,0.5798428320745188,-1.4953841458761872
1660608135059142,-1.2512397955290453,0.2746623941404778,-1.4953841458761872
1660608135074859,-1.3733119707026162,0.09155413138023505,-1.3733119707026162
1660608135090854,-1.0070954451819034,0.2746623941404778,-1.0070954451819034
1660608135106848,-0.213626306553806,0.5188067444876197,-0.7629510948347615
1660608135122843,0.3967345693140487,0.5188067444876197,-0.7629510948347615
1660608135138837,0.3967345693140487,0.33569848172737693,-0.7629510948347615
1660608135154832,0.2746623941404778,-0.15259021896690683,-0.8850232700083325
1660608135170827,0.15259021896690683,-0.6408789196611906,-1.1902037079423735
1660608135186821,0.213626306553806,-0.8850232700083325,-1.4343480582895154
1660608135202816,0.45777065690094787,-0.8850232700083325,-1.4343480582895154
1660608135218810,0.8850232700083325,-0.7019150072480898,-1.2512397955290453
1660608135234805,1.1291676203554744,-0.45777065690094787,-1.1291676203554744
1660608135250799,1.2512397955290453,-0.5188067444876197,-0.8850232700083325
1660608135266794,1.3122758831159445,-0.7019150072480898,-0.7629510948347615
1660608135282788,1.4953841458761872,-0.8850232700083325,-0.5798428320745188
1660608135298783,1.5564202334630863,-0.8850232700083325,-0.5798428320745188
1660608135314777,1.4953841458761872,-0.8850232700083325,-0.7019150072480898
1660608135330772,1.3733119707026162,-1.0070954451819034,-0.8239871824216607
1660608135346767,0.9460593575952316,-1.0070954451819034,-0.9460593575952316
1660608135362761,0.5798428320745188,-1.0070954451819034,-1.0681315327688026
1660608135378756,0.45777065690094787,-1.0681315327688026,-1.1291676203554744
1660608135394470,0.5188067444876197,-1.1902037079423735,-1.0681315327688026
1660608135410463,0.7629510948347615,-1.1902037079423735,-1.0070954451819034
1660608135426457,1.3122758831159445,-0.9460593575952316,-0.9460593575952316
1660608135442451,1.8616006713969,-0.8239871824216607,-0.8239871824216607
1660608135458444,2.105745021744042,-0.8239871824216607,-0.8850232700083325
1660608135474438,2.04470893415737,-1.0070954451819034,-0.8239871824216607
1660608135490431,1.983672846570471,-1.1291676203554744,-0.8239871824216607
1660608135506425,1.4953841458761872,-0.9460593575952316,-0.8239871824216607
