Frame #,Hand Pink X,Hand Pink Y,Body Pink X,Body Pink Y,Shoulder Green X,Shoulder Green Y,Elbow Orange X,Elbow Orange Y,Timestamp (microseconds),angles,Seconds,Hand Pink X meters,Body Pink X meters,Shoulder Green X meters,Elbow Orange X meters,Hand Pink Y meters,Body Pink Y meters,Shoulder Green Y meters,Elbow Orange Y meters
1.0,577.3536377,1543.975586,776.5669556,1237.075928,700.4382324,1023.788391,681.5547485,1293.603394,1660089791409170.0,0.0,0.0,0.5322405737201221,-0.7158878285190592,0.6457076258377998,0.6282996532392222,-1.4233329419663268,-1.1404137060208437,-0.9437919587110636,-1.192524247931758
2.0,577.3536377,1543.975586,776.5669556,1237.075928,700.2477417,1023.978638,681.5547485,1293.603394,1660089791425836.5,0.0,0.0166665,0.5322405737201221,-0.7158878285190592,0.6455320196359229,0.6282996532392222,-1.4233329419663268,-1.1404137060208437,-0.943967340255089,-1.192524247931758
3.0,577.0,1544.0,776.4330444,1237.075928,700.2477417,1023.978638,681.4581909,1293.730347,1660089791442503.2,0.03629496508547435,0.03333325,0.5319145684435522,-0.7157643808272779,0.6455320196359229,0.628210640424432,-1.423355448313422,-1.1404137060208437,-0.943967340255089,-1.192641281121026
4.0,577.3081055,1544.136353,776.4330444,1237.075928,700.2477417,1023.978638,681.5395508,1293.701416,1660089791459169.8,0.0007863004986106875,0.04999975,0.5321985992998218,-0.7157643808272779,0.6455320196359229,0.6282856430519834,-1.423481147008658,-1.1404137060208437,-0.943967340255089,-1.1926146107217546
5.0,577.0814209,1544.023315,776.3815918,1237.134277,700.4382324,1023.788391,681.5395508,1293.701416,1660089791475836.5,0.027210005521785513,0.0666665,0.5319896273047061,-0.7157169486131978,0.6457076258377998,0.6282856430519834,-1.423376941533809,-1.140467495766345,-0.9437919587110636,-1.1926146107217546
6.0,576.9299927,1543.959961,776.5,1237.0,700.4382324,1023.788391,681.4440308,1293.828979,1660089791492503.2,0.04456696704120445,0.08333325,0.5318500313503677,-0.7158261046731685,0.6457076258377998,0.628197586761554,-1.4233185378673114,-1.140343710857321,-0.9437919587110636,-1.192732206247048
7.0,577.3536377,1543.975586,776.4330444,1237.075928,700.1829834,1024.047119,681.4440308,1293.828979,1660089791509169.8,0.0,0.09999975,0.5322405737201221,-0.7157643808272779,0.6454723213981454,0.628197586761554,-1.4233329419663268,-1.1404137060208437,-0.9440304703097884,-1.192732206247048
8.0,577.1428833,1543.976196,776.5,1237.0,700.3555298,1023.781189,681.4581909,1293.730347,1660089791525836.5,0.021966928419993464,0.1166665,0.5320462871764071,-0.7158261046731685,0.6456313854256887,0.628210640424432,-1.4233335043023525,-1.140343710857321,-0.9437853194585124,-1.192641281121026
9.0,576.7172852,1544.147705,776.5,1237.0,700.3733521,1023.857117,681.3381958,1293.603394,1660089791542503.2,0.06210268515877723,0.13333325,0.5316539443173224,-0.7158261046731685,0.6456478151328172,0.6281000214611187,-1.4234916119899077,-1.140343710857321,-0.9438553146220356,-1.192524247931758
10.0,577.1428833,1543.976196,776.5,1237.0,700.0271606,1023.895325,681.2937622,1293.683472,1660089791559170.0,0.02197748699871811,0.15,0.5320462871764071,-0.7158261046731685,0.6453286742275809,0.6280590597987816,-1.4233335043023525,-1.140343710857321,-0.9438905371382073,-1.1925980688239797
